SA3_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
10602,840,152,150,177,181,60,24,40,3393,0,0,0,0,0,0,0,0,0,15,15,4122,1405,1299,238,182,242,254,94,28,166,8025
10603,267,65,110,112,116,45,22,48,2144,10,0,0,0,0,0,0,0,0,25,41,6686,839,712,134,162,184,179,119,53,305,9377
10604,190,45,64,87,177,42,29,25,1024,0,0,0,0,0,0,3,0,0,64,73,1222,355,390,93,94,122,241,61,34,143,2744
10701,905,176,127,210,177,52,20,227,8444,18,0,0,0,0,0,0,0,0,64,86,12054,1215,1299,237,176,247,233,85,27,518,16103
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,585,108,114,112,127,55,19,117,5439,15,0,0,0,0,0,0,0,0,92,107,11783,1305,1118,200,215,202,223,99,30,447,15621
10704,2196,809,729,892,1159,533,58,312,15071,41,4,6,0,0,8,0,0,0,244,294,16681,2805,3298,994,928,1115,1408,703,111,848,28887
10801,123,36,46,58,56,21,0,52,845,8,0,0,0,0,0,0,0,0,7,21,2761,246,205,42,53,77,80,35,9,201,3706
10802,148,53,53,59,83,31,10,30,1013,6,0,0,0,0,0,0,3,0,94,107,3259,307,309,94,80,78,108,52,19,318,4618
10803,9,0,0,4,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,35,9,16,0,0,6,0,0,0,7,74
10804,436,109,145,127,144,57,21,61,2448,17,0,0,0,0,3,0,0,0,29,47,7372,1026,910,186,240,214,251,104,42,402,10753
10805,209,59,38,69,90,41,14,35,1239,11,0,0,0,0,0,0,0,0,18,27,3830,420,333,72,72,83,118,64,28,237,5253
10901,1017,245,290,283,273,77,15,73,3834,6,0,0,0,0,0,0,0,0,4,12,3671,1115,1259,296,327,344,321,113,34,188,7676
10902,77,36,32,42,54,23,26,45,526,0,0,0,0,0,0,0,0,0,0,3,468,81,117,46,39,54,70,27,29,74,1010
10903,175,49,54,64,98,39,10,34,875,0,0,0,0,0,0,0,0,0,11,11,1949,235,292,60,67,82,128,52,20,150,3033
11001,353,119,179,443,673,126,25,48,2673,4,0,0,0,0,0,0,0,0,4,11,1933,565,516,156,235,484,716,162,32,120,4913
11002,125,40,48,51,95,61,43,50,862,5,0,0,0,0,0,0,0,0,42,48,1645,277,220,51,80,68,134,70,48,188,2773
11003,108,20,46,49,82,43,6,4,609,5,0,0,0,0,0,0,0,0,6,8,633,177,182,38,56,55,98,52,12,49,1351
11004,741,262,336,393,455,145,64,72,3360,12,0,4,0,0,0,0,0,0,12,26,2629,694,1020,311,410,439,527,181,78,217,6505
11101,720,223,227,187,222,64,35,113,4560,18,0,0,0,0,0,0,0,0,40,57,8357,1722,1396,341,310,288,320,116,58,345,13257
11102,630,119,125,117,122,43,12,85,3089,13,0,0,0,0,0,0,0,0,32,43,6113,1194,981,179,189,165,191,76,21,319,9429
11103,2530,847,980,1068,1151,438,106,284,13541,9,3,0,0,3,0,3,0,0,200,220,12228,3330,3773,1082,1238,1335,1486,624,213,774,26079
11201,753,195,210,311,386,169,38,125,4037,12,3,8,0,0,0,6,0,0,24,48,8050,1738,1704,418,388,520,610,365,65,487,14339
11202,358,83,83,117,149,56,29,48,1919,9,0,0,0,0,0,0,0,0,22,31,4367,689,631,132,117,159,205,76,44,244,6668
11203,665,217,167,173,179,79,9,73,3414,18,0,0,0,0,0,0,0,0,115,139,9818,1776,1435,343,270,282,334,166,57,635,15106
11301,953,343,442,616,779,250,64,197,6077,8,0,0,0,0,3,8,4,0,20,34,2847,1061,1198,411,497,674,896,292,89,304,8277
11302,85,21,27,32,29,28,3,11,485,0,0,0,0,0,0,0,0,0,59,65,758,191,143,28,45,39,48,36,9,110,1402
11303,1312,440,495,537,767,254,143,74,5752,4,0,0,0,0,0,0,0,3,103,117,3562,1332,1669,496,570,613,842,300,162,332,9885
11401,573,186,154,181,245,97,24,110,3845,23,0,0,0,0,0,0,0,0,135,160,10751,1099,1045,267,221,264,339,162,37,660,14850
11402,453,122,119,159,169,72,10,64,2686,7,0,0,0,0,0,0,0,0,10,21,6551,967,763,160,178,206,233,127,24,362,9575
11501,6795,1585,1558,1440,1653,737,289,564,49221,35,8,8,3,0,0,0,3,0,241,294,37467,11544,8427,1949,1899,1813,2042,990,370,1084,67590
11502,328,70,55,37,70,26,5,74,3110,4,0,0,0,0,0,0,0,0,5,5,4547,774,509,110,83,67,91,38,22,155,6398
11503,36,14,10,13,22,3,0,8,710,4,0,0,0,0,0,0,0,0,3,3,2413,270,143,40,20,22,40,13,3,68,3036
11504,2782,627,599,483,462,243,53,127,14242,4,0,0,0,3,0,0,0,0,66,82,8808,4285,3559,803,815,613,568,294,84,290,20115
11601,8377,2291,2474,3001,3343,946,206,837,53116,39,8,6,0,0,4,3,4,0,59,129,28946,12044,9474,2538,2708,3279,3579,1055,235,1218,65081
11602,11149,2615,2490,2266,2233,918,225,552,54199,20,21,8,0,5,4,3,0,0,337,401,25158,15803,12856,3012,2859,2647,2530,1058,260,1070,67254
11603,5665,1323,1167,1141,1363,462,97,728,36809,30,4,14,0,0,0,8,0,3,41,100,23879,8403,6591,1494,1332,1299,1505,512,109,1091,46219
11701,3461,1200,1382,1531,1539,521,110,418,20934,6,0,4,0,0,0,0,0,0,206,220,11878,3647,4686,1505,1707,1887,1951,682,148,771,28862
11702,1045,285,346,337,385,136,29,373,10111,10,0,5,0,4,0,0,0,0,44,60,10698,1849,2019,498,554,506,551,235,63,561,17548
11703,12141,4441,4978,5493,7513,2952,813,1160,63783,34,11,15,5,7,12,22,5,0,385,496,34842,12841,18531,6241,6869,7732,10252,4237,1434,2187,105166
11801,2547,795,921,1139,1381,594,123,310,17101,26,3,6,0,7,4,0,0,3,234,286,23743,5279,6573,1949,2095,2516,2945,1374,345,1058,47877
11802,3439,1222,1378,1709,2217,922,178,410,27812,32,0,4,3,0,8,0,0,0,612,660,25487,6132,7078,2095,2347,2895,3599,1544,362,1431,52969
11901,7839,2030,1968,1904,1799,734,229,1563,64715,38,13,6,0,0,4,0,0,0,366,432,44878,9945,8691,2184,2164,2085,1944,800,258,2247,75197
11902,8135,2053,2840,3007,3132,852,238,1385,60721,20,8,8,4,6,12,5,0,0,610,672,36219,8953,8977,2238,3048,3219,3344,939,268,2230,69431
11903,6376,1753,2378,2950,2764,806,112,978,50690,10,0,8,0,4,3,10,0,0,326,372,32080,8077,7130,1917,2553,3215,2945,857,139,1509,60427
11904,7567,2509,2921,3521,3638,1017,209,1158,56787,23,3,10,4,0,8,9,4,4,740,809,35043,8465,9023,2874,3275,3912,3976,1172,247,2218,70200
12001,3385,971,1019,984,1205,450,143,427,23794,10,0,0,0,0,0,0,0,0,108,121,18427,4476,4425,1185,1231,1211,1407,524,192,702,33774
12002,782,199,233,206,228,89,34,114,5556,4,0,0,0,0,0,0,0,0,58,61,9449,2144,2092,423,464,471,419,198,97,323,16079
12003,8933,3221,4269,5785,5383,1541,247,1545,65778,19,3,9,7,4,14,13,0,0,108,173,36361,9662,10493,3616,4667,6242,5890,1717,307,2020,80977
12101,5467,1579,1704,1822,2174,959,376,460,34210,13,4,0,0,3,0,4,0,0,281,309,25297,7466,7460,1983,2152,2240,2613,1192,480,979,51870
12102,4540,1200,1264,1281,1296,481,150,261,24708,15,5,3,0,0,4,0,0,0,138,159,16454,6738,5596,1413,1450,1461,1455,564,190,555,35871
12103,4847,1118,1089,1072,1249,767,238,456,31876,24,4,4,0,0,5,0,0,0,41,78,29112,8647,6922,1515,1431,1442,1620,947,345,772,52761
12104,2676,815,882,989,1065,525,199,183,15630,13,0,0,0,0,0,0,0,3,15,35,17692,4773,5267,1338,1558,1620,1713,923,362,465,35706
12201,759,246,262,291,406,178,33,43,4443,8,0,4,0,3,0,0,0,0,6,21,6794,2309,2334,616,684,715,876,436,123,210,15098
12202,432,113,118,105,143,86,14,58,3670,3,0,5,0,0,0,0,0,0,60,76,9996,1995,1433,312,241,225,306,207,56,320,15087
12203,3206,1009,1018,1110,1243,401,88,347,21660,22,3,5,0,0,0,0,0,0,157,190,26420,7543,6639,1611,1533,1628,1783,679,164,919,48915
12301,867,127,128,144,139,68,16,115,5959,10,4,0,0,0,0,0,0,0,20,35,8261,1622,1321,186,209,221,182,92,33,280,12414
12302,7508,1514,1364,1321,1423,583,188,758,45996,29,9,17,4,7,6,0,0,0,289,357,32619,11894,8704,1765,1604,1553,1646,697,231,1454,62170
12303,135,17,32,24,48,16,0,38,1401,3,0,0,0,0,0,0,0,0,5,4,4043,380,300,35,50,53,69,31,4,149,5117
12401,393,101,94,140,123,35,3,65,3281,16,0,0,0,0,0,0,0,0,14,31,10612,1127,890,182,150,184,178,53,25,284,13684
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,3587,657,564,583,684,273,66,272,19232,19,4,8,0,0,0,0,0,0,65,100,18993,5799,4589,830,760,732,821,352,97,634,33614
12404,357,152,140,122,101,27,5,63,2258,6,0,0,0,0,0,0,0,0,269,271,3467,443,576,187,182,163,120,38,9,456,5642
12405,1599,412,343,287,295,121,38,125,10819,5,3,5,4,0,0,0,0,0,55,76,9679,2482,2012,504,431,361,385,150,56,335,16385
12501,9168,2625,3768,4764,4418,1207,250,1393,57463,18,13,19,0,7,10,15,0,3,421,513,23956,9739,9950,2831,3967,4999,4654,1295,274,1974,63646
12502,4540,1154,1057,955,1016,397,153,424,29935,11,6,4,0,0,0,0,0,3,19,48,18460,6233,5063,1266,1159,1091,1147,459,160,558,35594
12503,9297,2285,2702,3117,2981,1017,267,1392,64301,29,15,10,3,0,20,6,0,0,793,873,37916,10496,10053,2453,2885,3339,3183,1071,297,2462,74158
12504,12536,4326,5282,6353,6853,2452,698,970,70478,23,6,20,7,10,9,5,10,4,177,275,27020,12496,13947,4850,5776,6941,7523,2745,803,1417,83522
12601,3396,897,1096,1111,1217,509,165,278,21671,5,8,3,0,0,0,0,0,0,17,28,12778,4361,3862,1021,1227,1217,1366,594,196,375,27006
12602,8768,2499,2713,2777,3369,1448,316,800,54331,20,4,9,7,0,0,8,0,7,487,541,33015,9990,10293,2857,3081,3163,3878,1720,382,1550,69934
12701,6043,1553,1209,789,1127,407,127,776,46213,26,4,7,0,6,7,0,0,0,197,252,32684,8718,6964,1712,1358,902,1237,475,142,1243,55438
12702,11684,6250,4181,2802,4493,1335,252,2481,100002,61,11,17,9,6,4,3,4,0,536,644,63066,10630,12298,6406,4311,2882,4595,1381,261,3284,109116
12703,7532,1983,1838,1702,1928,604,130,779,50348,18,6,9,0,0,5,0,3,0,640,687,31265,9905,8403,2171,2024,1899,2107,686,158,1655,60261
12801,1490,317,321,264,308,134,34,157,10952,12,7,0,0,0,0,0,0,0,106,125,14939,2915,2745,605,498,502,535,254,106,493,23589
12802,1182,232,218,213,237,77,35,117,9199,27,0,0,0,0,0,3,0,0,79,111,13594,2769,2182,398,341,356,343,138,68,387,20575
19797,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20101,1265,365,340,424,525,210,38,119,5982,12,0,3,0,0,0,0,0,0,29,46,6331,2020,1885,454,438,562,634,287,56,354,13033
20102,121,29,21,31,40,11,4,46,881,3,0,0,0,0,0,0,0,0,8,12,2905,338,310,52,40,55,63,17,5,154,3934
20103,70,14,19,17,22,12,0,20,477,7,0,0,0,0,0,0,0,0,48,53,1933,168,110,29,24,25,39,14,0,158,2513
20201,1401,422,403,498,399,155,33,99,5720,3,0,5,0,0,0,0,0,0,41,48,4114,1986,1734,513,485,575,470,193,57,285,10414
20202,172,36,47,49,86,25,0,32,1231,11,0,0,0,0,0,0,0,0,239,244,4372,665,482,75,95,78,119,41,16,458,6406
20203,59,16,11,8,23,0,10,4,255,3,0,0,0,0,0,0,0,0,0,5,601,99,90,23,14,14,25,4,17,33,913
20301,48,0,14,6,14,3,3,12,374,3,3,0,0,0,0,0,0,0,0,12,1464,243,167,23,20,25,25,10,8,94,2067
20302,4093,1158,1227,1393,1714,644,113,412,21307,43,3,5,0,0,9,4,5,0,407,475,19520,5271,5664,1430,1489,1670,2088,816,159,1303,39416
20303,535,113,102,116,174,62,27,65,2971,12,0,0,0,0,0,4,0,0,33,52,7777,1570,1426,269,229,241,311,124,60,416,12422
20401,326,93,67,102,226,58,16,67,2009,10,0,0,0,0,0,0,0,0,7,18,4437,624,603,140,110,155,284,96,36,303,6793
20402,230,85,89,125,135,51,16,49,1533,11,0,0,0,0,0,0,0,0,9,22,2722,411,380,120,122,151,174,81,16,159,4347
20403,608,176,217,292,294,77,49,81,3418,5,3,0,3,4,0,0,0,0,39,59,5085,1066,968,233,274,378,361,120,66,298,8839
20501,314,72,106,91,205,78,15,45,2105,9,0,0,0,0,0,0,0,0,0,14,4520,815,578,114,150,136,251,97,29,223,6916
20502,297,89,75,80,108,37,15,53,1479,6,0,0,0,0,0,0,0,0,7,16,4060,444,457,117,122,107,151,53,25,263,5803
20503,342,80,72,81,82,50,28,97,2255,18,0,0,0,0,0,0,0,0,11,30,7208,775,670,146,125,110,137,85,32,411,9695
20504,562,135,130,172,245,114,39,144,3834,18,0,0,0,0,0,0,0,0,16,41,6524,979,856,188,168,220,304,128,52,406,9834
20505,287,70,62,85,93,51,15,26,1420,5,5,0,0,0,0,0,0,0,264,268,3051,519,481,96,98,143,142,85,18,408,5037
20601,1747,594,690,828,867,254,51,259,15523,0,0,0,0,0,0,6,0,0,23,31,14208,2966,3321,933,1096,1224,1314,422,138,478,26097
20602,599,176,180,210,206,75,12,318,6916,9,0,0,0,0,0,0,0,0,6,12,8117,1382,1487,364,343,412,358,129,52,447,13084
20603,1738,571,602,772,788,256,58,246,12020,8,3,0,0,5,3,10,0,0,12,35,9838,2129,2547,746,816,1013,997,340,89,362,18882
20604,11293,5000,6301,7489,9752,4147,974,863,61732,14,5,3,11,5,5,8,5,6,92,145,17093,9542,14388,5938,7467,8824,11600,5004,1360,1273,82492
20605,2768,879,1035,1142,1369,494,125,278,15737,11,0,6,5,0,0,3,0,0,79,110,14044,4397,5422,1567,1762,2017,2472,884,260,610,33446
20606,1794,629,676,676,904,358,111,145,10416,7,0,0,0,0,3,0,0,0,29,40,9039,2331,3276,1011,1157,1250,1591,638,239,324,20866
20607,1635,509,521,587,669,260,87,266,12443,13,0,0,4,5,0,3,0,0,28,51,12692,3102,3596,1036,1126,1342,1483,620,278,517,25803
20701,5598,1539,1570,1715,2078,939,248,528,35003,16,0,4,4,0,0,0,0,0,19,48,28516,7333,7481,1921,1975,2121,2456,1173,320,928,54228
20702,5893,1340,1426,1386,1511,713,237,585,38102,16,3,12,0,0,3,0,0,4,69,106,25304,6809,6676,1505,1573,1557,1689,802,275,859,47050
20703,6287,1872,2439,2472,2802,1054,198,675,36108,8,0,3,0,4,4,7,0,0,53,89,18926,6997,7141,2064,2677,2720,3109,1175,220,933,45955
20801,1450,384,429,450,569,314,75,210,10818,15,0,3,0,0,0,0,0,0,37,56,15646,3690,3395,741,815,780,930,513,132,554,27199
20802,5537,1557,1833,2192,2463,813,296,637,35636,11,5,6,0,6,4,4,0,0,45,90,29187,7748,7801,2081,2418,2848,3052,1082,427,1064,57712
20803,2396,578,515,543,558,205,58,248,16647,24,3,3,3,0,0,0,0,0,149,177,19605,4894,4384,930,816,857,801,283,108,706,33384
20804,982,294,431,487,583,213,50,87,6903,7,0,0,0,0,0,3,0,0,33,45,6204,1347,1481,380,528,593,752,282,70,214,11853
20901,2905,643,713,758,751,316,64,343,18561,14,8,0,0,0,0,0,0,0,15,49,17638,4426,4035,846,947,952,947,399,124,611,30922
20902,3220,898,1195,1571,1545,466,96,527,25031,21,4,0,0,0,0,4,0,0,109,142,17491,3871,4277,1135,1441,1824,1789,549,118,825,33316
20903,581,79,105,72,90,23,3,75,3748,0,0,0,0,0,0,0,0,0,14,16,6961,1629,1121,183,182,135,139,50,6,230,10644
20904,12948,2804,2831,3213,3445,1049,268,1243,73641,46,7,31,5,8,4,8,0,0,195,308,41172,17398,14915,3133,3249,3586,3733,1142,325,1863,90505
21001,942,240,214,252,272,81,35,265,11875,8,0,0,0,0,0,0,0,0,18,27,12237,1492,1349,319,286,313,330,93,51,401,16872
21002,118,21,25,15,18,20,0,21,837,5,0,0,0,0,0,0,0,0,20,21,2755,487,318,69,58,44,31,33,12,139,3941
21003,3470,1040,1369,1519,1613,529,124,495,23344,13,0,0,0,5,0,4,5,0,108,131,13757,3962,4310,1200,1582,1682,1781,578,141,751,29748
21004,724,133,118,98,146,54,4,55,3355,5,0,3,0,0,0,0,0,0,9,17,4531,1238,1176,208,188,143,203,89,19,165,7950
21005,14158,5179,4216,3592,4525,1352,295,1328,78428,41,11,17,7,7,3,10,0,4,346,443,35390,17275,15518,5411,4476,3823,4740,1446,347,1993,90427
21101,5843,1070,1090,1014,1268,418,110,439,34751,29,7,4,0,0,0,0,0,0,95,140,28899,9827,7000,1310,1286,1190,1455,481,147,886,52477
21102,612,112,113,129,118,53,13,72,4031,11,0,3,0,0,0,0,0,0,5,19,4392,903,797,150,140,174,145,68,26,128,6911
21103,3826,845,831,964,877,272,63,210,17133,15,0,0,6,0,0,4,0,0,74,100,14009,5183,4617,963,962,1086,1005,326,94,522,28765
21104,3454,743,769,772,844,260,81,308,18439,10,0,3,0,0,0,0,0,0,68,88,11789,4429,3976,811,868,861,946,290,103,495,24561
21105,1725,319,263,368,323,121,45,137,8815,16,0,3,0,0,0,0,0,0,13,32,17076,3496,2736,501,382,466,456,161,67,516,25856
21201,3837,772,795,716,833,272,95,217,15781,14,6,11,0,0,0,0,0,0,30,62,11651,6170,5058,967,951,846,989,320,123,568,27637
21202,7468,1393,1521,1391,1540,558,216,571,40722,24,7,9,0,4,0,4,0,0,82,130,28784,10086,8627,1583,1731,1576,1728,645,245,954,55966
21203,16667,3312,3401,3253,3622,1340,485,925,74569,36,21,34,6,8,0,6,3,3,69,182,33008,26440,19341,3751,3825,3591,3925,1460,549,1492,97387
21204,14870,3741,4086,5025,5286,1720,489,2215,91886,61,17,19,0,12,10,6,3,0,240,374,51538,16102,16210,4065,4442,5368,5684,1849,535,2943,108734
21205,11472,3359,3750,4496,5371,2168,529,1217,74658,32,10,7,7,0,7,11,3,0,149,221,41502,14567,13225,3746,4187,5037,5966,2453,607,1774,93063
21301,10502,2478,2551,3035,3618,1163,288,2135,78239,51,13,21,6,7,5,6,0,0,163,277,50871,11854,11730,2741,2791,3288,3881,1265,339,2646,91412
21302,1765,435,489,495,530,163,45,369,14501,8,0,9,0,0,0,0,0,0,24,38,15148,3073,3074,655,684,691,745,238,76,595,24986
21303,3169,921,1064,1375,1518,425,95,505,23458,26,6,4,3,6,6,0,0,0,41,84,16349,4079,4470,1183,1334,1657,1820,505,133,700,32234
21304,9417,2328,1862,1793,2175,701,243,759,49376,29,17,12,0,8,0,0,3,0,634,706,28146,14709,11327,2685,2199,2039,2402,796,299,1775,66380
21305,25887,6364,6500,7231,8219,2733,804,1589,113427,33,20,40,10,13,9,19,0,0,374,514,36623,35903,30965,7393,7456,8179,9308,3061,993,2578,142455
21401,1649,424,349,404,457,177,63,193,11344,19,0,4,0,0,0,0,0,0,92,115,18629,4303,3274,650,540,578,620,246,98,729,29663
21402,680,173,148,180,211,83,34,199,6153,41,0,0,0,0,0,0,0,0,80,128,21091,3293,2413,409,389,363,392,198,71,1026,29635
21501,451,111,181,197,217,85,44,42,2280,0,0,0,0,0,0,0,0,0,203,203,2378,786,646,154,213,243,269,107,53,379,5227
21502,895,365,408,488,605,205,67,213,5318,7,4,0,8,0,0,0,0,0,15,37,3085,853,1117,420,466,537,674,226,85,331,7792
21503,505,206,296,365,421,120,65,190,3171,4,3,0,0,0,0,0,0,0,19,25,1583,499,615,223,321,386,472,127,61,256,4562
21601,230,69,77,89,126,44,8,42,1118,6,0,0,0,0,0,0,0,0,11,18,1611,305,374,92,87,121,155,59,14,155,2976
21602,200,93,95,99,131,25,6,39,1206,7,0,0,0,0,0,0,0,0,4,15,1687,323,287,126,104,130,148,48,12,124,2983
21603,1761,503,518,626,763,248,95,214,8621,5,0,3,0,0,0,0,0,0,52,62,4295,2056,2088,562,570,695,805,285,117,397,11874
21701,171,35,64,73,61,23,6,27,830,8,0,0,0,0,0,0,0,0,11,17,1899,339,305,59,90,99,81,33,9,145,3060
21703,222,83,101,165,168,48,36,26,1346,4,0,3,0,0,0,0,0,0,0,12,1918,401,383,118,119,200,205,63,41,122,3566
21704,344,94,133,205,283,76,28,43,1806,0,0,0,0,0,0,0,0,0,20,26,2238,644,627,140,176,250,352,107,37,163,4729
29797,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,18,12,4,0,0,0,0,0,0,0,41
30101,727,140,119,161,170,63,21,134,4758,12,3,0,0,0,0,0,0,0,68,87,9312,3153,1845,304,246,297,282,117,51,430,16035
30102,826,176,163,149,182,95,26,124,4862,13,0,0,0,0,0,0,0,0,27,42,13006,4153,2578,396,349,353,429,177,84,612,22134
30103,1086,200,211,193,216,106,32,99,5728,12,0,0,0,0,0,0,0,0,16,36,8520,3810,2669,437,464,400,425,204,86,337,17355
30201,1334,279,244,282,329,151,42,82,6855,6,0,0,0,0,0,0,0,0,9,16,5725,2783,2014,401,342,394,436,203,59,193,12546
30202,1652,430,530,491,588,225,77,129,8583,9,0,9,0,3,0,0,0,0,40,61,7851,3296,2556,576,686,656,737,295,127,391,17175
30203,1179,293,371,423,510,163,36,80,5855,7,0,0,0,0,0,0,3,0,115,116,4639,2217,1878,391,473,526,607,208,66,295,11315
30204,1729,380,430,496,589,170,40,115,8472,11,3,3,0,0,0,0,0,0,42,57,6825,3779,2568,523,564,605,695,216,77,336,16188
30301,1218,263,252,256,318,128,38,113,7469,5,0,4,0,0,0,0,0,0,7,24,7377,2868,1997,384,375,385,410,183,63,267,14304
30302,2285,704,817,1083,1364,462,91,189,12317,14,3,0,0,6,0,0,0,0,25,46,8993,3243,3386,943,1084,1315,1649,625,157,439,21825
30303,4914,1112,1169,1311,1534,595,179,410,25047,3,4,9,0,4,4,9,6,0,36,69,13165,7041,5706,1279,1347,1515,1726,666,210,621,33268
30304,1283,346,358,503,661,266,74,162,7955,0,0,0,0,0,0,0,0,0,22,28,5413,2089,1701,406,429,584,729,316,96,261,12019
30305,4981,949,820,852,1068,451,100,437,24721,6,7,7,0,0,0,0,0,0,23,45,12904,8030,5854,1072,938,1003,1195,518,129,602,32260
30306,3933,942,965,1188,1449,489,88,464,21872,9,3,8,0,0,0,0,0,0,39,64,10774,5233,4429,1041,1022,1287,1534,518,104,654,26601
30401,886,123,159,126,138,57,20,115,5900,3,0,0,0,0,0,0,0,0,5,14,6769,1805,1371,192,231,164,194,75,30,227,11070
30402,1152,238,246,249,275,121,40,73,6226,5,0,0,0,0,0,0,0,0,6,8,7991,3299,2322,434,401,370,467,181,79,205,15747
30403,2051,607,803,1059,1443,666,213,161,10939,0,4,8,0,0,0,0,0,0,17,38,6348,2897,2912,815,1010,1325,1756,897,282,298,18539
30404,805,173,191,209,198,75,32,61,4040,0,0,0,0,0,0,0,0,0,4,7,5710,2209,1717,300,324,334,301,152,66,181,11291
30501,3759,1431,1824,2406,3756,1638,388,373,22432,13,5,0,0,0,3,19,4,0,123,167,10709,4763,5473,1876,2304,3043,4677,2280,607,740,36463
30502,768,231,258,267,350,143,48,44,3910,0,0,4,0,0,0,0,0,0,4,8,4662,1942,1709,388,437,452,571,283,114,177,10740
