SA3_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
20102,5060,2639,2594,3598,4563,5046,4419,2032,673,30619
20103,4124,2443,2307,2511,3635,4090,4271,2355,747,26497
20201,19381,12632,14030,12620,12149,12057,10665,6243,2803,102575
20202,8702,4693,4459,6079,7533,8000,7417,3880,1337,52093
20203,1972,1082,1041,1196,1572,2131,1880,883,353,12129
20301,4893,2450,2379,3096,3121,2832,2217,915,313,22207
20302,37041,26939,32189,27183,25837,23771,19997,12108,5338,210409
20303,17268,8623,9053,11807,11718,12396,12791,6372,2249,92275
20401,9959,6684,6335,6593,7959,9301,8576,4503,1593,61492
20402,7932,4787,4881,5080,6125,7005,6600,3992,1647,48055
20403,14414,8995,9171,9404,9885,10567,9088,4698,1707,77932
20501,10943,6119,7140,6560,6866,7378,6715,3780,1330,56830
20502,7341,4191,4452,4577,5662,7661,8414,4686,1489,48475
20503,11407,6207,6298,7418,8780,11303,11503,5888,2067,70871
20504,13716,8736,9894,8926,9285,10421,9040,5036,2030,77087
20505,7767,4759,5222,5220,5476,6492,6125,3021,1019,45096
20601,11516,10293,21367,15313,11071,8163,5536,3555,1851,88673
20602,7831,5297,10374,8517,7683,5501,3521,2259,1152,52133
20603,10308,8288,12219,10203,9402,7792,5438,2729,1419,67792
20604,10470,32110,53508,23832,12355,9662,6748,3280,1304,153274
20605,11458,9002,22976,18119,14439,11353,7763,4109,1433,100641
20606,5453,6853,17333,9503,6651,5737,4940,3385,1392,61244
20607,9556,9162,26529,15147,10319,8459,6214,3287,1321,89987
20701,26624,23886,20842,20252,23529,20303,15493,9629,4930,165491
20702,15734,10903,11411,13216,12459,12003,10031,8255,3755,97771
20703,16171,15560,16270,14206,14149,11725,9053,6299,3484,106909
20801,17540,12015,7856,11716,16027,13705,10659,6737,3373,99625
20802,27078,18577,23476,22846,21351,16688,13261,7485,4155,154923
20803,21622,12798,14476,17871,18328,14888,11269,7008,3403,121658
20804,6396,5684,6194,5357,5768,4701,3762,2571,1356,41785
20901,22340,13854,16312,18133,16874,14719,12487,7666,3470,125852
20902,14304,10837,17931,15070,12555,9707,6879,5024,2732,95037
20903,12409,8834,5967,8143,10495,9675,6788,2954,899,66163
20904,54268,30088,39495,40710,30603,24906,18399,9422,3432,251343
21001,10581,6815,6915,8218,8609,7126,6222,4745,2045,61272
21002,6830,3690,2963,4338,4890,4337,3330,1660,417,32465
21003,14686,9095,15057,12874,9407,7414,4883,3931,2761,80110
21004,8657,5310,6838,6204,5922,5440,3869,1805,675,44718
21005,47185,26987,34603,31832,23290,19680,12562,6109,1792,204028
21101,27141,18953,20172,22270,21485,20353,15681,8812,3579,158441
21102,4401,3795,1888,2787,4226,3733,2764,1686,732,26018
21103,20822,12815,14910,16678,15186,13363,10456,6358,2879,113475
21104,10900,7165,7417,9210,8574,6906,6040,4321,1975,62512
21105,28723,17923,18932,20124,21114,19719,15619,8286,2623,153072
21201,26755,14327,18534,17452,14425,11477,8444,4496,1463,117376
21202,26849,18058,18322,19386,18278,16371,11162,6005,2424,136864
21203,56209,29257,37244,38519,26794,19519,12036,5563,1729,226877
21204,32924,24057,33060,27874,22902,20755,17023,10434,4416,193443
21205,28455,26303,28065,24886,22671,19066,15588,11846,5992,182864
21301,32363,23519,29615,25424,23395,21959,17124,8909,3383,185690
21302,16051,8358,11118,13405,12309,10467,7616,4412,2058,85792
21303,13166,8996,19053,15110,10864,8154,5208,2655,1332,84526
21304,47655,24869,30569,33054,24994,17162,12560,5352,1565,197780
21305,74893,34617,52231,57782,31822,22317,14506,6105,1902,296175
21401,25749,15529,19079,19617,18895,16733,12665,7200,3051,138517
21402,27772,17554,14766,17943,22731,22783,22933,15255,5958,167690
21501,9871,6050,6951,6239,7287,9008,7832,4714,2093,60052
21502,10550,6463,7647,6697,7092,7465,6104,3496,1526,57048
21503,6610,3801,4502,4225,4467,5590,4901,2903,1275,38280
21601,6647,4130,4002,3930,4926,5693,4958,3109,1266,38655
21602,5061,2959,3085,3034,3718,4392,4338,2661,1031,30276
21603,13180,8012,8939,8142,8527,8358,6884,4094,1641,67774
21701,5902,3689,3589,3757,4705,5693,5179,2802,1162,36478
21703,6404,3951,4234,4061,4899,5720,5023,2840,1149,38258
21704,9457,5726,6276,6108,6697,7148,6192,3345,1481,52433
29797,0,9,52,140,182,158,16,0,0,565
30101,13683,8704,8095,9545,9916,9540,7858,3777,1350,72469
30102,16166,10573,8564,10807,12759,12821,11514,6893,2566,92657
30103,14603,8015,8401,10848,10839,8394,6157,3476,1433,72160
30201,8830,5610,6035,6789,6050,4930,3879,2410,1105,45636
30202,12965,8899,11993,11053,9621,7574,5748,4037,2343,74225
30203,6951,5030,8246,7149,5516,4537,3201,1704,779,43113
30204,11418,6666,8206,8982,8084,6813,5531,3396,1472,60559
30301,10103,6681,7626,8287,7427,5906,4341,2470,1069,53915
30302,11321,12143,16843,12178,9710,7455,5183,3101,1576,79521
30303,14939,10990,12123,12328,10044,7568,5786,3668,1492,78922
30304,7261,5191,6585,6266,5128,3898,2692,1717,781,39520
30305,15142,8087,10551,11521,8014,6533,4774,2108,827,67548
30306,9328,6453,8444,7667,5599,5185,4221,2223,841,49957
30401,6302,3748,3341,4712,4542,4071,3437,1758,710,32636
30402,10026,5995,3264,6491,7551,5493,4404,2782,1151,47157
30403,8740,11425,7856,7395,6403,4589,3923,2289,898,53519
30404,11093,6916,6471,8071,7772,5158,4215,2574,1152,53429
30501,7617,15749,25926,14851,10874,8499,5630,2714,1049,92915
30502,7747,5811,7689,7397,6328,4443,2636,1176,506,43728
30503,13576,15064,22096,15431,13186,9678,6263,3444,1398,100140
30504,9928,10398,10308,8427,8375,5769,3920,1958,725,59811
30601,11240,6278,6177,8073,8751,8004,6252,2800,724,58303
30602,20235,13212,16097,14585,14833,13220,10456,5224,1784,109653
30603,6596,3600,4037,3848,4526,6025,5708,2630,829,37801
30604,2060,1149,1863,1701,1997,2754,2633,1119,217,15498
30605,7678,4180,4423,4550,5644,6879,6855,3583,1135,44931
30701,9198,4925,6267,5820,6185,6398,5099,2590,797,47283
30702,8528,4884,4574,4705,5586,5859,4917,2862,1047,42961
30703,7245,4170,3927,4036,5170,6110,6122,3426,1118,41320
30801,6837,3675,4832,4907,4592,4280,2574,933,206,32830
30803,23942,14712,15016,14682,14503,15750,13228,7173,2553,121562
30804,3062,1639,2062,2255,2202,2200,1510,849,261,16044
30805,13731,7151,8002,8463,9080,9034,6465,2581,680,65201
30901,9729,7069,10615,9163,8895,8254,7627,4439,1683,67473
30902,9433,5984,7659,7709,7568,7606,6963,3860,1683,58468
30903,9233,7051,7842,7936,9173,9505,9594,6380,2172,68895
30904,3507,1963,1800,2592,3133,3241,2641,1277,290,20433
30905,7955,4303,3278,5146,5548,4164,3119,1575,494,35580
30906,13617,8270,8477,9677,9690,8145,6409,3707,1205,69196
30907,36255,20482,22586,23053,20622,15247,11405,5612,1529,156784
30908,9205,7205,7217,7454,7008,5730,5145,3347,1467,53776
30909,8950,9815,10422,8041,8106,7312,6176,4243,1913,64984
30910,5279,5238,7737,6028,6252,6592,6435,3695,944,48198
31001,16136,10838,12818,11439,9843,7975,5240,2990,1193,78478
31002,12346,7762,7181,7785,9052,9512,8099,4061,1092,66893
31003,24497,14798,16623,15146,14522,12992,9372,5360,1995,115305
31004,27787,14441,17086,16610,11994,8563,5216,2186,483,104368
31101,2668,1545,1392,1673,1977,2042,1933,1032,379,14644
31102,9516,5891,7150,5865,5505,4824,4095,2424,724,45990
31103,22204,13370,14431,12316,10699,9667,6491,2946,836,92962
31104,15293,7923,8213,8604,8280,6258,4272,1711,347,60895
31105,13379,8243,8829,8776,7933,6900,5814,3144,1140,64158
31106,17019,10397,10882,11166,9681,7811,6963,3490,1026,78428
31201,7157,4576,8259,7849,7814,7049,4030,1653,391,48773
31202,24514,14182,15117,15547,15629,15715,11612,5868,2007,120196
31203,4157,2769,3999,3408,3476,4025,3441,1216,253,26738
31301,4257,2643,2121,2907,4060,5876,8260,5139,1354,36610
31302,17158,10243,11647,9829,9346,8282,7186,4034,1429,79145
31303,2434,1478,2087,2048,1983,1971,1861,783,229,14877
31304,14294,9271,8333,8784,9178,7803,6263,3307,977,68212
31305,9835,6443,5695,7346,9008,9027,8838,5283,2070,63539
31401,18599,11053,9245,12286,14122,10763,7723,3786,913,88493
31402,20873,11250,13846,13868,10844,7224,5311,2852,1061,87136
31403,7895,5103,5701,5660,4978,4260,3578,1737,537,39451
31501,7816,4455,5642,4594,4844,5077,3639,1076,157,37303
31502,7145,4690,5986,5079,4835,5176,3983,1337,219,38450
31503,3198,1783,2301,2046,2520,3690,3562,1400,414,20912
31601,10881,7668,6104,7203,7909,6494,5950,4009,1761,57975
31602,16554,10356,10565,11570,12345,12201,11854,7936,3055,96438
31603,8874,6591,8204,7790,8377,9733,9713,5456,1930,66672
31605,7891,4320,3862,5693,6638,6810,7518,4552,1476,48757
31606,10454,6194,6062,6896,7970,8329,7505,3829,1125,58363
31607,9636,5152,5599,6440,6606,6509,5380,3179,1119,49610
31608,4015,2303,1690,2644,3674,4000,3531,1701,428,23999
31701,31929,21484,21590,19496,19164,18270,15815,9874,3887,161504
31801,7465,4684,4361,4363,5445,6474,6335,3413,1210,43749
31802,37256,27765,27630,24799,24435,22900,17914,8817,2781,194291
31901,15597,9896,9783,9573,11341,13447,14209,8572,2666,95085
31902,8373,5104,4799,4769,6174,7648,7801,4093,1194,49959
31903,8841,5231,4909,5490,6813,8454,8218,4203,1193,53347
31904,9877,5782,5421,6145,7397,9601,11633,7138,2093,65088
31905,7043,4589,4124,4524,5797,8002,8611,4059,1144,47895
39797,6,24,87,111,79,34,14,0,0,354
40101,1754,6386,6708,3763,2900,2887,2611,1377,594,28990
40102,14819,9225,8156,9679,11140,10366,8765,4293,1489,77928
40103,7773,5742,4185,5623,6182,5614,5403,3556,1567,45644
40104,8965,6475,7480,7439,6969,6288,5118,4042,1908,54676
40105,5322,4544,5692,4873,4533,4464,3826,2578,1345,37173
40106,5057,3732,4444,4162,3789,3709,2885,1501,806,30095
40107,6016,4438,4734,4993,5005,4569,4273,2575,1574,38181
40201,6905,4632,4420,4386,4994,5085,3619,2269,933,37256
40202,22724,13153,15749,12684,11242,10914,7239,4059,1697,99460
40203,13895,9111,14450,12376,8730,7158,5715,3457,1562,76450
40204,28247,18720,20904,20160,17379,16223,12475,6816,2458,143387
40205,16568,11101,11407,12682,12383,11778,10534,6495,2428,95375
40301,4690,3692,3721,4122,4530,5147,5056,2945,1457,35361
40302,15470,11318,14252,13382,11396,11272,9861,5309,2761,95022
40303,11374,8218,6953,8388,8996,8075,7057,4596,2254,65914
40304,31234,20087,21180,22402,22537,21920,19800,10578,3868,173605
40401,18002,13424,17616,15197,15147,14790,11908,7433,3667,117188
40402,9382,6964,8626,8105,8000,8462,6258,3024,1461,60287
40403,9442,8087,11392,9056,7721,7205,5459,3845,2370,64579
40501,6839,3999,3732,4442,5014,5458,4637,2396,880,37397
40502,3840,2012,2052,2255,2864,3688,3435,1853,658,22659
40503,4626,2796,2717,2722,3431,4250,3836,2255,828,27462
40504,3725,1972,2155,2328,2922,4528,5090,2897,930,26557
40601,10564,5840,6868,6513,7691,8465,6937,3748,1368,57988
40602,4915,3332,5638,4496,4469,4706,3170,1459,391,32576
40701,7637,4361,4106,4894,6308,8570,10602,6285,2126,54885
40702,11617,7132,7495,7738,8649,9184,7999,4416,1731,65946
40703,11496,7173,7894,7412,9012,10647,9931,5533,2087,71182
49797,0,0,0,16,10,0,0,0,0,34
50101,11086,4902,5567,7555,7704,7512,7165,3577,1317,56381
50102,20660,11748,12095,13325,13864,13554,11082,5819,2126,104271
50103,3966,2052,2058,2578,3128,3935,3509,1769,497,23485
50201,18841,10970,10293,11150,12292,13259,13743,8732,3054,102337
50301,12632,11274,6741,7750,9844,8631,7282,4953,2251,71359
50302,15132,12433,24064,18658,13832,11808,9025,4554,2284,111791
50401,13705,8783,13228,12556,10504,9420,7882,4533,1923,82535
50402,7377,4866,4737,5303,5943,5854,4735,2587,828,42232
50403,32392,18430,21932,21699,18520,15689,10253,4953,1674,145546
50501,29966,19135,15885,20835,22055,20790,17329,7740,2849,156583
50502,35540,22119,32688,30944,25407,21626,18002,11774,5416,203530
50503,45828,26795,27902,29783,27356,20711,14273,7576,2571,202806
50601,22012,10594,13720,15076,10646,9021,6873,3278,1023,92236
50602,11584,8917,15407,12060,9087,7917,5728,2869,1279,74844
50603,17646,14052,14986,13984,11632,9960,8151,4786,2184,97376
50604,26295,16183,17259,19420,15724,12590,9967,5071,1864,124367
50605,11346,6677,6197,7748,7552,6896,5990,3511,1264,57181
50606,8022,3625,4661,4557,3856,3223,2067,929,254,31182
50607,6292,5959,6368,5629,5142,5007,4596,2467,1234,42695
50701,22522,13538,17009,17588,14958,12086,8861,4578,1772,112922
50702,5947,4173,5175,5382,5483,5469,4398,2388,1131,39553
50703,10369,5553,7507,7488,5470,3998,2640,1293,410,44736
50704,18348,12945,10931,13447,13776,12960,11751,6826,3443,104437
50705,29349,16518,17549,17475,16928,14660,10422,6039,2055,131013
50901,11067,6237,6372,6929,7866,8840,7621,4249,1625,60802
50902,9245,5070,5736,6244,7572,9066,7965,3850,1145,55896
50903,3470,1730,2071,2338,2690,3023,2445,1281,476,19530
51001,9392,4925,7595,6807,6321,7259,6307,1679,216,50507
51002,5463,3338,8622,8146,6744,4983,1662,337,52,39342
51003,7393,3628,8114,8402,7073,5295,2429,598,41,42976
51101,3083,1724,2019,2004,2293,2287,1702,1017,316,16439
51102,2439,1240,2172,1952,2069,3058,3560,1241,156,17887
51103,7898,5314,8468,7625,7142,6047,2932,919,231,46567
51104,10411,6194,7350,7641,8320,8807,7416,3509,1122,60769
59797,3,137,518,957,896,533,176,32,0,3250
60101,4364,2470,2796,2447,2401,2158,1798,772,183,19392
60102,10184,6142,8419,7590,7025,7180,6370,3826,1586,58319
60103,9707,6499,10574,7479,6520,6766,5355,3402,1352,57651
60104,6720,4059,4691,4790,4593,4211,3887,2171,742,35873
60105,7388,7218,10968,7182,6846,6488,5766,3090,1390,56336
60106,3179,1815,2302,2250,2226,2750,2247,1070,334,18169
60201,14901,10952,13124,10525,10790,10174,8812,5619,2334,87226
60202,3915,2323,2272,2418,3100,3937,3611,1800,471,23856
60203,6256,3510,3973,3984,5040,6532,5989,2971,889,39141
60301,2084,1366,1295,1434,1733,2083,1592,668,146,12400
60302,3596,1937,2056,2499,2871,3548,3136,1383,382,21418
60303,782,470,774,734,910,1555,1543,709,200,7679
60401,8371,5612,5540,5302,6200,7092,6122,3757,1372,49360
60402,7890,4927,5671,5078,6130,6793,6308,3590,1202,47581
60403,3183,1657,2218,2080,2459,2851,2298,1041,299,18084
69797,5,21,62,80,90,75,33,3,0,366
70101,3985,3281,7645,5062,4263,4284,3010,1012,191,32731
70102,11642,6427,9452,8765,7241,6362,4982,1974,419,57261
70103,4457,2997,3684,3700,3932,3716,2897,838,121,26338
70104,9340,4696,6721,5903,4470,3146,1797,587,166,36824
70201,8206,4825,7674,6268,5334,5313,3537,974,209,42340
70202,1325,860,1097,786,736,869,733,166,18,6586
70203,3803,2621,3227,2584,2546,2761,2041,403,40,20028
70204,3141,2269,2458,2300,1839,1285,489,111,13,13899
70205,4701,3242,4196,3172,2950,3258,2636,599,78,24820
79797,0,37,58,105,120,106,42,10,0,482
80101,19243,13920,18332,15938,12470,9830,9044,5002,1674,105459
80103,160,265,412,324,284,280,185,91,12,2010
80104,20129,10711,16187,16336,11030,6415,4034,1752,380,86986
80105,7290,13769,13331,8325,6649,5351,3704,2019,1045,61479
80106,4364,3671,5581,4506,4404,3944,3154,1735,849,32212
80107,17118,10453,12087,12174,11633,11439,8511,3753,1247,88416
80108,4763,2536,2629,3437,3420,2520,2505,1835,669,24328
80109,6727,4348,6058,5517,5006,4300,3364,2756,1303,39387
80110,2651,1233,2904,2504,1073,587,319,84,17,11380
80111,158,78,100,103,83,75,45,11,7,647
89797,0,0,0,0,0,0,0,0,0,0
90101,280,155,392,321,318,264,205,42,4,1979
90102,128,52,77,84,76,143,89,42,10,709
90103,60,98,98,49,56,38,27,16,0,452
90104,346,185,170,247,312,450,343,187,47,2283
99797,0,0,0,0,0,0,0,0,0,0
