SA3_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
10304,270,1030,14,1310,5599,405,17,7335,48,914,8,974,4898,355,6,6233,15,187,0,205,3074,307,3,3595,5,17,0,20,1186,195,0,1400,10279,3496,488,14263,31124,3116,64,48561
10401,255,976,13,1242,6630,562,4,8437,66,773,0,837,7258,515,5,8617,11,159,0,178,4293,352,0,4824,0,15,0,15,1547,205,0,1766,6719,2999,365,10084,31421,4362,77,45946
10402,517,1544,31,2092,10129,728,33,12988,96,1529,14,1645,10308,693,20,12665,35,260,0,297,6029,652,6,6993,9,23,0,28,2243,469,0,2741,13672,5027,730,19439,52238,5485,279,77445
10501,91,315,3,411,2462,563,5,3440,24,201,0,227,1979,433,6,2640,4,24,0,32,1112,287,0,1426,0,3,0,3,354,96,0,452,2761,954,83,3802,11410,3346,44,18605
10502,76,378,6,456,2374,235,4,3070,17,265,0,286,2202,217,3,2705,4,46,0,49,1195,173,0,1416,0,4,0,8,481,128,0,618,2453,1074,128,3655,11617,1812,15,17100
10503,262,1362,18,1645,6742,878,10,9278,64,988,9,1060,6031,747,7,7841,18,225,0,247,3899,592,3,4738,0,18,0,20,1468,301,0,1792,10863,4244,508,15610,36694,6669,83,59057
10601,404,2047,28,2477,9022,664,12,12174,75,1404,7,1485,7901,524,8,9921,19,206,0,227,4231,358,0,4813,0,9,0,9,1537,163,0,1712,16613,5924,670,23206,49321,5777,60,78369
10602,334,1637,24,1997,7048,314,16,9369,54,1370,8,1429,6013,269,10,7721,13,182,0,196,3705,261,4,4169,0,14,0,11,1246,205,4,1463,16228,5031,691,21951,43111,2849,66,67983
10603,347,1430,17,1793,8877,442,15,11128,73,1242,10,1319,9488,485,3,11297,11,216,5,229,6167,510,3,6906,4,7,0,9,1743,325,6,2078,10580,4268,437,15287,44358,3424,53,63126
10604,116,468,3,589,3104,255,3,3956,24,337,0,356,2519,214,6,3092,5,54,0,60,1472,153,0,1684,0,4,0,3,561,93,0,657,4954,1503,145,6610,16207,2020,42,24884
10701,325,1361,15,1700,7708,350,13,9764,64,1030,8,1104,6483,306,6,7903,20,179,0,203,4665,314,0,5179,3,15,0,17,1929,267,4,2220,13278,3975,343,17600,43516,3105,38,64261
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
10703,468,1991,21,2474,10050,428,18,12970,81,1661,9,1752,8922,458,14,11151,10,206,0,221,5614,486,9,6327,4,7,0,9,1928,527,0,2459,16559,5533,575,22672,53686,3945,79,80385
10704,761,1813,27,2597,12983,581,19,16177,104,1838,6,1948,10340,550,29,12861,29,323,0,354,7137,628,3,8118,5,23,0,20,2925,634,3,3582,22198,5753,392,28349,77533,5736,151,111768
10801,163,567,9,732,4425,308,6,5471,34,505,4,552,5406,446,8,6410,5,86,0,90,3503,368,0,3956,5,5,0,11,1276,315,3,1607,3713,1617,148,5478,21476,2349,37,29338
10802,249,908,16,1171,6643,639,9,8464,62,714,15,786,7138,595,0,8519,13,121,0,139,3981,422,4,4544,0,3,0,3,1371,202,0,1584,6085,2688,344,9112,30117,4450,56,43742
10803,4,9,0,17,59,11,5,81,0,4,0,4,39,7,0,56,0,3,0,3,23,4,0,30,0,0,0,0,12,0,0,15,69,28,9,99,244,35,8,391
10804,431,1426,22,1873,9708,548,17,12144,80,1367,3,1452,11191,621,12,13281,33,303,0,334,7763,627,7,8732,13,18,0,30,2892,520,0,3442,11971,4624,547,17146,52074,4165,98,73481
10805,259,1007,11,1283,7200,533,4,9011,55,799,4,857,8130,566,0,9568,17,149,0,168,4803,473,3,5454,0,6,0,7,1661,258,0,1927,7065,2927,353,10348,34310,3625,33,48313
10901,332,1204,14,1556,6321,477,6,8358,51,1053,3,1104,5686,396,4,7187,4,218,0,231,3619,342,0,4194,0,12,0,17,1428,163,0,1608,10445,3960,502,14908,35414,3501,40,53862
10902,68,277,5,348,1493,234,0,2080,13,157,0,170,1265,218,0,1649,3,32,0,30,726,109,0,875,0,0,0,0,244,40,0,287,1727,692,68,2494,6929,1530,92,11045
10903,185,817,8,1009,4919,484,8,6426,39,616,0,659,5498,507,5,6668,3,120,0,124,3406,441,0,3980,0,13,0,11,1210,261,0,1490,5595,2280,282,8151,24146,3243,39,35582
11001,212,532,9,748,3748,357,6,4859,37,473,5,516,3207,287,7,4014,6,79,0,88,2190,286,0,2561,0,6,0,6,720,160,0,887,5176,1754,235,7158,20241,3268,50,30714
11002,188,596,8,794,4535,532,0,5857,32,471,0,514,4716,488,4,5714,3,112,0,115,2909,349,0,3379,0,10,0,10,995,168,0,1166,4743,1907,228,6877,22017,3418,169,32479
11003,100,362,3,465,2546,613,0,3627,20,292,3,319,1931,406,4,2657,6,90,0,96,1130,225,4,1454,0,3,0,3,380,78,0,459,3281,1230,157,4667,12233,3529,41,20473
11004,354,1419,21,1788,7914,761,7,10474,98,1141,10,1245,7206,689,6,9150,17,208,0,229,4869,633,0,5735,4,10,0,12,1778,377,4,2172,12877,4529,601,18006,43982,6016,99,68104
11101,625,2746,18,3390,12157,461,13,16019,145,3022,10,3174,10474,522,14,14186,31,518,0,550,7797,551,3,8906,5,23,3,27,3116,424,0,3573,21317,8462,751,30533,67683,4179,80,102473
11102,353,1720,22,2091,8111,332,5,10542,78,1540,0,1615,7943,411,6,9978,16,284,0,297,5540,463,3,6307,0,15,0,15,2224,362,0,2603,13527,5247,556,19330,46107,3141,52,68625
11103,860,2837,44,3736,15519,907,42,20198,165,2942,24,3129,12377,936,38,16475,44,579,6,626,8384,912,11,9941,5,32,0,42,3737,900,0,4675,27893,9579,914,38381,101093,8842,231,148542
11201,652,1321,30,2006,9784,835,20,12638,134,1590,5,1729,9716,756,22,12228,32,278,0,307,5373,476,13,6161,5,16,0,14,2218,347,3,2588,13008,4662,554,18225,50003,5936,218,74377
11202,424,1285,20,1732,8343,828,16,10919,73,1077,8,1156,7643,744,0,9553,10,168,0,183,4085,497,3,4766,0,3,0,12,1588,354,6,1956,9794,3959,527,14280,39946,5484,147,59857
11203,600,1654,20,2278,11005,818,12,14112,109,1552,12,1672,11365,791,29,13848,21,276,0,297,7648,718,18,8677,0,17,0,21,3202,585,3,3803,14232,5014,609,19855,56002,6120,110,82078
11301,193,897,16,1105,4713,528,22,6363,56,620,6,676,3500,442,8,4623,14,163,0,176,2303,308,0,2784,3,13,0,13,1046,217,0,1277,7268,2714,286,10269,25878,3876,187,40210
11302,60,291,4,350,1707,175,0,2233,10,213,0,224,1522,113,3,1861,3,45,0,49,950,123,0,1123,0,5,0,3,355,39,0,403,2081,821,89,2995,8086,1146,13,12242
11303,488,1789,26,2294,8904,759,7,11970,98,1453,14,1559,7991,649,6,10210,9,289,6,302,5201,512,5,6018,3,15,0,23,2197,324,3,2549,15205,5752,683,21637,52766,6260,178,80845
11401,476,1901,25,2407,12766,878,14,16066,102,1819,9,1926,14085,785,7,16807,30,293,3,327,8702,692,12,9734,4,16,3,23,3075,386,0,3487,14592,5966,702,21273,63345,6603,101,91315
11402,369,744,18,1131,5831,302,12,7276,65,826,4,893,6552,308,11,7766,15,221,0,245,4594,351,3,5188,0,20,0,24,1425,308,0,1750,8013,2579,276,10868,30959,2328,61,44223
11501,1180,1561,28,2767,15388,373,78,18606,365,2313,29,2710,12261,389,129,15488,43,388,4,440,7606,488,30,8561,6,14,0,24,2958,633,14,3624,31203,5558,308,37074,83391,3851,402,124713
11502,244,352,9,609,3099,120,8,3835,30,437,0,462,2464,91,10,3028,7,86,3,98,1768,82,0,1949,0,8,0,12,646,66,3,726,4699,1231,83,6016,15932,857,38,22837
11503,162,394,4,563,2941,129,0,3627,26,256,0,284,2131,92,0,2510,0,56,0,59,1074,50,0,1185,0,9,0,9,293,9,0,306,4447,1080,92,5621,13763,765,18,20165
11504,283,519,13,816,4022,148,37,5028,61,494,7,568,2575,132,41,3316,9,93,5,108,1254,98,7,1464,0,5,0,10,298,81,3,385,13353,1796,172,15319,25741,1442,110,42614
11601,748,1083,24,1848,12452,746,78,15127,188,1013,10,1207,9974,594,90,11868,24,184,0,205,5140,482,13,5840,3,10,0,13,1981,277,0,2274,24961,4075,311,29353,77665,7491,287,114797
11602,620,965,21,1597,8832,415,141,10984,191,947,23,1161,5683,264,148,7252,19,148,5,165,2497,135,27,2830,6,7,0,9,680,46,4,740,34793,3690,367,38849,62090,5719,381,107037
11603,632,924,21,1581,9851,739,49,12220,115,625,19,756,6956,573,35,8318,11,93,0,103,3484,359,17,3968,0,3,0,3,1127,267,0,1404,18804,3461,384,22651,58333,7336,190,88506
11701,353,306,10,667,4348,333,71,5419,59,368,6,429,3199,235,28,3888,14,90,0,101,2120,199,22,2442,0,4,0,4,689,130,0,821,9356,1331,101,10786,36018,3549,406,50750
11702,452,202,8,657,4484,267,6,5413,47,269,10,329,3189,227,14,3756,16,85,5,99,1957,200,0,2261,0,8,0,12,799,137,0,944,8145,1026,109,9287,34891,2491,89,46750
11703,858,653,10,1524,15681,1645,250,19098,178,906,15,1093,10421,1132,135,12789,24,224,0,248,5032,803,34,6128,0,11,0,11,1659,506,7,2185,20108,3335,210,23659,161885,19030,1829,206403
11801,1347,753,19,2120,9866,524,65,12567,164,1433,10,1605,8225,459,52,10340,35,407,3,443,5792,581,23,6843,7,18,0,26,2349,685,12,3074,20435,3752,244,24435,74221,6280,502,105438
11802,1095,745,15,1853,11409,700,67,14033,155,1227,8,1390,8586,642,65,10684,49,310,5,363,5929,613,19,6927,3,23,0,27,2614,706,6,3353,21957,3459,248,25666,79090,7581,504,112837
11901,1306,1245,54,2603,17310,1189,65,21170,213,1097,21,1330,12767,938,49,15089,46,203,0,245,7426,798,11,8481,5,17,0,25,3369,759,9,4154,30039,4498,372,34914,100383,10979,293,146573
11902,1014,731,36,1780,12619,1019,53,15477,175,717,22,912,9198,653,37,10798,36,181,4,217,6022,608,16,6868,5,10,0,22,2536,526,4,3092,22484,2917,224,25621,79322,9082,281,114310
11903,1059,1072,31,2157,13571,591,66,16390,277,1317,20,1614,10228,517,64,12428,46,239,4,290,6425,469,23,7201,7,15,0,25,2988,573,3,3591,21384,3726,233,25343,79084,5679,330,110438
11904,1001,910,30,1946,12866,836,70,15721,183,1089,16,1285,10116,743,62,12212,29,253,4,287,6840,771,23,7915,7,25,0,29,3048,776,3,3854,22668,3540,214,26425,88664,8507,358,123958
12001,707,656,7,1376,8363,369,50,10159,113,973,16,1102,6538,425,31,8100,22,197,5,221,4196,423,7,4848,8,11,0,21,1815,452,6,2291,15273,2454,132,17863,51065,3790,188,72905
12002,558,250,5,812,5307,253,12,6393,58,573,9,637,4056,201,18,4914,7,123,0,137,2057,155,4,2350,0,3,0,9,680,145,0,840,10985,1355,115,12453,31171,2035,92,45756
12003,1223,853,23,2100,14080,667,95,16950,213,1131,22,1370,10011,497,80,11951,50,290,5,347,6462,452,23,7281,14,23,0,38,3463,404,4,3902,23905,3519,231,27657,103598,7622,473,139348
12101,1137,606,17,1760,10075,447,92,12378,196,1321,6,1525,7774,427,85,9812,31,276,4,314,4905,381,32,5620,0,15,0,16,2379,418,3,2813,23511,3021,238,26767,64662,4246,478,96156
12102,690,682,12,1390,8328,194,47,9955,154,990,14,1152,6079,244,82,7556,26,203,4,231,3955,233,32,4452,5,5,0,9,1603,262,3,1877,18553,2583,193,21335,46290,2253,249,70119
12103,1547,995,32,2576,12199,339,101,15205,307,1898,19,2229,9102,279,77,11692,54,477,0,532,7321,296,32,8177,4,20,0,24,3753,371,4,4155,26144,4275,200,30619,66194,2641,377,99837
12104,883,482,15,1383,8904,369,37,10698,130,1242,9,1378,7395,338,50,9152,19,343,0,368,5171,303,22,5868,0,10,0,12,1853,216,4,2079,14800,2804,156,17755,58848,3239,276,80120
12201,528,308,11,847,4172,143,26,5183,53,554,0,610,2760,94,13,3481,5,152,0,157,2004,82,6,2257,0,3,0,3,845,41,0,891,8237,1435,112,9784,23726,1229,147,34888
12202,731,755,13,1497,7259,277,16,9056,74,1242,4,1323,5843,239,12,7417,18,255,0,275,4135,329,3,4744,5,5,0,12,1452,397,3,1864,11690,2891,197,14776,34427,2307,98,51611
12203,1462,1215,34,2711,14578,511,34,17836,197,1967,25,2181,10203,432,33,12848,34,460,0,491,8366,449,11,9313,10,33,0,38,3943,499,5,4480,30961,5058,402,36423,85184,4493,239,126342
12301,304,913,16,1237,5790,190,14,7234,43,654,5,703,4201,166,13,5082,8,87,3,96,2275,184,5,2562,0,0,0,0,843,139,0,984,15766,2804,337,18901,35098,1964,69,56025
12302,931,1762,52,2745,15849,921,82,19591,163,1304,23,1488,12620,760,91,14953,29,167,4,199,5825,704,21,6753,0,6,0,3,1512,451,13,1976,31809,5948,604,38353,91054,9079,313,138796
12303,218,722,8,949,4146,198,6,5298,36,476,8,508,3611,210,9,4342,4,77,0,81,1908,207,0,2194,0,0,0,0,528,186,0,716,8615,1983,242,10849,22925,1923,49,35742
12401,601,1011,19,1627,9198,292,4,11122,111,1077,7,1189,8937,299,13,10437,19,177,0,193,4767,242,9,5205,3,7,0,14,1561,170,0,1743,13466,3367,293,17125,44836,2141,73,64186
12402,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5
12403,641,1751,25,2420,13046,731,29,16220,126,1352,13,1492,10376,589,48,12507,24,177,0,201,5328,595,12,6135,4,12,0,15,1617,403,3,2040,30359,5879,652,36883,80937,7207,194,125216
12404,146,458,8,615,3595,280,7,4497,31,328,0,360,2827,197,6,3397,3,56,0,60,1863,182,0,2107,0,5,0,5,709,134,0,842,6021,1454,163,7634,20540,2988,35,31203
12405,227,639,13,883,5598,339,23,6851,46,414,3,469,3896,301,29,4698,8,55,0,60,1695,193,8,1954,0,0,0,0,470,163,4,638,9487,2078,195,11753,29402,3404,81,44647
12501,588,530,18,1140,8104,699,54,9990,145,483,6,629,5234,415,41,6325,29,87,0,120,2472,247,17,2852,4,14,0,13,905,190,0,1116,14994,2091,150,17235,61600,8041,322,87200
12502,635,596,8,1244,7345,336,44,8960,182,723,10,916,5118,243,39,6314,19,137,5,161,3194,142,17,3521,0,9,0,12,1342,86,8,1452,14427,2025,97,16548,39914,2587,185,59234
12503,933,944,28,1903,13525,1245,42,16711,161,820,11,996,10177,898,55,12126,42,150,5,201,5734,645,15,6596,7,8,0,15,2210,572,5,2798,24768,3634,312,28712,87488,12455,262,128923
12504,722,717,14,1453,10763,811,117,13149,167,816,16,993,8201,631,109,9937,34,173,0,209,5280,574,24,6094,0,4,0,9,2100,487,5,2603,29147,2785,227,32161,82325,9200,446,124134
12601,492,418,10,922,5334,117,49,6418,165,757,17,937,3874,101,46,4956,24,140,0,166,2425,82,18,2692,5,8,0,8,1080,90,5,1182,11111,1677,106,12899,29762,1277,168,44105
12602,1106,995,30,2131,13448,629,109,16310,317,1615,17,1946,9947,504,118,12520,46,306,7,353,6154,508,19,7029,9,14,0,26,3132,700,4,3865,26087,4030,216,30333,86285,6103,468,123186
12701,756,1103,33,1888,11542,702,56,14188,144,802,13,957,7423,455,34,8872,16,119,0,146,3436,304,14,3895,0,14,0,7,982,200,0,1196,27321,3876,405,31602,70521,5923,181,108221
12702,1569,1385,39,2996,21914,1471,56,26435,315,1173,16,1500,16544,1041,44,19127,51,213,10,269,8364,789,13,9435,9,18,0,27,3250,689,6,3971,24879,4649,308,29833,119395,10538,266,160042
12703,769,890,24,1688,11530,905,50,14169,130,714,13,856,7667,667,57,9244,20,117,0,141,4264,636,14,5054,4,9,0,14,1468,500,9,1992,23853,3288,280,27426,71030,8393,217,107071
12801,777,1502,13,2291,11951,428,31,14692,126,2021,13,2159,9163,396,25,11741,24,334,4,363,6831,428,7,7623,3,13,0,20,3412,465,10,3903,20741,5059,296,26094,66415,3952,147,96605
12802,681,1429,12,2120,11070,253,21,13468,100,1739,7,1853,8651,244,19,10772,19,301,0,320,5442,335,7,6110,3,14,0,14,1926,571,4,2507,21995,4618,274,26890,59448,2658,98,89087
19797,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,12,22,0,3,38
20101,577,1888,24,2493,10365,568,15,13441,119,1820,10,1945,9197,561,19,11716,23,313,3,340,5763,534,3,6641,0,8,0,10,2429,432,0,2872,19250,6277,724,26250,62163,5239,92,93741
20102,221,543,8,773,3954,319,3,5048,43,546,0,594,3509,310,0,4422,15,75,0,88,1739,201,0,2038,0,7,0,7,535,132,0,673,4499,1638,166,6301,17314,1946,25,25582
20103,143,436,5,584,3184,323,3,4098,32,382,0,420,3475,384,0,4274,14,64,0,78,2014,268,5,2362,0,5,0,8,639,99,0,747,3325,1384,154,4859,15280,2227,11,22378
20201,488,1803,21,2305,9159,594,6,12066,92,1707,4,1801,8372,492,12,10678,21,320,3,343,5417,476,3,6246,0,15,0,16,2379,403,6,2808,16755,5858,621,23240,55090,4866,72,83269
20202,365,893,16,1270,6219,509,3,7997,64,986,0,1053,5901,466,5,7430,13,193,0,208,3295,379,5,3881,0,8,0,10,1039,288,0,1335,8258,2902,277,11446,28330,3624,40,43436
20203,63,237,3,308,1603,224,0,2136,17,204,0,218,1452,207,3,1883,13,27,0,40,718,138,0,883,0,0,0,8,267,79,0,353,1596,669,67,2334,6625,1199,5,10159
20301,136,391,4,534,2166,131,0,2832,18,345,0,367,1750,102,5,2215,0,41,0,41,798,82,0,915,0,3,0,3,250,57,0,310,4328,1135,141,5606,10740,971,3,17321
20302,1010,3306,35,4351,18383,1037,31,23806,175,3545,13,3730,15287,984,30,20034,39,657,0,702,10490,922,11,12120,3,29,0,35,4664,640,0,5338,34419,11290,1070,46779,116314,10267,211,173569
20303,568,1719,32,2321,9581,495,14,12414,115,2516,14,2643,9546,597,6,12790,14,346,0,363,5540,470,3,6382,4,9,0,9,1887,343,0,2245,16217,5870,523,22604,48743,3662,72,75078
20401,340,957,14,1306,7217,780,9,9313,70,951,9,1030,6903,644,5,8584,13,184,4,195,3932,375,0,4506,6,10,0,14,1406,170,0,1593,8467,3070,336,11883,35044,4612,87,51625
20402,226,908,9,1142,5432,425,4,7008,54,849,6,908,5294,397,0,6605,15,135,0,146,3464,375,4,3990,3,5,0,9,1396,238,0,1647,6640,2796,248,9688,27513,2914,38,40153
20403,420,1342,21,1789,8210,567,14,10578,76,1162,8,1243,7308,537,10,9098,13,203,4,216,4093,382,0,4696,0,12,0,9,1491,206,0,1711,12446,4113,502,17066,42137,4315,112,63632
20501,265,1148,12,1426,5596,357,7,7385,62,955,4,1022,5366,330,0,6711,11,155,0,170,3343,266,0,3787,0,10,0,13,1168,154,0,1339,9196,3369,394,12955,30235,2702,49,45941
20502,222,838,13,1077,6088,501,9,7675,56,741,0,800,7055,561,7,8418,10,136,0,148,4111,426,6,4686,3,6,0,5,1214,269,0,1492,5882,2531,260,8682,28989,3467,38,41176
20503,407,1401,20,1825,8822,658,4,11305,80,1415,6,1504,9276,725,3,11511,14,198,0,216,5119,550,7,5895,5,11,0,17,1737,313,0,2069,9829,4124,416,14367,40812,4286,66,59527
20504,329,1524,13,1866,7845,706,15,10440,50,1070,6,1121,7231,687,3,9046,27,154,5,185,4298,558,0,5033,0,3,0,5,1638,386,0,2032,11088,4404,466,15954,42034,5387,100,63471
20505,199,825,9,1035,5047,416,5,6501,54,710,0,766,4923,437,4,6129,6,104,0,110,2670,237,0,3026,0,7,0,7,883,131,3,1027,6312,2458,289,9059,24738,3531,73,37405
20601,620,541,11,1169,6718,273,31,8193,73,760,3,840,4452,247,21,5552,15,197,3,211,3143,205,7,3564,10,10,0,15,1691,143,10,1860,12807,2735,287,15831,58385,2936,151,77302
20602,447,308,3,758,4563,174,9,5510,43,541,5,594,2789,136,15,3533,11,143,0,163,1949,148,0,2261,0,12,0,18,982,148,0,1150,8709,1753,189,10655,32019,1633,53,44351
20603,483,653,13,1149,6326,314,11,7802,54,1043,8,1110,4122,204,8,5444,22,198,0,220,2370,142,3,2733,3,8,0,16,1298,108,0,1419,10629,2708,180,13527,41308,2654,102,57588
20604,504,571,4,1085,7619,957,157,9820,111,963,7,1082,5001,660,79,6828,8,225,3,239,2694,347,13,3288,0,8,0,10,1082,216,9,1313,11833,3191,194,15217,114503,13081,1354,144153
20605,813,686,18,1513,9079,755,56,11401,95,1123,10,1226,6034,503,20,7785,33,277,0,309,3403,399,14,4125,0,9,0,15,1127,288,3,1433,12793,3474,285,16548,66030,6612,260,89449
20606,400,352,6,756,4668,312,28,5760,89,883,3,973,3704,261,13,4959,20,263,3,285,2856,241,5,3394,5,23,0,27,1167,203,0,1392,6270,2268,107,8644,43818,3324,199,55988
20607,548,453,11,1013,6862,578,30,8487,96,913,9,1011,4759,437,14,6228,14,261,0,275,2728,279,0,3286,0,12,0,12,1167,139,3,1322,10197,2892,220,13314,62180,4937,193,80623
20701,1736,1492,40,3276,16549,481,109,20414,273,3643,26,3937,11108,438,78,15569,56,1000,8,1062,8139,423,32,9659,8,41,0,52,4496,385,8,4937,28625,7811,476,36915,97446,4509,509,139372
20702,797,1236,24,2058,9655,293,86,12085,243,2090,8,2341,7432,265,58,10091,45,582,0,629,7291,334,20,8279,4,23,0,31,3464,263,0,3759,16764,4812,238,21810,57458,2760,301,82336
20703,839,987,27,1854,9513,361,63,11790,203,1697,14,1909,6775,366,56,9110,38,383,3,428,5520,349,16,6310,3,13,0,20,3125,344,3,3485,17649,4062,289,21991,64462,4286,359,91107
20801,1223,1119,33,2372,10982,347,27,13731,162,2435,9,2610,7685,362,28,10685,36,613,3,655,5716,367,18,6758,5,24,0,26,2991,348,5,3378,18390,5183,375,23941,55168,2978,183,82266
20802,1353,1510,25,2892,13331,469,60,16753,206,2626,18,2850,9942,472,70,13332,46,503,3,560,6511,424,16,7504,8,30,0,37,3728,395,4,4157,28254,6383,509,35145,87682,5018,327,128175
20803,833,1452,18,2304,12131,451,34,14920,127,2122,14,2255,8564,445,26,11288,35,409,4,443,6106,455,11,7014,7,24,0,27,3085,286,6,3405,22638,5561,515,28708,67457,3864,149,100185
20804,399,327,6,738,3815,150,16,4721,41,830,4,875,2732,154,9,3775,24,231,0,255,2141,176,6,2569,6,13,0,11,1166,173,3,1357,6975,1825,121,8916,24996,1476,81,35467
20901,891,1518,24,2426,11840,454,21,14745,147,2636,10,2785,9208,493,34,12522,30,553,4,588,6693,387,17,7685,7,26,0,30,3117,316,15,3479,22787,6262,482,29530,70015,3966,178,103693
20902,576,776,12,1362,7873,468,24,9730,80,862,9,959,5493,431,25,6901,20,207,0,229,4416,386,11,5041,4,15,0,20,2315,400,0,2737,14672,3090,260,18017,57980,4740,156,80890
20903,516,1391,16,1924,7472,284,7,9681,83,1716,7,1810,4756,222,8,6798,11,278,0,290,2520,145,9,2960,0,7,0,7,825,69,0,902,12457,4260,356,17066,34911,1771,49,53797
20904,1152,3196,50,4397,19426,1077,105,25008,297,2989,30,3313,14224,866,110,18509,56,455,0,509,8221,697,29,9458,9,20,0,25,2915,492,5,3434,48024,10173,957,59155,127565,10349,411,197481
