SA3_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
40503,120,577,10,702,3280,264,0,4252,33,380,0,416,3140,282,0,3840,3,73,0,73,1987,201,0,2259,0,3,0,3,738,87,0,828,3389,1592,153,5133,15921,1784,13,22855
40504,97,582,6,687,3552,295,0,4528,19,470,0,488,4276,322,5,5097,7,72,0,78,2538,279,3,2897,0,7,0,7,781,145,0,930,2887,1555,156,4596,16481,1749,15,22841
40601,232,1194,12,1442,6423,603,4,8473,53,800,0,856,5593,488,6,6948,13,140,0,147,3268,330,0,3748,0,6,0,6,1199,165,0,1368,8369,3468,474,12314,31294,3819,42,47469
40602,124,546,4,672,3276,754,16,4721,25,293,5,325,2391,460,6,3179,3,51,0,58,1167,235,3,1463,0,6,0,5,324,61,0,391,4141,1975,339,6454,16101,5099,85,27744
40701,265,1137,19,1419,6743,408,8,8575,59,1413,8,1480,8664,459,10,10613,14,222,0,241,5670,376,5,6289,3,7,0,11,1911,201,3,2132,6575,3662,401,10648,34142,2465,58,47307
40702,253,1324,11,1585,6993,605,16,9201,63,993,3,1064,6409,524,18,8012,15,142,0,156,3841,413,6,4415,3,9,0,7,1490,229,5,1733,9755,3865,454,14073,35896,4364,99,54437
40703,286,1349,12,1642,8257,745,23,10667,72,1067,3,1141,8035,752,7,9935,16,197,0,218,4836,481,4,5537,0,12,0,9,1863,214,0,2091,9200,3984,395,13580,40956,5149,745,60429
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,22,8,7,40
50101,300,975,16,1286,5722,502,20,7526,57,1125,8,1188,5540,439,9,7178,12,165,0,179,3134,271,4,3585,0,8,0,6,1178,134,0,1322,9476,3196,541,13206,28975,3114,160,45456
50102,454,2156,28,2634,10254,663,16,13569,94,1588,3,1691,8787,609,14,11100,27,259,3,286,5089,440,7,5826,6,17,4,24,1720,382,0,2126,16958,6367,984,24308,53901,5406,122,83728
50103,140,369,6,512,3143,281,9,3943,25,360,0,387,2883,239,4,3511,7,39,0,51,1554,163,0,1769,0,0,0,0,445,44,0,495,3211,1157,155,4521,13421,1574,88,19606
50201,464,2125,15,2601,10181,481,16,13280,92,1693,11,1790,11393,564,21,13763,33,291,0,331,7791,615,4,8737,0,26,0,22,2567,464,5,3055,14861,6429,801,22090,56937,4466,100,83597
50301,770,898,20,1688,6653,287,42,8671,114,2121,7,2238,4728,311,33,7307,39,711,4,760,3848,346,15,4973,0,38,0,39,1932,279,8,2262,11980,4862,488,17331,38823,2572,243,58971
50302,672,1061,19,1759,9253,802,108,11914,113,1724,12,1846,6490,691,63,9091,18,457,4,477,3619,465,21,4578,4,24,0,28,1936,317,7,2293,15793,5211,590,21597,67633,7426,1040,97703
50401,453,1176,14,1643,7441,339,31,9452,111,1474,4,1583,6036,260,30,7911,18,346,0,366,3913,258,5,4539,4,21,0,20,1718,176,0,1922,13204,4573,472,18242,47621,2966,140,68970
50402,264,879,20,1159,4368,322,10,5863,57,908,3,970,3576,194,5,4744,12,174,0,189,2243,154,0,2590,0,10,0,11,687,131,0,828,6504,2871,357,9739,21841,3278,51,34902
50403,743,2294,47,3090,11985,616,71,15765,133,1718,13,1862,7922,467,52,10302,17,316,3,340,4267,343,12,4962,7,16,0,19,1434,215,4,1675,26790,7933,1094,35813,71599,5739,295,113447
50501,889,3681,46,4609,15715,465,43,20833,205,4621,19,4846,12097,396,31,17363,31,773,7,809,6516,415,17,7753,0,26,0,32,2554,262,3,2856,28205,11836,1278,41318,81558,3745,195,126814
50502,1128,2697,50,3874,17024,737,87,21718,247,4128,15,4397,12939,673,62,18067,66,1066,6,1133,9956,688,25,11802,10,60,0,73,4916,429,4,5422,33662,11448,1200,46315,113849,7820,410,168401
50503,1038,3430,55,4516,15548,650,63,20779,194,2717,24,2937,10856,484,55,14335,20,460,0,480,6616,480,18,7601,0,27,0,31,2168,365,3,2572,38509,11526,1683,51711,98931,6328,334,157309
50601,386,1423,23,1828,6797,395,48,9069,93,1188,13,1295,5313,266,60,6932,21,191,0,213,2837,225,21,3295,3,15,0,17,852,161,0,1023,17964,5040,795,23801,42842,3584,176,70401
50602,380,923,12,1313,6098,500,54,7963,87,938,13,1033,4354,340,34,5758,20,182,0,201,2432,236,10,2877,3,10,0,10,1109,161,0,1279,11185,3533,361,15074,43677,4503,241,63503
50603,540,1380,25,1943,7682,336,78,10036,147,1837,8,1990,5902,260,73,8227,24,385,0,409,3992,388,25,4809,4,23,0,29,1718,436,12,2189,16314,5231,484,22027,53753,3950,330,80070
50604,615,1872,35,2519,9583,489,67,12658,154,1720,13,1887,7670,403,75,10043,28,301,4,333,4407,335,18,5093,0,15,0,17,1568,275,6,1873,21730,6711,791,29228,62666,6186,294,98372
50605,308,1149,7,1466,5206,224,7,6904,62,1347,6,1417,4376,194,7,5990,16,274,9,292,3035,187,6,3516,0,9,0,10,1144,109,7,1266,9930,3966,452,14353,29670,1809,51,45883
50606,134,605,9,748,2316,155,8,3234,23,382,0,403,1554,113,9,2080,3,58,0,64,814,50,3,927,3,0,0,3,228,20,0,252,6305,1941,331,8583,13344,1240,37,23199
50607,320,612,9,937,3883,188,22,5025,65,1112,4,1181,3221,200,30,4622,4,224,3,229,2024,209,0,2467,0,10,0,10,972,247,0,1232,6129,2701,257,9093,25535,1771,164,36564
50701,597,1933,29,2554,9161,370,43,12125,112,1835,10,1957,6539,364,48,8910,30,325,0,361,3821,397,9,4583,5,18,0,29,1434,315,0,1775,20920,6608,913,28441,58182,3773,189,90585
50702,345,599,18,961,4218,293,32,5502,48,1005,3,1056,3108,234,16,4418,15,236,3,252,1941,197,6,2390,0,8,0,12,935,184,3,1132,5948,2603,322,8875,22473,2265,215,33822
50703,163,610,15,781,2995,217,14,4012,41,393,5,443,2056,143,22,2664,5,83,0,90,1140,65,10,1301,0,6,0,6,377,32,0,413,8569,2239,387,11195,20301,2871,68,34433
50704,778,1880,22,2676,9874,410,42,13009,177,3137,19,3331,7988,438,44,11797,40,732,9,782,5571,479,17,6843,11,39,0,52,2925,471,7,3453,17719,7500,688,25902,56602,3583,262,86339
50705,563,2642,31,3241,10922,506,42,14706,106,1670,6,1783,8188,460,33,10455,23,294,0,316,5227,497,13,6054,3,22,0,24,1662,371,8,2063,23399,7952,1278,32631,63529,5499,184,101841
50901,341,971,18,1330,6919,592,7,8850,57,832,8,893,6202,528,14,7629,14,135,0,153,3723,370,9,4254,0,7,0,7,1400,221,4,1628,8811,3230,540,12580,32966,4190,77,49812
50902,259,1059,12,1336,6774,961,0,9063,50,740,0,795,6390,779,7,7972,11,124,0,138,3214,499,4,3857,0,7,0,11,958,179,0,1145,7176,2956,379,10514,30405,5735,185,46831
50903,86,364,7,454,2289,283,3,3028,23,258,0,280,1951,215,0,2445,6,46,0,50,1074,161,0,1284,0,0,0,0,380,94,0,476,2870,994,112,3976,10356,1720,34,16085
51001,172,570,16,747,5394,1113,17,7273,23,449,8,481,5050,775,26,6330,7,81,0,88,1311,279,0,1680,0,3,0,7,156,53,0,216,5943,2784,667,9401,24923,6788,365,41479
51002,127,330,11,467,3090,1422,26,5007,11,148,3,163,1151,347,8,1667,0,17,0,20,254,61,3,338,0,0,3,4,44,8,0,52,5719,1421,409,7550,16715,9620,187,34070
51003,123,369,6,494,3341,1460,40,5332,14,203,3,218,1684,526,19,2457,0,21,5,26,457,114,5,604,0,0,0,0,33,8,0,41,6811,1393,389,8595,17672,9309,243,35822
51101,72,274,0,350,1694,241,3,2293,7,171,3,179,1337,189,3,1706,5,45,0,48,827,141,0,1016,0,4,0,7,283,30,0,316,2366,846,137,3354,8433,1569,43,13397
51102,62,276,3,345,2414,300,5,3062,20,272,8,294,2934,339,4,3569,4,38,0,42,1065,138,0,1244,0,0,0,3,131,23,0,156,1958,813,132,2912,10730,1810,170,15625
51103,205,516,6,724,3975,1346,21,6069,19,220,0,245,2129,564,19,2955,6,41,0,50,734,130,0,919,0,3,0,3,190,38,4,241,6864,1880,378,9125,20684,8864,145,38820
51104,272,1000,13,1289,6359,1149,16,8825,50,756,6,813,5767,835,5,7417,11,115,0,132,2930,457,9,3515,5,9,0,13,915,196,5,1128,8083,3051,445,11580,31099,7679,100,50456
59797,9,15,0,30,290,221,29,560,0,15,0,15,103,56,0,178,0,3,0,3,19,12,0,32,0,0,0,0,0,0,4,3,310,58,9,371,1489,1380,164,3410
60101,68,305,3,376,1691,93,3,2163,19,213,3,241,1456,101,0,1804,3,40,0,39,675,54,0,770,0,0,0,0,172,14,0,183,3220,1057,196,4472,9718,838,8,15034
60102,311,1165,11,1486,5468,225,5,7182,60,1508,6,1576,4566,232,6,6378,7,297,0,311,3277,237,7,3830,0,18,0,15,1420,155,0,1591,9417,4229,440,14088,31667,2380,51,48182
60103,223,962,15,1197,5309,258,8,6780,47,807,0,860,4239,255,3,5359,8,148,0,162,2978,268,3,3407,0,15,0,17,1212,121,0,1357,8549,3359,424,12340,33148,2454,41,47985
60104,213,662,12,882,3240,93,8,4221,34,921,4,966,2830,97,9,3902,7,215,0,221,1856,96,0,2172,0,5,0,5,686,56,0,750,6403,2538,363,9298,19064,789,36,29192
60105,369,686,10,1059,5098,327,31,6521,65,1224,0,1289,4165,315,14,5784,9,308,3,325,2552,216,8,3094,0,14,0,16,1218,154,0,1393,7631,3302,387,11320,34880,2753,328,49280
60106,104,420,9,528,2097,123,0,2754,14,357,0,369,1752,130,0,2246,0,63,0,64,918,92,0,1073,0,6,0,6,297,37,0,334,2816,1221,164,4196,9924,867,10,15002
60201,415,1308,11,1743,8020,413,8,10182,62,1438,8,1511,6889,414,15,8826,22,269,3,289,4931,397,3,5623,6,16,0,16,2046,269,3,2334,13192,4918,631,18747,49773,3802,160,72491
60202,125,463,5,596,3134,211,0,3941,15,361,0,374,3020,214,0,3614,4,51,0,53,1591,149,0,1804,0,0,0,0,426,50,0,474,3300,1313,160,4772,13980,1183,46,19982
60203,192,756,10,954,5201,374,7,6540,45,531,0,579,5027,387,4,5990,7,81,0,86,2629,254,5,2969,0,0,0,0,739,148,6,896,5154,2151,241,7545,23131,2219,91,32980
60301,57,276,6,334,1600,149,0,2083,24,168,0,189,1279,130,0,1590,4,20,0,20,588,61,0,668,0,0,0,0,123,25,0,146,1752,717,65,2531,6923,860,5,10324
60302,133,411,9,553,2781,212,3,3547,26,332,0,359,2548,231,6,3144,8,70,0,77,1170,140,0,1383,0,0,0,0,309,67,0,382,3095,1230,179,4498,12055,1263,14,17834
60303,53,149,0,203,1245,110,0,1555,11,126,0,137,1316,94,0,1548,0,21,0,19,628,69,0,709,0,0,0,0,173,27,0,200,769,389,29,1189,5144,570,39,6942
60401,212,1048,14,1275,5529,287,9,7103,38,636,4,672,5123,327,9,6131,12,126,0,138,3313,301,3,3752,0,3,0,7,1250,113,5,1372,6943,3041,383,10372,28356,2266,47,41043
60402,204,897,17,1120,5352,321,4,6798,46,708,0,753,5210,345,0,6313,11,114,0,126,3148,315,4,3592,0,8,0,8,1044,148,0,1205,6708,2767,386,9860,27533,2297,82,39775
60403,85,325,7,418,2216,219,3,2857,17,216,3,231,1874,197,4,2308,3,21,0,21,895,123,0,1041,0,0,0,0,251,44,4,296,2578,964,122,3667,9838,1396,22,14924
69797,0,6,0,3,42,30,0,77,0,0,0,0,33,0,0,33,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,35,10,0,47,211,110,13,374
70101,159,350,5,518,3096,676,63,4349,34,391,3,433,2125,459,15,3031,5,69,0,66,786,155,9,1018,0,3,0,3,143,44,8,193,3929,1388,150,5467,19261,4018,877,29620
70102,334,699,11,1049,4718,596,35,6396,90,776,9,867,3666,445,35,5012,13,176,0,189,1601,179,12,1979,0,10,0,11,357,48,0,419,9142,3006,433,12575,28846,4204,210,45838
70103,85,361,6,450,2690,568,30,3745,30,301,0,333,2099,464,11,2906,4,45,0,47,669,128,0,842,0,8,0,7,88,27,0,121,3423,1160,148,4731,12699,4459,1383,23271
70104,157,437,10,596,2272,275,27,3174,26,287,5,322,1326,149,19,1818,3,38,0,39,487,65,0,589,0,0,0,5,150,14,0,166,6884,1691,363,8941,16014,2528,83,27570
70201,175,551,23,757,3843,713,26,5335,52,395,7,460,2606,473,19,3556,13,69,0,79,766,129,8,981,0,9,4,10,165,30,0,209,5801,2924,550,9274,20182,4677,159,34293
70202,20,94,17,129,636,102,5,870,11,41,3,58,584,99,0,734,0,5,0,9,146,13,0,167,0,0,0,4,15,3,0,18,802,592,168,1566,3103,591,25,5282
70203,90,334,29,450,1834,478,4,2767,35,169,7,212,1417,411,3,2039,4,27,0,34,281,86,0,408,0,0,0,6,26,7,0,40,2354,2328,672,5353,8430,2441,78,16302
70204,65,267,61,391,629,262,10,1294,13,126,18,154,257,82,4,494,0,19,9,29,66,17,0,111,0,5,0,8,8,0,0,13,1954,2120,749,4827,4068,1869,33,10799
70205,79,336,25,441,2226,588,27,3277,20,219,7,245,1973,410,8,2645,0,23,0,26,462,103,0,596,0,3,0,3,65,10,0,78,2906,2170,614,5686,10959,3478,257,20382
79797,4,0,0,4,69,34,0,106,0,0,0,0,27,11,0,40,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,29,9,0,37,285,151,17,494
80101,531,1274,24,1833,7698,302,42,9870,105,2210,13,2331,6461,262,25,9070,27,546,4,580,4239,188,9,5015,0,24,0,29,1527,121,0,1674,17870,6052,806,24732,58244,3242,210,86418
80103,4,18,0,25,155,100,0,280,0,15,0,13,113,57,0,185,0,0,0,0,71,18,0,91,0,0,0,0,12,0,0,12,146,55,3,202,853,795,0,1853
80104,406,863,14,1286,4994,133,47,6463,69,1014,9,1095,2838,107,70,4108,7,222,0,226,1463,59,14,1766,0,14,0,12,354,11,0,380,18597,3659,518,22775,41707,2371,198,67050
80105,380,434,17,827,4299,227,24,5374,43,828,0,873,2664,165,23,3724,9,227,0,237,1644,136,5,2022,0,14,0,18,911,114,0,1048,7561,2452,346,10362,40289,3538,235,54423
80106,298,323,11,635,3079,233,8,3958,38,729,6,773,2181,202,9,3163,14,200,0,216,1386,134,5,1739,0,15,0,15,703,131,5,850,4573,1717,148,6440,19450,1954,102,27949
80107,506,2021,23,2553,8671,216,27,11462,87,2043,9,2140,6180,196,20,8527,14,361,3,380,3168,212,5,3762,3,18,0,20,1060,167,5,1248,15374,6437,684,22492,46588,2216,105,71405
80108,164,292,12,469,1984,78,3,2527,23,570,8,601,1817,92,6,2513,6,206,4,217,1516,106,0,1839,0,6,0,6,596,67,0,669,4383,1452,233,6064,12747,746,65,19628
80109,288,437,10,736,3420,143,24,4320,47,744,4,794,2391,187,7,3371,11,252,4,267,2315,175,5,2755,0,18,0,18,1147,138,0,1304,6451,2058,244,8753,22404,1500,81,32743
80110,53,75,3,129,436,19,4,598,9,86,0,95,203,21,5,319,4,13,0,23,62,9,0,90,0,0,0,0,17,0,0,17,2557,405,60,3024,5377,331,25,8751
80111,3,11,0,15,50,10,0,75,0,6,0,6,33,5,0,45,0,3,0,3,10,0,0,11,0,0,0,0,7,0,0,7,131,35,0,168,288,39,0,490
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,13,18,0,32,185,53,0,268,0,16,0,10,156,38,0,205,0,3,0,3,37,3,0,42,0,0,0,0,4,0,0,4,217,48,7,270,859,570,5,1706
90102,3,15,0,16,83,40,0,143,0,9,0,9,58,26,0,89,0,3,0,3,31,8,0,42,0,0,0,0,6,0,0,10,70,35,4,115,323,135,3,580
90103,0,7,0,7,21,8,0,38,0,0,0,0,15,14,0,27,0,0,0,0,6,9,0,16,0,0,0,0,0,0,0,0,23,18,3,44,270,81,9,396
90104,24,44,0,70,328,53,0,451,3,33,0,38,267,41,0,346,0,14,0,14,141,28,0,187,0,0,0,0,42,7,0,47,273,155,24,454,1230,254,10,1948
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
