SA3_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
10304,4,0,8,118,40,160,6,0,7,0,0,0,30,44,76,10179,9283,19464,760,743,1500,265,8,266,66,12,82,60,19,77,72,49,119,434,387,821,11997,10582,22583,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,15,0,16,6,4,7,0,4,4,18,10,34,103,56,153,123,74,194,0,0,0,0,0,4,7,0,7,10,7,13,1612,1983,3597,1082,1705,2785,77,72,154,14899,14426,29330
10401,5,0,5,19,31,49,0,0,0,3,0,3,9,4,18,6529,6285,12808,448,456,906,239,11,247,62,7,67,123,46,172,50,29,83,395,362,761,7886,7236,15117,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,3,5,0,5,0,0,0,16,0,16,94,46,141,112,47,160,0,0,0,0,5,5,4,0,4,9,7,11,912,1183,2098,930,1333,2265,104,83,187,9946,9890,19838
10402,6,3,13,98,127,229,4,0,4,0,0,0,15,33,46,13086,12679,25771,951,1134,2083,349,10,361,200,35,231,187,56,243,98,50,147,488,533,1024,15486,14655,30142,0,6,6,0,0,0,0,0,0,8,4,4,0,0,0,3,0,3,10,7,16,0,0,0,0,0,0,6,4,13,5,19,18,0,0,3,9,21,31,123,83,207,146,105,250,0,0,0,0,4,4,10,0,12,9,4,16,2117,2734,4848,1647,2684,4333,137,135,271,19537,20318,39855
10501,0,0,0,79,25,102,0,0,0,0,0,0,7,5,4,2927,2395,5324,253,244,496,141,9,147,36,15,47,29,14,41,63,40,104,394,399,802,3924,3141,7063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,4,7,59,23,79,65,28,86,0,0,0,0,0,0,9,6,12,12,3,17,533,562,1102,348,443,788,62,61,120,4944,4227,9179
10502,0,0,0,5,6,9,3,0,0,0,0,3,5,7,12,2814,2653,5464,241,280,526,50,0,53,50,10,51,25,5,34,31,15,42,223,226,449,3454,3196,6652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,29,20,55,40,20,58,0,0,0,0,0,0,0,0,0,4,0,4,264,327,589,424,490,913,33,26,57,4208,4067,8273
10503,3,0,3,79,54,134,0,3,3,0,0,0,24,48,70,11478,10607,22093,879,1018,1896,411,10,423,144,24,163,86,18,110,111,66,171,579,533,1120,13799,12385,26186,0,5,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,7,5,10,0,3,4,0,0,0,6,9,19,124,65,191,139,79,217,3,0,8,0,0,0,17,0,20,28,4,27,1607,1927,3530,1106,1835,2943,152,123,269,16815,16355,33171
10601,6,11,19,34,42,70,16,8,20,0,0,0,14,11,22,15197,11408,26600,727,753,1488,474,16,492,124,18,140,49,10,58,137,77,218,688,348,1040,17460,12700,30160,3,5,9,0,0,0,0,0,0,6,7,11,3,0,3,0,5,5,19,11,22,0,0,0,0,0,0,0,6,6,8,7,16,4,0,4,12,10,22,142,54,200,173,77,244,6,0,10,6,0,6,6,0,6,19,0,19,2319,3884,6200,2951,4153,7104,122,95,215,23039,20906,43945
10602,77,54,134,45,64,106,0,0,7,0,0,0,19,11,32,13884,10770,24649,712,773,1482,267,4,274,122,5,126,49,9,63,72,63,141,176,243,421,15423,12006,27430,8,20,24,0,0,0,3,7,10,22,6,29,7,5,4,15,5,23,55,41,100,0,0,0,0,0,0,0,0,3,4,13,15,0,0,8,8,18,25,132,60,193,198,117,313,15,21,36,0,0,4,6,0,3,27,27,47,2811,4481,7288,2627,4059,6689,67,53,118,21148,20736,41884
10603,0,0,8,43,65,116,3,0,0,3,0,3,5,9,14,9613,7587,17199,557,549,1109,315,8,322,77,7,81,62,16,81,69,55,124,309,296,602,11073,8593,19663,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,4,9,0,0,0,0,5,5,3,6,8,4,10,19,0,0,3,11,16,26,109,57,170,126,75,202,0,0,0,6,0,6,4,4,9,8,4,13,2451,3227,5676,2086,2999,5091,112,104,209,15858,14995,30851
10604,7,0,4,14,4,19,0,0,4,0,0,0,0,4,6,5305,4158,9461,305,306,613,118,7,123,56,10,65,33,12,40,79,44,121,225,310,533,6144,4847,10992,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,61,20,85,69,28,95,0,0,0,0,0,0,3,0,8,3,3,8,651,905,1555,810,917,1730,57,41,101,7735,6744,14477
10701,105,35,137,103,110,211,7,0,7,0,0,0,28,18,42,11044,7982,19031,599,626,1221,228,3,229,100,0,109,77,4,80,66,58,124,128,137,266,12491,8964,21457,11,9,24,0,0,0,0,0,0,39,13,51,8,5,12,6,5,8,64,25,95,0,0,0,0,0,0,8,5,19,14,15,29,3,3,4,21,29,48,90,46,137,175,100,274,8,5,17,0,3,5,6,0,6,15,16,30,2683,4000,6681,2036,3103,5141,71,61,137,17476,16241,33714
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
10703,101,35,136,65,82,150,0,0,7,0,0,0,10,8,19,14173,10770,24947,645,729,1368,332,9,346,106,10,121,77,14,94,104,74,180,237,296,538,15861,12033,27892,9,12,23,0,0,0,0,0,0,37,9,43,10,6,14,0,0,0,60,30,88,0,0,0,0,0,0,6,11,19,8,14,23,0,0,4,20,23,41,115,41,159,193,93,285,10,9,15,0,0,0,4,0,4,12,9,16,3715,5608,9322,2781,4216,7000,102,88,187,22655,22053,44706
10704,365,216,585,193,296,490,0,0,5,5,5,0,26,29,59,16513,11627,28141,670,971,1640,347,4,350,194,27,219,270,66,342,117,91,206,790,883,1678,19500,14218,33721,32,46,76,0,0,0,3,5,3,88,42,131,8,12,21,15,6,26,154,107,262,0,0,0,0,0,0,13,8,25,11,32,43,13,8,22,37,52,94,163,87,246,352,249,599,26,17,37,3,13,14,5,6,7,27,34,58,8547,10785,19335,3971,5883,9856,93,86,174,32489,31249,63744
10801,0,0,3,21,18,45,3,0,3,0,0,0,8,3,8,3639,3495,7132,242,318,559,148,5,153,30,4,35,33,11,47,30,30,62,268,238,503,4429,4123,8556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,0,9,10,40,25,65,47,32,77,0,0,0,0,0,0,4,0,3,6,0,3,737,932,1666,549,903,1454,77,71,146,5838,6060,11901
10802,5,0,4,22,23,45,0,0,0,0,0,0,12,8,24,5756,5835,11590,413,472,881,278,8,287,53,8,65,43,13,59,53,23,77,313,294,609,6949,6689,13641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,5,3,8,65,27,88,70,37,104,0,0,0,0,0,0,4,0,5,3,0,4,916,1118,2034,794,1208,2002,120,97,215,8852,9141,17990
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,54,5,12,13,0,0,0,4,0,6,30,28,57,3,0,0,24,25,51,97,86,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,11,16,26,11,14,27,0,0,3,118,119,243
10804,13,4,14,52,78,126,0,0,9,0,0,0,13,30,38,11749,11561,23314,735,955,1690,354,16,365,170,24,198,99,29,133,77,43,117,425,443,867,13691,13181,26873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,6,0,0,0,0,0,0,4,10,15,0,13,17,5,0,3,11,17,31,140,89,229,160,112,275,0,3,3,0,4,4,3,0,3,3,9,6,1974,2544,4522,1495,2497,3989,79,95,174,17410,18425,35837
10805,0,0,3,30,33,63,0,0,0,0,0,0,10,18,29,6938,6815,13758,431,522,958,280,10,287,85,10,99,38,11,50,52,20,71,333,303,635,8200,7749,15948,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,3,3,5,3,7,3,0,3,9,10,12,93,37,129,105,49,150,0,0,0,0,0,4,0,0,3,0,0,3,1113,1284,2400,885,1321,2203,114,108,222,10422,10514,20935
10901,7,8,8,42,57,102,6,3,11,0,0,0,36,33,68,11338,10281,21614,635,732,1363,220,6,224,92,22,113,177,53,226,69,25,97,461,461,924,13080,11668,24750,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5,7,8,6,10,15,0,0,0,12,14,25,90,66,151,106,76,185,0,0,0,0,5,4,6,7,13,9,9,14,1402,1775,3182,990,1901,2892,108,73,185,15701,15506,31207
10902,0,0,0,22,13,35,0,0,0,0,0,0,7,0,7,2081,1621,3703,170,139,310,67,0,71,19,5,23,16,12,23,43,21,57,197,191,389,2632,2004,4633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,33,19,12,35,0,0,0,0,0,0,3,0,4,3,0,4,341,360,705,144,264,409,32,32,61,3175,2670,5843
10903,0,0,0,16,10,26,4,0,4,0,0,0,4,8,8,6459,5756,12215,370,379,750,201,0,206,69,8,78,89,31,112,83,26,107,416,405,813,7701,6618,14319,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,4,0,7,83,44,129,87,51,139,0,0,0,0,0,0,13,0,11,13,0,11,1011,1120,2128,571,1105,1677,107,89,198,9494,8983,18477
11001,0,3,3,36,11,50,0,0,0,0,0,0,12,15,28,4478,3925,8408,321,368,694,149,5,159,80,14,93,55,16,76,53,42,92,343,298,641,5535,4708,10239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,8,16,0,18,3,0,4,19,3,25,55,35,84,76,37,114,0,0,0,0,6,0,8,0,7,4,3,12,1747,2056,3802,962,1309,2271,58,57,117,8380,8169,16551
11002,0,0,0,20,18,40,0,0,0,0,0,0,6,9,22,4680,4423,9105,364,435,801,235,13,253,84,21,107,30,8,40,78,39,116,349,334,686,5855,5309,11163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,4,5,11,48,26,76,57,36,91,0,0,0,3,0,3,6,0,6,9,0,9,1142,1104,2251,497,798,1295,95,85,176,7655,7326,14983
11003,0,0,0,68,37,105,0,0,5,0,0,0,4,3,12,4025,3315,7341,280,291,571,161,4,163,17,0,22,29,10,39,55,18,72,258,237,493,4907,3916,8825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,20,0,24,4,7,7,0,0,0,23,9,34,56,14,70,78,28,108,0,0,0,0,0,0,0,0,0,5,0,5,519,654,1178,341,500,841,55,48,101,5906,5148,11057
11004,0,0,0,184,69,250,4,0,3,0,0,0,24,27,51,12624,11180,23805,991,995,1985,516,16,528,167,20,183,71,14,86,117,72,186,550,513,1061,15247,12905,28150,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,23,6,32,5,7,16,0,0,5,28,14,46,136,67,205,167,83,253,0,0,4,0,5,5,5,0,5,5,5,12,2074,2794,4869,1970,2796,4766,137,95,236,19608,18685,38290
11101,26,15,40,134,200,331,0,0,0,0,0,3,23,18,44,17650,14455,32110,894,1097,1991,386,9,395,204,20,232,124,30,161,79,79,158,290,334,626,19817,16268,36087,9,4,17,0,0,0,3,0,7,9,13,21,7,0,7,0,0,0,33,13,44,0,0,0,0,0,0,10,12,22,15,17,34,0,6,11,24,34,60,152,81,237,212,132,342,8,7,13,9,3,14,0,0,3,17,14,29,5491,7362,12853,3526,5518,9044,105,110,215,29165,29403,58572
11102,58,37,93,40,59,100,3,0,3,0,0,0,6,3,15,11998,9568,21565,577,665,1241,370,15,384,127,18,151,44,12,58,73,35,113,188,183,371,13493,10595,24092,15,16,32,0,0,0,0,0,0,15,8,18,9,6,14,4,0,4,38,25,63,0,0,0,0,0,0,0,9,7,7,17,29,0,3,0,11,28,37,108,49,158,155,98,256,8,12,22,4,4,6,3,0,5,18,13,31,2758,4090,6848,2299,3426,5726,83,65,147,18808,18290,37102
11103,112,52,159,344,475,817,15,30,46,38,26,61,54,67,121,25023,20330,45350,1119,1587,2707,352,10,364,375,79,456,571,248,817,180,114,299,1036,1148,2185,29210,24163,53370,29,14,43,4,0,4,5,3,6,19,6,25,3,6,14,11,3,19,77,36,109,9,4,9,4,6,9,27,29,54,20,50,66,11,25,43,71,105,181,299,195,495,442,338,781,27,14,39,14,11,25,20,7,26,60,36,99,9264,11645,20911,5361,8313,13668,170,122,293,44508,44612,89120
11201,3,4,7,39,48,90,0,3,3,0,0,0,9,4,14,11193,10305,21494,571,678,1248,321,6,333,138,13,154,375,215,587,107,84,187,647,644,1288,13407,12002,25417,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4,0,4,4,12,7,0,0,0,0,0,0,7,0,3,4,7,9,0,0,7,10,10,24,136,96,227,146,114,261,0,0,3,0,0,4,5,3,8,9,6,19,3627,4734,8366,2215,3234,5451,162,115,277,19574,20211,39786
11202,0,0,0,45,37,90,9,0,10,0,0,0,19,20,41,9883,9019,18903,633,761,1402,335,10,344,145,15,155,101,19,118,75,39,114,501,456,957,11739,10383,22125,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,10,3,9,7,0,0,3,9,5,19,109,56,167,119,65,185,0,0,0,6,0,5,3,3,12,11,8,18,1853,2365,4220,1546,2360,3905,124,105,231,15402,15286,30687
11203,15,0,9,93,86,178,0,0,0,0,0,0,13,16,29,13067,12282,25346,707,918,1624,382,15,398,171,20,194,197,115,314,102,56,161,476,557,1034,15212,14071,29286,0,0,0,0,0,0,0,0,0,19,8,26,3,0,8,0,0,0,23,7,35,0,0,0,0,0,0,6,0,9,5,17,27,3,3,8,14,27,41,132,68,205,173,100,276,8,0,3,4,5,6,3,0,5,11,4,16,2531,3461,5987,1901,3060,4960,145,138,282,19976,20835,40812
11301,0,0,8,51,19,66,8,8,9,0,0,0,15,29,45,9363,7504,16872,835,1013,1848,222,12,230,77,10,86,62,19,80,131,44,171,511,411,928,11281,9065,20339,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,3,0,4,6,7,13,0,0,0,0,0,0,5,4,7,3,6,3,0,0,0,4,6,13,99,53,152,111,65,175,0,0,0,0,0,0,7,0,9,11,0,9,839,921,1760,523,1037,1564,100,75,177,12863,11165,24030
11302,0,0,0,41,12,56,0,0,0,0,0,0,0,0,4,2406,1934,4340,186,160,340,75,0,75,26,4,28,11,3,14,31,15,52,167,156,323,2941,2288,5234,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,44,10,51,44,15,60,0,0,0,0,0,0,0,0,0,0,0,0,340,379,725,234,401,636,38,21,54,3600,3110,6709
