SA3_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
30803,47665,49959,97624,19906,12999,32908,5219,11886,17108,1872,2144,4017,1703,1372,3075,28701,28399,57105,15240,18107,33343,5.9,4.8,5.4,60.2,56.8,58.5,56.6,54.1,55.3,1068,1215,2289,520,1103,1620,3429,6525,9958,2601,4311,6904,13562,7435,20996,688,1013,1700,686,881,1561,14935,9328,24260,45086,46856,91939,9082,9956,19042,29618,30148,59762,21368,23794,45168
30804,7201,5781,12981,3579,1690,5272,493,1313,1800,383,240,620,112,84,199,4565,3334,7893,1217,1662,2882,2.5,2.6,2.5,63.4,57.6,60.8,61.8,56.1,59.3,81,75,155,30,96,121,326,652,981,287,402,691,1873,855,2732,94,101,189,87,86,174,2064,1035,3098,5977,5206,11188,1035,1052,2085,4175,3551,7726,2459,2317,4773
30805,26207,25259,51464,11970,6129,18099,2512,6204,8714,1145,989,2127,1258,1052,2311,16881,14370,31252,7075,9231,16301,7.4,7.3,7.4,64.4,56.9,60.7,59.6,52.7,56.2,436,505,941,269,497,764,1729,2989,4716,1501,2103,3607,9081,4396,13475,424,633,1055,349,481,829,9849,5507,15359,24862,23995,48860,5310,5586,10895,16018,14907,30926,12388,12997,25381
30901,27312,30437,57750,11043,7411,18453,4400,7896,12294,1388,2134,3523,881,739,1626,17712,18182,35899,7601,10225,17830,5,4.1,4.5,64.9,59.7,62.2,61.6,57.3,59.3,1407,1630,3036,441,851,1292,4575,6329,10906,2611,3869,6488,6474,3174,9652,212,332,544,450,747,1198,7136,4254,11390,23819,25747,49566,5957,6887,12842,14039,15192,29228,14384,16210,30591
30902,23164,25874,49039,9178,5811,14983,3684,7207,10889,1130,1702,2832,754,614,1365,14738,15326,30067,6954,8929,15879,5.1,4,4.5,63.6,59.2,61.3,60.4,56.9,58.5,872,1160,2035,342,742,1084,3145,4878,8020,2133,3302,5433,6497,3217,9711,198,323,524,404,654,1060,7092,4202,11296,21831,23482,45314,4333,5020,9348,13559,14410,27960,11301,12889,24185
30903,27747,31917,59668,9747,6741,16491,4032,6899,10933,1239,1850,3094,1064,957,2018,16077,16458,32536,9966,13511,23477,6.6,5.8,6.2,58,51.6,54.5,54.1,48.6,51.1,1224,1421,2638,338,741,1074,3108,4665,7780,2563,3931,6499,7074,3876,10941,272,447,721,482,857,1344,7826,5178,13003,24403,27343,51751,5880,6557,12433,14015,15721,29734,14836,16791,31629
30904,8219,8708,16932,3203,1922,5130,1195,2216,3409,478,619,1094,220,163,386,5098,4918,10018,2591,3261,5859,4.4,3.3,3.8,62,56.5,59.2,59.3,54.6,56.9,370,432,800,122,279,401,987,1558,2548,823,1231,2057,2517,1120,3630,90,133,229,157,224,379,2761,1479,4239,8099,8276,16374,1252,1343,2596,5290,5288,10581,3614,3945,7555
30905,13141,14488,27627,5946,3689,9631,2129,4349,6480,637,977,1616,481,366,847,9190,9376,18572,3407,4496,7905,5.2,3.9,4.6,69.9,64.8,67.2,66.3,62.2,64.1,615,714,1336,215,476,688,1773,2713,4483,1295,1967,3261,3655,1980,5634,124,195,316,202,362,564,3987,2534,6518,14084,14955,29035,2263,2536,4802,9005,9420,18426,6418,7221,13639
30906,26906,28680,55579,11849,7134,18980,4144,7841,11994,1316,2143,3455,1034,828,1856,18351,17939,36288,7330,9470,16800,5.6,4.6,5.1,68.2,62.5,65.3,64.4,59.7,61.9,910,1133,2040,325,757,1088,2716,4448,7161,2384,3823,6206,7791,4265,12053,301,421,722,507,773,1286,8600,5456,14059,27652,28659,56311,4550,4813,9359,17605,18039,35648,12848,13780,26618
30907,58078,62449,120525,28277,17030,45307,8208,16468,24673,2826,4452,7274,2254,2143,4397,41559,40095,81661,13512,19104,32615,5.4,5.3,5.4,71.6,64.2,67.8,67.7,60.8,64.1,2035,2367,4407,623,1482,2101,6060,9306,15360,5546,8794,14343,16302,9707,26007,769,1021,1782,1052,1555,2614,18127,12282,30407,57447,59838,117278,14368,15356,29724,28018,28693,56703,38923,41801,80733
30908,20604,23968,44567,8535,5910,14446,3381,6296,9675,1062,1585,2649,733,692,1422,13710,14479,28187,5785,8115,13898,5.3,4.8,5,66.5,60.4,63.3,63,57.5,60.1,1190,1363,2547,317,647,966,3320,4413,7738,2050,3075,5123,4567,2753,7319,196,289,491,346,595,943,5116,3637,8746,19075,21255,40327,4797,5691,10486,10441,11686,22127,12159,14201,26362
30909,26922,29111,56030,9155,6212,15363,4608,7018,11630,1522,2114,3635,1274,1037,2309,16559,16379,32942,8190,10286,18475,7.7,6.3,7,61.5,56.3,58.8,56.8,52.7,54.7,1539,1615,3162,362,712,1073,3908,5218,9124,2484,3564,6046,5669,3202,8865,291,351,648,380,637,1016,6337,4183,10525,22326,23465,45790,6574,7023,13595,12371,13183,25552,15238,16085,31323
30910,21296,21627,42919,6694,4239,10933,3568,4945,8512,1172,1468,2639,827,684,1508,12254,11341,23593,6196,7536,13741,6.7,6,6.4,57.5,52.4,55,53.7,49.3,51.5,1295,1173,2468,336,558,894,3540,4159,7699,2146,2657,4800,3722,2005,5725,137,207,348,349,471,825,4212,2685,6898,15343,15346,30698,5481,5693,11172,8183,8213,16399,11963,12232,24199
31001,31474,30872,62341,11753,7639,19391,4056,6398,10456,1329,1841,3163,1398,1300,2698,18532,17174,35703,11417,12114,23530,7.5,7.6,7.5,58.9,55.6,57.3,54.4,51.4,53,1516,1490,3007,412,721,1131,3923,5085,9005,2268,2927,5197,5431,3415,8850,365,457,817,426,596,1026,6220,4472,10693,29018,30445,59467,5368,5608,10978,17640,18651,36285,14342,15239,29582
31002,27189,27354,54542,10462,6009,16469,2790,5818,8609,1231,1622,2854,835,719,1553,15316,14173,29487,9924,11354,21281,5.5,5.1,5.3,56.3,51.8,54.1,53.3,49.2,51.2,329,484,814,211,486,692,1326,2729,4061,1668,2835,4498,7916,4588,12498,373,610,988,392,625,1016,8682,5820,14499,25873,26000,51870,4219,4595,8820,17242,16903,34141,11301,12242,23549
31003,43602,47203,90807,19111,12501,31609,5178,10253,15436,2055,3021,5077,1974,1696,3665,28317,27468,55784,12924,17154,30075,7,6.2,6.6,64.9,58.2,61.4,60.4,54.6,57.4,1035,1326,2358,501,1253,1757,3454,5971,9429,3374,5109,8483,12713,7935,20647,762,1116,1884,675,1000,1676,14155,10055,24207,43501,45444,88943,9050,9710,18760,26219,26788,53011,23021,25241,48260
31004,37067,39508,76575,18516,11837,30354,4915,9082,13994,1771,2581,4354,1879,1793,3671,27076,25290,52370,8109,12315,20425,6.9,7.1,7,73,64,68.4,68,59.5,63.6,1467,1546,3024,438,940,1379,3703,5774,9476,3209,4646,7852,9236,6459,15697,624,811,1433,628,860,1489,10484,8132,18617,39079,40104,79185,8944,9670,18621,19606,19893,39495,24576,26168,50737
31101,5873,6104,11977,2105,1189,3291,607,1223,1833,246,360,601,183,178,360,3136,2949,6089,2288,2669,4956,5.9,6.1,6,53.4,48.3,50.8,50.3,45.4,47.8,74,99,173,40,107,145,302,540,841,307,602,910,1622,973,2587,62,117,183,97,126,223,1780,1213,2996,5427,5674,11100,1002,1098,2104,3367,3466,6833,2702,2937,5642
31102,17676,18801,36473,7396,4412,11809,2109,3896,6002,764,1153,1917,745,680,1428,11015,10140,21158,5285,7242,12527,6.8,6.7,6.7,62.3,53.9,58,58.1,50.3,54.1,303,407,709,113,336,450,1118,1865,2990,1203,2126,3333,4958,3077,8037,267,395,669,280,424,704,5514,3896,9411,16761,17453,34213,3719,3950,7665,9607,9889,19497,9531,10207,19740
31103,34358,36398,70758,15399,9037,24437,4494,8002,12496,1458,2005,3463,1725,1545,3269,23080,20581,43663,9029,13435,22466,7.5,7.5,7.5,67.2,56.6,61.7,62.1,52.3,57.1,729,851,1582,211,583,789,2271,3705,5981,2218,3904,6118,9027,5994,15020,533,742,1269,536,809,1347,10089,7545,17637,34863,36099,70961,7211,7479,14687,20339,20787,41129,18617,19806,38421
31104,22281,23321,45599,11574,6815,18384,2597,5837,8437,1057,1473,2529,783,784,1564,16011,14907,30920,5216,7291,12502,4.9,5.2,5.1,71.8,63.9,67.8,68.3,60.6,64.4,334,484,819,182,540,727,1255,2668,3924,1587,2955,4543,7705,4274,11984,293,513,804,365,560,930,8363,5352,13716,23857,24227,48083,4460,4764,9224,14043,13899,27942,12230,13187,25414
31105,24429,26347,50776,10752,6648,17402,3093,5869,8960,1036,1518,2562,1108,959,2068,15990,14999,30993,6872,9643,16516,6.9,6.4,6.7,65.4,56.9,61,60.9,53.3,57,670,792,1461,248,564,816,2203,3561,5763,1879,2991,4868,6749,3978,10729,313,502,813,418,612,1035,7485,5095,12581,24507,25826,50334,4364,4740,9105,15043,15724,30765,12079,13091,25170
31106,30349,31064,61412,11866,6760,18627,4133,6472,10603,1268,1641,2906,1653,1458,3117,18923,16327,35251,9232,12610,21846,8.7,8.9,8.8,62.3,52.6,57.4,56.9,47.9,52.3,1071,1159,2233,325,678,1000,3067,4199,7263,2261,3128,5393,6756,4118,10866,471,553,1018,461,699,1160,7683,5363,13048,30582,30907,61485,5306,5328,10631,19369,19511,38887,14200,14581,28777
31201,25975,15646,41614,10378,4666,15041,1280,2865,4149,962,614,1575,313,285,604,12938,8430,21367,3357,4231,7592,2.4,3.4,2.8,49.8,53.9,51.3,48.6,52.1,49.9,265,252,517,128,228,356,1117,1521,2637,961,1133,2094,6211,2272,8482,191,298,490,206,282,491,6612,2857,9468,15774,12131,27905,3665,3402,7068,9677,7096,16767,8735,7563,16293
31202,46925,48750,95676,23641,13661,37306,4401,12537,16936,1916,1887,3804,1337,1144,2476,31289,29234,60520,11578,15687,27258,4.3,3.9,4.1,66.7,60,63.3,63.8,57.6,60.7,798,944,1746,382,976,1360,2894,6101,8989,2455,4188,6647,16113,7620,23733,546,920,1467,598,940,1536,17249,9481,26738,45019,45744,90771,8856,9613,18473,29573,29276,58849,21082,23108,44192
31203,11335,11249,22580,4656,2978,7638,1373,2755,4134,569,589,1157,298,248,542,6897,6569,13471,2913,3222,6136,4.3,3.8,4,60.8,58.4,59.6,58.2,56.2,57.2,225,278,507,104,222,323,933,1584,2517,897,1216,2109,3471,1616,5087,176,218,395,174,215,391,3822,2053,5875,9073,8701,17777,2560,2770,5330,5616,5197,10812,5490,5763,11255
31301,15401,16953,32356,3858,2305,6171,1441,2822,4266,597,835,1432,461,361,818,6359,6325,12684,8302,9810,18112,7.2,5.7,6.5,41.3,37.3,39.2,38.3,35.2,36.7,313,373,692,156,316,477,1075,1651,2718,1286,1852,3134,4688,2337,7026,152,286,441,321,433,753,5158,3061,8216,13867,15076,28939,2691,3000,5686,8399,9033,17428,7608,8463,16072
31302,29415,32575,61991,11662,7098,18769,3845,7477,11323,1334,1924,3254,1394,1246,2644,18241,17747,35985,9349,12827,22175,7.6,7,7.3,62,54.5,58,57.3,50.7,53.8,342,445,784,183,617,796,1602,3181,4784,1887,3672,5564,8775,6083,14857,499,725,1229,521,783,1307,9801,7589,17389,29003,30731,59733,6496,7318,13815,16050,16567,32619,17007,19083,36090
31303,6942,5502,12445,2164,1202,3376,638,1280,1916,278,354,629,138,133,266,3220,2971,6187,3263,2110,5365,4.2,4.4,4.3,46.3,53.9,49.7,44.4,51.5,47.6,70,118,186,53,122,172,434,593,1027,331,610,939,1640,840,2483,61,95,159,107,115,218,1812,1048,2860,5208,5239,10446,877,888,1764,3322,3350,6672,2416,2470,4883
31304,25876,28035,53915,11664,6981,18644,3344,6901,10243,1147,1783,2930,1099,902,2002,17249,16570,33822,7484,10231,17707,6.4,5.5,5.9,66.7,59.1,62.7,62.4,55.9,59,402,501,899,267,576,841,1698,3312,5009,2009,3322,5331,8295,5156,13453,395,534,927,419,680,1102,9107,6377,15482,26538,27717,54250,4899,5354,10256,16598,17049,33645,12974,14287,27269
31305,25178,28530,53707,9285,6135,15418,3042,5921,8964,1080,1591,2672,1007,791,1799,14415,14443,28854,9369,12642,22013,7,5.5,6.2,57.2,50.6,53.7,53.2,47.9,50.4,709,845,1558,360,777,1133,2251,3817,6073,2187,3370,5549,6897,4092,10984,297,454,756,457,689,1147,7654,5237,12886,23521,25878,49399,4746,5453,10202,14149,15423,29563,12863,14685,27546
31401,34011,35881,69892,17656,10941,28597,4685,10186,14870,1593,2555,4147,989,800,1790,24920,24486,49402,8425,10693,19119,4,3.3,3.6,73.3,68.2,70.7,70.4,66,68.1,1906,2008,3916,829,1526,2354,5616,8140,13752,3866,4607,8470,8980,4418,13398,362,501,865,538,862,1394,9879,5776,15661,37240,38036,75274,5131,5441,10569,25869,26222,52096,14329,15286,29617
31402,31227,35039,66264,15965,10279,26243,4349,8978,13331,1538,2487,4020,1335,1255,2592,23185,22997,46182,6839,10688,17524,5.8,5.5,5.6,74.3,65.6,69.7,70,62,65.8,1243,1288,2531,431,914,1346,3699,5765,9462,3084,4495,7576,8317,5878,14195,455,707,1167,537,833,1372,9311,7420,16733,32525,34592,67119,7469,8213,15683,16375,17007,33380,20646,23061,43707
31403,15326,16223,31554,6890,4293,11186,1984,3810,5799,750,1069,1821,728,559,1287,10352,9740,20090,4366,5874,10242,7,5.7,6.4,67.6,60,63.7,62.8,56.6,59.6,366,445,807,183,427,607,1382,2171,3550,1287,1883,3174,4407,2741,7156,247,334,583,262,386,649,4922,3463,8381,15581,16063,31644,2857,2974,5832,9995,10192,20188,7323,7806,15131
31501,15947,13536,29489,4820,3277,8100,1228,1996,3220,1035,948,1986,640,524,1164,7728,6747,14471,5948,5097,11048,8.3,7.8,8.1,48.4,49.8,49.1,44.4,46,45.1,220,288,506,112,295,404,821,1468,2289,773,1168,1939,4013,1986,5997,343,399,749,236,229,470,4597,2616,7209,13814,12757,26577,2366,2422,4782,9670,8931,18593,5205,5022,10222
31502,17203,14108,31302,7494,4565,12060,984,1975,2960,986,792,1780,400,292,690,9862,7628,17486,3897,4487,8393,4.1,3.8,4,57.3,54.1,55.9,55,52,53.7,299,349,648,136,302,439,968,1770,2736,734,1090,1818,4740,1760,6503,154,262,415,151,214,368,5046,2237,7283,13669,12042,25714,3206,3060,6260,8945,7641,16589,6710,6385,13093
31503,8930,8786,17714,3801,2724,6528,613,1453,2070,454,454,906,140,114,253,5005,4740,9745,2826,3064,5891,2.8,2.4,2.6,56.1,54,55,54.5,52.7,53.6,149,188,329,75,220,293,481,1125,1605,552,762,1319,2179,1157,3331,97,149,248,116,168,287,2390,1467,3859,7760,7542,15300,1408,1577,2990,5481,5243,10721,3248,3451,6697
31601,21567,25532,47096,8898,5527,14428,3484,7334,10820,1094,1791,2886,661,618,1280,14141,15271,29411,6568,9136,15704,4.7,4,4.3,65.6,59.8,62.4,62.5,57.4,59.7,1115,1223,2339,427,842,1264,3228,4979,8206,2083,3126,5208,5645,3360,9001,259,397,655,335,615,952,6240,4373,10607,21042,23799,44844,4764,5514,10276,12164,13831,25995,12325,14262,26587
31602,37164,42720,79884,14201,9006,23213,5338,10776,16110,1835,2759,4592,1117,999,2116,22491,23535,46031,12791,17027,29820,5,4.2,4.6,60.5,55.1,57.6,57.5,52.8,55,1405,1634,3039,599,1223,1823,4633,7109,11736,3388,5075,8461,10537,5913,16450,339,674,1012,656,1015,1682,11538,7605,19142,34637,38503,73142,8332,9402,17736,19524,21481,41007,21373,24354,45733
31603,27385,30406,57795,9782,6285,16063,4083,7320,11398,1345,2023,3368,714,657,1370,15913,16281,32194,9328,11806,21133,4.5,4,4.3,58.1,53.6,55.7,55.5,51.4,53.3,1184,1348,2536,477,898,1373,3805,5360,9164,2451,3740,6190,7149,3808,10959,231,435,662,487,727,1218,7866,4976,12840,23167,24870,48040,6210,7022,13234,13294,14068,27365,14814,16632,31445
31605,19249,21624,40870,6243,3802,10047,3181,5451,8636,1032,1453,2483,511,435,946,10965,11143,22106,7217,9296,16517,4.7,3.9,4.3,57,51.5,54.1,54.3,49.5,51.8,1061,1012,2073,364,718,1082,3158,4256,7410,2039,2934,4973,4577,2334,6907,166,276,439,346,579,928,5090,3190,8279,17704,19278,36980,4199,4680,8879,10123,11010,21127,10836,11986,22825
31606,22926,24982,47910,8874,5148,14025,3366,6674,10044,1197,1727,2926,654,585,1241,14097,14139,28236,7621,9583,17207,4.6,4.1,4.4,61.5,56.6,58.9,58.6,54.3,56.3,845,1030,1871,384,789,1173,2432,4285,6721,2100,3239,5345,6900,3751,10649,250,419,669,410,591,994,7553,4757,12310,22070,23504,45573,4362,4820,9186,13579,14283,27861,11594,12774,24370
31607,19177,20799,39975,7637,4379,12016,2893,5697,8594,1004,1405,2409,636,517,1155,12167,12001,24164,6083,7852,13933,5.2,4.3,4.8,63.4,57.7,60.4,60.1,55.2,57.6,545,706,1252,273,587,862,1804,3351,5154,1582,2705,4283,6002,3213,9216,263,379,642,322,480,800,6584,4072,10658,19083,20127,39210,3650,3969,7618,11314,11846,23159,10138,11016,21153
31608,9720,10261,19980,3102,1785,4887,1584,2721,4305,584,738,1329,293,224,516,5562,5475,11035,3612,4192,7805,5.3,4.1,4.7,57.2,53.3,55.2,54.2,51.2,52.6,320,396,713,140,353,495,1120,1712,2835,886,1410,2302,2970,1335,4306,112,179,290,178,274,446,3261,1786,5045,9475,9741,19209,1565,1744,3309,6203,6232,12436,4392,4787,9180
31701,61232,68341,129572,27382,17795,45170,8145,17156,25306,1901,2583,4481,2099,1885,3981,39529,39415,78941,18291,25543,43834,5.3,4.8,5,64.6,57.7,60.9,61.1,54.9,57.9,2676,2716,5394,924,1964,2886,6707,11147,17849,4471,6853,11321,15705,10013,25719,882,1313,2200,853,1322,2174,17444,12645,30090,59529,64704,124236,13089,14332,27425,35926,38823,74744,32524,36203,68731
31801,18322,17961,36284,7327,4119,11445,1448,3744,5189,665,647,1311,454,359,817,9886,8876,18761,6315,7370,13685,4.6,4.1,4.3,54,49.4,51.7,51.5,47.4,49.5,204,251,456,111,268,385,849,1707,2554,737,1269,2006,5154,2350,7502,202,305,511,200,297,493,5552,2954,8497,16875,16506,33385,2607,2715,5316,12628,12106,24733,5898,6295,12191
31802,76646,80382,157035,34452,23939,58394,9129,19852,28977,2784,3386,6169,2865,2297,5160,49229,49470,98703,21371,25635,47008,5.8,4.6,5.2,64.2,61.5,62.9,60.5,58.7,59.6,2511,3063,5577,856,2256,3108,7245,12796,20041,5346,7686,13030,21047,11678,32728,989,1404,2396,1027,1382,2408,23064,14468,37533,70921,73282,144207,15689,17331,33020,44044,45140,89184,37604,40958,78562
31901,38360,41124,79489,12923,8642,21568,4402,8685,13088,1196,1352,2548,1558,1139,2694,20070,19820,39891,15859,18862,34719,7.7,5.7,6.8,52.3,48.2,50.2,48.3,45.4,46.8,669,702,1375,349,784,1133,2548,4665,7211,2108,3607,5717,11044,6182,17225,593,868,1455,579,854,1436,12220,7897,20112,35761,37284,73044,7227,7895,15118,23485,24138,47618,17527,19222,36744
31902,20772,20812,41584,6820,4073,10894,2027,4196,6225,708,682,1389,674,512,1181,10231,9463,19694,8439,9445,17889,6.6,5.4,6,49.2,45.5,47.4,46,43,44.5,218,284,509,132,300,429,947,1944,2886,1016,1835,2850,5128,3056,8175,314,483,791,289,421,702,5726,3954,9679,18913,18649,37556,3421,3543,6963,13112,12720,25831,8161,8488,16653
31903,21790,22713,44505,6872,3864,10737,2581,5330,7908,850,830,1680,697,594,1288,11000,10618,21611,9250,10657,19900,6.3,5.6,6,50.5,46.7,48.6,47.3,44.1,45.7,270,370,644,178,435,614,1180,2262,3445,1290,2279,3569,6507,3796,10308,357,504,862,372,535,905,7237,4833,12076,20431,20875,41307,3814,4135,7947,13159,13091,26258,9967,10850,20814
31904,25918,29294,55212,6867,5004,11875,2859,5719,8581,794,944,1738,1071,851,1923,11602,12522,24125,12717,14976,27691,9.2,6.8,8,44.8,42.7,43.7,40.6,39.8,40.2,560,682,1246,297,610,902,1761,3356,5122,1896,2904,4801,7737,4497,12231,359,499,860,437,658,1092,8534,5653,14186,23561,25943,49503,5224,5910,11126,14176,15189,29361,13398,15451,28848
31905,20570,20278,40850,5249,3295,8543,1988,3882,5873,635,680,1311,946,668,1612,8814,8524,17337,10386,10430,20812,10.7,7.8,9.3,42.9,42,42.4,38.3,38.7,38.5,213,279,497,134,326,461,865,1720,2583,1177,1846,3023,6050,3401,9449,319,458,777,309,458,771,6680,4318,10996,18358,18470,36829,3285,3420,6709,12156,12065,24226,8576,9001,17579
39797,302,53,358,70,9,77,8,0,10,15,6,18,3,0,0,88,15,103,21,11,26,3.3,7.1,3.8,30.1,26.9,29.7,29.1,25,28.5,0,0,0,0,0,0,7,4,8,3,0,9,34,11,37,10,0,10,4,0,6,50,10,56,89,14,103,25,10,32,47,11,52,63,11,79
40101,13898,13330,27229,4549,3158,7703,2176,2892,5076,365,456,815,743,611,1354,7831,7119,14952,4218,4578,8802,9.5,8.6,9.1,56.3,53.4,54.9,51,48.8,49.9,1778,1774,3552,337,447,788,3376,3490,6871,1041,1035,2076,1194,786,1988,97,98,191,129,175,303,1422,1056,2482,8349,8141,16495,4157,4180,8339,3817,3731,7550,8412,8371,16784
40102,30476,32633,63109,14305,8227,22531,4936,10364,15304,1012,1302,2315,776,688,1473,21034,20581,41612,8293,10921,19213,3.7,3.4,3.5,69,63.1,65.9,66.5,60.9,63.6,1750,2014,3766,713,1375,2084,4788,7001,11792,2827,3845,6670,7498,4104,11602,329,500,826,516,700,1224,8344,5307,13652,31828,33292,65124,4243,4674,8922,21789,22531,44323,12393,13626,26018
40103,17775,20096,37865,7628,4813,12441,3135,5636,8768,388,545,933,518,488,1006,11675,11483,23155,5785,8258,14045,4.5,4.2,4.3,65.7,57.1,61.1,62.8,54.7,58.5,2772,2530,5300,630,1013,1645,5212,5911,11120,1499,1951,3451,1717,1125,2844,87,137,223,221,409,631,2022,1674,3697,18221,20112,38335,2914,3157,6071,12100,13513,25616,8189,8986,17169
40104,21819,23891,45716,9637,5985,15621,3724,6768,10496,515,718,1240,778,681,1462,14658,14159,28816,6571,9036,15611,5.3,4.8,5.1,67.2,59.3,63,63.6,56.4,59.8,1953,2058,4012,467,745,1217,4294,5382,9677,1857,2300,4158,3814,2116,5931,161,210,367,328,430,759,4304,2756,7059,21944,23393,45338,3585,3698,7282,14343,15485,29828,9989,10523,20507
40105,15261,16595,31855,6633,4453,11084,2700,4593,7289,363,502,866,571,453,1029,10265,9996,20264,4477,6078,10553,5.6,4.6,5.1,67.3,60.2,63.6,63.5,57.5,60.4,1824,1871,3703,457,803,1257,3949,4543,8487,1285,1547,2831,2023,1166,3188,100,142,240,215,270,485,2335,1583,3915,14071,15271,29344,3131,3238,6372,8752,9641,18392,7768,8174,15946
40106,12146,12895,25036,5724,3778,9504,2156,3709,5864,335,399,737,389,303,693,8600,8199,16796,3177,4321,7490,4.5,3.7,4.1,70.8,63.6,67.1,67.6,61.2,64.3,1383,1376,2759,397,589,991,3045,3539,6582,1089,1234,2326,1755,1005,2762,76,120,195,154,195,347,1993,1312,3302,11909,12519,24430,2266,2271,4536,7570,8099,15670,5936,6086,12016
40107,14933,17231,32162,6738,4599,11330,2613,4858,7471,352,519,875,471,428,900,10176,10408,20579,4438,6442,10881,4.6,4.1,4.4,68.1,60.4,64,65,57.9,61.2,2094,2013,4106,552,939,1492,4248,5105,9347,1246,1642,2880,1713,1000,2710,99,141,247,198,275,467,2008,1416,3427,14766,16514,31276,2736,3018,5760,9670,10936,20600,7054,7844,14895
