SA3_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
10102,25989,25861,51851,14164,9869,24031,3322,5986,9304,863,1213,2072,636,521,1156,18980,17582,36563,5581,7020,12596,3.3,3,3.2,73,68,70.5,70.6,66,68.3,2278,2082,4358,597,1048,1648,3558,4927,8488,2400,2977,5379,5988,3054,9036,232,382,619,330,573,909,6552,4016,10563,25658,25266,50924,4745,4685,9427,16019,15655,31673,12614,12603,25216
10103,11644,10646,22293,4802,2969,7774,2040,3094,5133,491,462,956,208,163,373,7544,6687,14233,2934,3037,5968,2.8,2.4,2.6,64.8,62.8,63.8,63,61.3,62.2,517,524,1037,165,310,477,1539,1904,3442,785,1172,1953,3061,1385,4448,112,180,291,171,245,418,3340,1812,5153,10077,9373,19453,2115,2080,4198,6874,6307,13182,4845,4701,9545
10104,32318,34102,66420,9523,6011,15533,4674,8133,12804,1167,1271,2440,718,508,1227,16083,15928,32008,13838,15769,29612,4.5,3.2,3.8,49.8,46.7,48.2,47.5,45.2,46.3,1114,1346,2463,528,1120,1649,3165,4767,7928,2327,3759,6087,9166,4689,13850,316,618,936,600,986,1588,10085,6288,16371,29852,30935,60791,4912,5322,10236,19919,20460,40381,13368,14426,27794
10105,16083,15976,32053,6635,4040,10678,1882,3686,5568,569,665,1237,422,326,749,9508,8716,18222,5502,6219,11723,4.5,3.7,4.1,59.1,54.6,56.9,56.5,52.5,54.5,437,516,954,175,391,560,1233,1952,3186,1126,1765,2892,4421,2427,6855,148,286,435,288,450,735,4856,3172,8028,14994,15086,30083,2602,2689,5295,10142,9968,20108,6515,6924,13435
10106,15059,15688,30750,6844,4183,11029,1775,3863,5643,497,675,1175,351,292,650,9475,9013,18487,4410,5671,10084,3.7,3.3,3.5,62.9,57.5,60.1,60.6,55.6,58,608,677,1292,226,473,698,1462,2451,3916,1058,1628,2683,3719,2020,5739,134,273,408,213,421,633,4072,2709,6783,15137,15597,30733,2096,2223,4318,10386,10605,20993,5911,6370,12283
10201,69931,77036,146971,25834,16337,42172,10312,18134,28448,4031,5307,9338,1998,1600,3598,42177,41380,83556,24334,31610,55944,4.7,3.9,4.3,60.3,53.7,56.9,57.5,51.6,54.4,3423,3747,7166,1040,2103,3147,9574,13416,22989,6207,9383,15585,18145,9553,27701,663,1252,1912,1441,2385,3824,20243,13186,33434,69827,74603,144428,11350,11954,23305,47028,50254,97279,30014,32337,62353
10202,65074,71246,136324,22837,14163,37004,8793,15621,24411,4022,5222,9239,2222,1680,3903,37866,36687,74561,23450,30219,53669,5.9,4.6,5.2,58.2,51.5,54.7,54.8,49.1,51.8,1374,1669,3037,560,1318,1879,4811,8116,12922,4442,7605,12038,19694,11903,31592,738,1350,2085,1185,2047,3232,21616,15297,36910,65013,68925,133935,10524,11361,21885,42519,44594,87118,28654,31601,60260
10301,20227,19893,40119,8585,5503,14085,2512,5032,7547,682,776,1458,534,448,979,12309,11754,24059,6705,7007,13711,4.3,3.8,4.1,60.8,59.1,60,58.2,56.9,57.5,740,763,1506,268,555,823,1831,3221,5051,1250,2031,3286,5408,2946,8355,222,373,597,335,572,909,5963,3893,9856,18462,18753,37220,3696,3893,7589,11855,11894,23743,9073,9664,18739
10302,22259,22309,44565,9585,5136,14720,2229,5182,7409,681,761,1437,628,479,1108,13121,11553,24672,7110,8924,16033,4.8,4.1,4.5,59,51.8,55.4,56.1,49.6,52.9,277,439,723,145,408,547,1268,2505,3770,1066,1996,3057,5764,3236,8998,250,461,704,337,568,906,6348,4261,10610,21582,21524,43109,3032,3156,6184,15299,14945,30238,7986,8464,16444
10303,19956,19588,39544,8005,4097,12100,2071,4781,6853,774,886,1657,561,429,995,11413,10195,21605,6925,7994,14912,4.9,4.2,4.6,57.2,52,54.6,54.4,49.8,52.1,372,523,890,157,389,549,1362,2264,3625,1158,1878,3033,6194,3037,9237,232,422,654,296,534,831,6726,3996,10723,18931,18712,37641,2965,3071,6032,12838,12469,25307,7954,8237,16193
10304,23377,25122,48497,11291,7160,18452,2866,6308,9176,743,962,1701,580,475,1052,15483,14903,30383,6452,8718,15170,3.7,3.2,3.5,66.2,59.3,62.6,63.7,57.4,60.5,950,1081,2033,317,697,1013,2638,4223,6863,1592,2640,4231,6254,3666,9915,255,476,728,351,689,1037,6858,4827,11683,23665,24738,48401,4266,4390,8654,15017,15670,30680,11183,11920,23102
10401,22759,23106,45859,6482,4102,10588,2740,5023,7758,725,773,1495,748,553,1300,10692,10442,21137,10523,11079,21603,7,5.3,6.1,47,45.2,46.1,43.7,42.8,43.3,422,454,876,240,493,730,1448,2467,3919,1307,2240,3546,6248,3631,9876,278,515,792,432,703,1139,6962,4853,11811,20758,21435,42193,3321,3555,6870,14306,14313,28615,8581,9501,18078
10402,36833,40327,77165,12482,8313,20792,5847,10558,16407,1210,1449,2656,1275,1012,2286,20808,21333,42139,13544,16331,29870,6.1,4.7,5.4,56.5,52.9,54.6,53,50.4,51.7,1135,1471,2601,556,1178,1732,4003,6183,10189,2721,4660,7380,9987,5692,15679,393,718,1110,671,1101,1771,11052,7506,18556,35380,37768,73147,6307,6999,13301,22801,24196,47001,16790,18562,35353
10501,9500,9056,18558,3880,2318,6197,690,1567,2257,374,350,723,256,190,449,5203,4422,9625,2628,3068,5699,4.9,4.4,4.7,54.7,48.8,51.9,52.1,46.7,49.4,108,170,280,65,131,195,511,1013,1528,422,670,1089,2029,1019,3044,82,168,249,125,153,278,2243,1337,3576,8136,7676,15809,1341,1356,2696,5869,5446,11315,3007,3058,6067
10502,8367,8713,17082,3064,2146,5207,827,1583,2410,317,344,658,304,165,468,4508,4234,8746,3056,3642,6701,6.7,3.9,5.4,53.9,48.6,51.2,50.3,46.7,48.4,136,192,336,71,194,272,412,869,1282,407,655,1060,2174,1163,3338,88,149,237,95,198,289,2360,1507,3865,7754,7987,15740,1145,1240,2381,5858,5871,11734,2593,2915,5508
10503,28768,30205,58971,12824,8413,21241,3063,6787,9852,921,1158,2082,747,631,1376,17560,16987,34549,8246,10209,18453,4.2,3.7,4,61,56.2,58.6,58.5,54.1,56.2,798,974,1770,263,653,915,2265,4295,6559,1523,2747,4267,7281,4258,11530,277,592,871,400,739,1140,7952,5590,13545,27036,28134,55171,4784,5142,9918,17914,18253,36168,11859,13039,24894
10601,39478,38828,78308,16986,8719,25707,4406,10011,14410,1651,2171,3824,1230,993,2225,24274,21892,46171,13100,15072,28169,5.1,4.5,4.8,61.5,56.4,59,58.4,53.8,56.1,628,778,1405,239,653,887,2329,4018,6343,2198,3781,5984,12845,7432,20275,444,909,1354,525,1101,1625,13818,9434,23252,38164,38670,76833,6729,6847,13572,24415,24331,48745,17747,18637,36381
10602,32407,35506,67909,15649,9396,25049,4247,9566,13805,1249,1778,3029,1060,948,2003,22204,21682,43892,8926,12483,21406,4.8,4.4,4.6,68.5,61.1,64.6,65.3,58.4,61.7,864,1087,1951,342,820,1165,2801,4808,7609,2582,3890,6469,10309,6444,16754,359,692,1052,478,909,1385,11146,8044,19194,33285,35206,68494,6430,7083,13516,20200,21088,41291,17000,18823,35823
10603,30781,32288,63068,10681,5799,16472,3868,7695,11559,1312,1511,2819,946,696,1649,16807,15698,32502,12400,14975,27377,5.7,4.4,5.1,54.6,48.6,51.5,51.5,46.5,48.9,811,855,1664,333,664,999,2395,3657,6054,2506,3647,6152,9749,5087,14833,337,673,1012,546,1021,1564,10625,6778,17405,29857,30942,60801,5031,5183,10214,19250,19816,39064,14102,14813,28923
10604,12577,12264,24838,6021,3329,9347,1237,2943,4182,474,479,949,357,279,635,8091,7025,15110,3617,4503,8122,4.4,3.9,4.2,64.3,57.3,60.8,61.5,55,58.3,173,235,404,79,177,257,650,1306,1956,648,1072,1722,3916,2115,6031,135,266,401,179,331,507,4230,2708,6938,12093,11762,23854,2161,2270,4435,7960,7689,15649,5486,5624,11111
10701,31247,32979,64227,11800,6684,18483,3900,7298,11198,1771,2256,4034,1041,742,1776,18516,16981,35493,11346,14515,25866,5.6,4.4,5,59.2,51.5,55.3,55.9,49.2,52.5,963,1135,2096,298,676,970,2595,3885,6484,2226,3293,5529,9141,5125,14274,291,636,928,481,1028,1509,9921,6792,16713,32610,33629,66240,4179,4466,8643,23080,23744,46824,11576,12308,23888
10702,5,0,5,5,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,100,50,80,100,50,80,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,4,0,5,5,0,6,0,0,0,0,0,0,5,0,5
10703,38539,41765,80307,15439,8794,24237,4995,10306,15301,2224,2950,5173,1076,869,1942,23731,22915,46652,12947,16982,29937,4.5,3.8,4.2,61.6,54.9,58.1,58.8,52.8,55.7,1304,1557,2863,491,1123,1613,3895,5844,9731,3214,4877,8093,11986,6367,18351,365,801,1168,666,1405,2077,13019,8575,21589,39197,41088,80287,6090,6651,12738,26406,27541,53942,16404,17931,34341
10704,54400,57216,111614,21182,13384,34570,8026,13756,21779,3280,4111,7388,1794,1448,3243,34283,32702,66987,17548,21695,39241,5.2,4.4,4.8,63,57.2,60,59.7,54.6,57.1,4630,4752,9388,1028,2024,3059,9323,11786,21106,4681,6121,10799,12963,6077,19043,479,869,1351,870,1601,2477,14319,8545,22861,52528,54083,106619,9744,10085,19834,35433,36802,72231,23668,24391,48063
10801,14077,15223,29299,3587,2217,5802,1785,3286,5074,464,557,1021,438,276,714,6273,6336,12610,6757,7669,14430,7,4.3,5.6,44.6,41.6,43,41.5,39.8,40.6,295,344,643,141,260,396,1060,1583,2639,965,1492,2451,4171,2123,6299,130,321,449,252,468,727,4557,2918,7475,12756,13592,26349,2230,2426,4659,8653,9033,17691,5779,6433,12216
10802,21592,22094,43680,5354,3618,8974,2793,4734,7530,705,787,1487,804,549,1354,9656,9684,19346,10275,10650,20931,8.3,5.6,7,44.7,43.9,44.3,41,41.4,41.2,328,446,773,198,433,632,1387,2308,3696,1100,2159,3263,6022,3422,9447,245,490,735,301,633,938,6573,4548,11123,19809,20653,40457,2881,3075,5956,13551,13901,27453,7998,8734,16734
10803,191,192,379,64,51,113,42,55,104,8,10,25,6,4,12,124,122,247,42,51,97,4,2.5,3.2,65.4,63.9,64.7,62.8,62.3,62.6,9,7,26,0,5,5,26,37,59,15,28,39,57,29,91,0,3,3,5,8,14,69,38,107,175,183,355,27,31,60,123,124,246,72,75,145
10804,34703,38681,73381,11522,7805,19321,4879,9326,14203,1013,1299,2309,1010,823,1833,18419,19250,37670,14426,17525,31957,5.5,4.3,4.9,53.1,49.8,51.3,50.2,47.6,48.8,1111,1251,2362,479,960,1437,3400,5366,8769,2703,4389,7095,10185,5809,15997,359,778,1136,711,1210,1920,11256,7800,19051,33180,36055,69237,6072,6722,12791,20816,22388,43208,16678,18823,35501
10805,23287,24995,48284,6733,4280,11009,2909,5376,8284,784,856,1640,830,634,1463,11254,11150,22401,10348,12159,22512,7.4,5.7,6.5,48.3,44.6,46.4,44.8,42.1,43.4,491,576,1063,224,475,695,1591,2633,4224,1410,2571,3980,6752,3807,10558,292,519,807,415,753,1169,7458,5078,12536,21974,23059,45032,3611,3980,7598,14728,15366,30091,9704,10512,20225
10901,25803,28022,53823,11579,6819,18403,3377,7680,11056,747,1004,1751,837,653,1498,16545,16161,32711,7639,10248,17886,5.1,4.1,4.6,64.1,57.7,60.8,60.9,55.3,58,826,1038,1868,390,837,1234,2546,4295,6841,1891,2934,4826,7049,4168,11210,267,465,732,362,657,1018,7677,5287,12962,25099,26662,51761,4799,5185,9982,15968,16804,32773,12186,13344,25527
10902,5700,5260,10956,2459,1264,3719,531,1200,1729,188,210,395,139,92,239,3318,2771,6084,1551,1836,3382,4.3,3.5,3.9,58.2,52.6,55.5,55.7,50.8,53.4,46,79,132,31,100,128,292,555,843,317,483,803,1284,683,1969,58,98,161,54,90,143,1399,871,2270,5124,4816,9941,756,716,1474,3652,3354,7001,1901,1832,3730
10903,17463,18082,35545,7109,3819,10933,1812,4461,6279,569,704,1269,346,276,620,9843,9261,19102,6073,7248,13315,3.5,3,3.3,56.4,51.2,53.7,54.4,49.7,52,215,288,502,125,403,534,1020,2018,3037,965,1657,2620,4876,2531,7409,132,289,424,231,310,544,5246,3134,8375,16326,16666,32992,2631,2771,5401,11265,11348,22616,6763,7260,14022
11001,14682,15988,30667,5866,3802,9669,2081,3776,5856,434,594,1028,466,388,851,8848,8560,17408,4377,5756,10130,5.3,4.6,4.9,60.3,53.6,56.8,57.1,51.1,54,1087,1263,2354,261,528,790,1745,2678,4423,915,1516,2433,3146,1710,4851,209,295,505,203,372,575,3549,2378,5929,13107,13913,27018,2892,3157,6057,8530,8964,17491,6618,7332,13951
11002,15897,16413,32311,5452,3329,8777,1706,3462,5175,495,534,1032,556,425,984,8208,7752,15967,6108,7138,13246,6.8,5.5,6.1,51.6,47.2,49.4,48.2,44.6,46.4,184,255,446,118,299,415,918,1689,2606,791,1438,2226,3930,2410,6333,192,361,549,242,395,637,4357,3162,7522,14505,14856,29359,2456,2670,5120,10257,10422,20678,5800,6349,12155
11003,10333,10099,20435,4719,2718,7439,864,2051,2912,323,381,699,244,191,433,6144,5341,11487,2399,3104,5504,4,3.6,3.8,59.5,52.9,56.2,57.1,51,54.1,153,175,324,55,182,241,650,1179,1829,487,820,1307,2277,1290,3569,88,174,260,105,217,326,2472,1679,4156,9079,8781,17859,1458,1491,2947,6535,6237,12775,3375,3481,6856
11004,33060,34946,68002,14895,9336,24224,3670,8066,11734,1044,1285,2328,968,882,1843,20566,19565,40135,9622,12577,22199,4.7,4.5,4.6,62.2,56,59,59.3,53.5,56.3,693,907,1598,302,753,1054,2396,4431,6826,1789,3287,5078,8883,5385,14263,370,713,1086,499,970,1472,9756,7068,16826,31668,32640,64312,6188,6482,12667,20490,21028,41524,15035,16040,31068
11101,49052,53343,102391,20711,12286,32998,6721,14729,21452,1729,2389,4122,1545,1176,2718,30707,30582,61290,16499,20785,37280,5,3.8,4.4,62.6,57.3,59.9,59.5,55.1,57.2,1990,2259,4247,660,1457,2121,6152,9020,15163,4099,5938,10038,14749,7395,22138,484,903,1391,850,1637,2486,16080,9937,26018,50722,53444,104167,7181,7914,15103,35421,37028,72456,19565,21522,41081
11102,33034,35543,68573,13345,7771,21122,4157,8806,12960,1303,1709,3013,1105,815,1922,19915,19107,39024,11786,14936,26720,5.6,4.3,4.9,60.3,53.8,56.9,56.9,51.5,54.1,1074,1185,2256,378,797,1176,2812,4717,7530,2526,3914,6438,10826,5869,16693,365,687,1053,641,1096,1733,11823,7658,19483,33320,34971,68295,5407,5847,11253,21778,22600,44379,14782,16062,30846
11103,72042,76265,148308,30242,20137,50377,11632,20960,32592,2634,3522,6158,2727,1834,4562,47237,46452,93683,20773,25637,46411,5.8,3.9,4.9,65.6,60.9,63.2,61.8,58.5,60.1,4592,5076,9664,1235,2394,3632,11892,15845,27739,5529,7529,13061,16606,9155,25758,722,1136,1862,1070,1687,2763,18400,11982,30382,67064,69375,136436,14531,15541,30072,42367,43858,86225,35146,37107,72252
11201,35261,38903,74162,11376,7301,18676,6836,11278,18115,1362,1632,2999,945,839,1785,20521,21052,41574,12026,14993,27019,4.6,4,4.3,58.2,54.1,56.1,55.5,52,53.7,1537,2112,3649,607,1243,1851,5411,7901,13308,2985,4805,7786,8461,4301,12763,284,554,840,588,1071,1657,9337,5926,15263,32401,34395,66790,6534,7570,14099,20848,21687,42533,16212,18597,34809
11202,29051,30661,59711,9982,6476,16463,4469,7687,12157,947,1126,2075,944,731,1677,16345,16021,32360,10181,11991,22170,5.8,4.6,5.2,56.3,52.2,54.2,53,49.9,51.4,838,992,1832,376,832,1204,2654,4377,7032,1740,3102,4841,7227,4551,11780,347,586,935,453,839,1289,8030,5976,14008,27566,28520,56088,4388,4673,9060,18906,19307,38217,11556,12490,24051
11203,38811,43157,81967,12605,7757,20360,5919,11201,17128,1453,1875,3325,1166,1001,2168,21140,21842,42978,14772,18322,33092,5.5,4.6,5,54.5,50.6,52.4,51.5,48.3,49.8,1154,1460,2618,502,1105,1608,4007,6333,10335,2997,4957,7952,10692,5649,16347,338,678,1019,658,1254,1917,11696,7584,19276,36808,39760,76566,6498,7151,13650,23976,25697,49673,17269,19223,36494
11301,20106,19921,40023,10239,5502,15745,2038,4971,7006,583,693,1282,477,383,851,13339,11544,24882,4852,6645,11497,3.6,3.3,3.4,66.3,58,62.2,64,56,60,374,427,798,127,344,467,1452,2323,3773,969,1592,2557,4857,2584,7435,161,385,552,263,474,730,5276,3445,8718,19460,19333,38792,2984,2965,5940,13014,12802,25813,8118,8255,16372
11302,6201,6023,12229,2753,1362,4115,627,1520,2142,225,229,451,165,126,290,3760,3240,6996,1987,2311,4295,4.3,4,4.2,60.6,53.8,57.2,58,51.6,54.8,96,119,215,46,152,197,435,686,1121,303,536,844,1740,883,2624,58,110,164,79,137,219,1873,1131,3011,5927,5831,11758,800,854,1652,4184,4014,8192,2217,2321,4541
11303,39668,41002,80675,18481,11006,29484,4637,10273,14911,1238,1570,2812,1072,876,1950,25429,23732,49159,11707,14867,26575,4.2,3.7,4,64.1,57.9,60.9,61.4,55.7,58.5,1147,1334,2476,487,1036,1523,3457,6176,9633,2409,3899,6307,10434,5883,16313,483,799,1280,565,1045,1609,11482,7718,19201,37640,39013,76648,7279,7846,15130,24237,25025,49259,18027,19290,37322
11401,44729,46485,91220,14188,8369,22556,5922,10844,16771,1520,1883,3402,1252,961,2214,22882,22060,44941,19220,21716,40936,5.5,4.4,4.9,51.2,47.5,49.3,48.4,45.4,46.8,1444,1711,3160,535,1279,1815,3957,6016,9973,3221,5026,8248,13562,6791,20351,444,917,1363,819,1463,2280,14821,9169,23995,41905,43496,85398,7120,7563,14674,27840,28654,56490,18779,20232,39013
11402,20937,23219,44155,8385,4978,13358,3206,5849,9049,825,1000,1828,384,352,731,12799,12175,24974,7090,9881,16972,3,2.9,2.9,61.1,52.4,56.6,59.3,50.9,54.9,1449,1417,2864,384,768,1155,3153,4342,7487,1815,3000,4817,5383,2515,7901,177,392,569,417,781,1196,5983,3684,9670,20233,21849,42078,3703,4096,7798,13056,14116,27172,9837,10749,20584
11501,59951,64363,124315,27632,18884,46518,8103,13665,21768,3283,4068,7350,1865,1532,3402,40884,38156,79033,17541,24246,41781,4.6,4,4.3,68.2,59.3,63.6,65.1,56.9,60.8,8804,7721,16532,1354,2029,3382,15790,17683,33475,5568,7368,12941,7868,3772,11640,317,645,962,1051,1770,2826,9240,6190,15433,64050,66669,130722,9240,9657,18896,44157,46192,90351,25739,26846,52587
11502,11342,11463,22803,4660,2794,7460,1803,2841,4648,734,792,1529,230,206,437,7431,6637,14071,3466,4398,7866,3.1,3.1,3.1,65.5,57.9,61.7,63.5,56.1,59.8,738,752,1494,152,324,474,1856,2368,4230,1005,1540,2548,2886,1062,3944,68,163,234,264,384,645,3218,1610,4823,11981,11851,23832,1469,1487,2952,8801,8642,17440,4148,4181,8328
11503,10136,10015,20149,4467,2631,7098,1502,2719,4223,778,879,1655,228,146,380,6981,6374,13348,2774,3308,6078,3.3,2.3,2.8,68.9,63.6,66.3,66.6,62.1,64.4,309,483,791,113,277,392,863,1505,2371,796,1345,2146,3667,1510,5176,70,196,266,180,302,481,3918,2014,5928,10803,10503,21309,1222,1273,2495,8030,7831,15857,3387,3350,6737
11504,20868,21638,42507,11145,7380,18524,2779,5128,7905,1403,1841,3250,597,522,1120,15922,14865,30790,4269,6162,10429,3.8,3.5,3.6,76.3,68.7,72.4,73.4,66.3,69.8,2091,2145,4233,365,563,931,4224,5596,9824,2021,2611,4625,4338,1965,6303,105,261,370,311,516,826,4758,2743,7497,21658,21997,43655,5202,5386,10592,10485,10416,20903,14519,15177,29697
11601,57161,57345,114509,20647,14772,35417,7490,10068,17566,5246,3889,9136,2241,1890,4129,35620,30627,66246,18007,23286,41286,6.3,6.2,6.2,62.3,53.4,57.9,58.4,50.1,54.2,4440,4595,9038,671,1080,1755,9503,11556,21058,5163,5477,10636,9470,5200,14672,454,758,1212,848,1269,2124,10772,7228,18004,57417,57177,114593,9183,8851,18035,37447,37995,75442,25009,24186,49200
11602,52990,53672,106659,26168,19268,45440,6353,10774,17122,4515,4099,8610,1605,1683,3289,38637,35824,74463,12438,15908,28349,4.2,4.7,4.4,72.9,66.7,69.8,69.9,63.6,66.7,6830,6631,13462,882,1312,2192,12359,14999,27362,4817,5425,10239,7588,4446,12034,317,595,919,748,1016,1756,8653,6060,14710,54333,55243,109579,12492,12721,25212,27218,27643,54866,34640,35506,70146
11603,42934,45382,88318,14292,10325,24622,4986,7061,12045,3757,2849,6611,1898,1595,3493,24937,21830,46767,14609,20032,34642,7.6,7.3,7.5,58.1,48.1,53,53.7,44.6,49,1802,1796,3599,283,567,846,5110,6703,11810,3063,3703,6763,7095,4898,11991,358,706,1064,647,907,1559,8098,6513,14615,45887,47316,93205,5827,6195,12019,30889,31769,62656,17140,18262,35400
11701,25113,25239,50348,10150,7857,18013,3929,4940,8870,1765,1877,3646,897,810,1707,16745,15490,32238,6642,8097,14742,5.4,5.2,5.3,66.7,61.4,64,63.1,58.2,60.6,2495,2691,5187,307,535,844,5308,6372,11689,2390,2861,5253,3902,1735,5634,158,203,363,357,492,853,4420,2430,6851,20723,20771,41495,6712,6643,13355,11712,12050,23758,14329,14057,28391
11702,22997,23667,46665,10496,9205,19697,3404,4641,8040,1388,1597,2987,788,621,1411,16080,16063,32143,5663,6533,12198,4.9,3.9,4.4,69.9,67.9,68.9,66.5,65.3,65.9,2624,3336,5964,586,938,1525,6336,7566,13902,1906,2162,4065,2632,1309,3942,161,200,355,314,397,707,3105,1907,5011,19863,20263,40123,5343,5457,10800,12517,12916,25431,11629,11867,23499
11703,108527,96041,204577,49307,36484,85787,15358,16886,32242,6306,6545,12847,4186,3450,7634,75155,63362,138516,22621,25085,47702,5.6,5.4,5.5,69.2,66,67.7,65.4,62.4,64,16511,15880,32393,2570,3130,5703,33826,33049,66874,9828,9439,19265,8440,4105,12538,548,636,1176,1193,1310,2498,10176,6046,16217,70344,62918,133262,34859,32577,67441,33591,30109,63698,68254,62442,130695
11801,49532,55401,104934,24536,19506,44043,7254,11015,18269,2346,3297,5636,1240,1282,2517,35367,35102,70466,11407,17099,28507,3.5,3.6,3.6,71.4,63.4,67.2,68.9,61,64.8,7569,7754,15323,1171,1886,3059,17441,20424,37871,3707,5609,9315,4143,1967,6111,185,343,527,658,1036,1693,4994,3347,8336,43392,46938,90332,11969,13632,25601,25450,28042,53487,27348,30032,57386
11802,54179,58161,112336,22995,19173,42170,7653,11792,19448,2921,3734,6658,1657,1405,3059,35231,36106,71337,15720,18799,34521,4.7,3.9,4.3,65,62.1,63.5,62,59.7,60.8,7092,7605,14697,981,1914,2897,13624,17349,30980,4089,6004,10098,7355,3059,10418,284,482,762,755,1212,1967,8394,4749,13145,47374,50776,98154,12258,13144,25403,29810,32561,62366,26932,28658,55586
11901,71532,74743,146278,19555,14434,33983,7956,11287,19239,7309,5361,12673,2877,2083,4960,37694,33162,70857,28831,36287,65120,7.6,6.3,7,52.7,44.4,48.4,48.7,41.6,45,3785,3713,7502,644,1151,1791,10307,12155,22460,5542,7544,13078,11412,5629,17040,501,900,1402,1167,1733,2907,13083,8267,21352,74563,76580,151146,10187,10078,20260,51361,53170,104534,27948,28355,56299
11902,57993,56033,114032,14318,10636,24955,7251,8517,15768,6099,4306,10406,2596,1635,4231,30259,25101,55363,23286,26843,50130,8.6,6.5,7.6,52.2,44.8,48.6,47.7,41.9,44.8,4337,3573,7915,597,954,1548,9388,10125,19517,4875,5565,10448,7062,3722,10787,353,627,976,797,1257,2054,8211,5608,13817,56560,54942,111504,9526,8424,17950,37090,37618,74701,25004,22220,47219
11903,53674,56432,110106,17878,13639,31519,7499,10968,18470,5023,4204,9225,1923,1422,3342,32325,30232,62558,18813,23415,42220,5.9,4.7,5.3,60.2,53.6,56.8,56.6,51.1,53.8,5097,4963,10063,776,1312,2093,11541,12862,24401,5030,6390,11422,7321,3591,10908,358,640,990,861,1437,2297,8536,5660,14195,51907,54013,105921,9348,8971,18322,35225,37483,72711,23061,22859,45917
11904,60934,62669,123595,21688,16750,38440,9413,11954,21363,4388,4255,8641,2349,1770,4115,37834,34725,72561,19127,23937,43064,6.2,5.1,5.7,62.1,55.4,58.7,58.2,52.6,55.4,5482,5862,11342,820,1270,2087,12966,14714,27685,5910,6889,12794,8293,4158,12451,369,657,1019,975,1510,2487,9635,6327,15959,54997,56645,111638,12298,11889,24187,35368,37514,72878,28472,27720,56188
12001,34362,38354,72717,15451,12271,27719,4757,7489,12248,2045,2504,4552,985,843,1823,23236,23116,46349,9450,13320,22771,4.2,3.7,3.9,67.6,60.3,63.7,64.8,58.1,61.2,4398,4803,9199,733,1294,2019,9005,10775,19785,3176,4312,7492,4605,2116,6723,199,334,531,603,980,1586,5410,3434,8839,32300,35247,67546,6869,7386,14259,20703,23036,43734,16424,17792,34219
