SA3_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Prim_Other_Non_Govt_M,Prim_Other_Non_Govt_F,Prim_Other_Non_Govt_P,Primary_Tot_M,Primary_Tot_F,Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_Ed_Ft_15_24_yr_M,Tert_Voc_Ed_Ft_15_24_yr_F,Tert_Voc_Ed_Ft_15_24_yr_P,Tert_Voc_Ed_Ft_25_yr_over_M,Tert_Voc_Ed_Ft_25_yr_over_F,Tert_Voc_Ed_Ft_25_yr_over_P,Tert_Voc_Ed_Pt_15_24_yr_M,Tert_Voc_Ed_Pt_15_24_yr_F,Tert_Voc_Ed_Pt_15_24_yr_P,Tert_Voc_Ed_Pt_25_yr_over_M,Tert_Voc_Ed_Pt_25_yr_over_F,Tert_Voc_Ed_Pt_25_yr_over_P,Tert_Voc_Ed_Ft_Pt_st_ns_M,Tert_Voc_Ed_Ft_Pt_st_ns_F,Tert_Voc_Ed_Ft_Pt_st_ns_P,Tert_Voc_Ed_Tot_M,Tert_Voc_Ed_Tot_F,Tert_Voc_Ed_Tot_P,Tert_Uni_oth_edu_Ft_15_24_M,Tert_Uni_oth_edu_Ft_15_24_F,Tert_Uni_oth_edu_Ft_15_24_P,Tert_Uni_oth_edu_Ft_25ov_M,Tert_Uni_oth_edu_Ft_25ov_F,Tert_Uni_oth_edu_Ft_25ov_P,Tert_Uni_oth_edu_Pt_15_24_M,Tert_Uni_oth_edu_Pt_15_24_F,Tert_Uni_oth_edu_Pt_15_24_P,Tert_Uni_oth_edu_Pt_25ov_M,Tert_Uni_oth_edu_Pt_25ov_F,Tert_Uni_oth_edu_Pt_25ov_P,Tert_Uni_oth_edu_F_Pt_st_ns_M,Tert_Uni_oth_edu_F_Pt_st_ns_F,Tert_Uni_oth_edu_F_Pt_st_ns_P,Tert_Uni_oth_edu_Tot_M,Tert_Uni_oth_edu_Tot_F,Tert_Uni_oth_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
10304,789,695,1483,2086,1911,3995,544,551,1095,369,358,725,3006,2816,5823,1111,1060,2169,554,566,1117,612,628,1240,2277,2258,4538,52,84,132,58,117,178,310,217,534,315,499,814,4,0,4,740,914,1656,238,415,645,120,202,323,55,105,156,281,496,784,0,0,0,685,1220,1903,1426,2138,3565,38,55,91,68,147,211,0,5,5,107,200,306,1782,1858,3640,40,35,71,9428,10000,19427
10401,479,457,940,1503,1375,2882,290,280,572,192,149,339,1988,1808,3792,1088,1049,2137,243,265,501,209,151,360,1537,1462,3002,51,62,113,49,110,163,176,132,304,182,360,543,9,0,3,462,663,1130,51,129,183,35,117,149,32,51,84,113,293,411,3,0,5,240,599,837,702,1264,1967,27,35,64,57,100,160,0,5,0,86,139,228,2806,1946,4749,67,19,84,7666,7100,14762
10402,952,906,1856,2485,2366,4848,783,803,1585,554,499,1055,3830,3677,7508,1816,1877,3696,507,505,1007,556,543,1097,2878,2928,5804,131,161,292,135,229,362,380,269,649,499,780,1281,6,7,17,1150,1450,2597,244,487,733,146,299,444,57,122,179,266,648,920,4,7,9,721,1563,2284,1875,3017,4894,66,84,158,115,222,335,9,5,13,192,316,507,2960,3141,6103,153,142,293,12831,14124,26952
10501,241,186,427,493,481,970,318,330,651,18,16,28,828,820,1647,428,404,836,33,36,72,47,91,138,506,536,1037,14,11,27,10,26,37,79,43,120,55,150,204,0,0,0,157,238,395,46,83,125,14,26,41,0,22,23,38,120,158,0,3,4,96,250,344,255,491,742,11,8,22,6,41,47,0,0,0,20,47,67,1996,1903,3899,27,18,41,3873,3999,7870
10502,184,174,362,632,600,1240,81,86,167,10,7,12,727,693,1414,467,489,954,0,0,0,12,14,23,480,503,982,28,18,42,17,32,52,74,58,132,82,163,246,0,0,5,204,270,475,14,42,64,20,53,75,4,21,31,58,146,205,0,3,4,104,275,379,306,542,850,14,14,27,18,50,67,0,3,3,34,66,96,1045,1060,2103,7,9,15,2781,3045,5828
10503,885,867,1752,1954,1823,3779,833,909,1745,379,346,727,3173,3083,6260,1436,1365,2801,500,483,983,359,378,735,2295,2229,4526,79,107,178,72,126,203,305,226,531,268,538,806,9,3,13,726,1005,1730,123,292,413,89,176,259,32,82,116,165,472,638,0,4,6,411,1019,1426,1138,2029,3165,74,68,148,108,132,243,5,4,4,192,205,394,4118,3684,7803,51,42,93,11851,12135,23988
10601,1235,1147,2382,3078,2938,6014,918,871,1789,473,437,904,4475,4248,8721,2044,2009,4052,593,559,1161,468,490,955,3111,3056,6168,119,153,268,78,183,265,515,372,891,378,768,1151,10,3,15,1102,1479,2578,274,491,767,96,242,341,74,166,242,215,575,789,0,7,10,666,1480,2143,1771,2960,4728,103,90,194,146,244,389,3,4,4,253,332,586,4095,2299,6396,25,40,64,14966,14077,29043
10602,1171,1133,2305,2681,2527,5211,1155,1060,2221,432,416,845,4269,4012,8277,1718,1636,3347,817,956,1772,424,394,817,2953,2985,5945,168,229,398,108,168,272,488,312,796,383,717,1107,8,6,12,1150,1437,2590,432,698,1133,186,335,522,106,177,280,374,707,1079,0,0,0,1104,1916,3021,2252,3355,5609,102,97,198,145,244,394,6,3,10,254,349,602,1599,1662,3266,37,33,72,12538,13535,26072
10603,744,665,1406,2212,2084,4300,362,366,726,346,355,700,2926,2804,5731,1644,1577,3216,368,400,770,412,365,775,2423,2350,4771,99,110,209,65,115,179,339,182,521,264,515,778,10,0,12,771,921,1690,292,411,700,99,200,303,47,108,161,187,427,610,5,8,8,626,1154,1775,1399,2074,3475,52,52,101,66,137,199,5,10,15,126,193,322,1926,1987,3909,31,26,64,9571,10109,19676
10604,348,352,700,959,870,1832,327,256,578,164,181,345,1447,1310,2759,611,547,1159,310,315,628,161,173,336,1084,1039,2126,33,34,69,32,46,77,197,131,322,113,255,359,5,7,6,372,470,840,43,119,160,24,47,69,18,43,66,51,162,213,0,0,0,136,367,510,510,837,1350,18,14,34,32,86,116,0,4,4,57,100,153,1327,914,2239,27,21,49,4801,4569,9372
10701,983,922,1910,2462,2341,4799,622,627,1253,289,317,613,3383,3284,6667,1822,1781,3602,565,541,1109,281,260,538,2672,2581,5249,109,142,248,102,177,278,414,281,692,334,545,881,4,3,10,957,1156,2116,458,664,1120,133,231,361,111,151,257,214,402,618,3,5,10,910,1453,2365,1877,2614,4489,60,66,128,95,177,272,3,0,7,164,241,408,1681,1735,3412,21,26,43,10772,11404,22175
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,1301,1117,2412,3283,2999,6278,685,673,1356,300,276,575,4269,3953,8224,2197,2081,4280,689,786,1473,368,368,740,3257,3235,6500,140,165,304,86,182,270,642,359,1002,397,733,1131,4,4,13,1282,1441,2724,454,836,1286,147,284,428,91,190,285,282,606,890,0,0,7,976,1911,2890,2265,3364,5628,72,82,153,143,215,354,4,4,12,216,299,518,2209,2240,4448,42,40,82,13557,14257,27812
10704,1569,1458,3030,3888,3502,7385,974,995,1970,331,347,672,5190,4855,10043,2464,2472,4933,1253,1228,2482,419,404,826,4139,4110,8253,206,254,460,216,323,544,737,401,1134,609,962,1571,3,8,14,1776,1943,3715,2340,2908,5238,1025,959,1982,333,379,712,661,1219,1877,7,9,8,4358,5468,9825,6140,7419,13556,152,150,302,203,320,529,0,6,5,355,480,830,2977,3276,6253,77,92,164,20446,21681,42130
10801,230,250,476,868,835,1698,129,137,266,48,50,100,1041,1024,2058,692,657,1358,80,69,154,60,82,143,841,809,1652,31,49,77,22,55,73,107,82,190,81,210,291,7,0,3,245,395,638,51,102,151,17,63,79,13,25,33,53,117,173,0,0,0,136,304,437,380,697,1079,17,20,36,15,47,62,3,0,3,39,68,103,1243,1441,2685,20,15,42,3786,4308,8094
10802,461,448,911,1240,1234,2475,306,299,609,229,268,501,1779,1808,3589,916,914,1830,270,297,561,227,216,441,1421,1425,2845,40,70,111,39,80,112,184,127,309,157,358,515,7,7,12,425,631,1057,71,133,202,41,129,173,16,36,59,85,241,326,3,0,5,216,540,758,642,1173,1817,24,33,57,34,87,120,4,0,4,59,120,186,2861,2227,5093,37,23,59,7268,7230,14497
10803,3,4,10,14,18,35,0,0,0,0,0,0,14,18,35,4,0,4,5,4,10,0,0,0,4,10,12,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,4,3,8,0,0,0,3,0,4,0,0,0,0,3,4,0,0,0,6,4,7,9,8,9,0,0,0,0,0,3,0,0,0,0,0,3,19,15,34,4,4,8,51,59,114
10804,846,734,1579,1965,1873,3835,890,863,1753,455,406,861,3313,3146,6462,1127,1111,2232,1168,1174,2346,433,422,858,2736,2708,5445,138,125,259,87,183,275,328,229,558,326,645,973,7,6,15,878,1193,2073,393,795,1191,149,299,453,63,130,191,268,570,836,0,6,5,877,1802,2678,1759,2994,4754,61,68,130,112,223,335,6,0,3,173,284,466,2190,2203,4392,67,53,119,11088,12127,23216
10805,513,470,984,1620,1566,3189,235,187,423,270,255,528,2126,2015,4145,1146,1076,2221,237,224,465,226,259,485,1609,1567,3177,50,87,137,40,112,153,213,188,399,164,388,546,0,6,0,461,776,1242,106,165,270,39,117,155,24,52,73,95,293,397,0,0,5,269,628,894,732,1405,2138,24,33,61,52,90,144,0,7,7,80,133,212,2086,2088,4174,18,13,33,7166,7693,14859
10901,766,710,1474,1658,1565,3222,639,659,1298,540,497,1039,2843,2725,5563,1195,1233,2424,454,391,840,520,594,1115,2161,2222,4385,113,132,247,123,181,304,334,212,550,314,553,866,9,7,11,892,1089,1982,214,525,738,120,228,343,56,102,158,223,456,675,0,3,5,611,1308,1922,1505,2406,3907,93,79,175,132,212,340,0,7,9,226,294,521,2001,1958,3961,25,23,52,9529,10335,19865
10902,139,137,275,431,334,766,84,88,172,24,20,52,540,449,989,232,249,482,92,79,176,30,31,61,356,364,719,13,20,25,4,13,13,45,23,67,49,81,133,0,0,0,112,131,240,19,31,50,5,10,19,4,11,17,21,52,77,0,0,0,50,111,158,158,242,401,5,6,10,17,30,44,0,0,0,20,37,52,949,762,1715,70,24,91,2234,2010,4241
10903,419,375,790,1074,1019,2090,386,396,785,100,114,210,1564,1530,3092,791,792,1578,241,279,516,139,175,313,1171,1250,2417,28,47,78,32,49,83,155,107,255,112,274,388,0,0,4,327,480,808,42,127,171,15,65,76,17,34,51,47,190,238,0,0,5,123,423,539,445,902,1348,23,22,41,32,83,116,6,0,6,59,102,160,1833,1735,3572,10,24,39,5500,5917,11419
11001,398,340,738,1012,934,1949,245,232,478,178,234,409,1438,1404,2839,699,709,1405,239,277,515,243,350,586,1176,1335,2513,64,49,111,45,97,139,133,96,232,192,296,482,3,3,7,430,539,977,367,608,976,232,289,519,81,122,202,215,358,572,0,0,0,901,1379,2278,1341,1919,3257,45,42,85,35,71,100,0,0,0,78,114,192,1767,1963,3730,34,20,52,6225,7094,13318
11002,325,325,649,1092,1058,2151,303,349,648,41,31,71,1437,1439,2872,896,955,1853,104,95,197,65,80,139,1064,1124,2192,32,36,71,26,53,76,111,108,220,119,295,417,3,0,8,292,494,790,40,88,129,23,44,68,17,43,60,47,173,219,0,0,0,130,351,481,423,848,1268,20,39,54,22,76,102,0,0,0,45,109,156,2092,1895,3986,111,56,168,5495,5796,11295
11003,270,271,540,675,669,1340,337,281,618,69,68,142,1080,1020,2099,447,473,921,82,88,170,79,92,177,608,655,1262,17,17,31,17,19,38,75,52,131,77,182,250,4,0,3,188,266,460,58,97,149,14,36,51,10,48,61,55,111,162,0,3,0,136,286,428,327,555,886,5,17,23,25,40,62,0,0,0,29,61,86,2181,2045,4226,26,17,41,4514,4621,9138
11004,1017,864,1889,2504,2366,4875,916,860,1775,423,376,795,3847,3606,7448,2031,1486,3514,498,681,1180,450,583,1033,2979,2747,5727,85,106,191,59,163,218,360,272,631,329,678,1001,0,3,3,830,1218,2054,179,329,511,92,178,266,50,118,177,201,537,742,0,3,0,521,1170,1697,1358,2389,3749,55,64,119,96,168,263,3,4,10,153,236,389,3550,3398,6953,74,32,105,12979,13280,26259
11101,1572,1444,3013,4250,3885,8135,829,807,1640,409,396,803,5498,5096,10596,2958,2762,5720,714,746,1454,499,526,1020,4165,4032,8200,153,211,360,111,184,299,718,322,1044,536,780,1313,8,0,8,1529,1499,3023,845,1132,1979,288,455,742,158,244,404,457,898,1359,0,0,0,1750,2730,4482,3285,4230,7517,91,80,177,207,332,539,5,3,11,305,425,726,2191,2317,4513,42,43,90,17057,17590,34649
11102,975,933,1908,2413,2296,4705,461,475,940,604,620,1228,3488,3395,6886,1652,1618,3267,358,393,751,516,506,1023,2533,2514,5053,110,137,249,66,155,220,476,275,748,334,603,941,3,10,11,987,1179,2173,394,623,1018,194,270,461,82,151,236,278,579,857,0,0,0,958,1618,2574,1950,2803,4749,69,72,135,121,196,318,0,0,5,192,268,461,1644,1688,3337,25,35,54,10807,11639,22445
11103,1935,1744,3681,4920,4432,9351,1335,1305,2636,686,615,1306,6942,6358,13295,3336,3277,6611,916,969,1886,824,782,1604,5083,5037,10112,327,311,636,292,383,676,688,499,1191,872,1205,2079,5,0,7,2187,2401,4584,2815,3594,6409,1203,1439,2633,395,513,909,1167,1865,3035,15,7,16,5591,7418,13011,7791,9825,17616,184,188,378,321,501,827,3,4,11,509,701,1215,4462,4480,8945,126,135,258,26847,28274,55125
11201,802,733,1542,2005,1867,3874,693,641,1334,540,558,1102,3247,3075,6321,1367,1219,2589,689,716,1400,518,524,1043,2582,2455,5041,94,101,198,117,253,368,302,198,502,418,664,1081,6,3,9,936,1225,2163,208,387,598,179,372,552,88,151,237,296,696,987,8,4,10,772,1610,2385,1715,2842,4550,63,67,130,167,329,501,4,3,7,239,400,640,3259,3384,6644,121,107,227,11966,12996,24960
11202,703,620,1322,1697,1623,3321,738,749,1483,374,340,713,2813,2712,5524,1214,1173,2382,779,768,1543,222,211,434,2220,2146,4362,92,135,227,81,188,272,305,211,514,283,550,835,0,10,6,758,1095,1857,207,319,531,155,235,391,83,121,200,248,527,777,0,5,10,696,1215,1910,1457,2319,3765,53,59,114,94,152,247,3,9,10,147,220,367,3177,3211,6395,84,64,156,10594,11301,21889
11203,894,830,1720,2377,2125,4497,879,878,1755,481,477,956,3743,3478,7220,1587,1511,3101,699,747,1440,598,577,1174,2889,2840,5728,115,155,269,122,217,338,321,226,549,336,617,953,13,8,19,911,1217,2134,322,578,903,171,390,563,83,152,234,264,658,921,7,10,15,841,1792,2634,1761,3008,4771,55,109,165,148,277,426,10,9,15,206,392,600,3452,3539,6987,53,63,123,12995,14147,27146
11301,519,512,1025,1561,1457,3021,502,530,1033,50,49,99,2120,2034,4157,990,983,1964,652,694,1347,45,32,83,1684,1711,3395,39,43,81,38,87,117,253,160,410,169,363,532,4,0,5,494,658,1149,104,158,265,46,92,138,52,74,119,102,227,322,0,0,5,298,552,853,795,1215,2003,55,39,92,62,114,177,8,4,11,118,161,280,2310,2100,4407,133,57,185,7673,7781,15458
11302,146,166,311,438,440,875,171,149,318,7,5,11,611,595,1208,357,361,723,76,63,138,6,15,24,435,442,877,18,8,32,3,22,21,75,47,131,47,96,141,0,0,3,152,179,327,11,37,49,0,22,24,5,14,15,23,95,122,0,0,0,42,166,211,198,344,540,6,10,18,18,50,72,0,0,0,27,60,89,721,560,1278,6,0,13,2139,2176,4318
11303,1210,1104,2315,2731,2439,5172,1188,1224,2412,447,409,863,4371,4076,8444,1684,1704,3384,976,1029,2001,547,549,1098,3196,3286,6484,208,168,375,128,191,321,550,348,897,458,750,1208,4,0,12,1353,1459,2815,561,1312,1876,201,363,564,96,211,304,356,763,1112,3,6,8,1213,2652,3870,2570,4116,6686,145,115,257,144,223,367,0,5,3,293,341,629,4008,2987,6995,146,42,192,15793,15955,31746
11401,1163,998,2162,3148,2996,6143,358,372,727,374,398,780,3892,3772,7663,2059,1956,4014,487,495,986,441,451,887,2987,2903,5895,122,144,266,81,167,249,473,261,736,388,748,1137,6,11,18,1075,1331,2403,259,476,736,165,317,483,52,101,157,259,550,812,0,4,4,737,1447,2190,1813,2779,4592,89,70,162,110,255,364,3,0,11,210,328,536,4107,3300,7412,60,52,118,14238,14137,28373
11402,510,518,1027,1320,1140,2456,349,328,676,466,494,964,2137,1960,4098,719,644,1369,427,460,885,508,674,1178,1656,1778,3439,45,80,127,47,81,127,276,145,424,196,393,592,4,5,8,570,701,1274,235,375,613,75,158,234,54,67,118,153,325,479,0,3,7,524,924,1446,1096,1629,2726,47,54,104,58,138,195,4,6,7,107,199,305,1239,1375,2616,38,40,78,6785,7493,14284
11501,1757,1564,3320,5956,5408,11366,1122,1106,2233,773,789,1564,7866,7314,15182,3787,3412,7200,1442,1567,3010,1434,1295,2720,6662,6281,12942,198,277,479,182,321,508,528,224,750,518,983,1498,4,0,7,1430,1808,3240,2774,2932,5707,538,597,1138,362,358,717,681,965,1643,9,12,27,4369,4865,9233,5805,6676,12479,187,178,363,315,426,745,0,10,10,505,610,1113,1748,2093,3839,191,240,429,24537,24776,49308
11502,254,269,524,800,686,1490,204,162,367,297,249,550,1301,1099,2404,444,400,843,343,307,656,431,438,867,1216,1144,2366,31,50,80,24,34,51,219,67,288,67,137,208,5,0,4,347,288,633,372,441,815,53,85,133,74,83,160,98,161,258,0,0,0,595,772,1364,939,1064,2002,29,26,59,42,51,96,0,4,4,79,84,162,509,483,985,11,21,38,4314,4165,8478
11503,295,269,560,874,790,1669,94,96,192,165,139,301,1140,1033,2172,505,491,997,163,154,316,218,212,428,888,859,1747,30,49,77,23,36,57,250,106,353,98,165,262,0,0,3,401,350,754,114,241,357,32,69,97,34,55,96,46,140,184,0,0,0,230,499,727,627,856,1486,17,19,37,19,54,79,0,0,0,45,76,118,454,389,842,12,12,24,3460,3493,6949
11504,852,859,1717,2223,2079,4308,597,609,1202,574,520,1096,3399,3217,6612,954,894,1844,739,713,1454,690,672,1367,2386,2284,4668,80,90,169,44,99,145,321,134,455,212,395,607,0,0,5,660,721,1379,668,906,1570,136,199,336,137,133,272,252,374,628,3,6,5,1197,1611,2812,1857,2337,4196,62,57,117,100,146,249,0,4,0,162,204,366,812,726,1540,46,70,116,9520,9702,19219
11601,1555,1375,2932,4263,3949,8208,1365,1388,2756,472,463,934,6120,5801,11919,2769,2591,5366,1354,1245,2595,502,470,973,4631,4309,8942,385,320,697,388,576,959,474,277,750,685,1039,1724,7,7,11,1936,2212,4147,1759,2029,3790,671,935,1609,228,286,514,465,719,1187,4,10,16,3135,3980,7115,5086,6206,11290,629,457,1083,424,543,973,10,14,24,1065,1015,2080,4183,4079,8260,113,192,306,22753,22981,45729
11602,2116,1984,4093,5995,5498,11488,1732,1787,3514,788,773,1559,8523,8058,16578,3325,3140,6466,1462,1492,2952,738,670,1411,5535,5306,10838,239,223,461,229,347,572,467,257,724,519,1003,1519,4,6,10,1459,1838,3293,1777,2098,3871,491,673,1166,265,300,561,595,880,1470,10,9,12,3132,3958,7088,4600,5803,10403,309,230,538,374,440,818,6,7,14,691,678,1371,3716,2320,6036,144,247,393,25326,24393,49721
