SED_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
SED24207,9,0,7,0,3,4,21,223,0,0,0,0,5,42,74,124,377,148,95,276,81,0,17,1241,0,3,14,14,5,0,11,23,7,0,6,0,0,0,8,89,9,202,261,69,42,21,32,23,0,0,0,0,0,0,30,685,0,0,0,0,0,19,32,12,3,0,0,0,4,0,0,72,0,0,0,0,11,15,55,26,0,4,3,4,0,0,0,121,0,0,15,38,50,44,32,16,3,3,3,9,4,0,5,231,0,0,5,25,89,64,196,158,26,29,17,21,5,0,36,658,0,0,0,0,3,15,121,44,8,8,16,14,4,0,0,238,0,37,5,9,4,4,3,3,0,0,0,0,0,0,4,68,0,0,7,50,121,200,553,494,98,58,50,75,23,26,126,1885,0,0,253,436,186,169,145,52,6,9,12,9,7,4,31,1310,0,0,0,8,22,53,328,437,98,108,68,76,38,23,20,1291
SED24308,5,4,6,13,3,0,12,161,0,0,0,0,0,9,5,17,51,16,11,18,8,0,13,142,0,11,24,22,18,9,27,15,4,4,0,0,0,0,3,152,29,193,186,28,4,8,21,9,4,0,0,0,0,0,30,522,0,0,0,0,0,4,10,4,0,0,0,4,0,0,0,30,0,0,0,0,5,0,12,5,0,5,0,0,0,0,0,29,0,0,4,10,8,8,10,0,0,3,0,0,0,0,9,61,0,3,6,13,25,11,19,21,11,7,8,6,7,0,13,141,0,0,0,0,0,0,13,14,5,11,0,3,0,0,0,57,10,302,29,17,5,3,3,4,0,0,0,0,0,0,11,384,0,7,25,76,102,113,152,75,6,6,17,14,5,4,72,676,0,12,239,167,60,26,22,10,3,0,3,0,0,0,8,535,0,0,0,5,3,6,38,211,19,33,29,47,17,4,12,420
SED24408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,4,6,0,0,3,12,0,3,0,5,3,0,6,59,3,36,19,4,0,0,0,3,0,0,0,0,0,0,6,82,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,10,4,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,4,3,13,15,0,0,0,0,0,0,0,47,0,0,0,0,0,0,18,27,7,9,3,4,3,0,0,77,7,106,19,5,5,0,14,0,0,0,0,0,0,0,3,174,4,4,23,72,92,81,118,50,9,0,9,8,9,0,39,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,3,0,0,6,0,0,0,0,25
SED24504,0,0,0,0,5,0,0,19,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,14,0,10,26,17,28,19,43,20,0,0,6,0,0,0,0,179,10,99,84,17,0,10,11,9,3,0,5,3,3,0,9,263,0,0,0,0,7,7,14,4,0,3,0,3,0,0,5,48,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,12,0,0,4,10,0,0,6,0,0,0,0,0,0,0,0,21,0,6,10,24,23,10,7,0,0,3,0,6,0,0,0,100,0,0,0,0,0,0,3,13,7,8,0,3,0,0,0,48,8,90,23,18,18,15,21,12,0,4,0,0,0,0,5,222,3,9,48,147,191,168,209,67,19,4,11,4,0,0,20,906,0,0,12,20,4,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12
SED24606,3,13,14,9,4,8,0,159,0,0,0,0,5,5,4,5,0,0,0,0,0,0,0,26,0,7,17,20,38,22,28,39,9,3,3,3,0,0,0,195,27,141,108,25,7,9,14,14,9,7,3,6,5,0,15,388,0,7,0,14,9,28,47,26,3,10,9,8,3,0,5,170,0,0,0,9,21,32,50,27,8,5,3,9,0,0,4,164,0,0,9,9,6,3,3,4,0,0,0,0,0,0,0,42,0,3,44,102,178,96,119,74,21,28,30,32,16,3,3,744,0,0,0,0,0,0,11,21,9,28,33,38,11,0,0,161,4,37,4,4,10,10,11,3,3,9,0,4,0,0,0,99,11,21,59,93,113,178,175,119,21,17,15,44,8,7,21,888,0,0,9,6,4,6,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,15,11,6,4,11,3,3,0,3,57
SED24703,32,54,63,68,23,59,9,576,0,0,0,0,4,19,20,17,0,0,6,5,5,4,7,92,0,7,11,25,45,28,76,76,16,18,29,36,21,10,0,402,28,229,134,41,14,20,52,149,34,50,62,86,38,9,58,1008,0,0,0,0,23,64,179,127,36,68,97,101,76,12,27,812,0,0,0,7,36,85,566,461,143,141,173,194,80,12,30,1926,0,6,19,15,12,10,24,3,0,4,7,4,3,9,5,123,0,5,32,107,250,228,968,1012,502,578,572,513,212,37,59,5062,0,0,0,0,0,19,41,45,41,94,187,230,71,0,11,741,3,40,10,16,8,14,33,23,6,9,11,13,7,3,0,197,3,5,34,109,175,330,531,441,121,127,122,203,99,181,51,2528,0,0,9,14,11,17,14,5,0,0,4,0,0,4,0,81,0,0,0,0,10,17,41,69,25,34,40,42,28,18,5,323
SED24808,0,7,0,0,0,0,0,68,0,0,0,0,0,4,31,65,27,3,4,6,0,0,10,143,0,10,38,26,37,8,18,11,0,0,0,0,0,0,0,158,4,111,145,36,8,11,16,17,0,0,0,0,0,0,12,356,0,0,0,0,0,7,20,13,0,0,0,0,0,0,3,37,0,0,0,0,13,10,41,6,4,3,0,0,0,0,0,76,0,0,10,16,25,21,26,8,4,0,0,0,0,0,6,120,0,0,3,22,25,20,65,96,17,8,15,6,0,4,8,297,0,0,0,0,0,3,59,38,5,0,5,9,0,0,0,130,6,118,32,18,11,3,13,3,0,0,0,0,0,0,0,215,0,3,28,120,222,342,608,585,117,96,86,85,25,26,92,2429,0,0,54,56,42,35,29,8,3,4,4,0,3,0,3,238,0,0,0,5,13,34,212,241,48,74,30,38,7,21,10,715
SED24904,0,0,0,3,0,0,0,28,0,0,0,0,0,7,18,13,0,0,0,4,8,0,0,49,0,3,6,4,4,4,13,0,0,5,3,5,0,0,4,47,59,263,160,24,10,0,6,19,4,0,0,0,0,0,37,579,0,0,0,0,0,0,13,3,3,0,0,7,3,0,0,31,0,0,0,0,0,7,20,10,3,3,0,5,4,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,4,8,4,92,237,249,281,262,274,64,0,101,1577,0,0,0,0,0,0,12,16,17,16,13,10,0,0,0,86,4,52,17,13,10,0,4,0,3,0,0,4,0,0,4,109,0,0,24,68,103,119,82,72,5,13,14,11,3,4,30,548,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,3,8,16,6,8,19,0,0,4,0,62
SED25003,22,28,20,32,13,5,9,839,0,0,0,5,13,269,229,148,54,51,34,67,4,0,4,869,0,10,17,12,40,4,12,16,3,0,0,0,0,0,3,124,32,529,811,138,52,30,56,67,7,6,3,5,0,0,105,1845,0,0,3,0,3,17,17,8,0,0,0,0,0,0,0,61,0,0,0,5,6,16,61,12,3,3,5,0,0,0,0,109,0,5,34,116,160,100,95,56,15,11,9,14,6,4,18,637,0,0,5,30,111,53,91,61,19,8,15,13,0,0,7,415,0,0,0,0,0,5,161,93,23,22,28,39,6,0,0,377,0,20,6,0,3,0,6,4,4,0,0,0,0,0,0,48,0,0,9,47,89,137,186,156,45,31,22,15,4,8,15,753,6,26,380,544,370,278,179,77,12,12,0,17,0,5,62,1974,0,0,0,4,18,46,122,157,39,24,31,24,8,3,3,484
SED25102,11,0,0,0,4,0,0,88,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,9,20,29,27,18,32,22,3,0,0,0,0,0,0,161,12,83,63,12,6,4,22,6,3,0,0,0,0,0,12,216,0,0,0,0,3,13,27,11,0,5,0,0,0,0,3,63,0,0,0,0,9,3,14,18,0,0,0,0,0,0,5,43,0,0,5,8,7,0,4,0,0,0,0,0,0,0,0,19,0,3,13,17,32,16,40,21,3,3,0,3,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,257,118,44,55,22,31,12,0,0,0,0,0,0,14,568,4,11,51,131,148,120,160,52,6,5,0,7,0,0,15,721,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SED25205,0,4,0,3,6,0,0,69,0,0,3,0,9,3,0,6,0,0,0,0,0,0,0,20,0,14,40,27,47,32,113,106,3,9,5,0,0,0,0,402,22,169,173,47,5,10,16,33,5,0,6,3,5,0,17,502,0,0,0,0,13,29,39,10,3,0,0,0,0,0,5,110,0,0,0,4,4,7,30,7,0,0,0,0,0,0,0,52,0,0,11,26,16,7,7,5,0,0,3,0,0,0,0,83,0,0,10,35,68,22,57,16,0,3,0,0,0,0,0,219,0,0,0,0,0,5,16,9,0,4,8,5,3,0,0,49,9,67,17,14,15,12,11,8,0,3,0,7,0,0,6,162,6,9,52,132,178,158,267,129,21,13,25,19,6,0,32,1037,0,0,0,7,3,7,4,0,0,0,0,0,0,0,0,30,0,0,6,0,6,0,17,0,0,0,0,0,0,0,0,23
SED25302,0,0,0,0,0,0,0,38,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,3,18,45,42,60,38,106,70,12,13,0,0,4,0,17,431,16,131,78,18,6,8,11,20,0,0,0,0,0,0,25,330,0,3,3,0,3,13,15,6,5,0,0,4,0,0,0,52,0,0,0,0,3,6,8,0,0,0,0,0,0,0,5,27,0,0,6,7,7,0,5,0,0,0,0,0,0,0,0,26,0,7,15,24,37,8,19,8,3,0,0,3,0,0,0,138,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,19,194,35,23,26,9,20,10,0,0,0,0,0,0,8,342,8,16,88,161,158,161,193,75,3,3,15,3,5,0,19,905,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,18,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,10
SED25402,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,10,18,19,22,6,13,9,0,0,0,3,0,0,12,114,17,173,216,45,8,6,4,6,0,0,0,4,0,0,31,504,0,0,0,0,0,0,5,0,0,0,0,3,7,3,3,31,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,17,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,15,0,4,7,13,7,10,24,37,7,3,10,6,0,0,0,129,0,0,0,0,0,0,6,4,6,8,9,4,5,0,0,37,19,324,54,22,43,15,16,0,0,0,0,3,0,0,22,514,7,10,28,106,131,92,119,77,13,11,11,18,0,4,32,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,13,16,3,13,10,3,0,0,0,64
SED25501,16,15,24,27,13,7,0,313,0,0,4,0,3,11,17,10,0,3,3,0,0,0,0,54,0,13,16,10,20,9,11,9,0,5,0,0,0,0,0,97,21,166,114,15,5,10,13,22,0,5,6,9,3,4,10,398,0,0,0,16,18,50,94,44,7,0,0,6,12,0,0,254,0,0,0,14,54,92,362,122,19,27,36,11,6,0,9,760,0,6,5,14,14,0,3,4,0,3,0,0,0,0,0,52,0,12,70,215,703,323,588,372,122,149,113,120,50,3,41,2881,0,0,0,0,0,6,26,17,0,4,12,23,8,0,0,102,7,42,10,9,12,4,21,3,0,0,0,0,0,0,6,115,6,8,44,54,79,72,157,108,19,13,21,41,23,10,12,672,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,10,9,59,90,18,23,41,30,10,5,3,293
SED25605,8,12,21,7,4,0,4,280,0,0,3,3,3,16,14,18,7,3,0,0,0,0,0,83,0,7,14,11,11,10,16,8,0,0,0,0,0,0,7,77,17,392,460,84,19,7,22,13,3,0,4,0,0,0,54,1082,0,0,4,6,13,17,40,20,4,0,4,5,0,0,5,117,0,0,0,7,21,35,178,84,15,16,7,9,9,0,12,392,0,4,36,58,43,26,20,0,0,3,3,0,0,0,4,209,0,3,65,164,359,157,410,239,103,139,122,120,31,9,34,1961,0,0,0,0,0,7,20,20,5,10,14,11,0,0,0,85,5,63,9,8,4,9,5,3,0,3,0,0,0,0,8,116,3,3,26,86,100,121,144,86,9,23,11,19,9,4,14,655,0,9,31,28,43,9,10,0,0,0,0,0,0,0,3,130,0,0,0,5,23,27,101,136,52,47,59,42,27,13,13,528
SED25704,0,0,8,0,0,0,0,19,0,0,0,0,0,6,6,0,5,0,0,0,0,0,0,10,0,4,8,7,9,4,11,15,0,0,0,6,0,0,0,69,20,133,82,12,3,0,4,0,0,0,0,10,0,0,22,291,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,22,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,5,9,5,18,75,32,45,84,47,4,0,18,347,0,0,0,0,0,0,6,20,14,9,8,3,0,0,0,59,9,90,11,3,5,6,7,0,0,0,0,0,0,0,5,143,0,0,37,75,85,108,104,56,13,8,15,5,9,9,17,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,21,4,4,3,3,0,0,0,45
SED25802,5,0,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,4,7,30,10,20,8,8,13,0,0,0,3,0,0,3,110,13,132,48,16,3,3,3,8,4,0,3,0,0,0,16,251,0,0,5,0,0,5,15,6,0,3,0,0,5,0,0,40,0,0,0,0,5,0,4,4,0,0,0,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,7,10,8,18,3,5,0,0,7,4,0,0,71,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,26,336,71,25,57,7,13,9,0,3,0,4,0,0,6,545,10,3,55,126,183,154,173,66,7,6,8,4,3,3,33,853,0,0,0,7,0,5,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,3,12,10,0,7,0,4,0,0,0,36
SED25905,33,23,22,18,3,0,3,527,0,0,4,3,9,56,64,25,25,11,0,7,5,0,3,219,0,4,24,16,23,4,18,6,0,0,0,0,0,0,0,100,18,149,239,75,21,11,6,10,0,5,0,0,0,0,21,560,0,0,0,0,0,6,15,0,0,0,5,0,0,0,0,28,0,0,0,0,5,22,77,39,0,6,4,0,0,0,0,163,3,0,17,72,62,47,45,9,0,4,0,0,0,4,6,273,0,0,7,27,117,71,140,83,11,11,14,9,3,0,0,493,0,0,0,0,0,4,10,13,3,5,3,5,0,0,5,47,6,122,41,10,23,6,6,0,0,0,0,0,0,0,6,210,0,0,21,81,180,207,297,198,26,27,31,30,12,9,30,1150,0,7,20,47,42,24,18,0,0,0,0,0,0,0,6,165,0,0,0,4,41,100,209,219,28,56,46,54,30,24,12,817
SED26005,46,63,28,35,6,9,8,585,0,0,0,6,3,56,129,55,27,15,0,9,5,0,3,309,0,5,26,22,21,10,18,16,0,0,3,4,0,0,0,125,13,60,140,36,21,6,17,10,3,0,0,5,0,0,12,320,0,0,0,0,3,5,23,4,0,0,0,0,0,0,0,45,0,0,0,0,0,16,189,54,10,0,6,0,3,0,0,276,0,0,9,42,37,27,28,11,8,3,7,0,0,0,8,187,0,0,8,22,75,45,172,83,42,13,21,14,14,0,3,509,0,0,0,0,0,13,38,20,3,8,7,8,0,0,0,98,7,107,24,18,18,4,6,3,0,0,3,0,0,0,5,206,0,3,19,83,243,376,542,447,40,57,33,58,27,10,60,2001,4,0,10,24,36,17,16,3,0,0,0,0,0,0,0,116,0,0,0,4,25,74,282,402,65,119,72,110,40,22,14,1229
SED26102,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,16,40,28,33,10,29,19,0,6,0,0,0,0,11,192,28,320,269,43,15,7,10,19,4,4,8,8,0,0,55,790,0,0,0,0,0,12,13,3,0,0,0,3,0,0,4,40,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,20,0,0,8,6,3,0,0,0,0,0,0,0,0,0,0,22,3,4,11,20,20,9,13,5,6,7,7,0,0,0,3,105,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,21,20,156,44,13,18,8,18,6,3,4,0,0,0,0,23,311,6,15,69,188,199,102,151,74,19,9,7,9,5,6,57,903,0,6,11,18,15,7,0,0,0,0,0,0,0,0,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SED26207,7,13,11,3,0,3,0,246,0,0,0,0,5,25,28,13,4,5,0,0,0,0,5,85,0,11,24,17,28,11,48,41,4,7,4,0,0,0,0,191,85,1388,1378,155,46,28,37,75,8,12,5,0,0,0,107,3327,0,0,3,0,15,11,30,8,3,0,6,0,6,0,0,71,0,0,0,0,9,6,22,10,3,6,0,0,0,0,0,69,0,12,52,96,42,20,11,9,0,0,8,0,0,0,5,265,0,0,7,30,64,30,81,38,12,7,3,11,4,0,5,300,0,0,0,0,0,3,13,11,0,3,9,8,3,0,0,46,4,38,4,3,4,0,9,4,0,0,0,0,0,0,0,70,3,3,18,47,59,88,113,84,17,16,9,11,5,0,19,498,0,0,125,123,25,14,5,6,0,0,0,0,0,0,8,312,0,0,0,0,0,12,34,37,3,12,25,15,0,0,11,141
SED26303,5,3,0,5,0,0,0,113,0,0,0,0,5,17,7,3,0,3,0,0,0,0,0,43,0,3,14,21,40,29,83,61,10,8,14,3,4,0,8,295,37,545,512,78,12,15,33,59,13,12,11,7,0,0,72,1412,0,0,0,5,16,40,74,17,8,5,4,5,3,0,0,174,0,0,0,3,10,10,29,14,4,4,0,0,0,0,0,85,0,19,94,106,41,26,19,8,0,0,0,4,0,0,24,349,0,5,12,39,90,46,76,45,11,7,15,8,6,0,3,373,0,0,0,0,0,0,21,18,15,19,32,30,5,0,7,148,0,21,10,4,7,13,25,9,4,8,0,0,5,0,0,103,3,4,28,93,171,196,376,263,39,43,43,55,18,4,14,1354,7,19,80,99,40,9,16,4,0,0,0,0,0,0,12,279,0,0,0,0,8,7,16,20,3,0,6,10,0,0,0,71
SED26406,18,23,25,28,22,15,5,282,0,0,0,0,0,5,26,5,4,0,0,0,0,0,0,49,0,10,23,11,27,16,52,50,13,5,7,12,3,0,9,252,16,300,374,66,15,12,21,45,6,7,10,8,0,0,44,924,0,3,3,14,25,51,93,41,18,9,14,26,15,8,10,325,0,0,0,9,35,47,250,114,31,27,32,24,6,3,10,573,0,5,14,25,14,9,5,6,0,0,0,0,3,0,0,79,0,7,19,59,183,108,338,220,74,70,119,95,50,7,22,1352,0,0,0,0,0,6,50,56,34,67,81,73,23,3,8,408,0,24,7,6,11,4,10,11,0,4,0,0,0,0,0,85,0,6,35,87,138,158,200,120,26,29,28,43,11,22,23,922,0,0,9,8,3,0,3,0,0,0,0,0,0,0,0,22,0,0,0,3,3,14,53,57,13,20,42,24,17,13,0,253
SED26504,0,0,0,0,0,0,0,5,0,0,0,0,0,5,10,6,0,7,0,0,0,0,0,27,0,6,15,9,3,0,13,0,0,4,0,8,3,0,0,71,41,331,196,36,7,3,5,6,0,0,3,0,0,0,49,675,0,0,0,0,0,4,9,10,0,5,0,0,6,0,0,32,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,13,11,12,28,53,52,60,50,28,7,0,15,333,0,0,0,0,0,0,13,29,23,11,16,13,0,0,4,113,7,133,12,23,13,4,13,8,0,0,0,0,0,0,4,229,4,6,28,112,79,58,149,52,10,0,6,3,0,4,31,561,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,13,0,4,4,6,4,0,0,35
SED26603,13,10,6,17,0,3,3,337,0,0,0,9,13,98,90,46,13,5,9,5,3,0,9,292,0,10,10,16,30,12,59,48,5,8,9,0,0,0,5,202,84,1140,1134,176,47,26,57,127,17,16,10,5,3,0,134,2960,0,3,0,4,7,24,63,23,6,4,7,0,0,0,0,146,0,0,0,0,5,18,65,31,9,3,7,4,0,0,4,137,0,7,130,421,203,178,170,82,12,17,8,19,0,6,50,1303,0,0,4,30,59,46,169,66,37,23,21,7,16,8,3,486,0,0,0,0,0,31,319,293,184,380,539,586,155,7,58,2549,3,22,9,4,7,0,10,5,5,3,0,0,0,0,7,67,0,6,14,70,148,152,325,228,26,39,28,33,13,7,26,1110,0,5,36,28,14,16,0,7,4,0,0,0,0,0,3,106,0,0,0,0,8,28,189,302,90,90,87,90,44,14,6,959
SED26708,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,16,12,18,11,29,30,0,0,4,9,0,3,3,137,12,46,24,6,0,3,7,9,0,0,0,0,0,0,11,118,0,0,0,3,0,7,7,10,0,3,0,3,0,0,4,40,3,0,0,0,0,0,7,0,0,0,0,6,5,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,8,8,3,0,3,5,6,6,5,6,0,3,60,0,0,0,0,0,0,8,18,8,0,6,7,0,0,0,46,7,149,21,14,22,13,13,7,4,0,0,0,0,5,10,263,3,6,38,87,131,145,234,110,19,10,17,10,12,0,41,853,0,5,4,5,3,0,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,9
SED26806,23,11,29,24,13,9,4,324,0,0,5,3,0,6,3,5,0,0,0,0,0,0,0,26,0,7,17,13,30,17,85,179,50,80,134,255,104,11,11,998,6,71,46,16,6,15,38,128,28,26,26,27,5,0,16,462,0,0,3,15,28,52,66,41,20,26,52,29,6,11,13,351,0,0,0,4,18,27,72,48,18,19,17,13,5,0,8,254,0,0,10,13,13,5,4,4,0,0,3,0,0,0,3,58,0,4,24,70,139,91,263,175,56,40,44,51,28,3,10,993,0,0,0,0,0,4,19,22,18,20,27,32,3,0,0,148,9,23,11,4,7,15,21,22,6,0,7,12,6,0,6,146,8,16,57,124,192,242,460,405,91,133,115,126,36,64,36,2109,0,0,0,5,15,6,5,9,8,0,4,0,3,0,0,58,0,0,0,6,4,6,11,16,15,6,7,11,6,0,0,92
SED26903,3,11,8,10,0,0,4,236,0,0,0,0,5,49,44,32,3,8,5,0,3,0,0,140,0,9,6,11,28,13,49,17,0,0,3,5,0,0,3,151,76,1057,1054,121,43,39,51,121,25,14,8,9,0,0,108,2730,0,0,0,0,5,35,62,31,3,6,4,3,6,0,0,155,0,0,0,0,6,10,33,28,5,4,0,0,0,0,4,100,0,10,98,187,130,72,45,26,4,8,0,0,11,0,18,604,0,4,5,26,90,46,107,63,50,29,19,26,0,0,11,479,0,0,0,0,0,3,86,128,70,132,230,197,44,5,14,919,0,28,6,7,8,3,14,5,0,0,0,0,0,0,3,70,0,4,13,69,117,181,325,206,32,29,31,15,5,7,20,1056,7,43,222,178,148,69,38,14,9,11,0,6,0,0,20,759,0,0,0,0,4,14,36,85,26,17,35,23,10,4,4,259
SED27003,6,10,9,10,6,0,0,138,0,0,0,0,0,10,6,3,0,0,6,0,0,0,0,25,0,6,13,15,48,22,99,86,22,35,46,78,32,8,9,516,10,148,108,21,13,19,32,55,20,14,18,26,0,0,16,492,0,0,3,3,19,33,63,31,14,8,25,13,0,5,3,220,0,0,0,6,19,18,49,36,3,7,6,15,8,0,0,174,0,7,11,8,10,0,4,0,3,3,5,0,0,0,0,43,0,5,23,69,123,83,156,106,31,39,27,33,13,0,15,721,0,0,0,0,0,0,7,15,6,8,9,7,10,0,3,68,5,17,17,3,12,8,22,20,13,9,16,11,9,3,5,170,3,15,46,111,180,293,456,457,104,112,157,140,61,68,41,2257,0,0,11,13,11,13,7,3,0,0,0,0,0,0,4,70,0,0,0,0,0,9,11,13,4,3,0,9,4,0,0,54
