SED_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
SED30065,55,1556,74,0,1684,51,1013,64,0,1130,140,2201,122,7,2470,281,3124,174,4,3574,430,3120,160,7,3721,448,2802,125,9,3382,353,2839,117,8,3322,190,1458,107,8,1768,42,363,45,0,455,1987,18483,988,39,21494,58,1441,74,5,1581,70,956,57,0,1084,242,2526,129,10,2910,573,3289,198,5,4068,774,3157,158,6,4097,817,2922,142,4,3888,559,2821,132,15,3525,204,1490,120,0,1808,40,545,59,0,634,3336,19143,1065,46,23594,116,2996,150,3,3267,117,1967,122,0,2209,380,4728,251,16,5377,856,6412,367,10,7640,1206,6275,321,10,7814,1267,5726,267,12,7268,913,5663,250,16,6848,390,2945,230,11,3575,82,906,105,0,1093,5323,37622,2053,83,45085
SED30066,58,1250,94,3,1410,48,795,63,8,910,101,1596,191,20,1914,206,2083,175,13,2474,394,2772,211,15,3395,505,3024,185,20,3738,423,3524,230,23,4200,254,2001,181,18,2448,53,460,83,5,603,2060,17495,1413,123,21089,48,1181,59,8,1297,50,723,57,4,835,164,1601,157,21,1947,364,2347,194,16,2921,669,2948,209,19,3853,877,3412,208,18,4518,635,3449,202,26,4311,273,1919,221,10,2428,35,668,148,3,853,3121,18259,1456,122,22960,112,2432,151,11,2703,98,1515,121,13,1743,270,3203,344,44,3856,573,4430,368,31,5402,1063,5720,426,34,7250,1387,6440,394,40,8256,1061,6968,428,48,8511,533,3922,398,27,4874,91,1134,229,6,1457,5176,35755,2866,245,44050
SED30067,54,1422,88,0,1570,77,1616,102,7,1810,220,4492,268,11,4994,333,4024,190,11,4561,391,2972,143,10,3519,396,2283,86,9,2771,243,1623,75,7,1950,101,784,42,0,932,44,290,31,3,365,1868,19508,1026,54,22460,61,1214,53,0,1327,92,1721,106,6,1917,368,4606,260,5,5238,516,3824,169,5,4508,690,2809,113,5,3622,613,2149,86,4,2851,338,1726,58,6,2133,150,1033,52,0,1246,28,593,75,0,705,2866,19671,966,41,23548,117,2640,139,0,2901,173,3333,209,13,3722,589,9096,525,15,10231,855,7846,358,14,9068,1084,5782,253,19,7140,1010,4430,169,15,5626,584,3355,130,15,4083,255,1814,102,6,2172,73,881,107,0,1068,4739,39182,1994,98,46006
SED30068,61,1509,55,0,1619,44,1130,46,0,1219,111,1440,66,0,1624,227,1949,84,8,2264,331,2592,95,6,3022,446,2537,102,3,3084,351,2224,117,3,2699,190,1336,124,0,1643,59,361,117,0,538,1822,15077,801,23,17717,69,1386,51,0,1503,62,927,43,3,1034,170,1462,70,0,1698,430,2162,82,4,2673,666,2759,97,0,3520,786,2618,111,3,3515,516,2428,125,3,3075,234,1566,182,0,1993,37,600,285,3,929,2968,15908,1046,25,19948,129,2895,102,0,3127,105,2056,92,4,2252,274,2907,140,3,3318,651,4117,163,7,4939,997,5348,190,6,6546,1237,5151,205,8,6602,868,4654,246,8,5774,422,2901,305,3,3634,96,969,403,3,1467,4787,30984,1846,52,37664
SED30069,71,1775,89,0,1933,77,1436,72,8,1586,189,2799,137,5,3133,422,3133,156,3,3718,486,3301,151,3,3941,478,2593,75,0,3144,375,1962,77,3,2417,158,928,47,0,1133,24,184,10,0,221,2291,18112,809,16,21229,97,1602,68,0,1767,84,1319,60,3,1467,332,2813,136,5,3280,616,3255,150,0,4025,852,3190,135,0,4175,769,2548,84,4,3412,482,1994,93,12,2577,165,963,53,0,1184,18,300,20,0,337,3418,17992,796,19,22230,171,3383,151,0,3704,162,2749,129,5,3051,520,5615,273,5,6414,1034,6393,308,3,7744,1338,6490,284,6,8121,1251,5136,162,4,6562,857,3956,168,11,4993,319,1894,101,0,2318,43,491,28,0,560,5709,36104,1611,38,43462
SED30070,63,1149,112,0,1324,57,931,90,27,1103,157,1787,124,111,2178,263,1936,121,29,2345,382,2188,146,4,2716,482,2737,129,11,3353,561,3810,199,4,4572,353,2320,183,0,2857,76,498,76,3,651,2367,17355,1186,192,21095,78,1042,72,0,1188,67,851,50,7,978,333,1920,136,38,2439,500,1941,134,7,2579,670,2242,152,8,3072,912,2956,159,4,4033,875,3896,219,7,5000,398,2302,210,4,2919,46,643,133,0,820,3878,17805,1270,80,23034,133,2190,187,0,2514,126,1789,137,32,2084,488,3711,264,151,4613,754,3876,256,36,4926,1050,4425,297,10,5784,1393,5701,287,9,7390,1432,7706,417,17,9575,752,4628,394,10,5775,115,1139,207,4,1468,6248,35155,2453,273,44130
SED30071,79,1296,86,0,1461,75,1081,100,0,1254,181,1838,192,7,2216,326,2385,219,4,2931,448,2968,236,4,3661,519,2940,195,8,3672,431,2935,162,4,3537,251,1595,144,10,1998,50,519,57,0,627,2358,17568,1394,38,21353,85,1174,92,0,1353,90,917,87,3,1099,279,1890,165,6,2337,579,2431,205,0,3216,805,3066,225,5,4092,915,3133,193,6,4251,680,3260,184,6,4137,245,1911,188,0,2348,51,831,116,0,1003,3737,18616,1451,25,23826,159,2474,175,0,2813,162,2004,185,6,2351,457,3728,358,9,4558,899,4823,420,4,6149,1257,6028,464,13,7757,1434,6079,395,14,7919,1114,6194,348,15,7672,500,3506,330,11,4342,103,1354,176,0,1625,6088,36183,2846,64,45183
SED30072,75,1564,79,0,1712,77,1297,58,0,1442,143,2274,120,11,2555,270,2483,139,0,2893,420,2704,154,5,3281,543,2877,127,0,3546,412,2688,136,11,3244,231,1551,98,0,1883,61,448,46,0,557,2240,17882,957,25,21110,67,1436,79,4,1582,75,1167,49,3,1294,289,2360,126,4,2787,557,2512,152,4,3225,782,2867,144,0,3792,858,2819,123,10,3799,618,2760,135,8,3531,256,1631,111,5,2009,30,682,64,0,774,3539,18229,990,41,22793,145,2997,155,3,3299,154,2472,101,5,2736,440,4636,248,12,5338,821,4993,289,6,6116,1199,5570,299,3,7069,1402,5690,251,10,7349,1030,5449,273,20,6773,489,3187,213,4,3891,93,1123,108,0,1333,5776,36116,1945,67,43904
SED30073,98,1649,164,3,1920,79,1495,148,4,1728,225,3143,336,14,3716,329,2590,299,9,3223,367,2369,274,0,3015,414,2363,219,0,3001,263,1973,202,9,2453,154,1005,136,0,1294,53,374,88,5,522,1981,16968,1869,44,20862,96,1507,136,3,1739,106,1580,138,0,1821,410,3132,284,16,3847,622,2533,252,3,3411,634,2364,216,5,3217,733,2256,182,4,3174,399,1898,176,3,2473,173,1351,192,0,1715,35,684,171,0,895,3213,17307,1749,31,22291,194,3159,299,4,3652,190,3074,288,4,3554,634,6276,621,27,7562,956,5126,549,10,6636,1003,4730,490,3,6225,1150,4617,404,8,6172,662,3873,377,15,4926,327,2357,326,0,3012,86,1060,257,5,1411,5193,34269,3616,71,43156
SED30074,70,1465,48,0,1580,75,1280,69,0,1427,209,2824,137,3,3171,353,3325,135,3,3814,488,2962,108,4,3558,471,2361,74,8,2913,285,1947,95,6,2343,165,1080,86,0,1335,37,352,67,0,452,2151,17593,822,38,20600,64,1359,49,0,1474,92,1141,40,0,1278,296,3056,142,7,3498,587,3483,120,0,4185,766,2990,110,11,3876,765,2462,78,11,3315,468,2129,102,17,2707,204,1431,130,0,1762,36,658,148,0,844,3272,18705,923,45,22947,130,2826,97,0,3059,162,2420,112,0,2701,501,5884,276,7,6666,936,6808,250,4,8006,1258,5949,215,13,7434,1238,4821,151,25,6233,749,4074,202,23,5047,373,2509,215,4,3100,75,1008,213,0,1300,5423,36299,1744,79,43541
SED30075,77,1501,173,0,1752,75,1026,97,0,1197,176,2058,264,14,2514,315,2510,315,8,3148,496,3025,315,4,3843,536,3091,269,0,3895,423,2810,215,0,3452,193,1394,150,0,1740,44,332,73,0,450,2339,17752,1874,36,21995,101,1443,145,4,1689,95,963,84,0,1141,309,2142,223,5,2677,620,2551,230,4,3404,812,2997,282,4,4097,892,2941,249,4,4088,596,2591,218,4,3407,198,1339,159,0,1696,32,475,107,0,617,3657,17439,1695,30,22811,177,2942,323,4,3443,165,1991,180,0,2337,486,4202,484,19,5192,938,5058,543,11,6554,1315,6020,596,17,7938,1428,6037,514,5,7989,1016,5399,433,9,6854,388,2740,311,0,3436,75,808,179,0,1066,5994,35193,3566,65,44807
SED30076,49,1676,147,18,1884,123,3651,315,52,4146,312,7823,766,112,9008,315,4291,491,46,5134,400,3136,377,50,3957,407,2285,296,25,3006,221,1520,276,18,2033,97,789,171,6,1064,24,250,83,0,354,1942,25429,2908,320,30600,73,1551,183,9,1819,189,4209,385,28,4814,428,7656,750,61,8906,451,4119,404,24,4993,625,2912,291,33,3867,617,1954,225,27,2834,309,1462,198,10,1978,97,796,163,0,1057,11,387,120,0,522,2815,25053,2721,208,30791,126,3230,328,29,3705,313,7861,700,82,8962,746,15479,1518,174,17917,769,8409,886,66,10129,1026,6048,668,77,7824,1021,4237,523,55,5840,532,2987,471,30,4010,192,1585,329,10,2123,38,644,204,0,878,4760,50480,5627,524,61394
SED30077,70,1178,152,0,1410,76,984,111,0,1176,141,2093,263,19,2520,259,1948,221,3,2423,436,2289,282,10,3014,534,2754,335,4,3622,400,2830,302,0,3536,212,1539,196,0,1947,56,427,70,0,551,2182,16045,1930,43,20201,84,1136,133,0,1356,75,899,105,3,1083,265,2073,244,9,2583,471,1994,227,0,2686,700,2283,266,3,3247,785,2656,250,0,3691,525,2652,268,5,3457,217,1576,205,0,2001,39,642,81,0,756,3155,15914,1781,23,20867,158,2315,288,0,2764,149,1886,219,3,2263,399,4168,507,28,5108,725,3934,442,7,5109,1130,4570,548,10,6262,1322,5406,582,4,7317,928,5486,578,5,6994,430,3114,400,0,3947,93,1066,149,0,1314,5338,31956,3710,66,41070
SED30078,75,1587,134,4,1794,84,1888,181,7,2159,181,3631,374,22,4204,267,2886,286,3,3438,406,2824,244,9,3480,369,2417,221,15,3023,295,2179,187,8,2669,210,1454,200,9,1865,50,465,133,5,652,1933,19327,1948,77,23287,79,1514,104,3,1703,92,1941,168,7,2210,286,3587,353,16,4243,461,2985,305,3,3750,654,2920,243,10,3831,666,2530,219,21,3433,481,2389,215,20,3105,225,1679,277,0,2181,35,772,307,0,1112,2975,20314,2195,82,25565,155,3103,241,7,3500,179,3828,348,14,4373,465,7216,722,41,8443,728,5864,589,8,7195,1053,5744,489,21,7310,1034,4950,438,36,6455,778,4563,405,26,5773,434,3134,473,6,4047,81,1237,444,0,1765,4907,39641,4151,158,48852
SED30079,82,1637,69,6,1790,83,1294,49,0,1427,200,2830,115,3,3145,406,3357,146,3,3908,446,2932,106,4,3489,395,2270,87,3,2751,279,1981,72,9,2332,132,989,36,0,1159,25,199,7,0,234,2039,17481,699,25,20244,69,1509,73,3,1652,90,1159,43,0,1301,309,2884,100,5,3296,663,3467,138,0,4269,701,2831,107,3,3637,665,2336,80,5,3086,435,2115,80,7,2637,123,956,57,3,1139,19,336,28,0,383,3080,17594,691,24,21394,149,3146,141,3,3441,173,2458,87,4,2726,506,5709,217,12,6441,1070,6828,281,3,8182,1140,5761,214,8,7128,1059,4600,169,14,5843,711,4093,153,8,4971,256,1948,95,3,2295,43,535,35,0,615,5119,35075,1393,49,41635
SED30080,55,1479,64,3,1598,94,1875,108,11,2088,235,4317,271,9,4838,331,3707,215,4,4255,508,2962,170,6,3654,416,2118,124,7,2658,214,1456,133,8,1813,122,849,134,0,1105,25,372,101,0,507,2000,19133,1318,55,22516,74,1438,66,7,1588,128,2025,118,8,2274,296,4545,287,6,5128,531,3647,182,15,4372,785,2924,137,14,3862,647,2116,126,14,2903,360,1570,139,11,2078,172,1161,167,4,1510,34,665,233,4,938,3029,20093,1453,72,24654,127,2921,133,7,3189,213,3895,231,22,4364,529,8864,557,12,9963,862,7352,400,14,8629,1301,5882,310,22,7519,1058,4235,243,21,5564,577,3023,266,17,3891,294,2010,300,10,2614,59,1042,337,5,1441,5031,39229,2774,125,47170
SED30081,78,1588,77,0,1738,106,1870,116,5,2097,268,3951,292,19,4531,435,3934,247,3,4624,399,2754,155,6,3313,389,2472,108,19,2995,255,2067,86,24,2425,122,1022,52,3,1204,29,289,12,0,327,2083,19940,1139,84,23250,88,1603,88,7,1789,116,1648,103,3,1872,347,3837,235,14,4431,623,3960,241,10,4830,598,2843,146,16,3598,586,2650,128,26,3393,389,2104,87,21,2607,132,1033,65,7,1231,16,522,32,0,565,2904,20201,1118,103,24324,164,3189,163,9,3530,225,3512,220,13,3971,619,7794,525,30,8964,1059,7893,489,14,9452,999,5600,301,21,6914,974,5125,234,49,6388,645,4168,174,45,5038,257,2054,114,8,2433,39,807,44,0,895,4986,40140,2260,189,47571
SED30082,56,1032,135,8,1235,43,1570,248,24,1887,176,3885,790,68,4922,235,2947,494,38,3719,365,2984,452,50,3844,471,3116,532,52,4172,354,3176,483,28,4044,204,1840,278,15,2333,68,488,100,0,653,1974,21038,3506,295,26814,65,1031,131,7,1235,79,1736,291,21,2127,199,3861,648,61,4770,345,2807,443,30,3622,613,2866,445,24,3954,677,3094,518,34,4330,522,3036,433,37,4032,240,1844,290,12,2384,42,571,91,4,715,2799,20844,3293,222,27160,123,2057,273,15,2470,127,3309,534,47,4010,377,7743,1435,132,9690,579,5759,940,66,7343,980,5853,887,72,7798,1151,6207,1049,90,8497,876,6217,915,68,8073,451,3679,567,22,4717,113,1057,192,3,1371,4773,41878,6798,518,53971
SED30083,78,1962,119,0,2158,79,1633,99,0,1814,230,3041,209,4,3481,377,3633,199,3,4217,467,3369,176,3,4012,368,2394,89,8,2870,217,1717,92,3,2034,131,841,61,4,1038,20,209,46,0,270,1973,18806,1083,29,21889,100,1800,104,0,2012,102,1562,77,0,1743,370,3336,197,6,3917,699,3794,249,3,4748,804,3418,172,8,4401,619,2401,105,10,3139,369,1807,90,7,2277,149,938,84,3,1174,18,306,116,0,443,3240,19368,1202,42,23853,182,3766,222,0,4167,178,3196,177,0,3555,604,6384,406,5,7397,1082,7428,447,14,8958,1268,6785,344,10,8408,990,4795,199,16,6001,588,3526,183,11,4310,282,1781,147,8,2213,33,515,160,0,714,5210,38174,2286,64,45741
SED30084,84,1650,127,4,1869,87,1575,142,5,1804,225,2796,246,5,3265,322,2365,218,8,2908,371,2465,190,3,3029,342,2126,121,0,2595,276,1728,88,6,2099,164,910,47,0,1128,18,197,21,0,241,1895,15812,1205,34,18937,109,1604,138,0,1848,126,1483,114,0,1724,380,2824,291,7,3498,635,2611,235,0,3488,704,2595,200,0,3497,632,2267,131,5,3040,425,1922,100,4,2453,166,1088,73,0,1325,12,398,44,0,457,3185,16791,1338,23,21335,193,3251,267,4,3716,213,3057,261,5,3531,599,5621,532,10,6767,958,4974,455,8,6390,1072,5060,393,5,6531,976,4396,251,3,5631,702,3647,190,8,4554,329,1999,124,7,2454,34,596,61,0,695,5077,32602,2543,46,40272
SED30085,71,1371,81,0,1524,107,2265,217,4,2595,254,5051,436,34,5779,369,3817,240,14,4444,435,2608,167,17,3228,374,2242,96,7,2723,290,1781,85,26,2186,154,1074,47,9,1280,40,320,27,0,383,2096,20535,1400,107,24135,71,1296,58,0,1432,128,2008,150,6,2294,339,4503,328,22,5199,585,3534,187,6,4314,633,2578,121,19,3340,576,2150,85,29,2836,395,1911,80,20,2408,179,1160,86,0,1426,26,619,53,0,701,2926,19765,1151,114,23958,146,2666,138,6,2960,237,4274,371,13,4893,595,9555,772,61,10979,953,7357,428,24,8760,1063,5182,287,35,6574,945,4392,187,36,5553,682,3694,167,44,4590,334,2233,131,9,2704,68,940,80,0,1089,5024,40296,2554,222,48093
SED30086,99,1777,114,4,1990,72,1499,141,0,1708,222,2836,240,10,3308,294,2482,235,5,3009,429,2536,229,3,3200,439,2486,210,0,3129,351,2212,177,0,2738,195,1374,119,4,1692,66,379,51,0,494,2161,17569,1515,25,21273,119,1777,101,3,2004,106,1389,103,0,1598,355,2907,211,8,3478,573,2567,221,3,3364,703,2641,179,4,3528,776,2481,195,3,3460,500,2455,163,5,3118,244,1660,163,5,2072,26,719,120,0,864,3398,18597,1469,32,23489,223,3555,216,3,3995,176,2890,246,0,3311,577,5740,453,17,6789,864,5053,453,9,6375,1139,5179,405,5,6728,1211,4966,406,3,6587,850,4660,334,7,5860,439,3034,287,3,3760,88,1092,178,0,1362,5559,36166,2982,51,44767
SED30087,102,1625,96,4,1830,103,1727,111,3,1947,206,3473,237,6,3933,333,2807,137,10,3294,398,2307,132,6,2843,417,2033,116,0,2571,336,1942,136,0,2417,238,1339,110,5,1685,83,553,79,0,714,2225,17809,1159,38,21232,99,1555,91,0,1740,130,1865,135,3,2128,411,3622,201,5,4245,629,2880,174,0,3680,744,2507,141,3,3396,765,2237,130,7,3147,527,2478,135,3,3149,325,1835,178,0,2343,57,1113,122,0,1288,3677,20087,1301,37,25104,203,3178,186,4,3568,230,3591,243,11,4078,623,7092,438,17,8176,962,5690,312,11,6970,1141,4814,269,9,6237,1187,4275,247,9,5714,859,4421,272,8,5562,562,3175,288,4,4029,136,1663,198,0,2001,5902,37898,2461,76,46340
SED30088,71,1170,161,3,1398,81,1539,171,15,1801,187,3361,388,23,3965,255,2633,328,15,3225,386,2667,288,11,3346,432,2834,335,13,3621,304,2295,263,9,2867,119,957,121,3,1194,33,251,34,0,316,1859,17696,2093,96,21736,76,1329,130,0,1534,109,1640,177,12,1930,270,3322,357,21,3972,456,2709,289,9,3464,558,2730,281,5,3577,676,2650,253,8,3593,389,2109,209,7,2711,135,1012,116,0,1262,25,381,62,0,466,2694,17879,1871,76,22515,143,2497,287,4,2936,188,3174,346,27,3734,459,6681,754,48,7936,713,5339,613,24,6690,940,5393,571,19,6924,1109,5490,593,23,7217,689,4403,469,20,5587,252,1964,236,6,2462,53,629,94,0,782,4552,35568,3959,175,44253
SED30089,61,1278,269,4,1608,49,1314,332,14,1704,153,2998,808,30,3982,224,2556,795,12,3592,270,2596,877,3,3751,294,2898,754,15,3960,189,2698,641,10,3536,81,1016,242,0,1350,10,163,33,0,201,1337,17513,4758,88,23694,66,1102,209,0,1380,57,1282,257,10,1615,232,2761,477,23,3495,357,2315,423,9,3098,351,2217,429,3,2995,431,2589,515,14,3560,269,2131,431,6,2841,83,759,162,0,1007,8,224,51,0,279,1870,15375,2960,62,20270,127,2378,480,0,2992,109,2595,592,22,3323,382,5757,1291,55,7483,584,4871,1222,22,6691,622,4811,1305,11,6746,727,5488,1272,23,7517,461,4829,1072,18,6380,169,1780,401,0,2355,22,382,77,6,488,3208,32887,7719,151,43965
SED30090,60,1094,165,0,1321,55,1074,186,0,1310,158,2265,392,17,2827,232,2116,358,3,2713,333,2394,404,7,3132,354,2592,394,3,3348,267,2281,284,0,2831,75,978,128,0,1188,30,229,46,0,306,1560,15016,2357,34,18970,60,936,132,0,1131,68,1101,135,0,1308,243,2243,257,12,2762,386,2039,241,3,2668,498,2133,260,0,2895,551,2264,282,3,3103,333,1838,213,0,2386,115,933,146,0,1200,30,385,90,0,507,2285,13870,1766,26,17952,125,2034,299,0,2453,121,2173,320,5,2617,402,4506,647,28,5592,614,4155,601,8,5373,824,4522,668,13,6027,909,4855,683,9,6447,599,4114,497,0,5217,189,1918,282,0,2387,58,614,137,0,805,3842,28891,4125,59,36917
SED30091,93,1668,221,3,1988,112,1793,194,6,2107,337,3910,460,12,4720,400,3213,381,8,3998,409,2669,284,4,3366,313,2227,207,9,2746,247,1874,179,9,2311,164,1081,123,0,1370,33,310,69,0,418,2111,18750,2126,43,23026,120,1532,175,6,1841,133,1755,230,3,2117,509,3813,479,3,4811,677,3144,394,5,4225,651,2603,270,6,3534,607,2243,187,14,3043,396,2121,181,7,2701,193,1270,190,0,1652,24,526,155,0,706,3314,19002,2264,50,24638,216,3200,398,8,3828,244,3551,425,9,4227,851,7720,937,18,9526,1080,6361,778,11,8228,1062,5264,554,14,6900,917,4474,387,22,5797,640,3998,365,11,5016,355,2351,315,0,3017,56,836,224,0,1124,5420,37757,4393,91,47662
SED30092,70,1477,140,0,1680,46,1270,164,15,1494,136,2978,487,44,3648,259,2942,344,11,3552,335,2934,367,13,3639,340,3251,411,15,4020,274,2588,355,12,3237,109,1063,155,7,1330,18,172,33,0,217,1581,18669,2450,113,22817,64,1385,138,5,1584,64,1340,186,26,1609,281,3338,493,65,4176,443,3088,372,4,3905,587,2905,337,3,3841,581,2977,422,11,3996,375,2179,338,11,2906,101,825,139,8,1075,19,199,53,0,270,2522,18238,2462,133,23352,131,2859,273,5,3267,109,2609,348,41,3104,418,6317,975,110,7817,698,6024,716,10,7456,919,5836,707,18,7478,927,6229,826,26,8007,648,4770,691,26,6145,209,1892,294,10,2402,37,368,78,0,491,4096,36903,4916,245,46168
SED30093,153,2381,345,4,2885,156,2208,273,8,2643,392,4055,567,8,5018,521,3621,521,8,4671,451,3154,396,4,4005,362,2687,258,8,3315,243,1834,160,7,2245,101,803,105,3,1018,11,159,44,0,210,2389,20909,2663,46,26004,154,2220,261,6,2640,218,2054,255,0,2530,642,4059,625,3,5327,858,3532,509,5,4905,811,3026,371,0,4204,661,2545,207,6,3417,343,1880,186,8,2420,101,868,110,5,1085,4,263,75,0,346,3795,20451,2588,38,26875,310,4606,604,6,5525,373,4258,528,11,5177,1037,8107,1189,9,10347,1378,7153,1030,17,9579,1265,6182,761,9,8210,1018,5235,466,14,6733,584,3715,347,17,4658,211,1669,214,9,2103,14,423,111,0,555,6188,41355,5252,84,52880
SED39797,0,0,0,0,8,0,6,5,0,8,0,24,40,6,69,3,29,74,6,107,0,32,45,0,77,0,7,16,0,26,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,9,102,187,17,317,0,3,4,0,6,0,3,4,5,9,0,9,12,7,35,0,3,3,0,7,0,3,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,10,65,0,8,10,0,11,0,5,8,5,18,0,30,57,15,102,3,28,77,6,114,0,31,45,0,79,4,14,16,0,34,0,8,6,4,23,0,0,0,0,0,0,0,0,0,0,10,121,220,24,380
SED40001,37,1026,93,8,1175,105,2693,256,23,3072,166,4148,620,86,5023,236,2599,455,50,3343,340,2120,391,25,2879,429,1968,286,22,2705,284,1756,215,20,2269,135,864,115,6,1115,41,319,57,0,416,1770,17490,2491,246,21993,57,1300,123,14,1500,105,2758,259,12,3133,226,3920,441,67,4651,326,2391,277,43,3041,498,1783,226,34,2540,678,1750,235,24,2688,419,1705,198,11,2337,176,1037,132,8,1344,31,604,142,5,783,2515,17265,2031,199,22015,98,2331,219,22,2672,204,5454,507,39,6202,393,8071,1059,151,9672,567,4988,736,94,6384,840,3906,609,58,5413,1099,3719,527,49,5391,704,3461,411,26,4608,309,1905,249,10,2461,69,928,202,5,1199,4286,34758,4522,445,44004
