SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
SED30067,27484,28179,55666,1807,1691,3488,3216,2942,6166,1570,1327,2901,1810,1917,3722,4994,5238,10231,4561,4508,9068,3519,3622,7140,2771,2851,5626,1950,2133,4083,932,1246,2172,365,705,1068,56,48,105,27039,27843,54881,443,336,780,643,646,1292,35,60,99,51,60,111,735,769,1505,19665,19791,39457,6782,7411,14193,21854,22024,43877,4530,5068,9599,23260,23750,47007,493,490,981,3030,2824,5849,1227,1102,2328,683,850,1537,1187,1833,3015,15092,15939,31031,1416,1255,2672,3399,3665,7069,778,666,1442,658,861,1518,127,144,269
SED30068,21450,23413,44866,912,835,1745,2821,2627,5450,1619,1503,3127,1219,1034,2252,1624,1698,3318,2264,2673,4939,3022,3520,6546,3084,3515,6602,2699,3075,5774,1643,1993,3634,538,929,1467,27,25,52,21056,22817,43875,390,592,989,506,515,1018,18,26,44,30,33,61,553,577,1127,15135,16343,31475,5655,6328,11986,19181,20666,39850,1579,1997,3583,19103,20833,39935,273,274,547,2712,2559,5271,1259,1255,2509,399,461,861,426,825,1250,10215,11190,21401,1512,1466,2979,3831,4762,8593,819,850,1670,565,670,1237,34,58,94
SED30069,27237,27748,54977,1715,1552,3267,4290,3965,8251,1933,1767,3704,1586,1467,3051,3133,3280,6414,3718,4025,7744,3941,4175,8121,3144,3412,6562,2417,2577,4993,1133,1184,2318,221,337,560,16,19,38,27128,27601,54733,108,135,243,659,686,1341,51,45,95,54,45,98,761,772,1537,20737,20929,41666,5636,5952,11589,23915,24116,48021,2436,2720,5158,24361,24727,49094,525,463,995,4087,3773,7863,1442,1438,2879,475,580,1057,708,1309,2016,12710,13820,26532,1728,1534,3264,4424,4470,8897,905,852,1750,613,655,1267,90,85,176
SED30070,24993,26861,51860,1097,1121,2217,2804,2710,5510,1324,1188,2514,1103,978,2084,2178,2439,4613,2345,2579,4926,2716,3072,5784,3353,4033,7390,4572,5000,9575,2857,2919,5775,651,820,1468,194,80,279,24682,26579,51251,315,289,601,909,1018,1928,42,31,76,39,43,77,989,1091,2078,19030,20246,39279,4611,5313,9919,22595,24278,46877,1113,1369,2476,22226,23884,46109,326,325,653,2600,2519,5119,841,854,1690,179,252,433,344,935,1277,8240,9642,17885,1862,1964,3833,6636,7200,13836,1663,1537,3204,1240,1247,2486,66,74,145
SED30071,25347,27616,52963,1127,1081,2206,2860,2715,5577,1461,1353,2813,1254,1099,2351,2216,2337,4558,2931,3216,6149,3661,4092,7757,3672,4251,7919,3537,4137,7672,1998,2348,4342,627,1003,1625,37,25,63,24747,26989,51737,594,629,1224,802,843,1647,34,41,80,44,52,94,880,933,1822,18215,19683,37904,5648,6500,12149,22362,24272,46634,1499,1928,3431,21897,23916,45811,331,298,626,2662,2544,5203,990,983,1974,280,336,613,505,1103,1611,10194,11669,21862,1849,1860,3712,5443,6198,11642,1306,1271,2579,973,1135,2111,88,96,182
SED30072,25905,27343,53251,1436,1360,2795,3359,3189,6551,1712,1582,3299,1442,1294,2736,2555,2787,5338,2893,3225,6116,3281,3792,7069,3546,3799,7349,3244,3531,6773,1883,2009,3891,557,774,1333,31,42,70,25727,27015,52745,176,321,508,706,786,1487,49,40,88,56,46,103,809,867,1676,19203,20127,39332,5688,6195,11879,23471,24570,48041,1476,1799,3275,23051,24304,47353,437,428,864,3172,3025,6200,1185,1225,2408,337,463,803,453,1043,1501,10317,11841,22161,1819,1772,3591,5801,6026,11825,1266,1135,2404,883,904,1785,57,58,115
SED30073,26573,27721,54289,1819,1606,3419,3898,3822,7722,1920,1739,3652,1728,1821,3554,3716,3847,7562,3223,3411,6636,3015,3217,6225,3001,3174,6172,2453,2473,4926,1294,1715,3012,522,895,1411,44,34,78,25088,26343,51430,1486,1381,2862,2141,2260,4400,120,147,269,172,169,343,2435,2580,5018,22110,23311,45424,2587,2672,5260,23057,24353,47410,1544,1624,3169,23334,24742,48079,433,420,855,3560,3500,7062,1156,1167,2324,298,459,756,545,1122,1670,8809,10401,19214,1655,1698,3351,5535,5674,11214,1414,1182,2596,1376,1412,2792,128,106,234
SED30074,26027,27931,53961,1697,1598,3295,3732,3388,7119,1580,1474,3059,1427,1278,2701,3171,3498,6666,3814,4185,8006,3558,3876,7434,2913,3315,6233,2343,2707,5047,1335,1762,3100,452,844,1300,39,44,81,25629,27397,53028,397,534,935,623,693,1316,43,52,98,35,46,82,700,795,1493,18646,19823,38474,6722,7361,14085,20896,22207,43110,4364,4828,9189,22806,24374,47179,508,487,997,3584,3254,6838,1258,1236,2497,448,549,993,806,1449,2263,12382,13831,26215,1507,1396,2908,4054,4659,8710,912,877,1788,789,1070,1860,114,124,239
SED30075,27132,27756,54886,1409,1373,2780,3728,3565,7293,1752,1689,3443,1197,1141,2337,2514,2677,5192,3148,3404,6554,3843,4097,7938,3895,4088,7989,3452,3407,6854,1740,1696,3436,450,617,1066,34,30,61,26241,27038,53282,887,713,1604,920,992,1915,53,42,91,55,62,115,1028,1091,2119,21403,21728,43135,3858,4198,8052,24324,24928,49253,836,1063,1897,23930,24619,48552,349,331,679,3429,3295,6724,1147,1221,2372,229,315,547,385,930,1312,9463,11262,20722,1805,1783,3591,6103,5723,11828,1547,1201,2751,1233,1069,2301,75,57,133
SED30076,33958,34057,68021,1053,1030,2087,2306,2230,4537,1884,1819,3705,4146,4814,8962,9008,8906,17917,5134,4993,10129,3957,3867,7824,3006,2834,5840,2033,1978,4010,1064,1057,2123,354,522,878,334,221,553,30145,30619,60764,3820,3441,7256,475,453,927,34,34,69,46,41,89,560,526,1086,18568,17953,36518,12273,13293,25571,21771,20976,42746,8961,10118,19082,24088,23606,47691,240,262,502,2134,2067,4199,1522,1469,2990,2238,2666,4903,2988,3632,6620,22629,23398,46028,1317,1143,2457,2271,2236,4504,613,488,1101,486,517,1003,143,193,340
SED30077,24790,25217,50009,1319,1222,2539,3280,3128,6401,1410,1356,2764,1176,1083,2263,2520,2583,5108,2423,2686,5109,3014,3247,6262,3622,3691,7317,3536,3457,6994,1947,2001,3947,551,756,1314,43,23,68,24018,24507,48518,776,710,1488,1367,1480,2846,26,35,65,42,45,76,1432,1556,2990,20222,20585,40807,2294,2515,4808,21680,22204,43881,1037,1115,2148,21837,22435,44274,286,271,558,2940,2823,5762,799,920,1722,140,229,373,328,834,1163,7482,8866,16352,1478,1540,3014,6023,5897,11922,1526,1319,2841,1527,1284,2809,122,92,212
SED30078,27618,29503,57122,1241,1172,2409,3091,2770,5859,1794,1703,3500,2159,2210,4373,4204,4243,8443,3438,3750,7195,3480,3831,7310,3023,3433,6455,2669,3105,5773,1865,2181,4047,652,1112,1765,78,83,165,26366,28238,54606,1250,1262,2511,493,509,995,31,16,48,24,28,57,546,557,1097,16138,16407,32549,9501,10898,20393,19740,20331,40066,5856,6970,12827,20914,21851,42768,391,350,738,2844,2570,5411,1386,1383,2769,910,1076,1983,1333,2000,3337,13798,15171,28968,1841,1832,3672,3860,4409,8269,1058,1005,2063,644,706,1350,95,123,218
SED30079,25868,26664,52531,1696,1643,3340,3935,3632,7567,1790,1652,3441,1427,1301,2726,3145,3296,6441,3908,4269,8182,3489,3637,7128,2751,3086,5843,2332,2637,4971,1159,1139,2295,234,383,615,27,24,54,25704,26442,52149,162,225,387,471,494,968,37,32,61,40,39,84,547,566,1117,18220,18533,36762,6986,7434,14417,21303,21707,43011,3826,4211,8039,22549,23193,45740,534,508,1041,3785,3480,7262,1373,1354,2728,474,536,1007,712,1268,1982,12481,13532,26004,1598,1477,3071,3977,4215,8194,860,770,1633,532,585,1120,99,81,185
SED30080,27587,29427,57007,1700,1561,3255,3369,3216,6589,1598,1588,3189,2088,2274,4364,4838,5128,9963,4255,4372,8629,3654,3862,7519,2658,2903,5564,1813,2078,3891,1105,1510,2614,507,938,1441,63,83,148,26847,28488,55330,735,937,1674,537,633,1169,40,47,84,55,44,103,634,726,1353,20137,21205,41339,6140,6752,12897,22290,23352,45644,3869,4488,8357,23510,24908,48413,502,488,987,3193,3059,6255,1296,1327,2629,824,1070,1893,1194,1775,2977,15788,16958,32747,1283,1195,2475,2809,3343,6147,655,702,1352,568,820,1389,111,114,220
SED30081,29398,30310,59706,1933,1762,3688,4220,4226,8447,1738,1789,3530,2097,1872,3971,4531,4431,8964,4624,4830,9452,3313,3598,6914,2995,3393,6388,2425,2607,5038,1204,1231,2433,327,565,895,94,109,203,29171,29876,59045,231,431,664,255,296,553,16,22,35,15,25,37,284,340,630,13061,12781,25842,15257,16385,31641,12112,11812,23928,16031,17124,33160,21913,22320,44233,570,452,1015,3986,3981,7969,1411,1524,2936,998,951,1949,1356,1880,3231,16565,16936,33499,1123,1088,2214,2629,2855,5477,774,781,1556,725,1038,1762,333,470,802
SED30082,30053,30226,60279,1011,939,1951,2235,2121,4356,1235,1235,2470,1887,2127,4010,4922,4770,9690,3719,3622,7343,3844,3954,7798,4172,4330,8497,4044,4032,8073,2333,2384,4717,653,715,1371,311,242,556,27153,27550,54705,2903,2674,5570,316,316,631,19,22,36,15,11,30,355,342,696,16483,16162,32643,9991,10665,20655,20607,20432,41035,5553,6198,11755,21289,21355,42644,301,280,579,1967,1912,3882,880,931,1813,708,878,1582,1553,2062,3612,15575,15859,31440,1952,1829,3781,4000,4333,8327,880,949,1832,561,623,1179,112,107,216
SED30083,28739,30194,58932,2001,1880,3883,4852,4464,9313,2158,2012,4167,1814,1743,3555,3481,3917,7397,4217,4748,8958,4012,4401,8408,2870,3139,6001,2034,2277,4310,1038,1174,2213,270,443,714,30,44,67,28625,30007,58631,115,188,305,718,724,1435,22,21,41,30,31,62,763,772,1531,19399,19878,39274,8321,9251,17568,24381,25296,49676,3197,3695,6891,23511,24634,48152,666,594,1258,4577,4246,8827,1547,1543,3091,506,599,1106,718,1422,2132,11915,13775,25690,2126,2075,4204,5019,5088,10108,1239,1217,2451,562,534,1098,75,101,176
SED30084,24588,26666,51255,1680,1570,3251,3973,3760,7734,1869,1848,3716,1804,1724,3531,3265,3498,6767,2908,3488,6390,3029,3497,6531,2595,3040,5631,2099,2453,4554,1128,1325,2454,241,457,695,32,20,54,24418,26433,50854,167,234,406,1976,2300,4273,408,434,842,480,492,969,2856,3222,6085,20413,21823,42240,2722,3278,5993,21425,23074,44493,1569,1914,3485,22055,23853,45904,434,426,864,3591,3428,7012,1173,1293,2463,337,519,855,561,1237,1798,8817,10505,19320,1886,1822,3708,4866,5377,10247,1179,1212,2390,841,919,1755,126,122,247
SED30085,28893,28511,57407,1622,1523,3146,3136,3030,6165,1524,1432,2960,2595,2294,4893,5779,5199,10979,4444,4314,8760,3228,3340,6574,2723,2836,5553,2186,2408,4590,1280,1426,2704,383,701,1089,114,118,228,28387,27921,56304,506,589,1094,370,404,773,33,34,61,34,44,79,438,479,917,14452,14001,28454,13126,13396,26519,14598,14091,28688,12860,13152,26012,21032,21015,42042,454,429,887,2982,2873,5857,1216,1210,2432,1306,1239,2537,1844,2137,3977,17229,16831,34061,1138,954,2093,2639,2888,5525,731,732,1461,709,955,1662,288,360,650
SED30086,26601,28648,55245,1582,1527,3101,3752,3626,7373,1990,2004,3995,1708,1598,3311,3308,3478,6789,3009,3364,6375,3200,3528,6728,3129,3460,6587,2738,3118,5860,1692,2072,3760,494,864,1362,23,31,59,24990,27137,52122,1611,1512,3119,1415,1481,2895,40,47,86,43,52,98,1499,1583,3083,21392,23095,44483,3640,4030,7665,22858,24714,47571,2118,2391,4506,23221,25129,48345,419,378,802,3499,3403,6905,1413,1548,2961,385,508,894,890,1481,2375,10344,11910,22253,1577,1689,3265,5058,5506,10559,1265,1213,2476,1256,1331,2585,220,343,561
SED30087,26781,30451,57232,1749,1680,3426,3802,3662,7464,1830,1740,3568,1947,2128,4078,3933,4245,8176,3294,3680,6970,2843,3396,6237,2571,3147,5714,2417,3149,5562,1685,2343,4029,714,1288,2001,38,37,76,25558,29073,54631,1224,1380,2598,1104,1271,2377,38,59,96,40,56,97,1181,1393,2573,20321,23371,43692,5302,5765,11068,21346,24648,45992,4159,4367,8530,22700,26193,48897,468,463,937,3608,3463,7068,1276,1300,2574,594,837,1429,1122,1770,2894,11519,13477,24999,1448,1590,3041,4615,5635,10251,1078,1196,2274,1227,1483,2717,193,337,531
SED30088,26073,26667,52735,1428,1215,2642,2909,2933,5842,1398,1534,2936,1801,1930,3734,3965,3972,7936,3225,3464,6690,3346,3577,6924,3621,3593,7217,2867,2711,5587,1194,1262,2462,316,466,782,100,76,173,23911,24953,48863,2158,1715,3875,1922,2052,3975,248,286,534,431,454,888,2604,2796,5401,19694,20170,39856,4091,4464,8551,21330,21827,43156,2389,2792,5181,22100,22783,44882,372,312,684,2635,2712,5354,871,1054,1927,405,609,1018,825,1373,2196,11484,12651,24138,1783,1714,3498,4341,4374,8716,1034,994,2029,834,771,1603,99,81,178
SED30089,28688,24990,53680,1640,1464,3099,3353,3255,6612,1608,1380,2992,1704,1615,3323,3982,3495,7483,3592,3098,6691,3751,2995,6746,3960,3560,7517,3536,2841,6380,1350,1007,2355,201,279,488,90,69,161,23650,22964,46617,5036,2028,7062,4445,4661,9112,116,96,211,203,211,415,4762,4966,9732,20784,18905,39689,2832,2771,5598,22206,20227,42435,1469,1563,3035,22315,20449,42762,325,306,632,2893,2846,5741,701,701,1406,121,205,329,412,761,1176,8104,8657,16759,1871,1673,3548,5925,4822,10746,1467,1094,2560,1393,915,2307,143,102,248
SED30090,23507,22331,45838,1442,1358,2798,3095,3024,6119,1321,1131,2453,1310,1308,2617,2827,2762,5592,2713,2668,5373,3132,2895,6027,3348,3103,6447,2831,2386,5217,1188,1200,2387,306,507,805,41,28,69,21527,21470,43001,1975,860,2835,2297,2423,4721,51,57,107,67,62,129,2421,2539,4955,19105,18506,37604,1795,1789,3581,20065,19426,39492,900,944,1848,20199,19551,39751,303,289,591,2762,2718,5486,731,701,1430,153,265,414,328,705,1032,6744,8160,14899,1387,1338,2726,5531,4630,10163,1405,959,2363,1362,998,2366,100,83,184
SED30091,29772,31210,60976,2219,2215,4431,4525,4356,8879,1988,1841,3828,2107,2117,4227,4720,4811,9526,3998,4225,8228,3366,3534,6900,2746,3043,5797,2311,2701,5016,1370,1652,3017,418,706,1124,45,60,104,29303,30551,59860,467,656,1124,1146,1239,2379,95,84,175,121,121,243,1358,1443,2797,18010,18668,36672,9431,10124,19551,20587,21519,42108,6672,7072,13744,22582,23808,46390,495,503,997,4028,3878,7903,1248,1290,2539,466,596,1063,846,1469,2317,11522,12603,24127,1856,1774,3633,4736,4968,9700,1330,1292,2621,1045,1247,2291,370,409,777
SED30092,28488,28574,57065,1706,1569,3267,3963,3659,7624,1680,1584,3267,1494,1609,3104,3648,4176,7817,3552,3905,7456,3639,3841,7478,4020,3996,8007,3237,2906,6145,1330,1075,2402,217,270,491,120,132,256,25982,26118,52104,2503,2454,4960,888,923,1812,163,147,309,189,197,388,1241,1264,2513,21632,21194,42826,4093,4656,8750,24352,24105,48451,1391,1731,3120,23970,23753,47718,380,404,782,3628,3332,6960,1064,1052,2120,191,311,507,465,1115,1578,9684,11716,21402,2219,2048,4268,6191,5326,11521,1344,1083,2432,832,612,1448,52,51,104
SED30093,35159,35610,70768,2906,2793,5698,6245,5937,12189,2885,2640,5525,2643,2530,5177,5018,5327,10347,4671,4905,9579,4005,4204,8210,3315,3417,6733,2245,2420,4658,1018,1085,2103,210,346,555,51,43,93,34998,35431,70434,159,180,338,1520,1606,3124,129,120,250,133,179,319,1777,1907,3686,20128,20088,40213,11908,12431,24341,21690,21966,43659,10100,10342,20446,25111,25727,50835,589,542,1135,5427,5202,10626,1763,1844,3608,490,691,1182,910,1623,2533,11410,12373,23784,2340,2207,4548,5570,5552,11124,1737,1587,3327,1545,1622,3167,836,952,1787
SED39797,317,65,385,0,0,0,6,0,6,8,6,11,8,9,18,69,35,102,107,7,114,77,3,79,26,5,34,23,0,23,0,0,0,0,0,0,17,10,24,9,3,12,308,61,370,5,0,5,0,0,0,0,0,0,5,0,5,76,9,87,39,12,48,89,19,109,24,7,29,82,16,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,69,10,0,10,36,0,33,8,0,11,4,0,7,0,0,0
SED40001,24519,24427,48943,784,733,1517,1745,1680,3425,1175,1500,2672,3072,3133,6202,5023,4651,9672,3343,3041,6384,2879,2540,5413,2705,2688,5391,2269,2337,4608,1115,1344,2461,416,783,1199,273,221,496,20202,20310,40516,4314,4116,8428,317,256,572,12,11,20,12,5,20,331,275,608,13457,13230,26690,8561,8936,17500,14824,14666,29497,6888,7430,14319,16621,16790,33412,221,216,437,1605,1524,3138,980,1260,2237,1997,2085,4075,1809,2023,3825,15129,15335,30460,1887,1893,3781,1518,1412,2924,442,462,903,365,466,830,104,132,234
SED40002,19607,20781,40396,1113,1013,2127,1927,1903,3829,941,914,1855,1630,1721,3347,3915,3894,7810,2890,2880,5772,2282,2255,4540,2044,2203,4245,1533,1876,3411,855,1234,2088,477,887,1362,45,62,108,19287,20254,39544,318,524,849,228,247,469,4,3,13,11,8,13,240,259,499,12609,13251,25857,6396,6945,13339,12986,13709,26697,5979,6432,12400,15644,16754,32400,308,294,606,1868,1843,3705,760,794,1555,826,967,1799,1118,1488,2610,10982,11730,22712,2139,2036,4171,1617,1880,3490,552,609,1156,510,741,1256,113,155,266
SED40003,16946,17840,34790,960,926,1889,2202,2155,4357,1069,939,2009,945,906,1854,1784,1975,3763,2300,2497,4796,2257,2437,4697,2344,2591,4938,1961,2127,4089,840,928,1770,273,358,625,17,32,45,16868,17724,34589,82,115,196,156,154,305,14,11,19,0,7,5,169,164,337,12127,12644,24772,4504,4868,9371,14696,15270,29967,1902,2221,4122,15504,16212,31715,307,265,570,2145,2095,4245,849,794,1648,382,441,819,511,839,1355,8082,9173,17256,2530,2434,4964,1986,1928,3915,547,525,1071,273,305,580,40,50,90
SED40004,17977,19738,37713,818,724,1543,2510,2507,5019,1330,1355,2691,1034,1017,2048,1553,1645,3194,2153,2494,4645,2493,2689,5184,2145,2434,4576,2073,2409,4486,1391,1637,3021,468,835,1311,53,45,96,17627,19186,36810,353,555,905,80,84,160,0,3,10,4,11,12,88,90,179,11809,12743,24549,5770,6606,12373,12855,13889,26746,4727,5457,10184,15447,16853,32302,320,300,620,2462,2453,4917,1232,1257,2486,624,668,1289,668,977,1644,11024,11965,22980,1469,1745,3212,1025,1405,2431,435,494,929,242,375,614,50,73,127
SED40005,19498,18202,37697,884,835,1719,2079,2050,4130,1080,859,1935,1018,774,1793,2379,1982,4363,2102,1866,3969,2469,2330,4800,2820,2800,5618,2890,2581,5473,1326,1449,2775,451,669,1123,644,74,714,18413,17769,36175,1085,438,1519,676,605,1278,13,5,18,20,17,41,702,633,1337,15197,14583,29783,2168,2178,4342,15744,15422,31167,1623,1535,3156,16466,16171,32638,169,170,336,1923,1911,3834,685,613,1290,97,170,266,249,507,755,5087,5977,11070,3238,3021,6260,3539,2832,6368,1307,1010,2321,1180,1039,2221,129,111,237
SED40006,19197,19873,39064,1209,1114,2324,1982,1957,3942,1030,981,2013,1396,1328,2731,3283,3321,6599,2704,2717,5421,2444,2523,4966,2371,2471,4838,1595,1754,3355,794,1079,1876,375,627,1001,33,39,75,18832,19440,38277,361,430,790,421,403,827,9,10,20,17,18,26,446,430,877,12560,12695,25253,5920,6447,12370,12203,12297,24503,6250,6796,13046,16416,16905,33320,325,285,608,1899,1873,3773,809,804,1617,569,614,1184,815,1145,1958,9082,9865,18944,2412,2130,4537,2026,1895,3926,739,730,1464,785,1042,1830,201,341,542
SED40007,17766,18889,36653,815,799,1617,2164,2023,4188,1073,951,2026,1037,1056,2092,1851,1927,3781,2071,2371,4440,2544,2655,5192,2469,2560,5031,1914,2212,4120,1264,1563,2828,564,775,1339,23,36,60,17601,18613,36213,170,279,446,146,151,296,4,9,16,7,12,19,157,162,326,13182,13811,26990,4104,4568,8678,14105,14635,28739,3187,3763,6951,16097,17012,33115,240,249,497,2097,1978,4077,875,834,1713,441,572,1010,477,784,1265,9006,9663,18664,2303,2294,4598,1768,2052,3820,523,589,1116,629,794,1425,77,125,201
SED40008,21589,21043,42633,1239,1145,2377,2269,2090,4361,1155,989,2146,1782,1644,3425,4213,3903,8112,3174,2966,6142,2655,2553,5202,2332,2298,4633,1615,1755,3365,798,1049,1852,362,654,1014,34,44,79,21184,20631,41816,410,410,815,436,396,839,11,11,18,14,9,27,469,420,884,11658,11130,22793,8870,8950,17812,10643,10177,20815,9833,9896,19726,16848,16826,33672,326,235,566,2127,1941,4068,897,840,1739,838,886,1723,1229,1465,2694,10822,10638,21460,2016,1713,3734,1893,1658,3555,715,828,1542,1065,1376,2436,496,661,1156
SED40009,17844,18728,36568,952,956,1912,2284,2012,4299,1171,1170,2334,1107,1178,2287,2089,2231,4319,2279,2509,4785,2267,2397,4666,2295,2523,4818,2035,2157,4192,1019,1131,2147,335,470,807,14,16,32,17213,17783,34997,626,943,1576,160,196,352,7,4,10,0,0,0,163,203,364,13105,13481,26586,4233,4716,8949,15251,15774,31026,2051,2415,4466,16168,16827,32997,293,281,573,2218,1969,4182,926,976,1909,493,646,1139,606,998,1606,8376,9499,17871,2714,2558,5273,2027,2151,4178,592,563,1153,341,395,739,33,35,71
SED40010,18456,19668,38130,802,798,1597,1990,1897,3892,1294,956,2251,1282,1260,2544,2853,2910,5763,2409,2547,4955,2270,2461,4731,2285,2493,4774,1830,2181,4010,1046,1456,2502,396,722,1114,59,40,101,17932,19293,37228,525,371,898,107,104,214,4,3,9,4,5,5,119,111,225,12344,13043,25388,5523,6067,11598,13287,14005,27291,4587,5104,9688,15310,16389,31701,243,251,492,1912,1843,3761,1161,857,2019,743,707,1449,986,1284,2266,11137,11839,22974,1721,1804,3525,1204,1417,2618,460,464,919,461,637,1094,78,166,239
SED40011,18795,20123,38923,1096,1018,2115,2308,2115,4423,1022,1031,2053,1293,1404,2693,2897,2943,5841,2654,2806,5467,2362,2511,4868,2116,2303,4418,1637,1928,3561,971,1284,2257,447,785,1229,20,32,52,18527,19714,38239,267,412,681,188,188,376,9,6,14,10,10,12,209,203,405,13262,14086,27348,4959,5432,10390,13772,14617,28387,4427,4865,9293,16099,17310,33404,353,320,667,2242,2049,4293,834,904,1735,639,795,1432,909,1208,2117,9870,10934,20804,2110,1940,4051,1553,1864,3418,580,675,1251,528,721,1256,126,148,273
SED40012,19836,20252,40096,1407,1415,2815,3157,2931,6085,1360,1187,2546,1376,1350,2721,2871,3002,5873,2580,2588,5164,2359,2371,4731,2292,2374,4664,1408,1544,2945,753,980,1734,283,528,805,14,16,29,19663,19895,39559,176,361,535,807,840,1648,19,22,42,17,13,36,849,875,1724,14230,14207,28437,4358,4769,9129,15742,15949,31691,2871,3061,5933,17203,17471,34675,323,295,617,2932,2686,5620,887,873,1764,315,411,723,502,919,1423,5560,6334,11896,3166,2870,6035,3200,3151,6349,1095,1147,2240,852,893,1742,292,393,680
SED40013,22128,21734,43855,1465,1370,2834,2748,2511,5259,1094,1112,2205,1721,1431,3158,4354,3988,8335,3686,3434,7116,2552,2503,5062,1970,2122,4094,1429,1675,3105,789,981,1767,320,607,929,29,49,76,21341,21135,42472,791,597,1389,453,441,895,4,6,16,5,9,13,459,459,923,12734,12695,25421,8734,8386,17125,11783,12112,23894,9007,8641,17646,17010,17444,34454,396,361,757,2613,2394,5002,911,965,1876,775,742,1518,1127,1507,2635,10960,11125,22090,2111,1961,4066,2203,1963,4163,594,745,1341,766,860,1633,478,447,923
SED40014,15927,17493,33417,598,536,1130,1581,1508,3086,705,690,1398,491,505,999,1072,1155,2227,1317,1467,2791,1679,1827,3507,2333,2752,5086,3262,3843,7112,2228,2272,4498,655,927,1584,23,18,41,15638,17001,32643,290,493,780,274,256,532,8,11,16,6,5,12,287,271,561,12233,13252,25485,2959,3391,6351,14809,16190,31004,491,603,1091,14665,16081,30744,138,130,273,1487,1428,2912,492,540,1032,100,154,249,241,523,767,5530,6506,12037,2936,3165,6100,2936,3278,6223,948,974,1918,654,611,1262,39,35,74
