SED_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SED40021,4549,517,269,0,6,5347,3937,652,246,0,6,4843,1527,519,638,0,4,2689,210,156,217,0,3,581,54,113,83,0,4,258,643,204,243,4,7,1094,89,23,64,0,0,176,15,7,14,0,0,43,2545,1018,1258,4,20,4842,187,165,310,0,11,664,313,109,111,0,0,539,11530,2462,2192,3,40,16231
SED40022,5145,35,21,38,12,5248,5730,20,6,3,3,5762,472,14,3,3,5,500,4,10,0,0,0,15,9,16,14,0,0,43,527,18,0,3,4,552,47,6,0,23,3,73,14,0,3,0,0,22,1077,67,24,24,9,1193,212,50,29,0,0,301,484,10,10,0,0,508,12649,185,84,76,28,13016
SED40023,3756,234,11,74,0,4078,5915,145,7,3,6,6077,980,99,4,0,0,1076,367,181,80,0,0,629,104,48,6,0,0,154,651,51,0,0,0,712,45,30,0,51,0,123,17,5,4,0,0,29,2161,416,94,55,0,2726,187,346,36,5,0,565,382,95,31,25,0,536,12398,1236,176,161,8,13981
SED40024,3661,159,146,53,3,4022,5966,211,177,0,12,6369,2059,354,241,0,3,2658,476,218,121,0,0,821,166,73,38,0,3,283,829,92,82,3,3,1005,47,28,15,9,0,95,14,15,3,0,0,33,3594,778,500,13,14,4900,148,128,86,4,0,366,462,124,63,29,3,684,13834,1404,974,102,30,16338
SED40025,3890,150,12,24,8,4085,6338,97,13,0,3,6457,1687,195,37,0,0,1924,258,70,0,0,0,329,75,55,0,0,0,129,622,45,13,0,8,692,96,22,0,9,0,118,10,9,0,0,0,21,2747,393,55,9,13,3211,243,133,0,3,7,385,507,52,0,9,5,566,13721,827,88,40,27,14705
SED40026,4119,198,4,6,0,4319,6109,161,4,0,0,6281,885,113,42,0,0,1041,525,159,12,0,0,698,41,24,0,0,0,63,455,53,0,0,0,505,60,7,0,0,0,67,15,0,3,0,0,18,1973,354,55,0,0,2389,99,264,0,0,0,367,278,48,4,0,0,330,12585,1026,73,0,4,13682
SED40027,3941,953,218,11,5,5130,3357,924,137,3,5,4427,850,636,251,4,3,1746,203,731,86,0,6,1025,69,83,17,0,0,169,518,265,96,6,4,893,43,31,15,10,0,93,7,7,9,0,0,26,1696,1752,472,17,7,3952,109,223,38,0,0,375,235,221,55,86,3,604,9338,4074,927,118,26,14491
SED40028,3176,484,4,37,14,3722,5551,272,9,0,19,5856,1659,464,33,0,4,2155,333,322,11,0,0,675,50,56,11,0,0,120,601,118,16,4,0,738,206,31,13,19,8,270,14,9,9,0,0,26,2867,989,95,22,10,3989,122,149,9,3,17,295,377,153,22,12,3,566,12092,2054,144,76,65,14425
SED40029,6337,90,27,68,19,6537,4471,51,6,23,12,4555,988,157,95,4,3,1253,218,68,5,0,0,297,114,67,0,0,0,179,1023,54,15,4,11,1100,427,26,5,31,17,500,34,10,0,0,0,49,2805,374,118,34,29,3375,670,42,3,16,3,734,1088,72,19,50,38,1272,15372,629,180,186,112,16471
SED40030,5230,193,44,127,27,5617,5395,121,15,7,10,5560,1411,149,66,4,3,1637,65,27,10,0,0,102,52,18,0,0,0,73,912,57,31,10,14,1023,101,10,5,34,18,172,13,4,0,3,0,17,2560,270,114,46,38,3022,303,151,8,4,0,466,696,49,19,38,12,808,14175,789,196,231,83,15482
SED40031,5008,542,105,0,3,5664,4580,686,116,0,8,5383,990,324,201,0,4,1518,47,80,11,0,0,144,11,47,13,0,0,71,485,137,69,0,0,698,50,13,6,0,0,73,0,7,4,0,0,10,1586,613,312,0,3,2513,101,64,47,0,0,216,256,56,37,0,4,355,11529,1955,621,0,24,14135
SED40032,3073,1223,634,6,8,4941,2966,1166,384,0,6,4532,726,1094,991,28,8,2847,190,334,149,0,0,677,96,116,92,0,0,302,424,520,286,9,5,1247,24,28,44,0,5,103,6,8,10,0,0,24,1465,2096,1583,38,21,5207,88,212,159,0,4,472,141,191,144,8,0,476,7735,4888,2912,45,42,15622
SED40033,4146,244,134,34,20,4577,4590,151,73,23,4,4841,1115,463,428,0,0,2016,275,369,150,0,0,791,48,36,16,0,0,102,576,68,77,5,4,735,110,34,23,4,19,193,16,4,14,0,0,31,2150,977,709,14,29,3870,271,136,26,3,10,443,487,206,68,40,44,838,11637,1718,1006,116,98,14572
SED40034,6611,180,5,207,26,7030,3330,70,0,14,9,3426,1006,87,23,8,4,1130,209,110,14,0,0,329,76,27,6,0,0,110,1013,57,10,10,10,1100,198,18,4,69,8,299,22,5,3,0,0,25,2526,305,51,90,21,2994,410,81,0,13,0,511,851,70,9,108,5,1041,13734,699,67,437,64,15000
SED40035,4528,289,188,10,8,5017,5308,258,178,5,8,5760,1079,243,175,0,4,1499,63,42,40,0,0,150,19,40,11,0,0,74,646,80,77,0,3,803,67,23,10,0,5,100,15,4,3,0,0,22,1888,432,325,0,9,2643,132,432,122,0,0,685,283,88,37,0,3,413,12134,1504,857,11,27,14523
SED40036,3183,177,32,3,3,3397,5734,277,96,0,9,6124,1473,267,176,0,4,1911,492,238,116,0,3,849,105,29,40,0,0,174,793,75,52,0,4,926,187,21,19,0,3,234,21,8,10,0,0,36,3072,629,414,0,15,4124,88,120,9,0,0,219,410,77,78,5,5,575,12494,1279,628,11,33,14445
SED40037,3780,653,187,26,16,4659,4587,753,253,14,11,5611,991,629,509,12,9,2146,380,475,188,0,0,1039,75,78,27,0,0,173,592,244,173,11,6,1020,83,52,17,0,0,150,14,6,11,0,0,30,2127,1474,929,23,17,4568,109,80,41,9,0,241,303,192,113,15,5,625,10906,3148,1518,84,44,15698
SED40038,3274,345,35,0,4,3659,5105,512,45,0,10,5680,1533,634,335,0,3,2511,461,662,71,0,0,1193,141,145,25,0,0,309,902,249,69,0,8,1229,181,62,44,0,0,288,27,23,15,0,0,67,3244,1776,564,0,14,5600,145,90,17,0,0,252,589,286,68,7,5,948,12358,3008,723,7,32,16137
SED40039,3860,338,3,0,0,4202,5545,413,13,0,5,5965,1431,452,13,0,4,1901,461,384,0,0,4,847,115,34,0,0,0,151,911,193,3,0,0,1103,46,17,0,0,0,67,16,16,0,0,0,29,2987,1098,18,0,4,4110,112,133,3,0,0,246,465,203,9,4,4,682,12969,2185,35,0,16,15211
SED40040,5404,94,7,73,10,5589,5792,70,9,3,11,5892,869,142,23,3,5,1038,55,38,13,0,0,103,57,41,12,0,0,114,624,47,13,0,8,692,77,7,4,32,9,123,8,9,0,0,0,18,1685,286,69,38,15,2088,349,66,12,4,6,436,541,40,11,34,6,622,13777,552,104,147,42,14624
SED40041,5123,181,17,224,113,5661,3912,105,10,27,12,4064,1197,378,116,0,8,1705,408,421,178,8,9,1027,74,43,36,0,3,158,822,69,31,11,10,944,229,22,10,92,42,394,18,12,3,0,0,27,2748,951,367,105,69,4249,321,46,19,21,42,443,775,199,63,201,30,1264,12875,1487,472,587,268,15682
SED40042,2576,205,5,141,13,2943,5521,333,7,12,14,5880,2486,669,43,0,5,3208,328,353,61,0,4,748,56,66,16,0,0,139,796,135,12,4,0,947,186,24,0,75,9,297,36,9,0,0,0,45,3889,1266,131,84,16,5387,183,34,0,7,4,220,734,238,23,87,4,1087,12903,2069,164,333,46,15517
SED40043,4058,376,101,44,11,4597,5193,655,122,7,6,5979,1838,505,393,3,9,2745,499,181,188,0,0,871,297,124,96,0,4,519,772,197,154,0,13,1133,122,26,34,18,4,216,24,9,7,0,0,45,3549,1046,870,16,35,5518,167,72,12,0,0,247,437,103,86,4,0,630,13408,2258,1186,74,57,16973
SED40044,4277,874,518,5,6,5684,3318,647,432,0,4,4405,787,596,1247,7,5,2640,14,135,114,0,0,265,4,56,93,0,3,158,392,249,447,4,5,1100,21,12,34,0,3,69,5,4,13,0,0,24,1220,1057,1946,9,18,4251,122,180,242,0,0,543,129,98,128,5,3,355,9068,2853,3264,21,29,15230
SED40045,4990,353,159,23,3,5530,5804,206,146,3,4,6159,551,104,218,0,0,885,8,13,7,0,0,28,11,31,24,0,0,65,404,68,94,7,7,579,18,5,0,9,9,44,0,0,0,0,0,9,1001,221,354,16,14,1604,84,199,36,0,5,329,171,56,27,9,3,260,12047,1037,723,54,28,13888
SED40046,3814,446,195,5,8,4469,3566,706,255,0,17,4547,1278,681,766,8,27,2756,228,266,199,0,5,695,70,128,86,0,9,288,845,354,355,6,5,1566,86,41,91,0,5,216,14,10,8,0,4,38,2521,1473,1506,11,57,5561,158,81,28,0,0,266,272,126,106,4,3,509,10315,2833,2095,18,84,15351
SED40047,4620,222,26,0,0,4865,5867,293,16,0,3,6181,951,257,30,0,0,1233,231,151,15,0,0,397,31,6,0,0,0,38,551,111,7,0,0,675,45,7,3,0,0,55,16,4,0,0,0,13,1814,534,64,0,3,2407,99,27,14,0,0,143,284,57,20,0,0,362,12690,1136,138,0,9,13963
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED50106,5293,183,12,173,16,5666,4704,89,12,7,9,4818,1349,241,16,4,0,1603,432,165,7,0,3,605,96,158,10,0,0,270,1023,90,4,6,0,1125,164,40,9,85,5,303,15,16,0,0,0,33,3076,704,48,93,11,3938,284,96,6,14,0,408,604,105,0,115,8,835,13967,1175,74,401,53,15664
SED50202,3544,406,17,152,9,4123,8108,479,24,7,0,8621,2061,863,55,3,8,2984,269,295,32,0,0,602,24,93,25,0,0,148,1094,225,14,3,0,1341,115,53,3,48,0,221,19,17,4,0,0,36,3589,1546,134,53,11,5337,155,123,25,8,7,303,936,251,31,79,10,1308,16323,2807,235,298,34,19689
SED50304,3792,1394,95,0,0,5289,3642,2472,260,0,0,6373,1310,2244,718,0,0,4276,141,564,22,0,5,728,19,101,15,0,0,136,635,927,176,0,0,1737,79,114,27,0,0,226,17,27,4,0,0,46,2196,3976,968,0,7,7154,102,145,3,0,0,263,362,498,121,0,3,993,10097,8495,1457,0,20,20067
SED50405,2914,101,4,61,0,3083,10910,155,14,4,9,11089,2821,175,87,0,0,3084,141,32,47,0,0,227,13,9,16,0,0,33,889,40,6,3,0,940,245,10,5,20,0,289,14,0,0,0,0,15,4126,268,153,29,9,4585,114,102,0,3,0,222,777,24,12,25,0,839,18839,654,184,119,15,19814
SED50502,4318,352,86,0,3,4761,6267,540,107,0,6,6917,1462,341,96,0,3,1909,316,280,67,0,0,663,61,57,0,0,0,122,909,169,33,0,4,1116,88,17,0,0,0,105,18,10,0,0,0,26,2856,873,200,8,6,3938,127,63,11,0,0,206,554,171,24,4,0,759,14121,2012,423,10,16,16578
SED50605,5954,916,259,0,6,7142,4324,678,199,0,0,5202,1364,660,376,4,0,2400,48,94,10,0,0,155,11,18,0,0,0,26,585,225,96,0,3,910,35,11,14,0,0,61,5,9,3,0,0,20,2060,1013,496,4,6,3578,157,78,6,0,0,242,248,93,75,0,3,425,12749,2782,1035,6,18,16592
SED50702,3574,481,388,22,6,4469,4815,878,690,0,11,6390,2365,1211,1541,0,4,5121,504,469,68,0,0,1042,72,70,8,0,0,153,1003,343,299,0,3,1653,137,51,24,6,13,231,36,11,5,0,0,54,4118,2159,1946,9,24,8253,169,43,28,0,0,240,637,264,216,20,19,1144,13314,3820,3263,47,58,20502
SED50805,4376,1285,185,4,18,5868,4273,1178,285,0,5,5735,864,837,362,4,5,2074,54,244,27,0,0,325,11,24,4,0,0,36,436,366,118,4,5,923,22,16,4,0,0,39,8,6,4,0,0,12,1395,1493,514,11,8,3416,131,78,45,0,0,256,250,163,76,9,5,510,10423,4194,1106,26,31,15784
SED50906,4279,508,70,82,6,4946,5754,346,51,0,15,6165,1980,683,254,3,4,2929,290,448,30,0,0,773,45,151,71,0,0,269,1107,270,52,0,4,1429,111,60,9,24,4,207,23,15,3,0,0,44,3551,1636,422,30,14,5644,141,136,25,5,3,310,609,272,75,74,8,1040,14329,2904,639,190,44,18108
SED51004,3251,289,33,0,0,3575,8137,246,77,0,9,8463,1697,276,142,0,0,2116,146,92,0,0,0,240,18,26,0,0,0,47,890,102,32,3,0,1025,63,7,0,0,0,67,10,0,0,0,0,5,2816,500,178,3,4,3500,96,35,5,0,0,128,446,65,19,12,0,548,14748,1139,306,13,9,16219
SED51104,2688,105,6,3,0,2798,10693,141,10,0,9,10855,3332,88,38,0,0,3459,191,76,0,0,0,265,53,51,0,0,0,101,1120,26,10,0,0,1155,97,12,0,0,3,107,21,4,0,0,0,28,4807,261,48,0,4,5116,260,360,3,4,0,622,784,76,3,4,11,872,19232,946,71,12,18,20275
SED51205,4487,481,99,12,6,5081,5818,866,173,7,9,6871,2501,1179,467,13,14,4175,223,266,18,0,0,503,55,47,5,0,0,116,1181,350,84,0,5,1622,203,67,26,4,3,307,23,13,0,0,0,36,4183,1936,597,21,22,6761,169,123,9,3,0,311,636,256,97,23,8,1016,15292,3665,981,58,46,20034
SED51304,5855,632,111,0,0,6600,5558,475,49,0,0,6082,822,251,80,0,4,1160,19,38,10,0,0,71,3,26,8,0,0,36,392,176,60,0,0,629,20,8,8,0,0,32,3,9,0,0,0,9,1260,507,161,0,5,1935,93,77,63,0,0,229,184,73,63,0,5,328,12952,1766,445,0,6,15169
SED51401,5974,41,6,114,43,6184,3820,15,4,12,18,3874,643,59,18,6,5,727,418,169,0,9,7,604,119,58,11,6,0,197,1034,25,4,6,3,1082,462,41,0,33,20,559,21,5,0,0,0,34,2698,357,40,61,37,3195,703,11,0,22,14,752,1522,94,11,61,16,1705,14722,519,61,266,131,15701
SED51504,4719,778,450,0,0,5947,4296,893,508,0,4,5702,940,620,1245,0,0,2804,59,206,64,0,0,321,4,14,27,0,0,46,406,221,397,0,0,1023,22,20,84,3,0,123,3,9,7,0,0,16,1437,1085,1817,0,4,4342,112,121,67,0,0,298,166,107,139,4,0,420,10735,2977,2971,11,9,16706
SED51605,3580,172,79,170,0,4004,8070,255,267,3,7,8595,1778,289,727,0,0,2793,179,122,64,0,0,361,13,16,11,0,0,45,638,82,95,0,0,818,68,11,8,38,3,130,8,0,0,0,0,10,2673,511,922,50,4,4151,100,75,10,5,0,194,416,59,77,65,0,622,14849,1069,1349,286,10,17565
SED51706,5425,170,46,101,7,5749,6907,83,6,14,11,7020,1213,132,47,5,0,1395,156,110,35,0,0,301,31,25,3,0,0,60,947,61,14,10,0,1029,113,5,3,100,3,220,13,0,4,0,0,20,2468,327,114,116,5,3038,285,114,5,19,5,424,772,60,15,138,7,996,15858,759,187,388,41,17227
SED51804,4931,1013,857,4,4,6801,3556,649,539,0,0,4746,824,511,1539,0,3,2880,58,276,118,0,0,451,12,27,18,0,0,54,394,216,428,0,0,1043,157,17,29,0,0,204,7,5,3,0,0,14,1452,1052,2137,4,5,4645,98,135,263,0,3,503,249,147,263,14,5,682,10286,2992,4057,22,15,17376
SED51902,4108,25,23,90,12,4257,9371,45,12,5,11,9436,860,32,0,0,0,892,10,6,0,0,0,13,5,24,0,0,0,30,633,12,8,4,0,663,60,5,6,9,0,72,11,0,0,0,0,9,1580,84,6,12,5,1681,157,9,6,10,4,185,529,13,7,14,0,564,15732,176,53,131,30,16125
SED52006,6135,409,84,78,3,6709,5934,189,37,8,0,6167,1730,265,66,7,0,2065,26,36,0,0,0,62,16,73,0,0,0,89,839,98,20,5,0,963,76,38,4,9,0,128,13,8,0,6,0,24,2693,529,83,24,0,3334,162,215,3,6,0,392,417,82,12,29,5,546,15348,1423,226,136,11,17142
SED52102,4059,115,10,168,0,4350,7099,147,7,13,7,7275,1617,138,12,7,0,1779,192,63,0,0,0,257,13,19,0,0,0,33,931,44,0,9,0,995,107,11,8,76,3,204,16,0,0,0,0,18,2878,274,18,95,7,3285,169,112,4,8,0,296,591,45,3,102,4,748,14797,696,48,388,19,15954
SED52205,4195,821,461,113,24,5612,4609,952,530,7,6,6097,1300,847,921,3,9,3085,346,486,232,0,7,1065,49,119,37,0,0,206,871,410,286,6,5,1580,103,58,35,54,8,260,7,13,8,0,0,33,2674,1946,1515,72,26,6231,140,128,30,0,4,313,440,278,233,121,20,1098,12060,4124,2777,321,75,19350
SED52301,4071,306,21,236,32,4665,4794,187,20,15,5,5020,1478,465,103,4,7,2056,298,186,41,3,0,531,60,44,0,0,0,106,1099,165,29,5,8,1302,190,58,5,51,8,310,17,13,0,0,0,32,3138,930,186,59,24,4328,191,102,12,9,6,320,922,228,52,89,15,1303,13110,1747,285,408,87,15645
SED52404,5097,422,50,6,0,5576,6626,413,42,0,0,7080,1313,211,16,0,0,1539,46,35,0,0,0,80,10,9,0,0,0,13,741,128,15,0,0,894,45,3,0,0,0,50,12,4,0,0,0,15,2171,386,33,0,5,2589,97,17,5,0,0,116,277,40,6,27,0,358,14265,1289,138,30,6,15729
SED52505,4084,245,15,0,0,4346,10289,280,16,5,11,10588,1907,126,18,0,0,2054,18,0,0,0,0,19,8,0,0,0,0,6,657,49,8,0,0,715,69,8,0,0,0,78,9,0,0,0,0,9,2666,183,30,3,0,2881,129,8,0,0,0,136,345,19,6,7,0,374,17509,730,61,9,8,18324
SED52604,4437,321,124,7,0,4883,6103,308,158,0,0,6571,1242,360,461,6,7,2069,69,87,16,0,0,170,14,12,0,0,0,31,577,130,100,5,0,815,41,6,13,6,3,65,11,6,3,0,0,22,1949,604,593,12,8,3176,85,17,17,0,0,115,316,79,76,77,16,569,12893,1321,964,107,29,15318
SED52702,5992,198,16,34,6,6243,6119,47,14,8,8,6184,563,65,20,0,0,648,9,40,0,0,0,54,5,50,3,0,0,56,519,55,8,9,5,600,37,0,0,8,4,43,9,3,0,0,0,11,1145,224,28,14,6,1418,140,35,8,0,0,188,335,48,11,11,0,403,13726,549,77,71,26,14440
SED52803,2174,127,14,197,58,2562,4327,252,12,22,4,4610,1427,721,88,4,7,2235,350,246,15,0,5,616,98,61,12,0,8,179,743,122,12,16,10,911,414,142,16,158,45,773,12,20,0,3,0,35,3033,1315,142,186,73,4743,274,50,8,30,40,398,1088,300,51,480,49,1973,10891,2045,229,912,225,14293
SED52903,1055,74,14,2772,191,4098,1648,97,23,153,24,1943,707,291,102,23,12,1142,1909,364,48,10,21,2356,901,63,14,14,17,997,551,72,28,137,60,842,744,137,29,746,127,1794,42,10,0,9,3,62,4855,945,219,943,232,7194,480,87,4,228,85,880,1355,290,58,799,211,2711,9386,1493,315,4902,743,16832
SED53004,5485,557,12,82,6,6142,6463,411,6,5,0,6883,987,170,6,0,0,1159,34,28,0,0,0,62,11,26,0,0,0,33,579,117,0,0,0,702,42,11,0,8,0,63,6,0,0,0,0,12,1659,350,9,8,0,2030,90,158,4,5,0,256,264,71,3,25,0,359,13959,1545,36,113,5,15662
SED53105,2890,134,47,4,0,3083,8731,281,75,0,5,9088,2286,335,149,0,0,2769,201,127,87,0,0,411,60,34,31,0,3,129,918,69,41,0,0,1031,92,3,9,0,0,100,19,7,0,0,0,23,3568,572,314,0,3,4462,90,55,5,6,0,149,656,62,78,51,5,851,15936,1103,510,60,18,17626
SED53204,3409,245,4,37,3,3697,8936,340,0,0,5,9282,1300,291,0,0,0,1587,40,114,0,0,0,153,13,4,0,0,0,13,493,75,0,0,0,559,58,7,0,10,0,85,7,4,0,0,0,9,1900,496,0,10,0,2417,209,12,0,3,0,223,356,47,0,0,0,415,14812,1142,4,58,13,16033
SED53306,4030,752,210,59,3,5061,5965,335,128,0,5,6433,2177,649,263,3,3,3106,278,335,31,0,5,650,158,78,66,0,4,313,1151,237,50,3,0,1444,81,62,10,19,5,167,26,15,4,0,0,47,3872,1378,434,27,14,5722,159,628,15,0,0,806,704,240,76,62,7,1088,14735,3335,859,148,36,19118
SED53402,3534,672,299,0,0,4504,4901,1145,649,0,8,6703,1478,1140,1397,0,7,4017,175,397,185,0,0,756,20,60,69,0,0,150,834,419,424,0,5,1681,70,62,52,0,0,186,3,14,8,0,0,34,2588,2096,2129,3,11,6820,122,97,41,0,0,256,360,223,198,20,9,816,11504,4233,3309,25,24,19103
SED53502,4267,427,28,146,8,4865,7368,448,58,9,9,7887,1338,908,414,3,6,2671,223,357,54,0,4,630,30,82,22,0,0,129,911,301,38,11,3,1258,84,49,0,52,0,183,12,18,0,5,0,38,2597,1707,527,67,14,4916,157,22,12,7,3,198,579,242,64,287,40,1211,14961,2839,694,515,68,19079
SED53602,3893,392,23,0,0,4311,5383,936,63,0,0,6380,1835,603,73,0,4,2517,380,701,85,0,0,1166,64,81,4,0,0,144,1164,271,25,0,4,1458,290,58,13,0,0,354,43,11,0,0,0,56,3770,1724,197,0,7,5698,156,37,5,0,0,200,827,275,17,39,4,1166,14022,3356,314,39,18,17753
SED53701,5839,112,17,400,66,6430,4362,32,10,41,22,4460,541,40,16,13,4,601,203,82,15,6,0,312,56,41,17,6,0,112,985,46,12,24,18,1090,383,24,9,91,31,539,16,4,0,0,0,21,2189,234,65,132,52,2673,681,35,4,35,23,777,1486,88,29,242,31,1870,14562,497,117,856,186,16212
SED53802,4933,811,29,5,0,5776,4726,1448,18,0,0,6202,1751,1344,14,0,3,3118,161,312,10,0,0,484,20,65,5,0,0,92,948,456,7,0,3,1412,128,71,0,0,0,201,22,15,0,0,0,34,3031,2268,42,0,9,5347,153,77,9,0,0,239,446,294,6,3,4,754,13294,4902,97,10,18,18316
SED53902,3913,1343,320,0,3,5588,3543,1587,503,0,0,5639,1073,1478,1296,4,3,3856,33,71,130,0,0,230,13,34,87,0,0,138,628,556,339,0,0,1520,72,59,40,0,0,166,11,17,9,0,0,34,1822,2215,1896,8,3,5952,140,185,218,3,0,544,264,235,218,11,6,733,9684,5569,3161,24,15,18455
SED54006,5345,141,4,244,17,5753,6360,36,3,24,7,6430,1284,97,5,5,4,1396,141,71,3,0,0,215,22,42,4,0,0,67,998,86,6,14,6,1106,173,15,0,99,9,290,22,4,0,0,0,27,2647,315,10,112,12,3103,372,79,0,8,3,469,698,70,3,96,7,871,15420,636,23,483,53,16616
SED54104,4458,760,1036,0,7,6270,3001,615,939,3,4,4563,1125,918,2801,4,4,4845,8,54,369,0,0,433,5,28,81,0,0,113,425,327,697,0,7,1454,40,44,80,0,0,162,0,7,13,0,0,17,1606,1377,4036,7,10,7037,134,49,266,0,0,461,173,83,372,19,6,655,9378,2897,6650,36,27,18986
SED54203,1304,72,11,2736,171,4293,926,26,0,188,20,1159,357,85,32,11,3,495,642,93,27,12,9,779,169,30,55,31,0,286,402,69,12,144,34,661,1275,109,30,782,110,2311,19,5,8,12,0,44,2868,392,163,978,170,4570,490,51,21,179,99,834,953,146,26,507,185,1818,6539,689,227,4582,642,12678
SED54304,2371,692,1501,7,3,4580,2629,1034,2573,15,5,6248,909,1009,6759,21,14,8710,31,200,408,0,0,642,9,51,155,0,6,222,594,390,1393,16,12,2403,38,51,179,0,7,275,7,11,41,0,0,63,1587,1715,8934,31,46,12311,106,103,137,0,3,354,184,158,1123,397,25,1879,6882,3691,14272,450,79,25374
SED54403,763,95,35,730,120,1746,2202,221,23,49,9,2508,1584,532,440,13,15,2577,927,252,67,4,7,1257,234,27,11,0,8,277,338,91,44,26,19,515,3230,555,290,254,94,4423,17,10,0,0,0,23,6328,1463,850,293,132,9074,774,113,107,64,76,1137,1361,485,264,428,103,2638,11431,2369,1283,1570,451,17106
SED54505,5783,347,132,0,4,6270,5044,360,125,0,0,5529,1583,300,103,0,0,1987,26,57,36,0,0,119,5,20,27,0,0,53,608,131,42,0,3,789,56,13,16,0,0,82,11,7,4,0,0,15,2288,530,223,0,0,3050,142,120,291,0,0,552,234,54,45,0,4,340,13485,1417,826,4,10,15743
SED54605,5046,475,292,148,3,5959,5065,242,203,5,7,5522,1702,449,649,0,0,2805,151,166,124,0,0,441,23,49,24,0,0,94,993,187,154,3,0,1346,162,22,27,35,0,250,11,7,5,0,0,27,3046,883,975,41,6,4953,127,54,17,4,0,202,586,134,129,69,7,930,13871,1788,1618,273,24,17568
SED54701,5187,122,20,163,46,5543,3548,48,3,15,12,3621,756,193,34,0,5,987,422,170,7,0,0,609,80,76,31,0,0,190,1217,94,12,20,8,1355,499,39,6,63,23,626,28,16,6,0,0,51,3009,592,91,85,35,3812,956,38,8,16,41,1058,1314,142,33,102,10,1614,14007,941,166,389,146,15647
SED54804,3247,1468,232,67,8,5019,4164,2351,351,6,0,6879,1108,1875,745,0,0,3732,190,423,154,0,0,766,10,66,16,0,0,89,576,699,188,0,4,1470,66,56,17,25,0,161,5,13,3,0,0,27,1948,3132,1133,28,8,6251,141,180,98,3,0,424,323,341,202,19,8,898,9827,7477,2028,118,26,19473
SED54905,3485,1634,521,0,3,5642,3116,1409,478,0,7,5013,1049,1954,1112,0,3,4118,314,212,128,0,0,653,8,56,36,0,0,98,494,677,339,5,0,1516,40,33,32,0,3,110,9,11,5,0,0,31,1918,2942,1648,5,14,6524,122,237,168,0,0,527,247,256,173,0,7,688,8889,6480,2989,3,28,18389
SED55005,3910,93,14,3,5,4021,8445,175,15,0,0,8639,1802,232,20,3,4,2061,171,25,0,0,0,192,21,26,0,0,0,48,838,54,0,4,0,896,117,8,3,0,3,128,14,3,0,0,0,22,2956,349,26,5,4,3349,139,105,12,0,0,255,548,47,6,4,4,601,15998,773,70,15,13,16865
