SED_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SED25302,20701,55627,1758,2806,836,1715,2598,4526,1309,2074,80,115,43,76,0,0,23,39,1455,2303,3,11,128,169,5,0,0,3,139,182,22,44,24902,62679,2632,..,27535,62679
SED25402,25080,61370,1244,1724,138,286,1390,2008,1634,2314,0,0,0,0,0,0,8,13,1640,2329,20,30,94,149,19,28,9,26,138,232,39,70,28286,66011,2524,..,30811,66011
SED25501,16855,48629,1237,3015,1105,3393,2345,6403,3264,7996,239,498,186,351,469,904,12,32,4170,9773,0,0,0,0,0,6,9,22,13,21,13,24,23397,64855,2341,..,25735,64855
SED25605,18239,51739,1569,3323,1163,3187,2731,6508,1457,2855,230,397,307,425,0,0,27,48,2022,3723,28,25,87,95,0,0,12,19,118,150,19,54,23130,62169,1481,..,24619,62169
SED25704,23853,58143,1910,2802,32,53,1943,2852,440,688,7,10,0,0,0,3,6,15,452,717,229,348,279,471,20,29,57,110,583,954,71,138,26901,62807,3039,..,29947,62807
SED25802,27541,70612,1533,2206,93,141,1618,2350,931,1323,0,0,0,0,0,8,11,20,945,1358,78,103,341,470,7,5,17,30,447,613,41,78,30590,75008,2648,..,33240,75008
SED25905,20264,60335,1360,3250,848,2424,2212,5667,269,525,26,46,0,0,0,0,19,43,311,623,0,0,108,135,4,0,0,4,106,146,16,34,22913,66805,855,..,23767,66805
SED26005,24779,81604,885,2435,576,1629,1461,4063,101,239,0,0,0,0,0,0,13,40,112,276,0,4,0,0,0,0,5,11,8,13,11,32,26377,85995,833,..,27208,85995
SED26102,26547,60698,1639,2548,732,1570,2373,4118,389,638,69,118,0,0,0,3,6,9,466,768,65,106,246,344,45,42,29,51,385,543,25,39,29785,66169,21176,..,50966,66169
SED26207,17380,47084,2217,4201,3114,7813,5327,12012,729,1349,38,63,53,72,0,0,14,21,841,1509,0,0,0,0,4,6,57,123,59,129,17,31,23627,60767,1703,..,25331,60767
SED26303,14068,38384,3113,6773,3846,8246,6959,15022,3721,5440,900,1357,2446,3967,302,401,17,50,7379,11207,0,0,0,0,21,22,182,383,207,408,24,43,28645,65068,2937,..,31582,65068
SED26406,13801,38421,4284,8930,2621,7031,6910,15960,4517,7812,901,1556,2618,4556,434,803,8,23,8478,14757,0,0,0,0,4,0,25,61,31,65,42,57,29258,69258,3680,..,32937,69258
SED26504,22455,53658,2133,3084,161,282,2297,3371,122,245,19,48,25,50,19,43,7,10,190,395,147,239,152,236,30,35,41,87,365,593,66,146,25361,58157,3772,..,29133,58157
SED26603,18483,50512,3687,7069,6594,15715,10281,22785,1347,2554,439,772,492,799,86,178,22,61,2383,4361,0,4,0,0,39,39,69,145,112,189,44,101,31298,77946,2833,..,34133,77946
SED26708,25003,61371,1113,1604,172,360,1290,1972,78,116,15,26,7,14,0,0,10,21,108,177,84,165,70,106,25,44,40,93,224,409,59,127,26682,64054,8475,..,35154,64054
SED26806,3844,9568,3008,6416,2513,5598,5517,12015,3917,6638,9872,15423,6034,9272,10443,17081,17,21,30281,48441,0,0,0,0,9,15,121,205,128,217,81,127,39855,70367,9452,..,49310,70367
SED26903,17119,44813,5686,10722,3759,8487,9441,19206,1069,1825,447,775,529,877,78,134,24,51,2139,3667,0,0,0,0,64,62,176,355,239,419,18,44,28958,68143,2855,..,31814,68143
SED27003,4190,10607,6784,15071,5726,13513,12515,28585,2609,4250,4058,6571,6720,10920,5976,10961,30,59,19389,32756,0,0,0,0,42,39,320,633,357,673,56,88,36503,72712,6338,..,42842,72712
SED27101,19523,51809,3204,6205,1432,3540,4632,9748,224,426,408,665,852,1405,73,125,21,47,1584,2663,0,0,0,0,16,13,13,26,27,37,27,40,25791,64308,1867,..,27664,64308
SED27208,26670,61645,1079,1566,76,137,1156,1706,394,537,13,15,0,0,0,0,7,7,409,560,294,467,117,174,29,41,116,235,553,920,91,158,28889,64993,3967,..,32851,64993
SED27305,17728,52349,830,1313,457,1074,1287,2383,17,37,51,78,28,42,0,0,23,53,126,210,0,0,0,0,0,0,9,18,6,17,11,17,19156,54977,748,..,19908,54977
SED27406,14122,39770,4246,7715,2827,6756,7071,14480,1701,2824,1007,1686,1528,2411,443,719,18,32,4693,7676,0,0,3,4,3,6,186,349,197,358,26,48,26103,62326,2381,..,28482,62326
SED27504,25659,66641,2617,4219,110,229,2732,4447,64,91,21,19,4,3,0,0,12,16,95,133,328,462,206,282,47,63,256,379,838,1178,56,128,29385,72527,2534,..,31921,72527
SED27608,30295,82679,2361,3940,642,1286,3005,5223,68,119,51,74,4,10,0,0,6,4,127,210,41,65,35,66,4,0,5,3,87,142,49,93,33553,88345,3659,..,37215,88345
SED27708,23816,58327,1906,2894,442,800,2346,3692,686,986,59,84,0,0,0,0,6,15,750,1085,136,212,153,264,23,28,45,106,362,614,47,95,27324,63810,3549,..,30873,63810
SED27807,20494,58712,2300,5474,1929,5277,4232,10755,2041,4226,69,105,24,28,96,148,34,91,2264,4609,0,0,52,63,42,43,57,138,152,245,40,98,27176,74407,2129,..,29305,74407
SED27907,21613,58784,1959,3414,626,1347,2588,4757,1113,1779,33,38,0,0,0,0,12,22,1155,1843,3,5,0,0,0,3,0,10,7,13,11,35,25381,65433,1372,..,26751,65433
SED28007,21576,69666,2329,5530,1375,3685,3704,9217,263,430,78,132,0,0,0,0,4,6,345,568,0,0,0,0,0,0,4,20,4,20,16,36,25653,79510,904,..,26554,79510
SED28107,36120,120633,2887,8262,906,2384,3788,10647,855,1623,0,0,205,337,0,0,11,31,1066,1992,15,15,60,89,3,4,0,11,82,121,48,119,41101,133510,2285,..,43385,133510
SED28203,24625,73264,1190,2603,1444,3576,2634,6174,990,2190,73,111,128,169,0,0,6,26,1198,2490,0,0,0,3,11,14,23,57,32,75,32,53,28523,82049,1833,..,30354,82049
SED28301,17167,50949,1382,2803,1618,4633,2994,7431,781,1671,281,560,567,1064,66,105,14,44,1713,3447,12,18,3,7,0,0,6,3,19,38,23,63,21915,61923,1562,..,23486,61923
SED28408,21955,53530,2946,4783,430,817,3380,5600,829,1159,78,115,4,4,0,0,4,7,918,1293,0,0,0,0,25,28,36,80,57,102,50,103,26355,60629,2132,..,28492,60629
SED28507,28341,82077,2469,4891,706,1632,3176,6528,329,646,22,42,239,359,0,0,12,23,604,1070,41,58,3,3,13,8,3,18,56,84,16,30,32195,89791,2241,..,34440,89791
SED28607,18672,50186,2766,5423,4688,11780,7452,17206,1798,2875,677,1089,310,476,275,425,14,48,3078,4917,0,0,0,0,3,5,154,286,157,297,46,76,29400,72680,2965,..,32366,72680
SED28704,31802,96092,1311,2789,755,1743,2070,4534,108,193,66,113,0,0,0,0,19,36,192,345,3,4,0,3,3,0,3,5,8,21,26,59,34102,101045,1593,..,35689,101045
SED28803,36427,122753,1311,3491,1623,4080,2935,7569,221,554,4,7,19,45,0,0,16,24,258,635,0,0,0,0,5,8,6,14,13,27,40,109,39674,131088,2036,..,41713,131088
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SED30001,17403,52495,429,927,3091,7754,3519,8678,211,370,11,24,0,5,0,0,37,92,264,486,31,38,22,18,4,3,11,21,63,81,44,117,21282,61859,988,..,22269,61859
SED30002,16354,46485,1275,1818,1902,4145,3181,5961,250,476,44,89,0,0,0,0,16,45,304,611,92,105,128,182,0,4,0,3,228,293,18,31,20091,53379,865,..,20950,53379
SED30003,17734,50285,696,1424,2010,4790,2705,6212,273,491,7,10,329,493,0,0,39,81,652,1074,15,15,148,201,0,0,7,13,171,232,36,59,21297,57859,950,..,22246,57859
SED30004,17437,46388,978,1758,1006,1666,1979,3423,1129,2017,948,1694,402,664,0,0,9,24,2487,4398,283,565,71,110,17,42,64,155,442,873,226,418,22577,55501,2290,..,24865,55501
SED30005,8946,25114,2826,5597,3757,8365,6586,13968,1281,2118,3039,5223,1951,3404,1883,3731,29,79,8185,14553,315,512,56,116,8,11,34,61,414,698,94,161,24224,54499,1860,..,26079,54499
SED30006,12049,31324,2046,3795,3344,7081,5388,10874,382,573,965,1783,1293,2420,359,650,15,37,3016,5458,70,94,151,234,5,4,0,0,222,333,131,255,20811,48246,2219,..,23023,48246
SED30007,15009,42592,2092,3290,1106,2429,3199,5718,1536,2757,272,515,711,1673,0,0,40,75,2561,5020,0,0,0,0,0,0,0,0,0,0,32,57,20795,53395,1137,..,21933,53395
SED30008,13010,37567,481,794,4140,9079,4623,9870,1679,2768,2319,4102,928,1642,89,147,17,24,5025,8690,125,163,13,20,0,0,4,9,148,194,30,60,22836,56376,1543,..,24380,56376
SED30009,16327,41597,1876,2906,478,826,2358,3729,1863,2815,0,0,0,0,0,0,4,5,1866,2817,414,718,42,73,51,64,28,50,536,898,61,115,21143,49156,1522,..,22674,49156
SED30010,21091,63598,1751,3330,1494,3408,3246,6733,284,457,15,38,0,0,0,0,29,64,333,554,0,0,0,0,9,14,5,14,23,26,20,34,24707,70944,1567,..,26272,70944
SED30011,18327,46266,1380,2167,761,1350,2147,3519,201,288,32,50,0,0,0,6,5,3,231,342,890,1606,134,235,45,83,39,90,1105,2013,392,703,22205,52842,5301,..,27503,52842
SED30012,10226,28698,1623,3174,3066,6965,4694,10139,1157,2035,2168,3869,1111,2059,1190,2218,33,59,5658,10234,232,456,5,12,20,26,9,33,269,525,44,75,20889,49673,2594,..,23488,49673
SED30013,18702,45759,440,704,116,199,557,902,500,847,70,126,186,320,0,0,4,12,761,1302,1145,2087,184,329,42,75,13,42,1391,2531,329,607,21734,51099,3454,..,25189,51099
SED30014,12669,34048,1852,3102,1876,3479,3732,6577,3694,6413,2587,4597,496,935,516,937,11,21,7304,12910,298,525,186,332,48,74,98,202,622,1135,238,369,24567,55039,2931,..,27501,55039
SED30015,18675,46136,853,1474,151,301,1002,1775,399,684,0,0,3,3,0,0,34,68,432,753,604,1044,143,227,71,116,44,78,862,1466,248,396,21213,50520,3897,..,25112,50520
SED30016,15488,42238,1375,2460,1170,2362,2549,4828,983,1597,674,1137,1607,2842,767,1365,53,94,4085,7033,295,477,86,135,97,133,25,52,497,802,112,206,22730,55107,3277,..,26004,55107
SED30017,15940,44381,1107,1694,1590,3097,2700,4794,397,612,49,93,86,156,0,0,47,105,582,963,145,194,3,0,14,15,0,0,160,215,25,42,19408,50391,763,..,20169,50391
SED30018,14580,42817,378,707,2891,6169,3268,6875,258,462,355,629,220,338,0,0,30,58,866,1485,0,3,0,0,0,3,0,0,3,12,26,53,18747,51240,766,..,19511,51240
SED30019,10378,29509,187,339,1766,3564,1954,3902,3333,5550,4521,7585,3545,6157,1916,3190,12,37,13333,22517,0,3,0,0,4,6,24,57,27,56,78,132,25765,56113,2746,..,28504,56113
SED30020,19042,51730,687,1226,50,112,736,1339,148,260,0,0,0,0,0,0,15,12,159,273,70,129,27,48,26,63,20,39,148,276,67,123,20149,53743,1578,..,21721,53743
SED30021,15276,42883,1081,2412,812,1749,1895,4166,1212,2327,50,99,4,0,0,4,37,64,1302,2503,1470,2968,183,311,687,1293,82,154,2426,4719,684,1339,21592,55606,3044,..,24632,55606
SED30022,24132,75903,1739,4128,1722,4213,3466,8349,189,491,0,0,0,0,0,0,42,89,235,582,28,53,80,127,9,19,7,18,119,211,69,163,28018,85202,1117,..,29130,85202
SED30023,14324,41476,59,99,1256,2662,1316,2761,1337,2215,1280,2197,605,1032,796,1371,14,42,4035,6849,18,28,0,4,3,4,25,47,51,78,38,62,19764,51228,1346,..,21108,51228
SED30024,10717,31177,910,1688,2223,5015,3130,6702,1368,2289,1648,2971,1032,1894,658,1269,54,117,4758,8539,95,186,37,64,40,42,19,40,186,323,57,102,18850,46848,2697,..,21554,46848
SED30025,15363,44361,501,853,2131,4269,2636,5117,767,1322,631,987,205,346,0,0,20,58,1623,2713,0,0,0,0,0,0,0,0,0,0,15,33,19637,52229,934,..,20568,52229
SED30026,15615,44371,451,639,1065,2100,1516,2746,888,1550,674,1062,236,408,0,6,28,48,1824,3072,0,5,0,0,0,0,4,4,3,8,17,41,18981,50243,932,..,19906,50243
SED30027,13047,38008,632,1119,2861,6798,3490,7914,1095,1948,378,605,157,279,0,0,35,68,1665,2902,315,403,143,179,8,11,0,0,465,595,15,27,18680,49449,786,..,19469,49449
SED30028,16232,43031,584,1069,779,1350,1364,2420,1205,1911,202,286,258,398,106,159,4,14,1778,2767,301,520,162,242,74,103,3,3,538,862,87,141,20003,49222,2698,..,22701,49222
SED30029,17046,45815,243,464,49,74,292,537,35,61,0,8,0,0,5,0,96,182,132,258,32,62,130,274,24,43,28,64,213,446,77,165,17755,47215,1522,..,19286,47215
SED30030,12395,34988,112,164,1847,3824,1960,3991,2435,3996,3574,6255,1035,1730,711,1247,19,46,7777,13272,0,0,0,0,0,0,17,43,21,41,48,90,22196,52388,1571,..,23763,52388
SED30031,13460,34464,521,898,293,530,815,1424,756,1179,14,22,0,0,0,0,3,8,775,1211,1220,2304,137,269,128,224,21,46,1520,2842,571,1091,17138,41030,4115,..,21257,41030
SED30032,20338,49672,682,1090,339,535,1024,1623,386,562,23,28,0,0,0,0,15,24,422,619,333,612,105,152,239,385,24,57,705,1204,203,339,22693,53450,2617,..,25308,53450
SED30033,18833,45420,1802,2846,1353,2255,3159,5101,279,447,172,277,356,614,10,17,15,32,827,1389,689,1295,205,317,40,66,38,64,967,1743,398,748,24179,54402,2374,..,26553,54402
SED30034,20775,50574,867,1461,256,486,1123,1947,849,1437,27,60,23,45,0,0,7,16,901,1554,1264,2484,93,148,103,181,94,189,1551,3002,393,754,24742,57829,3330,..,28066,57829
SED30035,18212,47912,482,813,121,202,598,1019,216,338,26,40,3,3,0,0,7,16,253,398,665,1285,181,310,79,160,10,31,933,1781,190,393,20187,51493,2507,..,22691,51493
SED30036,16875,51164,569,918,3565,8490,4129,9403,215,299,131,209,0,0,4,0,71,192,423,702,100,123,35,52,0,0,0,0,134,175,52,121,21620,61561,1087,..,22709,61561
SED30037,16896,44373,1222,1985,719,1353,1948,3333,680,955,79,116,12,13,51,64,17,28,836,1174,0,3,0,0,56,59,17,40,73,101,40,74,19794,49053,1376,..,21168,49053
SED30038,17691,48118,1295,2121,391,743,1681,2865,155,261,23,45,0,0,0,0,15,41,194,341,46,65,0,0,15,18,13,33,71,115,55,95,19706,51539,1267,..,20973,51539
SED30039,20884,65475,270,595,726,1857,996,2447,18,37,23,38,85,115,0,0,46,99,167,289,60,87,32,40,3,0,0,0,97,128,21,43,22167,68388,1265,..,23438,68388
SED30040,15021,41102,2317,3699,942,1943,3258,5645,244,502,339,617,1394,2475,97,157,26,43,2106,3797,33,42,56,91,15,12,10,13,114,162,30,58,20517,50767,1683,..,22205,50767
SED30041,17775,46490,964,1530,212,353,1171,1883,895,1472,92,169,141,250,12,21,10,20,1152,1931,664,1310,109,179,35,64,14,29,816,1579,214,414,21126,52295,2494,..,23626,52295
SED30042,17478,51417,1151,2094,943,2071,2092,4165,262,443,23,48,0,0,0,0,65,131,356,619,14,20,35,43,3,0,5,9,56,77,25,51,19998,56331,780,..,20787,56331
SED30043,18053,48900,590,1131,131,351,720,1482,152,337,0,0,0,0,0,0,16,28,170,370,62,114,21,66,11,33,46,107,140,320,94,133,19172,51211,1520,..,20693,51211
SED30044,20180,60871,1135,2319,331,841,1465,3161,21,52,14,21,7,17,0,0,82,190,133,281,6,8,145,168,15,41,0,4,168,219,58,128,22003,64653,1119,..,23124,64653
SED30045,16106,44091,1003,1607,2237,4698,3238,6312,843,1121,419,657,307,510,15,24,26,47,1602,2356,0,0,134,195,10,9,8,13,147,224,27,39,21129,53022,1105,..,22227,53022
SED30046,18213,51470,1065,1852,2052,4161,3122,6016,888,1431,194,281,113,201,0,0,48,96,1235,2004,43,62,64,96,62,64,4,9,175,233,27,52,22776,59763,1214,..,23988,59763
SED30047,16919,43599,2321,3744,1204,2093,3529,5842,1189,1952,42,70,137,250,326,593,20,51,1707,2914,169,314,276,408,14,13,15,30,472,765,135,211,22758,53323,2258,..,25014,53323
SED30048,10109,29767,78,142,1380,3111,1452,3257,2259,4297,5210,10011,3240,6469,2260,4194,18,32,12993,25005,0,0,0,0,0,9,7,14,9,20,133,251,24700,58311,2387,..,27082,58311
SED30049,15345,46143,316,520,1968,4749,2281,5271,692,1291,739,1337,1002,1880,202,413,29,77,2667,4993,10,17,38,65,0,0,3,3,50,86,23,48,20369,56546,1147,..,21521,56546
SED30050,10179,26461,1256,2152,3126,6306,4377,8455,2286,4005,1613,2887,2290,4035,1334,2402,35,75,7554,13398,533,1031,99,155,32,33,11,25,672,1247,268,514,23061,50073,3574,..,26633,50073
SED30051,19756,48095,692,969,145,232,838,1202,513,751,8,5,4,11,0,0,18,43,539,811,383,625,87,130,48,104,13,25,532,879,122,257,21784,51247,2316,..,24099,51247
SED30052,3262,8837,33,66,1052,2290,1090,2360,2113,3425,4000,6993,9059,16000,14309,24589,513,867,29993,51867,0,5,7,7,102,112,21,39,130,162,247,377,34715,63601,5836,..,40554,63601
SED30053,10024,28960,1507,2897,4093,9291,5602,12187,1213,2268,2414,4419,1143,2208,1070,1825,14,21,5852,10742,151,239,0,0,13,9,5,6,169,259,50,73,21690,52225,2544,..,24237,52225
SED30054,12724,36531,111,160,2290,4700,2401,4858,2009,3321,1593,2740,626,1055,208,399,22,43,4454,7550,0,0,5,6,0,0,16,20,15,27,23,44,19618,49013,1213,..,20835,49013
SED30055,17120,45048,690,1398,61,118,755,1514,70,116,0,0,0,5,4,3,0,0,74,123,512,986,148,199,69,116,16,35,737,1337,198,403,18879,48424,2486,..,21365,48424
SED30056,16182,47728,289,440,403,892,687,1327,129,272,18,28,0,0,0,0,38,84,187,387,0,5,0,0,0,0,12,28,13,29,12,30,17086,49502,723,..,17810,49502
SED30057,17415,49470,2579,4602,1302,2802,3882,7407,162,306,99,115,46,64,0,0,94,171,399,653,0,0,74,117,20,21,4,3,101,142,27,51,21815,57742,1359,..,23178,57742
SED30058,15872,45183,284,502,1414,3048,1700,3550,442,704,251,409,410,693,0,0,21,40,1120,1848,0,0,0,0,0,0,6,6,6,6,26,46,18725,50630,957,..,19687,50630
SED30059,13794,41923,968,2173,4493,10606,5461,12778,112,133,338,595,311,543,436,779,76,183,1274,2238,54,69,47,73,6,11,5,22,121,171,35,87,20682,57199,965,..,21644,57199
SED30060,17292,49511,601,1152,378,707,989,1859,1001,1896,173,346,161,371,0,0,6,26,1347,2630,181,358,102,188,69,178,7,12,361,737,74,142,20058,54879,1212,..,21266,54879
SED30061,15285,40550,1403,2224,621,1118,2023,3346,491,718,581,923,61,109,12,8,12,21,1148,1780,149,278,17,31,9,10,0,3,180,324,96,146,18735,46153,1637,..,20373,46153
SED30062,17982,52960,2496,4233,4237,9460,6732,13693,232,451,67,134,0,0,0,0,15,29,318,608,97,126,209,266,0,0,0,0,311,396,33,65,25375,67724,1210,..,26585,67724
SED30063,20373,48815,389,609,20,39,405,648,637,948,0,0,0,0,0,0,3,6,642,961,381,654,102,175,64,135,28,62,577,1019,114,234,22118,51679,3309,..,25426,51679
SED30064,16051,43101,989,1731,760,1402,1751,3134,883,1314,59,96,0,0,0,0,83,148,1027,1560,174,313,138,200,84,90,7,3,394,608,59,119,19285,48516,1090,..,20376,48516
SED30065,17374,48193,1133,2154,1154,2418,2288,4570,220,433,300,547,224,426,32,54,147,289,924,1746,366,687,16,38,40,68,8,16,434,802,85,192,21099,55504,1537,..,22643,55504
SED30066,15735,39836,1022,1531,1881,3530,2904,5061,1030,1773,546,1008,218,440,10,17,43,86,1848,3319,173,331,29,40,31,51,5,13,240,442,142,262,20870,48918,4610,..,25479,48918
SED30067,14155,38258,469,847,2472,5140,2941,5989,2456,4194,2071,3630,1094,1885,508,786,18,37,6151,10542,0,0,0,0,3,11,15,30,19,39,34,62,23295,54881,1486,..,24779,54881
SED30068,13195,36569,1232,1885,1200,2185,2429,4067,981,1579,286,493,509,910,0,0,15,34,1800,3024,28,61,22,39,25,43,9,17,88,166,27,55,17545,43875,1758,..,19301,43875
SED30069,16842,49481,776,1248,1469,3222,2245,4471,216,360,24,63,12,19,0,0,81,175,334,617,32,66,0,0,4,9,4,9,43,83,33,86,19496,54733,804,..,20297,54733
SED30070,17669,43954,1609,2750,1086,1695,2695,4448,583,876,210,311,163,286,0,0,81,163,1032,1638,424,654,281,406,13,26,16,32,736,1122,54,92,22187,51251,2130,..,24317,51251
SED30071,15678,39333,895,1275,1218,2163,2114,3439,2266,3150,859,1299,1228,1995,929,1690,37,72,5326,8211,158,269,134,198,75,124,14,37,383,630,71,121,23576,51737,2119,..,25691,51737
SED30072,18677,48680,1239,2032,592,1308,1833,3341,246,410,39,64,42,59,0,0,20,35,352,570,10,29,29,45,21,24,3,3,61,96,30,59,20952,52745,1848,..,22799,52745
SED30073,18120,45924,1146,1914,571,927,1722,2847,1060,1684,24,45,26,36,116,202,32,62,1253,2027,164,295,63,80,38,42,10,20,270,430,103,199,21471,51430,2464,..,23937,51430
SED30074,16628,45308,1099,1756,1800,3931,2901,5689,818,1320,189,279,88,120,0,0,26,55,1125,1774,3,4,130,143,14,16,25,35,173,200,29,51,20855,53028,1011,..,21863,53028
SED30075,18770,50594,747,1199,277,507,1022,1702,36,62,9,13,0,0,0,3,23,39,74,120,221,362,117,179,57,100,30,76,421,717,71,149,20363,53282,2075,..,22441,53282
SED30076,6358,18159,87,166,837,2041,922,2209,2771,4579,3384,6012,6256,11797,9707,17601,25,58,22140,40041,0,0,30,50,19,20,20,39,71,109,137,239,29632,60764,4555,..,34190,60764
SED30077,18657,45113,1158,1702,102,194,1256,1897,323,487,0,4,0,0,0,0,9,9,332,497,211,381,120,185,56,106,28,73,413,745,128,273,20788,48518,3000,..,23792,48518
SED30078,9883,28176,2390,4471,3172,7308,5565,11786,1102,2064,1277,2210,1998,3618,3466,6374,27,75,7868,14339,0,8,6,9,30,27,13,30,49,77,124,237,23485,54606,2034,..,25517,54606
SED30079,16126,47475,457,771,1363,2713,1821,3491,430,694,53,76,16,30,74,117,38,74,613,991,62,91,37,52,10,8,0,3,104,158,20,41,18676,52149,817,..,19497,52149
SED30080,14085,38867,288,453,2323,4590,2602,5041,1870,3039,2437,4056,1293,2264,1178,1985,14,28,6789,11367,0,0,0,0,0,0,3,13,5,16,30,45,23508,55330,1565,..,25072,55330
SED30081,15625,49439,347,798,3146,8513,3488,9311,39,49,0,0,0,0,0,0,33,60,74,113,41,55,72,84,0,0,3,3,114,145,19,35,19318,59045,947,..,20263,59045
SED30082,7063,20028,218,458,1549,3384,1768,3838,1685,3065,3385,6134,1994,3616,9725,17310,4,8,16795,30131,43,86,26,47,50,51,64,137,186,318,231,386,26040,54705,9137,..,35179,54705
SED30083,14929,47281,2296,4554,2392,5907,4688,10458,53,119,205,324,61,109,3,13,29,63,348,627,91,165,7,12,5,21,7,9,109,209,20,62,20098,58631,841,..,20934,58631
SED30084,17556,47677,1052,1743,428,742,1483,2482,156,287,44,63,18,37,0,0,6,9,226,401,59,111,31,57,5,10,0,3,93,182,56,114,19422,50854,1458,..,20881,50854
SED30085,15271,44389,711,1462,2608,6510,3320,7975,898,1582,508,912,238,484,102,194,39,94,1784,3261,38,57,320,460,0,0,15,48,376,564,67,116,20823,56304,1447,..,22274,56304
SED30086,17304,43885,2494,4107,837,1497,3333,5600,1259,2027,66,84,37,48,102,155,4,10,1466,2325,23,31,57,85,61,66,16,30,153,211,46,98,22295,52122,1972,..,24266,52122
SED30087,17097,44337,3887,6425,971,1792,4855,8218,951,1733,0,0,17,23,0,0,7,14,968,1766,108,166,26,55,20,26,0,6,156,252,33,62,23112,54631,1852,..,24959,54631
SED30088,12885,33081,2373,3663,2386,3991,4753,7655,1413,2203,960,1574,1112,1953,736,1235,7,14,4225,6982,250,450,142,264,48,55,33,63,478,838,179,312,22515,48863,3406,..,25924,48863
SED30089,12728,34143,1653,3256,246,423,1897,3675,547,949,23,40,0,0,0,0,11,11,586,1005,2739,5353,314,511,326,465,57,113,3435,6450,645,1351,19288,46617,3386,..,22670,46617
SED30090,15781,38875,867,1423,95,185,967,1610,161,226,0,0,0,0,0,0,0,7,160,229,669,1318,126,213,105,171,40,75,947,1777,278,510,18130,43001,3544,..,21679,43001
SED30091,17177,50124,1681,3051,2246,5032,3921,8074,638,1203,103,154,12,25,3,17,31,71,793,1460,59,81,0,0,14,18,0,0,74,103,45,99,22015,59860,1273,..,23288,59860
SED30092,16320,43848,601,1130,659,1228,1263,2360,1013,1792,320,614,79,138,0,0,4,15,1416,2561,798,1564,309,625,67,126,27,63,1209,2386,467,955,20677,52104,2901,..,23575,52104
SED30093,18747,59916,1193,2647,2767,6413,3960,9060,570,1116,88,184,0,0,0,0,25,64,681,1357,0,0,0,0,21,17,0,3,17,19,35,75,23446,70434,1436,..,24884,70434
SED39797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,9,5,12,0,..,5,12
SED40001,5932,15609,2208,3898,3356,6634,5559,10528,1472,2527,1168,1853,2418,4021,3219,5388,15,28,8284,13823,0,0,0,0,84,83,93,187,178,273,170,283,20127,40516,3245,..,23370,40516
SED40002,9969,25699,2929,5578,755,1760,3679,7334,2983,5149,350,681,283,539,11,20,9,16,3643,6407,0,0,0,0,3,4,8,29,8,31,37,72,17333,39544,1371,..,18704,39544
SED40003,12263,32247,744,1235,257,574,997,1805,163,265,57,90,12,18,0,0,16,32,240,406,30,72,7,19,0,0,3,5,42,94,13,34,13562,34589,667,..,14234,34589
SED40004,9820,27417,2222,4304,1202,2629,3425,6935,895,1627,226,290,130,204,143,224,10,34,1399,2370,0,0,0,0,0,0,6,19,6,19,36,65,14689,36810,1266,..,15951,36810
SED40005,13908,32325,1374,2256,27,63,1405,2318,240,338,0,0,0,0,0,0,4,11,242,351,272,566,175,291,27,43,29,54,499,959,125,225,16182,36175,4469,..,20654,36175
SED40006,10670,27810,2658,5020,1292,2970,3953,7989,769,1273,162,257,411,710,0,0,28,54,1372,2292,0,0,0,0,0,0,34,74,34,74,54,108,16077,38277,1142,..,17219,38277
SED40007,10435,27576,1290,2517,989,2425,2277,4940,1938,2933,290,413,56,89,0,0,7,25,2294,3463,62,125,0,0,3,0,4,13,68,143,36,86,15115,36213,1229,..,16348,36213
