SED_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SED40022,5,7,12,142,208,352,0,0,0,0,0,0,9,0,9,5809,5164,10972,213,332,548,128,0,132,60,3,62,39,10,54,41,22,61,181,136,318,6624,5888,12511,0,0,0,0,0,0,0,0,0,6,11,19,3,0,4,0,0,0,9,15,24,0,0,0,0,0,0,32,43,80,7,7,18,8,3,12,53,55,107,82,42,125,145,115,254,3,4,7,5,0,5,0,0,0,5,4,12,1417,1530,2946,742,1301,2044,45,35,81,8975,8872,17850
SED40023,56,39,97,110,167,282,0,0,0,0,3,8,8,16,22,5873,5155,11028,297,310,605,78,0,78,53,5,57,31,6,36,50,14,66,43,48,97,6612,5768,12381,14,8,29,0,0,0,3,0,5,38,34,73,0,10,3,0,0,0,57,52,110,0,0,0,0,0,0,15,14,33,5,16,17,0,0,0,19,36,56,64,42,104,141,125,271,9,15,24,6,3,0,0,0,0,15,18,28,510,677,1185,692,1228,1919,27,20,50,7998,7835,15830
SED40024,242,245,490,54,56,112,5,0,5,0,0,0,10,8,24,6413,5678,12094,370,355,724,73,0,73,46,6,53,39,10,46,80,10,93,76,112,189,7419,6478,13895,34,28,64,0,0,0,0,7,11,50,56,111,7,10,14,14,0,17,107,107,216,0,0,0,0,0,0,5,4,3,5,9,14,0,0,0,3,13,15,68,29,92,176,149,323,20,35,53,0,0,4,0,0,3,21,32,59,652,906,1560,793,1487,2280,37,36,67,9100,9094,18187
SED40025,0,0,0,177,217,394,0,0,0,0,0,0,11,8,20,6595,5893,12486,291,413,708,93,4,96,57,10,61,35,9,43,54,5,63,210,154,373,7526,6708,14235,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,3,3,46,50,94,17,20,35,8,5,10,67,80,147,52,38,94,126,117,246,0,0,4,0,0,9,0,0,0,3,0,9,1023,1216,2233,863,1439,2297,60,52,110,9598,9542,19136
SED40026,0,0,3,310,364,678,8,0,8,0,0,0,16,9,27,6860,5904,12759,289,429,722,76,0,80,60,4,61,51,7,56,59,14,84,40,44,85,7769,6784,14553,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,5,5,10,0,0,0,0,4,4,66,95,158,11,16,25,0,0,3,73,118,193,58,17,78,139,140,278,4,0,4,5,18,15,0,0,0,6,15,23,662,822,1484,754,1312,2065,29,32,49,9357,9098,18451
SED40027,77,97,174,145,223,364,0,0,0,11,21,35,18,17,42,5621,4829,10447,236,395,627,48,0,52,54,8,56,92,24,114,64,17,77,73,78,148,6432,5697,12132,11,13,22,0,0,0,0,0,0,10,22,36,4,4,8,0,0,0,24,41,65,0,0,0,3,0,3,12,8,20,0,11,13,0,3,8,18,23,39,87,80,165,127,147,271,13,10,23,5,0,6,4,0,4,17,13,29,643,846,1499,585,1000,1580,32,34,73,7838,7747,15584
SED40028,9,10,9,122,159,285,0,0,0,0,0,0,7,11,20,6313,5591,11908,314,345,654,96,0,100,48,6,56,16,4,18,43,25,67,99,118,216,7069,6261,13330,7,3,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,9,17,0,0,0,0,3,3,25,32,56,8,11,20,4,3,6,37,58,88,62,40,99,108,99,206,3,4,12,3,3,12,0,0,0,7,13,21,437,644,1081,709,1160,1866,38,28,68,8365,8209,16573
SED40029,4,0,4,17,9,23,4,3,5,0,0,0,0,9,8,6775,5129,11898,467,470,933,182,13,189,43,9,46,55,19,73,113,32,149,544,411,955,8191,6090,14284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,40,124,86,43,127,0,0,0,0,0,0,12,3,15,12,6,21,1095,1077,2166,515,972,1486,105,94,201,10005,8275,18282
SED40030,65,66,129,16,24,37,9,0,6,0,0,0,8,0,3,5505,5015,10525,244,302,541,117,5,125,46,11,51,44,13,53,84,19,99,279,209,485,6408,5658,12064,16,15,34,0,0,0,0,0,0,54,49,100,0,6,5,3,0,0,78,71,145,0,0,0,0,0,0,5,4,10,0,4,7,0,0,0,3,16,19,68,33,98,150,114,263,14,17,26,0,0,0,0,0,4,15,15,30,921,1171,2091,788,1276,2062,62,59,120,8348,8286,16636
SED40031,3,0,4,446,603,1044,0,0,0,0,0,4,19,16,34,6603,5487,12093,344,529,872,86,0,86,59,3,63,85,24,106,69,14,80,57,45,105,7772,6721,14491,3,5,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,9,3,20,0,0,0,3,3,7,74,116,187,20,22,44,4,0,3,102,142,246,53,42,97,174,187,356,0,0,5,6,13,20,0,0,0,7,16,22,1021,1040,2060,661,1233,1892,21,32,49,9652,9231,18878
SED40032,20,37,56,187,281,466,0,0,0,212,301,512,31,27,52,5626,5040,10662,216,445,660,42,0,42,55,8,67,178,55,225,72,19,89,146,173,318,6775,6384,13161,4,3,14,0,0,0,0,0,0,8,9,15,0,0,0,4,0,4,20,15,33,0,0,0,31,24,57,15,7,16,3,17,19,3,14,9,47,55,103,82,75,157,151,145,298,5,11,18,6,9,16,8,0,3,15,20,41,986,1105,2086,775,1228,2005,39,32,71,8742,8914,17653
SED40033,0,0,3,20,8,27,3,0,8,0,5,5,18,11,27,6296,5853,12150,469,397,859,124,0,130,45,10,52,56,9,62,54,11,71,203,149,350,7283,6452,13739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,6,0,0,0,3,0,5,76,28,105,83,31,113,0,0,0,0,0,0,3,3,4,3,3,4,374,526,900,584,984,1568,60,50,113,8390,8051,16447
SED40034,0,0,0,14,6,15,0,0,0,4,0,4,5,4,7,3831,3555,7393,196,214,408,132,0,140,18,0,18,26,5,32,107,18,124,433,303,738,4767,4105,8874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,51,21,71,53,21,71,0,0,0,0,0,0,3,0,3,3,0,9,685,699,1377,600,841,1441,72,62,136,6183,5724,11898
SED40035,0,5,4,484,661,1143,4,0,4,0,0,0,21,23,43,6182,4828,11009,261,372,631,74,0,70,59,8,71,49,9,57,74,21,94,101,92,195,7307,6027,13334,10,6,12,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,12,8,15,0,0,0,11,8,17,52,85,134,16,24,38,5,3,10,82,120,201,54,25,73,147,150,294,0,0,0,7,9,18,5,0,3,10,10,21,630,787,1421,698,1121,1819,42,24,65,8832,8122,16954
SED40036,8,5,18,194,310,503,6,0,3,0,5,5,33,26,58,7651,5642,13287,387,567,951,89,3,94,66,4,73,42,0,42,73,26,99,49,71,117,8598,6663,15260,15,20,34,0,0,0,0,0,0,4,7,13,0,0,0,0,0,0,21,32,54,0,0,0,3,5,10,34,36,67,9,37,47,3,8,11,50,89,135,75,74,150,142,188,331,18,12,26,9,11,21,3,0,4,31,24,58,448,556,1004,577,965,1544,30,28,59,9825,8429,18253
SED40037,213,337,553,75,103,174,0,3,0,7,5,7,18,36,56,6215,5422,11636,302,378,678,65,0,66,75,9,85,102,32,133,54,21,77,132,115,250,7251,6473,13729,31,33,59,0,0,0,8,12,20,10,16,26,8,12,10,3,3,4,53,68,121,0,0,0,0,0,0,5,3,6,6,4,8,0,3,3,6,14,22,69,95,162,128,176,307,18,20,35,0,3,0,0,0,3,22,23,44,605,800,1408,694,1217,1913,32,28,65,8739,8725,17461
SED40038,7,4,13,177,225,401,0,0,5,0,0,3,31,31,58,6794,4880,11676,423,493,916,77,3,80,53,4,59,38,8,49,67,13,78,93,70,163,7770,5729,13496,10,14,22,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,12,15,30,0,0,0,0,0,0,14,16,28,12,17,34,7,3,11,28,42,70,57,48,111,102,111,208,8,16,23,5,9,17,4,0,5,16,30,48,257,384,643,532,955,1488,78,51,126,8754,7259,16009
SED40039,71,68,135,145,204,344,0,3,4,0,3,3,15,17,25,5726,4869,10596,312,356,669,93,3,93,85,5,88,32,6,39,57,19,69,53,64,120,6591,5606,12197,14,8,28,0,0,0,0,0,5,33,34,71,6,5,8,5,0,8,58,55,116,0,0,0,0,7,5,11,10,19,3,18,23,4,0,6,20,37,54,70,49,124,151,138,292,6,14,20,6,0,6,0,0,0,10,14,25,433,577,1012,698,1165,1859,36,34,72,7925,7536,15457
SED40040,0,0,0,43,33,74,0,0,0,0,0,0,9,4,14,6829,5849,12680,297,331,621,147,0,146,45,4,51,49,16,61,77,26,107,297,237,533,7782,6499,14279,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,21,46,70,5,10,12,0,0,0,22,53,85,64,32,91,95,87,178,0,0,0,0,3,6,0,0,0,0,3,6,904,1146,2050,733,1215,1948,73,58,131,9586,9001,18586
SED40041,3,0,6,63,37,99,5,0,8,0,0,0,21,15,37,4779,4587,9367,370,377,747,94,0,99,79,6,86,79,26,98,181,40,220,448,370,810,6110,5469,11583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,3,0,3,10,4,13,70,41,107,82,41,124,0,0,0,0,0,0,5,0,3,8,3,5,495,452,948,874,999,1874,73,59,131,7637,7018,14655
SED40042,9,0,9,126,176,300,3,0,7,0,4,4,19,17,39,6780,5315,12094,415,469,881,127,9,134,53,5,60,40,13,53,57,21,81,154,109,258,7776,6131,13910,5,5,12,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,9,12,18,0,0,0,0,5,4,12,21,42,11,19,32,6,7,16,34,56,92,74,51,126,122,117,242,4,6,19,0,12,14,0,0,0,9,18,32,394,569,960,590,1057,1642,48,43,98,8945,7934,16880
SED40043,3,5,10,654,974,1624,0,0,0,4,0,4,58,31,91,7457,5662,13121,296,597,888,67,4,73,85,7,91,109,34,144,59,19,86,88,110,197,8884,7449,16327,11,4,13,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,10,16,0,0,0,0,9,9,98,108,213,20,65,83,12,9,23,133,193,328,77,51,131,226,250,478,0,10,12,9,21,32,5,0,5,16,25,43,900,996,1895,739,1270,2010,50,34,84,10815,10024,20840
SED40044,38,38,77,332,456,790,0,0,0,89,98,185,27,37,61,5366,4754,10123,210,542,757,25,5,27,82,17,98,509,258,770,57,22,77,334,393,722,7071,6623,13694,9,3,14,0,0,0,0,0,3,4,3,11,0,0,0,5,3,8,19,12,33,0,0,0,5,15,23,12,10,28,15,16,35,14,8,23,52,55,105,76,61,137,143,137,279,5,7,12,14,16,28,4,0,6,18,27,47,1362,1448,2808,690,1258,1945,15,21,38,9299,9511,18818
SED40045,280,198,477,146,142,290,0,0,0,3,0,6,8,13,14,5769,5354,11122,206,409,622,59,0,58,77,10,86,190,62,251,37,16,55,89,101,192,6860,6304,13165,28,22,46,0,0,0,3,6,10,48,45,98,10,6,16,8,7,9,86,89,175,0,0,0,0,0,0,11,15,28,0,10,15,0,0,5,17,27,46,69,59,126,177,177,349,10,17,24,0,4,4,3,0,5,18,21,33,1442,1315,2760,798,1478,2282,18,26,45,9314,9325,18639
SED40046,17,12,34,520,739,1258,3,0,4,57,84,144,37,62,102,6455,5095,11550,289,651,945,59,0,60,118,16,137,324,144,472,91,21,115,222,261,487,8204,7096,15299,11,15,29,0,0,0,0,0,0,0,5,3,0,0,3,0,0,5,14,23,34,0,0,0,7,9,21,24,19,36,9,44,57,12,30,42,48,104,153,82,87,172,150,212,362,4,9,16,18,23,44,5,3,12,29,38,67,888,977,1864,764,1271,2037,35,36,70,10062,9634,19697
SED40047,0,0,0,392,522,918,0,3,3,0,0,0,15,22,33,6538,5408,11944,290,395,688,83,3,89,69,5,69,43,5,48,56,20,76,54,51,106,7543,6434,13981,4,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,7,3,9,0,0,0,3,5,3,61,86,144,3,16,21,3,8,9,70,110,184,55,30,86,135,143,276,0,0,0,5,7,5,0,0,0,3,7,13,620,800,1418,695,1244,1939,23,29,52,9017,8656,17676
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,16,0,16,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
SED50106,4,0,3,38,14,55,0,0,0,0,0,0,16,15,37,6286,6006,12289,409,505,916,131,0,128,38,8,41,67,21,87,82,27,109,186,180,372,7258,6784,14042,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,7,9,4,0,6,0,0,3,12,9,17,61,44,102,78,55,126,0,0,0,0,0,0,0,3,4,9,0,7,495,667,1162,844,1122,1968,54,33,88,8737,8659,17393
SED50202,228,266,492,83,62,148,0,0,0,0,0,0,40,26,63,8066,6644,14706,526,489,1015,121,11,129,51,0,53,46,9,52,215,62,275,88,89,177,9473,7650,17124,81,131,210,0,0,0,0,0,0,58,75,135,13,17,31,9,8,20,166,235,402,0,0,0,0,0,0,3,3,6,6,7,10,11,6,12,18,16,28,98,41,138,284,290,567,45,70,115,5,0,6,4,6,7,53,74,128,331,512,840,1106,1363,2468,62,44,106,11303,9925,21231
SED50304,197,213,413,376,504,881,0,0,0,0,0,0,62,58,117,8390,7295,15681,340,762,1098,123,3,117,59,8,66,125,34,157,180,45,222,82,100,178,9933,9017,18946,174,224,392,0,0,0,0,0,0,79,94,171,17,17,27,13,3,19,279,337,614,0,0,0,0,0,0,24,37,57,13,23,44,6,12,22,47,72,115,70,56,127,392,463,854,57,61,123,6,12,19,7,4,13,74,72,148,762,921,1684,876,1397,2274,61,35,98,12102,11905,24004
SED50405,414,468,879,126,114,240,0,0,4,0,0,0,31,21,51,9034,8298,17331,533,593,1127,99,0,95,57,5,61,39,7,48,355,74,431,77,94,177,10767,9678,20441,192,272,464,0,0,5,0,0,0,158,146,307,27,45,70,9,8,18,385,472,861,0,0,0,0,0,0,10,9,16,6,14,24,6,0,7,22,25,52,133,49,181,538,548,1091,79,121,203,8,7,14,0,0,0,94,134,222,525,981,1505,1759,1897,3660,48,34,85,13732,13274,27007
SED50502,279,302,586,129,147,271,4,3,6,5,0,5,49,49,97,7378,6281,13655,410,565,972,120,8,129,61,3,65,95,23,113,168,50,217,59,74,135,8758,7499,16254,89,94,185,0,0,0,0,0,0,90,91,184,5,23,28,8,10,19,195,225,417,0,0,0,0,0,0,19,20,31,6,22,22,8,9,13,30,46,70,92,38,134,317,306,623,27,48,79,7,3,9,4,0,7,35,59,91,590,740,1330,934,1234,2173,41,32,72,10682,9871,20551
SED50605,268,199,471,484,320,806,0,0,0,0,0,0,28,34,61,6971,6209,13182,348,607,956,56,0,56,37,0,37,164,44,209,102,32,138,111,121,237,8572,7567,16140,251,209,467,0,0,0,0,0,0,62,37,100,16,25,39,17,3,18,343,273,617,0,0,0,0,0,0,22,15,35,4,8,14,3,7,11,32,33,60,58,34,92,431,342,772,41,46,85,5,0,10,0,3,3,50,54,100,1188,1261,2450,899,1451,2354,38,26,64,11176,10701,21879
SED50702,135,135,270,659,679,1342,0,0,3,0,0,0,116,92,206,8759,7051,15808,463,784,1245,113,0,112,59,9,69,148,20,166,345,101,443,181,141,320,10972,9019,19990,87,85,173,0,0,0,0,0,0,61,71,127,15,7,25,8,0,9,168,168,332,0,0,0,0,0,0,26,33,63,14,41,57,24,19,44,69,90,161,107,52,152,341,305,646,21,52,75,22,17,35,0,3,6,42,74,114,747,835,1582,1408,1507,2909,91,46,135,13602,11781,25383
SED50805,82,63,148,367,297,664,4,0,4,0,0,0,28,15,41,6218,6289,12504,264,377,639,37,3,35,63,12,69,148,43,193,93,33,127,101,141,248,7405,7281,14683,146,114,260,0,0,0,0,0,0,43,55,97,12,11,23,5,5,6,206,186,389,0,0,0,0,0,0,19,28,51,5,13,24,10,0,6,38,52,84,69,31,100,314,262,573,26,26,49,4,0,7,8,4,11,40,27,66,885,1163,2044,873,1403,2275,20,23,47,9530,10164,19690
SED50906,4,9,17,235,52,289,0,0,0,0,0,0,29,24,54,7106,6906,14008,595,664,1257,73,3,80,40,9,48,114,38,150,129,45,174,173,198,373,8491,7952,16441,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,4,6,0,0,0,0,0,0,87,35,122,15,11,22,12,0,15,114,46,160,114,46,166,233,100,331,0,0,3,8,3,11,4,0,8,18,3,24,304,525,825,1070,1333,2406,66,26,92,10182,9941,20118
SED51004,580,544,1123,77,57,124,6,3,9,0,0,0,20,27,47,7686,7166,14854,473,558,1028,171,5,180,47,0,48,40,13,43,236,47,280,60,78,137,9394,8492,17880,193,158,351,0,0,0,0,0,0,150,128,279,29,29,63,16,5,23,390,325,717,0,0,0,0,0,0,3,9,10,0,11,14,6,3,10,11,16,32,76,55,134,481,400,881,67,72,142,6,3,5,0,5,6,73,79,149,811,1133,1947,1318,1592,2909,55,36,85,12137,11726,23858
SED51104,433,471,904,126,70,198,8,0,7,0,0,0,21,20,39,7933,7960,15898,547,628,1175,172,5,176,53,0,53,30,11,39,396,68,463,97,99,199,9814,9333,19151,180,186,369,0,0,0,0,0,0,147,129,274,32,30,59,19,11,28,376,358,735,0,0,0,0,0,0,5,7,15,8,12,21,12,0,11,22,16,43,118,49,166,524,420,938,65,88,155,9,8,17,3,0,3,76,94,169,609,1085,1691,1811,1896,3704,59,41,95,12888,12859,25753
SED51205,382,498,880,243,342,590,3,0,5,3,0,3,94,65,155,9832,7006,16843,475,791,1268,134,3,140,62,12,73,87,26,111,201,43,246,88,107,194,11603,8896,20504,185,289,476,0,0,0,0,0,0,101,88,192,25,41,62,13,7,22,328,423,758,0,0,0,0,0,0,31,28,58,12,37,45,19,12,25,50,73,126,116,64,180,496,559,1056,81,108,193,6,7,11,10,3,14,98,120,225,517,689,1204,1180,1385,2561,59,54,115,13960,11706,25668
SED51304,381,322,706,47,29,73,0,0,0,0,5,5,19,9,30,6552,6131,12686,270,388,664,93,0,97,45,4,53,112,20,128,103,17,122,53,87,144,7686,7020,14705,276,121,399,0,0,0,0,0,0,157,146,303,26,23,51,20,0,24,478,294,772,0,0,0,0,0,0,7,14,22,6,5,8,0,0,9,18,13,28,48,33,82,542,342,890,51,50,100,0,6,4,0,6,8,61,57,110,1154,1313,2465,979,1480,2458,26,25,54,10446,10238,20685
SED51401,4,5,6,369,76,450,4,0,4,0,0,0,7,10,18,5471,4430,9897,427,343,769,244,0,251,36,5,39,52,20,69,267,74,345,652,483,1135,7535,5453,12990,0,0,0,0,0,0,0,0,0,8,9,18,0,0,0,0,0,0,11,9,19,0,0,0,0,0,0,22,3,25,6,0,6,7,3,10,34,7,40,118,30,148,152,49,200,8,3,10,14,0,14,17,0,19,39,3,44,919,916,1834,767,866,1633,112,73,187,9527,7353,16888
SED51504,181,220,401,456,421,881,0,0,0,0,0,0,54,53,101,7127,6335,13466,373,610,984,49,3,46,66,6,78,329,97,425,122,34,160,169,180,355,8937,7957,16893,148,171,316,0,0,0,0,0,0,74,62,138,15,12,23,12,4,21,247,243,491,0,0,0,0,0,0,32,29,62,9,25,37,6,13,24,47,65,118,78,54,134,374,366,740,34,39,75,13,11,19,10,0,8,60,48,105,1233,1314,2547,878,1496,2373,37,30,61,11510,11209,22720
SED51605,433,415,846,128,111,235,4,6,9,0,0,0,39,25,61,9044,7999,17041,468,620,1089,117,3,120,45,4,54,40,14,52,209,53,259,80,92,167,10603,9330,19932,191,206,390,0,0,0,0,0,0,136,124,260,17,35,59,10,0,13,360,372,731,0,0,0,0,0,0,11,9,25,12,12,26,7,11,13,34,34,71,104,57,164,501,462,962,83,88,165,3,0,5,9,0,5,94,89,177,667,979,1642,1254,1677,2933,45,21,70,13162,12553,25719
SED51706,5,0,5,214,43,253,0,0,3,0,0,0,9,14,21,6951,6547,13500,564,479,1037,145,9,148,38,0,42,56,11,61,136,19,156,174,149,325,8279,7282,15559,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,99,21,117,5,0,7,10,0,4,109,19,129,98,44,140,207,70,278,0,0,0,14,0,14,4,0,6,16,0,20,426,664,1092,1332,1415,2755,60,47,108,10334,9477,19807
SED51804,619,432,1056,323,239,556,4,0,4,0,0,0,23,23,49,6176,5652,11827,289,466,760,16,0,21,81,9,83,328,86,415,70,33,105,257,258,518,8187,7202,15389,65,60,119,0,4,5,0,0,0,45,42,86,9,14,25,18,6,25,131,130,262,0,0,0,0,0,0,10,20,30,3,15,12,6,4,10,17,38,55,68,43,107,213,210,421,26,17,39,3,0,3,7,3,3,28,20,52,1486,1549,3030,827,1271,2096,42,38,77,10783,10276,21062
SED51902,129,162,285,89,35,123,0,0,3,0,0,0,13,17,35,8180,7325,15512,412,448,860,310,22,328,46,3,51,22,5,25,209,54,261,129,112,242,9548,8177,17727,28,38,63,0,0,0,0,0,0,145,108,255,12,15,35,7,0,4,195,160,360,0,0,0,0,0,0,5,9,12,0,7,10,4,3,6,9,21,31,104,33,138,310,214,521,23,45,69,4,3,3,7,0,7,32,49,83,668,1169,1841,1324,1573,2900,65,61,119,11949,11240,23189
SED52006,105,124,229,130,75,209,0,0,0,0,0,0,15,9,20,4914,5327,10240,365,391,753,88,0,93,16,3,19,32,15,48,254,63,314,50,66,118,5980,6071,12046,37,29,70,0,0,0,0,0,0,72,62,133,7,6,12,0,0,4,121,101,219,0,0,0,0,0,0,14,9,23,9,15,17,8,3,6,31,23,52,88,29,120,237,149,389,34,30,59,7,8,13,4,0,4,42,35,78,453,736,1192,1413,1259,2678,57,35,87,8189,8286,16471
SED52102,66,91,163,170,161,333,0,3,3,0,0,0,47,28,73,7797,6436,14237,412,414,828,206,6,211,55,0,62,47,9,50,212,55,264,84,76,161,9107,7276,16380,23,43,66,0,0,0,0,0,0,59,55,114,4,9,16,3,0,3,92,107,200,0,0,0,0,0,0,18,18,35,18,21,39,15,3,16,42,43,87,84,40,122,214,190,413,18,20,40,7,0,9,0,0,0,19,20,42,435,740,1173,1031,1330,2360,57,38,98,10864,9597,20466
SED52205,213,209,424,255,309,561,8,4,14,3,0,3,49,35,87,6530,6250,12781,380,501,884,69,0,69,83,17,94,288,141,426,152,57,206,346,382,730,8374,7916,16287,199,141,339,0,0,0,0,0,0,102,116,216,16,28,43,29,15,48,342,307,645,0,0,0,0,0,0,8,19,31,14,11,32,14,16,23,38,52,85,90,59,152,472,414,884,30,38,64,11,4,10,11,3,13,42,44,83,947,1221,2172,1170,1469,2638,44,45,91,11043,11109,22154
SED52301,3,0,3,92,32,120,0,0,4,0,0,0,11,18,30,6075,6176,12251,451,524,979,143,8,150,80,11,90,113,47,162,124,29,155,182,159,341,7277,7003,14278,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,8,0,7,3,5,7,9,9,17,21,7,29,63,40,106,92,52,143,0,0,0,6,0,7,8,3,9,13,0,18,274,472,741,1024,1104,2133,35,29,64,8710,8671,17379
SED52404,280,324,604,59,31,95,4,7,3,0,0,0,24,9,32,7069,6423,13492,324,417,738,135,0,129,54,4,55,55,9,66,176,22,203,64,82,151,8240,7337,15572,189,143,334,0,0,0,0,0,0,209,168,378,15,20,40,13,4,12,429,336,769,0,0,0,0,0,0,7,3,7,4,5,9,4,0,7,13,3,23,60,27,84,507,367,873,72,63,131,0,0,3,6,0,6,74,61,141,927,1246,2174,1087,1553,2642,28,23,48,10859,10586,21447
