SED_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SED24703,32,141,349,3,0,530,6,30,62,0,0,100,8,19,67,0,0,91,9,37,130,0,0,178,7,51,200,0,0,259,27,144,923,0,0,1090,36,178,1211,0,6,1432,57,346,1493,5,6,1897,59,239,599,0,0,897,88,400,503,3,0,982,136,512,485,7,0,1134,38,149,295,0,0,482,509,2232,6314,22,11,9082
SED24808,547,28,0,0,0,573,229,17,0,4,0,245,213,21,0,0,0,225,376,32,0,0,0,414,619,49,3,0,0,669,2349,188,11,0,0,2553,3633,115,7,0,3,3760,3664,59,5,0,5,3734,887,12,0,0,0,903,639,7,0,0,0,648,368,6,0,0,0,378,920,26,0,0,0,953,14434,557,28,5,9,15041
SED24904,396,8,7,0,0,414,256,0,0,0,0,259,288,8,0,0,0,297,582,24,15,0,0,617,783,29,12,0,0,821,1932,51,20,0,0,2004,1213,17,0,0,0,1233,823,13,0,4,0,835,245,0,0,0,0,250,175,0,0,0,0,182,125,0,0,0,0,125,480,16,5,4,0,513,7301,173,60,10,5,7544
SED25003,444,32,3,0,0,475,164,28,0,0,0,190,158,12,4,0,0,168,240,29,3,0,0,269,360,57,8,0,0,432,1151,180,34,0,0,1360,1608,263,23,0,0,1887,2409,241,9,0,0,2665,1074,61,3,0,0,1144,632,57,0,0,0,694,382,28,4,0,0,412,715,90,4,0,0,806,9332,1075,92,0,0,10501
SED25102,521,7,0,0,0,529,181,0,3,0,0,183,149,4,3,0,0,153,240,0,0,0,0,241,362,3,0,0,0,371,1169,14,5,0,0,1191,1416,16,12,0,0,1441,2373,20,6,0,0,2403,1513,14,3,0,0,1528,1125,3,0,0,4,1127,599,0,0,0,0,609,630,3,5,0,0,637,10275,89,32,4,5,10413
SED25205,304,90,48,0,0,446,113,36,17,0,0,163,65,26,17,0,0,107,143,44,23,0,0,215,218,91,56,0,0,363,541,190,183,3,0,918,665,294,243,0,0,1198,1176,505,378,0,0,2061,911,337,181,3,0,1423,1181,314,119,0,0,1611,841,184,54,0,0,1078,409,121,97,0,0,626,6573,2223,1413,17,3,10225
SED25302,441,40,17,0,0,494,125,16,4,0,0,149,110,8,4,0,0,117,193,17,3,0,0,218,252,18,13,0,0,290,704,50,28,0,0,789,877,80,40,0,0,998,1659,103,52,0,0,1809,1216,41,24,0,0,1278,1292,28,10,0,4,1337,1148,31,10,0,0,1188,531,18,15,0,0,563,8554,448,225,0,4,9232
SED25402,433,11,8,0,0,456,290,13,8,0,0,319,308,9,5,0,0,322,756,8,16,5,0,785,992,14,20,0,0,1018,2214,33,22,0,4,2267,1567,19,3,0,0,1592,1128,5,5,0,0,1146,379,0,0,0,0,384,267,0,0,0,0,270,170,0,0,0,0,176,584,7,6,0,0,601,9105,125,93,6,6,9334
SED25501,451,47,56,0,0,551,83,16,14,0,0,100,65,11,12,0,0,88,79,15,11,0,0,111,110,15,29,0,0,154,290,44,79,0,0,409,317,54,99,0,0,468,614,115,204,0,0,932,411,82,152,0,0,650,859,162,182,0,0,1206,1328,106,80,0,0,1521,384,65,57,0,0,509,4984,739,979,0,0,6703
SED25605,420,37,23,0,0,480,114,7,15,0,0,129,93,9,3,0,0,104,150,16,13,0,0,185,194,31,31,0,0,257,588,80,56,0,0,724,683,121,71,0,3,875,1038,218,61,0,0,1313,681,122,17,0,0,819,902,76,14,0,0,986,655,39,3,0,0,694,474,44,13,0,0,539,5985,797,318,0,4,7106
SED25704,415,5,0,0,0,425,248,3,0,0,0,246,279,4,0,0,0,290,613,16,0,0,0,629,824,17,5,0,0,844,1773,32,3,3,0,1809,1275,18,0,4,0,1300,929,3,0,7,0,940,230,0,0,0,0,236,174,0,0,0,0,181,164,3,0,3,0,173,494,9,3,4,0,510,7421,112,16,32,11,7583
SED25802,413,14,7,0,0,440,237,9,8,0,0,251,256,6,5,0,0,262,474,11,6,0,0,501,654,31,15,0,0,694,1827,50,26,0,5,1916,2239,21,17,0,0,2276,2162,18,3,0,5,2187,799,0,0,0,0,804,575,4,0,0,0,586,380,0,0,0,0,385,656,17,6,0,0,681,10678,177,97,10,11,10977
SED25905,472,35,7,0,0,509,166,9,0,0,0,178,163,6,3,0,0,170,283,22,0,0,0,314,359,17,9,0,0,389,1048,127,23,0,0,1194,1449,172,23,0,0,1635,2189,205,13,0,0,2411,921,85,0,0,0,1006,654,36,0,0,0,691,413,25,0,0,0,438,671,68,9,0,0,747,8781,807,85,0,3,9673
SED26005,558,25,0,0,0,579,205,13,0,0,0,218,189,0,0,0,0,197,326,13,3,0,0,345,419,28,7,0,0,453,1593,83,14,0,0,1687,2162,174,12,0,0,2347,3364,181,9,0,0,3559,1553,43,0,0,0,1590,926,32,0,0,0,959,496,10,0,0,0,509,866,50,0,0,0,917,12660,648,46,6,5,13363
SED26102,462,35,9,0,0,504,168,10,0,0,0,177,142,14,0,0,0,156,215,10,0,0,0,225,282,25,0,0,0,309,853,50,3,0,0,911,1048,54,5,0,0,1111,1585,61,12,0,0,1653,829,27,7,0,0,866,698,28,4,0,0,728,673,11,6,0,0,691,522,26,4,0,0,546,7475,337,58,10,0,7881
SED26207,344,84,10,0,0,444,104,22,6,0,0,135,87,24,0,0,0,114,115,48,3,0,0,169,152,33,9,0,0,196,494,155,28,3,0,674,557,215,26,3,0,806,1007,371,35,0,0,1411,718,259,7,0,0,988,855,235,24,0,0,1114,699,158,7,0,0,868,473,114,13,0,0,599,5604,1730,174,10,8,7515
SED26303,328,97,50,0,0,475,81,26,21,0,0,131,60,19,14,0,0,94,77,31,45,0,0,155,124,49,71,3,0,248,333,154,327,5,0,824,369,180,387,7,0,946,691,356,417,8,0,1470,488,322,142,5,0,955,811,380,95,0,0,1290,1095,275,54,5,0,1430,291,108,53,4,0,456,4741,2000,1689,29,5,8464
SED26406,309,88,55,0,0,454,62,25,23,0,0,105,65,24,17,0,0,105,104,36,34,0,0,183,127,46,77,0,0,248,360,157,333,0,0,853,359,186,409,0,0,957,700,410,506,6,0,1615,549,321,162,0,0,1031,795,339,110,0,0,1240,833,205,50,0,0,1093,325,100,92,0,0,526,4584,1938,1873,9,3,8408
SED26504,342,9,3,3,0,360,213,6,0,0,0,218,198,3,0,0,0,203,390,18,0,0,0,414,624,25,0,0,5,658,1590,46,7,9,0,1645,1402,15,3,0,0,1423,1059,12,0,5,0,1072,341,0,3,0,3,351,253,7,0,0,0,266,196,3,0,0,0,203,437,16,0,3,0,449,7043,165,20,24,13,7267
SED26603,333,107,13,4,0,450,105,31,15,0,0,146,89,25,9,0,0,119,151,66,12,0,0,229,219,96,24,0,0,336,551,340,121,4,3,1022,650,551,158,0,0,1366,1341,1038,105,3,3,2492,907,495,23,0,0,1432,1014,293,27,0,0,1334,613,129,10,0,0,751,427,177,29,0,0,634,6398,3347,546,15,9,10314
SED26708,453,9,0,0,3,468,221,5,0,0,0,228,262,0,0,0,0,270,463,9,0,0,0,478,647,14,0,3,0,667,1576,25,0,5,0,1609,1408,18,3,0,0,1425,1405,18,4,0,0,1420,639,3,0,3,0,647,464,4,0,0,0,469,409,5,0,3,4,421,566,8,0,0,0,571,8513,116,12,19,14,8673
SED26806,85,88,253,0,0,422,15,12,37,0,0,72,11,21,54,0,0,84,11,16,83,0,0,113,14,26,151,0,0,188,60,75,726,9,0,865,45,72,1005,0,0,1122,92,143,1383,5,0,1623,71,110,619,0,0,803,166,251,497,3,0,914,444,507,403,0,3,1356,86,111,279,0,0,472,1096,1413,5496,24,7,8036
SED26903,261,95,15,0,0,365,95,27,4,0,0,124,68,28,4,0,0,103,137,61,9,0,0,213,163,97,28,7,0,292,508,308,98,3,0,919,564,456,124,5,0,1153,978,727,96,5,0,1813,733,314,30,0,0,1080,761,160,11,5,0,937,433,80,12,0,0,521,372,136,16,0,0,516,5078,2486,455,27,0,8041
SED27003,83,171,116,0,0,365,21,39,23,0,0,84,17,14,35,0,0,67,16,42,66,0,0,127,20,77,93,0,0,199,85,212,493,5,0,793,79,197,707,11,0,988,137,420,932,20,0,1504,129,317,479,15,0,938,217,655,438,5,0,1315,413,858,293,11,0,1574,62,213,171,0,0,446,1266,3227,3843,71,6,8404
SED27101,390,63,10,0,0,466,133,18,3,0,0,162,117,18,9,0,0,137,168,19,9,0,0,200,214,37,27,0,0,277,603,127,99,0,4,833,811,196,119,0,0,1127,1512,293,96,0,0,1903,1036,204,20,0,0,1258,1178,162,25,0,0,1361,705,63,15,0,0,783,402,78,22,0,0,505,7273,1282,449,0,7,9016
SED27208,481,8,0,6,0,495,395,8,5,0,0,409,408,4,0,7,0,423,823,6,0,0,0,835,997,12,3,0,0,1025,1880,19,7,4,4,1912,1374,3,4,8,0,1389,958,0,4,0,3,965,316,0,0,3,0,318,204,0,0,0,0,202,136,0,0,0,0,138,537,0,0,4,0,543,8515,66,24,32,17,8654
SED27305,445,7,0,0,0,453,131,14,0,0,0,147,118,0,0,0,0,122,222,3,3,0,0,229,281,9,5,0,0,298,834,36,11,0,0,877,949,47,14,0,0,1014,1702,71,7,0,0,1779,1205,33,3,0,0,1240,1170,26,0,0,0,1196,568,4,0,0,0,576,553,17,0,0,0,568,8182,273,43,0,0,8505
SED27406,311,102,36,0,0,448,72,21,13,0,0,108,66,26,8,0,0,106,80,62,34,0,0,182,106,48,35,5,0,197,329,173,189,3,0,692,343,215,257,3,0,822,667,407,346,10,0,1430,483,319,125,8,4,936,966,346,86,0,0,1398,1695,288,48,0,0,2037,375,117,53,3,0,541,5499,2123,1237,37,8,8906
SED27504,397,15,0,3,5,415,240,11,0,0,0,247,258,18,0,6,0,278,553,31,0,0,3,592,880,18,0,5,0,905,2349,41,0,4,0,2400,1699,14,0,0,0,1715,1190,12,0,0,4,1206,331,0,0,0,0,341,233,0,0,0,0,239,204,0,0,0,6,208,516,10,0,0,0,529,8859,177,3,22,13,9070
SED27608,512,14,3,0,0,526,226,12,0,0,0,238,140,11,0,0,0,148,302,13,0,0,0,315,417,26,0,0,0,444,1543,91,10,0,0,1643,2372,138,7,0,0,2516,3486,113,6,0,0,3606,1538,39,0,0,4,1579,1126,30,0,0,0,1156,689,14,0,0,0,709,722,23,3,0,0,746,13082,516,27,3,10,13636
SED27708,393,17,4,3,0,416,201,17,5,0,0,222,206,13,0,0,0,230,493,24,4,4,0,520,699,44,13,4,0,761,1878,70,19,6,0,1971,1660,29,8,5,0,1703,1202,17,4,5,0,1230,388,10,0,0,0,394,267,0,0,0,0,277,208,0,0,0,0,212,465,14,5,0,0,490,8070,256,68,31,5,8434
SED27807,391,61,22,0,0,473,146,18,13,0,0,176,121,18,11,0,0,157,199,35,19,0,0,255,250,54,33,0,0,337,801,222,99,0,0,1122,909,260,63,0,0,1232,1226,251,34,0,0,1506,457,77,4,0,6,540,326,54,0,0,0,386,168,35,5,0,0,204,422,71,28,0,0,516,5420,1148,330,6,7,6910
SED27907,400,31,9,0,0,446,167,16,7,0,0,189,124,10,0,0,0,132,300,20,15,0,0,327,385,30,11,0,0,423,1278,110,57,0,0,1443,1849,171,66,0,0,2086,2660,159,23,0,0,2846,1061,50,3,0,0,1116,651,24,3,0,0,681,388,28,5,0,0,420,649,29,19,0,0,691,9903,678,212,0,5,10798
SED28007,510,51,0,0,0,561,175,29,5,0,0,199,155,28,4,0,0,182,253,48,5,0,0,308,385,58,0,0,0,442,1226,212,21,0,0,1457,1597,296,26,0,0,1920,2839,264,10,0,4,3110,1318,60,0,0,0,1385,934,46,0,0,0,985,577,36,0,0,0,612,939,91,5,0,0,1042,10903,1215,66,0,4,12193
SED28107,560,53,7,0,0,617,158,18,4,0,0,178,135,18,9,0,0,163,267,40,13,0,0,319,449,57,15,0,0,519,1780,242,41,0,0,2067,3521,395,49,0,8,3967,6292,344,22,0,8,6661,2091,107,0,0,0,2194,1108,71,7,0,0,1186,683,41,3,0,0,727,1288,107,8,0,0,1409,18333,1481,174,0,16,20005
SED28203,376,34,7,0,0,425,128,13,6,0,0,144,122,16,4,0,0,138,184,14,14,0,0,214,278,26,19,0,0,323,980,109,39,0,4,1128,1627,201,58,0,3,1886,2915,167,31,0,0,3121,1088,41,4,0,0,1134,632,19,7,0,0,658,383,15,3,0,0,404,736,46,10,0,0,784,9440,710,204,4,4,10365
SED28301,429,70,13,0,0,507,103,17,6,0,0,128,96,11,5,0,0,108,132,12,11,0,0,160,178,13,20,0,0,213,495,58,63,0,0,623,488,78,116,0,4,686,975,168,122,0,0,1264,731,144,56,0,0,939,1169,160,35,0,0,1362,1384,106,17,0,6,1507,497,60,36,0,0,601,6688,893,505,0,6,8101
SED28408,312,26,0,0,0,344,181,14,0,0,0,198,142,13,4,0,0,157,328,32,5,0,0,371,487,40,12,0,0,535,1601,131,17,0,4,1759,1628,58,7,4,0,1697,1257,47,0,0,4,1313,390,23,0,0,0,411,299,10,0,0,0,309,208,8,3,0,0,216,332,21,3,0,0,351,7161,426,64,8,6,7661
SED28507,441,29,6,0,0,471,168,19,8,0,0,195,150,19,0,0,0,169,328,21,0,0,0,354,433,52,7,0,0,498,1625,175,38,0,0,1831,2738,185,25,0,0,2948,3720,133,7,0,4,3857,1073,26,3,0,0,1099,606,26,0,0,0,629,345,12,4,0,0,349,779,45,9,0,0,833,12395,730,109,0,0,13239
SED28607,384,97,13,0,0,504,101,19,8,0,0,126,89,20,9,0,0,114,128,46,18,0,0,194,155,45,32,0,0,231,464,182,99,7,0,748,576,281,143,7,0,1006,1065,574,165,5,3,1812,978,439,81,3,0,1498,1365,489,43,5,4,1901,1305,302,25,4,0,1630,425,123,29,0,0,579,7030,2627,652,28,10,10337
SED28704,541,11,4,0,3,561,210,16,0,0,0,228,180,9,5,0,0,193,314,23,5,0,0,337,479,35,0,0,0,517,1713,121,14,0,0,1847,3123,180,0,0,5,3313,5204,169,3,0,0,5380,2265,56,0,0,0,2320,1537,31,0,0,0,1570,937,8,0,0,4,950,1092,32,0,0,0,1130,17598,685,37,0,11,18336
SED28803,636,26,6,0,0,669,206,5,0,0,0,212,198,11,0,0,0,208,350,21,3,0,0,373,517,29,5,0,0,553,2010,168,18,0,4,2190,3721,296,11,0,0,4038,6661,219,8,0,0,6894,2281,43,3,0,6,2330,1393,32,0,0,0,1418,877,23,3,0,0,897,1457,63,4,0,0,1529,20305,933,57,0,11,21308
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,346,28,3,0,0,382,106,17,3,0,0,122,86,3,0,0,0,97,165,23,3,0,0,183,285,55,3,0,0,347,952,303,17,0,4,1283,1683,266,7,0,7,1953,2249,111,10,4,0,2374,929,22,4,0,0,952,521,14,0,0,0,536,291,10,0,0,0,307,443,45,4,0,0,496,8061,898,56,4,11,9028
SED30002,297,27,4,0,0,329,106,10,0,0,0,114,70,14,0,0,0,84,131,26,0,0,0,156,206,27,3,0,0,231,585,102,9,0,0,696,885,180,12,0,0,1077,1815,110,12,0,0,1932,1095,35,0,0,0,1128,880,18,4,0,0,905,446,6,0,0,0,456,335,33,5,0,0,369,6846,572,49,0,0,7468
SED30003,234,10,3,0,0,250,103,9,0,0,0,118,71,8,5,0,0,82,152,17,3,0,0,170,235,40,0,0,0,280,906,90,16,0,0,1017,1586,90,7,0,4,1690,1993,69,18,0,0,2076,780,12,5,0,0,792,485,8,6,0,0,499,206,5,0,0,0,208,418,20,0,0,0,442,7171,381,64,0,9,7624
SED30004,277,16,23,0,0,324,96,14,13,0,0,120,103,17,10,0,0,136,222,48,43,3,0,312,294,47,65,0,4,413,1026,125,113,7,4,1266,1671,69,72,5,4,1823,1941,33,37,3,3,2014,687,9,7,3,0,699,513,6,3,6,0,523,294,3,3,0,0,307,418,19,27,3,7,469,7556,387,420,25,26,8419
SED30005,173,95,51,0,0,320,64,37,29,0,0,129,44,27,12,0,0,84,77,67,44,0,0,184,124,102,91,3,0,323,342,419,263,5,0,1029,488,427,245,0,3,1159,912,265,166,0,0,1335,495,84,44,0,0,617,350,59,47,0,0,457,165,26,19,0,0,208,224,121,65,0,4,414,3450,1727,1069,9,13,6267
SED30006,183,67,32,0,0,278,61,31,15,0,0,105,45,30,15,0,0,96,107,52,18,4,0,177,115,64,24,0,0,206,330,243,80,0,0,662,439,259,95,0,10,802,842,240,112,0,5,1201,520,105,42,0,4,671,619,84,35,0,0,733,701,57,29,0,0,790,337,63,33,0,3,440,4303,1289,524,5,29,6155
SED30007,245,27,18,0,0,287,83,44,0,0,0,127,77,5,15,0,0,93,135,5,12,0,0,152,216,19,23,0,0,259,557,70,78,0,0,707,1014,126,99,0,0,1237,1905,101,62,0,0,2069,912,17,16,0,0,948,597,13,10,0,0,626,370,0,5,0,0,373,397,21,9,0,0,429,6516,452,346,0,6,7318
SED30008,251,41,22,0,0,318,67,15,19,0,0,102,61,15,4,0,0,86,80,27,28,4,0,137,122,35,29,0,0,182,354,152,166,0,0,669,418,326,249,0,0,995,977,402,235,0,5,1621,852,209,90,0,0,1150,1149,103,62,0,0,1320,1291,62,43,0,0,1397,324,59,40,0,6,426,5948,1453,986,7,4,8400
SED30009,226,12,0,0,0,248,123,8,7,0,0,135,133,4,0,0,0,143,320,15,11,6,0,355,583,16,15,0,0,618,1534,31,17,3,0,1576,997,13,4,4,0,1010,534,7,5,0,0,547,142,5,0,0,0,141,82,0,0,0,0,88,60,4,0,0,0,66,275,6,3,0,0,285,5016,118,62,15,0,5208
SED30010,240,8,0,0,0,253,115,7,0,0,0,116,106,3,3,0,0,117,225,27,0,0,0,256,417,39,0,0,0,461,1882,83,3,0,0,1969,2157,28,6,0,0,2186,1498,13,0,0,0,1514,314,0,0,0,0,316,192,3,0,0,0,197,110,0,0,0,0,108,384,13,5,0,0,393,7643,232,19,0,0,7892
SED30011,253,3,0,7,0,272,151,3,0,0,0,154,170,0,0,0,0,172,318,12,4,0,0,328,392,7,0,3,0,406,957,18,0,8,0,986,800,8,0,4,0,816,742,0,0,0,6,749,256,0,0,5,0,259,170,0,0,0,0,168,112,0,0,0,0,116,297,0,0,7,3,304,4609,60,9,36,16,4729
SED30012,174,52,41,0,0,271,65,22,8,0,0,92,46,21,11,0,0,78,63,43,32,0,0,143,109,51,58,0,0,220,351,215,182,0,0,751,445,376,237,6,0,1058,938,376,222,0,0,1539,674,134,65,0,4,867,639,108,73,0,0,816,355,53,47,0,0,455,246,99,50,0,0,393,4101,1550,1026,9,8,6696
SED30013,308,0,9,5,0,320,204,5,3,5,0,220,156,0,11,6,0,166,328,0,4,3,0,339,473,7,7,3,0,490,1232,10,22,8,5,1268,1147,9,14,6,3,1179,867,5,12,0,5,895,290,3,0,6,0,300,205,3,3,0,0,213,140,0,0,0,0,143,377,0,3,6,0,384,5714,53,92,47,15,5917
SED30014,234,29,52,0,0,315,76,13,38,0,0,123,77,27,60,0,7,161,162,49,124,0,0,336,256,60,156,0,0,466,850,110,213,4,0,1176,1044,52,119,0,0,1218,999,33,83,0,0,1111,363,11,26,0,0,398,271,7,13,0,0,293,176,6,21,0,4,204,267,20,55,0,0,349,4756,403,952,16,15,6135
SED30015,350,0,0,4,0,360,186,5,0,0,0,193,217,10,3,0,0,227,409,4,0,4,0,414,461,3,0,5,0,467,964,9,0,8,4,983,720,3,0,0,0,721,673,10,0,7,0,688,263,3,0,0,0,264,196,9,0,0,0,206,186,0,0,8,3,198,359,3,0,3,3,373,4976,53,9,39,13,5085
SED30016,241,26,25,0,0,286,90,13,15,0,0,111,67,7,8,0,0,89,132,17,28,0,0,177,181,20,44,0,0,246,578,77,107,0,0,764,1065,101,88,0,0,1263,1723,69,76,4,5,1879,738,25,33,0,0,798,499,12,22,0,0,537,302,6,17,0,0,326,407,18,34,0,0,457,6015,403,510,13,9,6945
SED30017,272,20,6,0,0,302,114,15,0,0,0,129,83,12,0,0,0,96,148,37,8,0,0,189,237,49,11,0,0,297,747,198,11,0,0,955,1512,139,26,0,0,1684,2394,60,4,0,0,2460,856,18,10,0,0,883,526,14,3,0,0,543,258,0,0,0,0,266,421,22,0,0,0,444,7581,585,78,4,4,8248
SED30018,299,33,9,0,0,337,84,11,0,0,0,98,63,18,0,0,0,79,122,21,5,0,0,152,158,39,9,0,0,204,435,170,51,0,0,656,589,289,60,0,0,936,1264,292,68,0,0,1625,1066,93,12,0,0,1167,1120,39,7,0,0,1164,834,10,0,0,0,843,367,47,8,0,0,422,6396,1058,225,0,3,7678
SED30019,207,17,80,0,0,296,36,7,19,0,0,62,22,4,33,0,0,66,83,6,60,0,0,151,74,14,108,0,0,194,244,65,515,0,0,825,243,97,517,0,0,857,551,130,464,0,0,1154,548,55,154,0,0,770,851,50,112,0,6,1015,1191,34,69,0,0,1293,278,23,102,0,4,401,4340,497,2235,3,10,7086
SED30020,312,0,0,0,0,315,148,3,0,0,0,145,147,3,0,0,0,154,304,3,3,0,0,313,457,4,3,0,5,467,1445,22,3,0,4,1483,1665,17,0,5,0,1688,1654,3,5,0,0,1660,569,0,0,5,0,573,391,3,0,0,0,393,218,0,0,0,0,220,425,5,0,0,0,427,7746,71,12,15,15,7861
SED30021,147,19,3,17,8,193,68,0,9,8,0,81,69,7,0,6,0,81,143,13,14,13,0,172,231,23,10,4,0,264,629,36,22,14,0,699,614,27,13,13,0,671,629,20,0,18,4,675,237,11,3,5,0,259,141,3,0,0,0,149,102,0,5,7,6,119,216,12,3,13,0,250,3218,174,80,111,23,3609
SED30022,238,13,3,0,3,252,91,10,0,0,0,99,78,5,0,0,0,86,153,18,0,0,6,169,225,35,0,0,0,264,739,176,4,0,0,927,1753,296,11,6,5,2063,3434,145,0,0,6,3588,1430,30,3,0,3,1463,894,7,0,0,0,905,479,12,0,0,0,490,596,38,4,0,0,635,10091,781,25,14,21,10930
SED30023,283,7,12,0,0,306,74,3,4,0,0,89,64,6,11,0,0,83,95,3,22,0,0,120,124,11,32,0,0,164,375,34,107,0,0,522,483,49,158,0,0,687,1045,87,131,4,0,1273,964,60,55,0,0,1072,1209,45,27,0,0,1276,1122,22,26,0,0,1172,322,13,33,0,0,367,6153,345,616,7,6,7125
SED30024,194,35,46,0,0,277,72,26,19,0,0,112,63,22,9,0,0,96,100,24,16,0,0,150,150,41,40,0,0,232,374,150,121,0,0,653,530,207,158,0,0,895,1089,198,181,0,3,1477,800,68,58,0,0,933,678,48,49,0,0,772,369,30,36,0,0,441,354,66,56,0,0,482,4783,917,802,4,9,6515
SED30025,329,23,5,0,0,359,106,5,0,0,0,117,104,3,0,0,0,110,143,21,10,0,0,166,216,26,21,0,0,261,663,114,58,0,0,842,978,178,87,0,0,1244,2187,162,40,0,0,2392,1245,36,8,0,0,1289,820,18,3,0,0,844,378,9,0,0,0,390,332,25,8,0,0,366,7512,634,241,0,9,8389
SED30026,315,14,13,0,0,336,103,4,6,0,0,110,88,6,4,0,0,97,128,16,8,0,0,159,176,19,14,0,0,212,605,54,71,0,0,736,889,109,72,0,0,1075,1918,77,56,0,0,2058,1101,22,18,0,0,1146,879,18,6,0,0,904,527,4,6,0,0,542,276,9,17,0,0,302,7014,359,297,0,0,7669
SED30027,268,24,19,0,0,313,85,15,9,0,0,115,82,23,6,0,0,108,168,28,14,0,0,217,201,74,23,0,0,305,653,242,68,0,0,962,1165,237,85,0,0,1486,2053,138,46,0,0,2233,872,35,11,0,0,917,456,29,12,0,0,495,229,14,4,0,0,248,423,49,16,0,0,492,6657,918,310,3,5,7888
SED30028,254,3,11,0,0,270,115,3,10,0,0,130,115,6,4,0,0,125,255,15,17,5,0,287,435,19,16,0,0,464,1190,15,18,3,0,1220,1283,34,18,0,0,1330,1432,29,12,0,0,1474,519,11,3,0,0,529,391,4,4,0,0,402,196,0,0,0,0,196,357,13,6,0,0,377,6529,164,111,14,4,6822
SED30029,322,0,4,0,3,336,126,0,0,3,0,129,113,0,0,3,0,117,204,3,0,4,0,205,272,4,0,0,0,279,812,10,0,0,0,827,1219,7,7,0,0,1236,1877,3,3,4,9,1896,813,4,0,3,0,822,532,0,0,0,6,540,328,0,4,0,8,340,465,5,0,4,0,477,7092,37,21,32,24,7204
SED30030,248,17,50,0,0,321,72,8,18,0,0,99,53,8,17,0,0,83,82,6,44,0,0,137,122,17,84,0,0,225,370,53,335,0,3,760,442,124,427,0,0,996,958,169,262,0,4,1396,847,72,75,0,0,996,1033,36,60,0,3,1133,816,27,31,0,0,873,291,21,61,0,0,377,5344,562,1474,3,7,7394
SED30031,240,6,3,6,10,265,115,0,0,0,0,121,129,7,3,0,0,138,214,3,5,0,0,226,254,13,0,3,3,271,667,17,3,8,3,699,535,8,3,8,5,557,523,10,3,10,0,548,194,0,0,3,0,204,156,0,0,0,5,157,122,0,0,4,3,133,230,3,0,0,3,235,3381,66,28,49,34,3561
SED30032,361,5,0,10,0,378,238,4,0,0,0,239,200,0,0,0,0,203,388,8,0,5,3,404,588,9,3,10,7,619,1547,23,0,8,0,1586,1384,3,0,12,4,1406,970,7,5,3,0,988,263,0,0,0,0,263,177,4,0,0,0,189,120,0,0,0,0,127,438,0,0,3,0,442,6678,67,11,55,21,6838
SED30033,246,27,6,0,0,284,147,17,0,0,0,166,139,23,4,0,4,174,223,20,8,0,0,247,324,38,9,3,0,377,1173,75,18,11,5,1278,1130,29,11,7,0,1177,798,13,6,5,3,825,183,8,5,0,0,192,148,0,0,4,0,154,79,4,3,0,0,88,305,14,0,3,0,325,4893,265,71,29,20,5277
