SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL14478,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,45,21,47,41,60,43,13,0,0,276
SAL14479,0,8,3,0,9,0,0,0,0,18,3,0,0,8,7,0,0,0,0,17,33,29,62,74,85,39,20,0,0,344
SAL14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL14481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,14
SAL14483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,5,0,0,0,0,17
SAL14484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,9
SAL14485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,0,14
SAL14486,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,8,17,20,20,10,0,0,84
SAL14487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,6,0,0,18
SAL14488,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,10,10,9,8,0,0,44
SAL14489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL14490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,4,0,0,17
SAL14491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,7,4,20,6,3,0,55
SAL14492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,14,23,11,3,0,74
SAL14493,0,0,0,5,4,0,0,0,0,8,0,0,0,5,0,8,0,0,0,9,9,6,21,37,45,45,9,0,0,183
SAL14494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9
SAL14495,4,4,3,4,10,11,0,0,0,34,0,6,4,0,4,3,0,0,0,18,51,56,62,72,113,77,20,3,0,451
SAL14496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,13,12,14,10,3,0,72
SAL14497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8
SAL14498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6
SAL14499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,8,3,0,0,28
SAL14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14501,0,3,7,0,0,0,0,0,0,20,0,0,4,6,4,4,0,0,0,14,33,43,81,103,91,100,23,7,0,480
SAL14502,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,3,10,10,7,0,3,0,55
SAL14503,0,7,8,18,5,10,0,0,0,49,0,0,0,8,6,5,0,3,0,31,76,112,242,335,336,245,74,10,0,1426
SAL14504,0,0,0,5,3,0,0,0,0,7,0,5,0,0,3,0,0,0,0,11,3,5,27,33,48,30,5,0,0,158
SAL14505,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,11,8,16,38,29,34,31,9,0,0,162
SAL14506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,8,0,0,32
SAL14507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,3,11,10,16,9,9,0,0,57
SAL14509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,11,25,14,16,4,0,81
SAL14510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,11,13,15,4,0,0,75
SAL14511,8,12,26,28,22,18,7,6,0,123,6,10,23,21,17,9,8,0,0,98,220,251,649,717,702,539,153,21,3,3257
SAL14512,0,0,7,0,5,0,3,0,0,18,0,0,4,0,4,0,0,0,0,9,22,8,28,47,85,53,10,8,0,264
SAL14513,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,9,5,15,19,31,17,8,0,0,95
SAL14514,0,0,0,5,5,0,0,0,0,14,0,0,0,4,0,0,0,0,0,7,20,16,45,62,61,47,11,3,0,268
SAL14515,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,3,6,11,20,13,23,14,0,0,97
SAL14516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,3,0,0,34
SAL14517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,19,10,0,0,0,40
SAL14518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,4,7,0,0,0,21
SAL14520,0,0,0,7,11,3,0,0,0,27,3,0,0,3,6,0,0,0,0,16,45,50,88,126,154,144,25,0,0,627
SAL14521,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,15,18,24,25,21,11,0,0,115
SAL14522,3,0,7,5,3,0,0,0,0,27,8,4,12,7,11,10,4,0,0,50,88,70,164,143,184,141,44,7,0,844
SAL14523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL14524,0,0,9,3,0,0,0,0,0,18,0,6,9,3,12,3,3,0,0,30,7,44,98,85,70,51,18,0,0,373
SAL14525,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,7,5,8,14,29,24,31,9,3,0,123
SAL14526,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,6,8,5,18,35,47,10,3,0,138
SAL14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14528,4,0,13,8,5,5,0,0,0,31,3,7,9,8,9,5,0,0,0,33,61,53,113,121,150,108,29,0,0,636
SAL14529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,0,0,0,21
SAL14530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,7,0,3,0,0,37
SAL14531,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,9,3,14,19,37,31,6,0,0,109
SAL14532,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,5,12,10,18,13,8,0,0,70
SAL14533,0,5,3,4,0,3,0,0,0,15,0,0,6,0,4,7,0,0,0,14,18,30,105,78,59,42,8,0,0,344
SAL14534,0,9,17,10,12,6,3,0,0,43,0,3,3,5,4,6,0,0,0,28,51,51,154,126,146,150,52,8,0,745
SAL14535,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,0,8,14,20,13,29,41,21,4,0,140
SAL14536,18,21,43,30,42,23,18,0,0,200,15,17,43,38,35,36,15,7,0,206,343,375,813,885,830,803,245,36,6,4340
SAL14537,7,5,4,9,13,9,3,0,0,47,4,5,3,13,17,11,0,0,0,57,123,156,133,269,435,312,101,15,3,1535
SAL14538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,6,11,14,12,0,0,49
SAL14539,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,12
SAL14540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3
SAL14541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,3,16,4,0,0,36
SAL14542,0,25,119,58,22,6,3,0,0,231,6,56,234,93,34,20,8,0,0,445,76,838,4099,1797,620,317,90,11,0,7849
SAL19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,4,0,0,35
SAL20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20002,5,16,60,43,19,16,6,0,0,161,5,24,107,68,17,17,6,0,0,237,76,503,2804,1480,657,416,139,17,0,6097
SAL20003,0,4,5,10,12,6,5,0,0,59,5,11,19,19,23,15,3,0,0,93,142,236,304,388,568,442,109,15,0,2194
SAL20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,9,17,15,13,3,0,72
SAL20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,4,0,0,0,27
SAL20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,22
SAL20009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,9,12,0,0,0,34
SAL20010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,3,0,0,17
SAL20011,0,7,38,34,15,0,0,0,0,94,9,12,65,78,16,3,0,0,0,180,105,280,1345,1543,459,150,22,0,0,3904
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,0,0,4,3,4,3,0,0,0,14,0,0,0,3,0,3,0,0,0,12,26,19,50,63,115,157,67,6,0,500
SAL20014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,4,19,20,23,13,0,0,88
SAL20015,3,13,38,35,35,36,3,4,0,166,6,8,44,40,38,28,16,0,0,178,154,290,1070,1076,841,601,151,15,0,4203
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,8,13,31,23,17,7,5,0,0,100,3,18,54,36,42,24,0,0,0,179,82,199,549,478,382,305,80,6,0,2076
SAL20018,0,8,21,11,21,19,8,0,0,81,5,14,19,32,35,20,12,0,0,140,111,161,477,688,802,555,207,36,0,3045
SAL20019,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,7,20,14,26,24,12,0,0,111
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,11,3,0,0,44
SAL20021,0,5,20,11,10,8,0,0,0,61,4,15,51,26,23,12,4,0,0,127,53,214,726,494,279,199,53,3,0,2021
SAL20022,3,0,14,8,8,7,3,0,0,49,0,5,10,9,16,10,0,0,0,50,56,76,181,244,264,246,92,11,4,1178
SAL20023,13,18,28,37,40,26,8,0,0,172,8,15,34,28,26,14,8,4,0,140,557,581,1145,1381,1274,776,158,20,0,5889
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,15,8,0,0,0,37
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,8,5,0,0,30
SAL20027,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,8,3,9,26,49,30,10,3,0,150
SAL20028,0,0,0,8,12,6,0,0,0,37,0,0,9,6,9,0,3,0,0,33,49,45,123,152,171,147,49,10,0,753
SAL20029,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,4,5,14,18,25,21,0,3,0,93
SAL20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,9,16,17,10,7,0,0,71
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,24,13,3,0,0,74
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,5,3,0,0,27
SAL20034,0,7,24,18,21,13,3,0,0,85,0,8,27,20,21,15,6,0,0,96,114,285,763,692,687,553,144,8,0,3255
SAL20035,4,14,26,53,34,32,11,0,0,182,10,13,51,61,46,22,17,0,0,229,208,335,1112,1567,1339,866,203,30,3,5656
SAL20036,11,30,74,77,75,63,12,0,0,333,16,27,106,83,82,63,15,0,0,384,347,650,1961,2028,1775,1489,295,22,0,8565
SAL20037,3,15,53,58,35,23,10,0,0,200,7,28,76,81,49,27,10,0,3,280,157,372,1532,1601,1082,585,142,12,4,5485
SAL20038,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,7,3,4,7,7,11,19,0,0,0,59
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8,5,9,3,0,0,23
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,4,8,8,20,18,31,11,5,0,96
SAL20042,0,0,3,0,6,0,0,0,0,7,0,0,0,3,3,4,5,0,0,20,17,18,57,71,86,84,25,5,0,361
SAL20043,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,9,3,14,13,10,0,0,52
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,7
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL20046,0,4,6,8,4,13,4,0,0,38,3,3,11,12,7,14,12,6,0,64,71,94,227,282,326,391,131,28,0,1557
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,21
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,5,0,0,0,19
SAL20049,0,0,0,5,7,0,0,0,0,17,0,0,4,7,7,5,3,0,0,27,42,38,154,137,198,211,71,14,0,871
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,9,0,0,0,17
SAL20052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,20,23,51,18,3,4,143
SAL20053,6,4,28,22,20,27,7,0,0,116,9,12,28,8,14,26,10,0,0,111,220,315,776,559,677,659,196,21,0,3418
SAL20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,10,13,9,0,0,48
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,4,0,0,0,3,0,0,0,0,8,3,0,0,0,0,0,0,0,0,4,9,8,12,12,30,27,8,8,0,118
SAL20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,9,9,3,0,0,44
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,13
SAL20062,0,4,11,15,16,5,0,0,0,49,0,6,29,30,22,18,0,0,0,107,36,87,410,378,257,141,33,6,0,1352
SAL20063,5,0,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,9,20,13,39,39,49,49,21,5,0,245
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4
SAL20065,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,11,11,22,11,8,0,0,76
SAL20066,5,18,36,24,22,23,9,0,0,129,0,17,75,41,25,28,8,5,0,201,98,485,1702,1130,919,592,318,61,4,5304
SAL20067,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,10,8,16,5,0,0,53
SAL20068,6,25,89,61,32,14,4,0,0,232,4,14,72,41,24,10,3,0,0,171,266,683,2347,1710,778,435,83,7,4,6308
SAL20069,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,6,6,6,0,0,3,31
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SAL20071,0,0,0,0,0,4,4,0,0,15,0,3,0,0,0,0,5,0,0,12,11,20,28,28,59,57,37,8,0,250
SAL20072,0,0,0,6,0,3,0,0,0,9,0,0,0,6,0,0,0,0,0,3,7,8,24,42,60,45,22,0,0,215
SAL20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,11,7,11,4,3,0,50
SAL20074,0,4,15,8,9,4,4,0,0,42,0,0,11,8,4,6,5,0,0,31,75,106,294,299,203,189,46,5,0,1216
SAL20075,6,15,57,47,39,35,15,0,0,214,3,20,75,80,56,44,11,3,0,296,274,690,2052,2025,1704,1070,268,29,4,8118
SAL20076,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,6,23,34,26,10,0,0,110
SAL20077,0,12,16,22,22,26,3,0,0,108,4,4,36,45,36,29,10,3,0,165,214,338,561,867,1035,691,212,32,0,3941
SAL20078,5,10,15,17,20,10,10,3,0,82,7,8,46,38,26,23,10,5,0,153,132,315,820,812,744,463,130,15,3,3443
SAL20079,3,17,18,29,28,28,7,0,0,130,4,15,19,34,51,18,7,4,0,155,213,270,540,928,948,663,150,18,0,3739
SAL20080,0,13,13,14,16,33,7,4,0,104,3,15,15,26,27,31,9,0,0,128,221,345,411,672,888,667,147,15,0,3365
SAL20081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,16,9,19,15,0,0,0,65
SAL20082,0,14,10,9,18,15,3,0,0,80,5,4,7,14,25,13,4,0,0,78,113,191,268,305,485,393,82,0,0,1833
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20085,0,0,5,0,0,3,6,0,0,14,0,0,4,0,0,0,0,0,0,4,12,7,21,21,28,17,4,0,0,110
SAL20086,0,0,4,4,3,0,0,0,0,14,0,0,0,4,3,4,3,0,0,19,19,47,77,102,121,116,55,15,0,551
SAL20087,0,0,0,4,0,0,5,0,0,16,5,8,6,0,4,4,3,0,0,29,30,26,91,78,115,79,48,3,0,470
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20089,0,15,42,46,43,48,15,0,0,204,5,24,59,59,67,42,18,12,0,276,218,454,1104,1317,1158,819,266,35,0,5361
SAL20090,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,8,3,9,4,0,23
SAL20091,5,0,0,9,3,3,0,0,0,16,0,0,4,7,4,7,3,0,0,21,26,30,75,109,93,88,26,0,0,442
SAL20092,0,0,0,0,0,0,0,0,0,4,5,4,0,0,3,0,0,0,0,13,25,20,10,49,68,41,16,0,0,232
SAL20093,0,0,6,3,3,3,0,0,0,16,0,0,11,5,3,3,5,0,0,20,24,27,118,99,107,77,26,0,0,473
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,3,0,0,0,19
SAL20095,4,10,39,29,19,9,5,3,0,122,10,14,29,20,28,18,8,4,0,131,167,312,912,741,681,483,141,18,0,3468
SAL20096,0,0,0,0,3,3,0,0,0,11,0,5,3,0,0,3,3,0,0,15,9,11,30,25,32,42,21,0,0,161
SAL20097,6,6,8,0,14,5,3,0,0,44,0,0,4,13,7,5,3,0,0,35,41,53,169,141,145,170,48,4,0,770
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20099,0,0,0,3,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,3,10,11,42,37,40,34,9,0,0,174
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,3,0,18
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,3,3,0,26
SAL20102,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,12,6,0,0,49
SAL20103,5,27,28,23,40,26,11,0,0,161,8,20,28,22,26,27,11,6,5,149,207,308,740,590,604,567,199,25,7,3233
SAL20104,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,14,24,20,26,16,0,0,0,109
SAL20105,0,17,42,24,17,14,5,0,0,111,0,8,43,30,8,8,0,0,0,113,57,295,1188,795,504,313,85,4,5,3242
SAL20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,10,17,14,3,0,0,60
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,7,3,5,0,0,27
SAL20108,4,3,11,6,20,9,4,0,0,53,0,9,12,13,11,12,4,0,0,55,79,110,290,376,349,299,66,7,3,1578
SAL20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,9,8,5,3,0,34
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
SAL20111,4,11,14,17,16,14,3,0,0,85,3,8,26,10,22,10,5,0,0,78,138,287,638,539,546,463,128,8,0,2762
SAL20112,0,13,28,12,16,10,0,0,0,79,5,8,19,8,10,17,8,6,0,71,107,265,655,478,409,405,126,11,0,2455
SAL20113,0,7,10,21,12,10,0,0,0,64,0,3,16,10,12,10,0,0,4,64,85,165,385,371,384,319,68,3,4,1790
SAL20114,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,5,6,10,14,13,0,0,53
SAL20115,0,0,3,0,3,0,0,0,0,7,0,0,4,0,0,0,4,0,0,10,5,0,10,28,22,22,16,3,0,111
SAL20116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,3,8,20,11,7,12,0,0,72
SAL20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,10,9,10,0,0,49
SAL20118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,10,13,18,20,13,12,0,80
SAL20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,4,9,19,33,39,14,0,0,130
SAL20120,0,0,5,7,4,5,6,0,0,24,0,0,5,5,4,9,5,3,0,34,60,65,115,264,269,225,93,14,0,1096
SAL20121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,11,20,8,16,29,53,42,19,5,0,193
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
SAL20123,0,17,30,32,34,34,12,4,0,168,11,18,47,74,61,56,12,9,3,293,257,630,1089,1287,1370,1101,372,64,11,6184
SAL20124,17,28,35,37,66,57,22,5,0,256,18,40,76,93,120,61,23,3,0,437,570,1015,1467,1806,2607,1949,549,98,7,10071
SAL20125,0,0,0,4,0,0,0,0,0,8,0,0,4,3,0,3,0,0,0,10,21,9,36,55,53,48,21,5,0,246
SAL20126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,7,10,12,20,22,34,20,15,0,0,132
SAL20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,15,14,21,0,0,0,64
SAL20128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,6,3,0,0,27
SAL20129,0,0,4,4,5,0,0,0,0,16,6,0,6,6,0,4,0,0,0,19,116,123,141,94,45,25,7,0,0,551
SAL20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,8,8,8,0,0,33
SAL20131,0,0,3,0,0,3,6,0,0,10,0,0,0,0,0,3,4,0,0,10,5,10,18,14,38,35,27,5,0,162
SAL20132,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,4,12,8,0,3,0,0,0,29
SAL20133,5,13,25,38,25,16,6,0,0,129,4,8,31,28,32,16,3,0,0,125,206,225,728,826,726,371,95,13,0,3190
SAL20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,21
SAL20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,18
SAL20136,0,4,13,15,10,3,0,0,0,48,0,0,6,16,10,8,0,0,0,39,108,99,350,328,311,202,50,4,0,1442
SAL20137,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,4,10,6,20,3,0,0,52
