SAL_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL14274,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,4,9,11,21,23,9,8,0,86
SAL14275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14276,5,3,25,15,4,6,0,0,0,66,3,8,15,10,5,4,4,0,0,48,119,132,380,333,253,172,47,0,0,1431
SAL14277,0,5,9,6,12,12,4,3,0,57,5,8,9,17,28,17,7,3,0,86,126,215,192,499,665,433,136,25,3,2277
SAL14278,5,13,41,30,15,17,3,0,0,114,0,49,168,126,29,21,5,0,0,397,112,644,2711,2829,930,505,128,13,0,7879
SAL14279,0,7,43,16,10,4,0,0,0,89,6,12,21,15,23,12,6,0,0,90,112,164,376,358,340,235,38,4,0,1627
SAL14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SAL14281,0,9,16,18,17,20,10,3,0,85,4,13,30,30,12,21,12,0,0,124,106,225,489,426,418,397,113,11,0,2183
SAL14282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SAL14283,4,3,13,8,11,16,0,0,0,54,12,25,30,33,27,17,0,0,0,144,121,179,340,365,330,236,55,3,0,1620
SAL14284,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,13,5,11,23,25,25,39,19,6,0,151
SAL14285,3,6,10,18,19,11,0,0,0,71,3,6,8,17,19,16,8,0,0,72,132,155,202,382,488,285,65,14,0,1734
SAL14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,6,7,0,0,0,27
SAL14287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,5,11,5,4,0,35
SAL14288,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,4,19,24,22,45,18,0,0,141
SAL14289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,29,12,6,5,0,68
SAL14290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,11,6,0,0,23
SAL14291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,12,15,17,19,0,0,78
SAL14292,3,0,0,0,3,4,0,0,0,12,0,0,0,8,8,0,0,0,0,13,55,23,30,70,122,66,19,4,0,392
SAL14293,9,8,11,6,3,4,0,3,0,37,0,0,14,10,15,10,0,0,0,51,87,139,254,321,335,219,60,9,0,1431
SAL14294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,13,9,19,13,0,4,0,57
SAL14295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,6,8,0,0,0,24
SAL14296,0,0,3,4,4,0,0,0,0,12,0,0,0,0,3,0,0,0,0,9,20,13,27,36,57,40,15,0,3,207
SAL14297,0,0,0,0,0,0,0,0,0,8,0,0,4,5,0,4,0,0,0,12,15,17,27,33,54,39,12,0,0,196
SAL14298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,5,4,0,32
SAL14299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,17
SAL14300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,9,13,14,15,7,0,0,58
SAL14301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL14302,0,4,14,3,0,6,0,0,0,38,0,6,13,3,0,0,0,0,0,26,20,176,421,173,137,118,22,6,0,1072
SAL14303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,27,5,4,5,7,0,0,64
SAL14304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,6,7,12,8,3,0,0,43
SAL14305,12,9,10,24,13,14,6,0,0,84,5,10,21,17,18,18,5,0,0,81,116,129,272,285,387,285,63,14,0,1541
SAL14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,6,4,0,0,20
SAL14307,0,0,0,0,4,4,0,0,0,7,4,0,0,0,0,0,0,0,0,11,11,17,41,24,44,44,21,5,0,210
SAL14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14309,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,0,0,7,6,10,16,10,33,38,25,17,0,151
SAL14310,3,7,25,32,18,16,6,0,0,108,0,9,73,54,36,25,14,0,0,208,98,322,995,796,450,317,75,9,0,3057
SAL14311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,6,9,0,0,0,28
SAL14312,0,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,5,4,17,18,22,0,0,0,70
SAL14313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,18,17,16,3,0,0,77
SAL14314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,14
SAL14315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,11,0,5,0,36
SAL14316,0,3,0,3,5,5,0,0,0,23,0,0,0,5,0,0,4,0,0,7,27,52,51,47,64,54,27,0,3,329
SAL14317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,4,9,6,0,0,31
SAL14318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,9,3,0,27
SAL14319,0,0,6,6,5,3,0,0,0,19,7,8,19,5,19,3,0,0,0,56,37,82,163,112,121,82,19,3,0,617
SAL14320,8,7,11,30,30,19,11,0,0,111,0,7,17,38,33,21,0,0,0,125,147,206,519,982,922,539,162,22,4,3500
SAL14321,0,3,5,5,6,0,0,0,0,16,3,4,0,3,4,4,5,0,0,20,43,63,79,220,270,160,59,4,0,891
SAL14322,0,6,0,0,0,3,0,0,0,5,0,3,0,0,3,4,3,0,0,9,3,20,14,21,28,21,12,8,0,127
SAL14323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,3,3,4,10,6,0,0,40
SAL14324,3,0,10,8,6,0,0,0,0,26,0,0,0,0,4,3,0,0,0,13,26,25,83,64,88,105,21,0,0,414
SAL14325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,13
SAL14326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14328,0,0,0,0,0,0,0,0,0,4,0,0,5,5,6,0,0,0,0,13,10,5,22,37,47,31,14,0,0,176
SAL14329,4,9,22,24,20,9,3,0,0,95,6,3,17,21,15,5,3,0,0,70,97,103,404,587,386,244,60,4,0,1891
SAL14330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,9,9,15,3,0,0,56
SAL14331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,13
SAL14332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14333,4,9,13,6,4,11,3,0,0,47,3,3,13,14,12,7,5,0,0,57,56,87,211,165,141,118,28,3,0,805
SAL14334,0,7,0,0,3,8,0,0,0,19,3,0,9,9,9,6,0,0,0,38,57,69,137,185,215,170,52,7,0,880
SAL14335,9,5,3,3,5,4,0,0,0,22,0,0,0,3,5,7,0,0,0,11,37,47,45,104,132,62,16,5,0,453
SAL14336,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,6,5,26,30,32,34,11,0,6,162
SAL14337,0,3,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,20,15,11,37,56,29,4,0,0,176
SAL14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,8,0,0,0,23
SAL14339,0,3,3,0,3,0,0,0,0,15,0,4,10,3,4,0,0,0,0,17,25,45,77,62,60,58,13,0,0,339
SAL14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,12,20,6,0,0,72
SAL14341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,11
SAL14342,0,8,19,13,8,7,0,0,0,54,0,0,15,13,11,7,3,3,0,48,99,160,397,351,277,229,66,9,0,1588
SAL14343,3,0,8,13,12,8,0,0,0,43,0,7,9,4,8,3,3,0,0,37,49,75,211,157,161,143,50,17,0,860
SAL14344,6,6,4,0,11,3,0,0,0,38,0,5,0,4,3,5,3,0,0,25,41,82,91,57,165,152,39,8,0,636
SAL14345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11
SAL14347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,17
SAL14348,0,3,4,6,0,0,0,0,0,18,0,0,6,4,6,4,0,0,0,18,11,27,66,58,55,59,27,4,0,306
SAL14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,14,5,22,30,27,36,10,0,0,136
SAL14350,6,11,23,21,23,6,3,0,0,94,4,4,19,3,14,23,6,0,0,81,112,166,390,357,414,428,108,13,0,1983
SAL14351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,0,5,0,0,20
SAL14352,7,10,17,23,22,22,0,0,0,110,7,7,14,26,17,14,3,0,0,90,215,271,555,696,753,552,130,13,0,3188
SAL14353,8,11,20,43,43,33,7,0,0,169,4,19,36,71,53,35,4,0,0,234,297,424,805,1579,1372,821,244,25,0,5567
SAL14354,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,8,9,15,21,27,31,12,5,0,132
SAL14355,0,0,3,4,0,0,0,0,0,8,0,0,6,0,0,3,0,0,0,19,6,25,65,51,29,30,8,0,0,212
SAL14356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,8,0,0,15
SAL14358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,10,3,0,0,22
SAL14359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,6,14,22,9,8,0,0,74
SAL14360,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,6,0,7,5,17,11,4,4,0,0,47
SAL14361,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,5,7,18,8,3,0,47
SAL14362,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,9,4,18,13,26,30,8,0,0,109
SAL14363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,5,0,0,0,20
SAL14364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,5
SAL14366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,25,7,8,3,5,0,0,63
SAL14368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,6,0,0,0,16
SAL14370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14371,0,12,75,32,9,7,0,0,0,145,0,45,230,80,27,15,0,0,0,400,45,712,3476,1453,426,214,47,3,0,6376
SAL14372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,3,3,3,0,0,28
SAL14373,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,10,0,4,17,16,32,40,17,3,0,129
SAL14374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,7,18,13,0,4,0,62
SAL14375,5,18,9,12,13,8,3,0,0,68,3,0,8,13,13,4,3,0,0,54,129,131,279,333,353,282,88,11,5,1615
SAL14376,14,56,123,49,47,33,10,6,0,334,7,70,139,82,60,37,10,3,0,408,296,1848,3795,1604,1369,1217,335,61,7,10537
SAL14377,3,13,32,29,24,14,6,5,0,116,0,9,56,63,32,12,8,5,0,182,69,331,1548,1362,876,511,236,57,4,5003
SAL14378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,8
SAL14379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,11,3,7,0,0,30
SAL14380,0,4,0,4,4,0,0,0,0,12,0,0,5,4,7,0,0,0,0,16,20,25,64,82,79,85,19,0,0,376
SAL14381,0,0,5,0,0,4,0,0,0,8,0,0,4,0,0,3,0,0,0,10,20,42,69,87,115,103,32,3,0,481
SAL14382,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,3,9,21,39,23,9,0,0,116
SAL14383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,0,9
SAL14385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,16,12,7,0,0,49
SAL14386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,8,7,12,15,0,0,47
SAL14388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14390,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,7,0,0,6,6,13,13,5,0,0,48
SAL14391,0,0,4,4,3,0,0,0,0,19,0,0,6,6,0,4,0,0,0,19,21,8,58,88,75,87,28,5,0,374
SAL14392,0,3,10,10,4,6,0,0,0,29,4,3,14,5,7,9,0,0,0,34,34,42,204,196,102,67,7,0,0,653
SAL14393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,7,11,8,0,0,27
SAL14394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,8,4,10,3,3,0,0,42
SAL14395,4,7,15,11,14,7,0,0,0,60,5,11,6,12,11,5,0,0,0,48,77,115,282,189,234,215,26,0,0,1132
SAL14396,0,7,7,6,6,9,6,0,0,42,0,5,11,7,5,13,4,0,0,54,49,93,246,240,212,173,64,0,0,1085
SAL14397,0,0,3,0,4,0,0,0,0,9,8,0,0,0,0,0,0,0,0,19,28,30,57,53,66,45,14,3,0,297
SAL14398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,12,10,0,0,0,34
SAL14399,4,10,14,21,17,15,5,0,0,84,0,21,43,37,37,29,6,0,0,174,111,323,711,723,710,582,160,9,0,3330
SAL14400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,9,3,22,16,28,42,23,3,0,157
SAL14401,0,3,6,11,5,5,0,0,0,32,0,3,9,8,5,10,3,0,0,30,36,70,155,192,244,218,50,3,0,979
SAL14402,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,8,24,14,12,31,49,14,6,0,162
SAL14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,10,9,3,0,0,36
SAL14404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,12
SAL14405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,11,3,0,0,28
SAL14406,0,0,0,0,3,0,0,0,0,3,5,0,0,0,3,0,3,0,0,10,8,16,19,25,38,39,24,9,0,168
SAL14407,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,6,0,0,0,20
SAL14408,0,4,5,0,3,0,0,0,0,15,5,3,10,3,8,0,0,0,0,37,33,56,124,143,131,89,10,0,0,583
SAL14409,0,0,7,14,5,6,5,0,0,31,0,0,9,6,5,0,0,0,0,20,35,59,129,113,106,84,11,0,0,540
SAL14410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,3,9,5,0,21
SAL14411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,0,0,23
SAL14412,0,4,3,4,0,4,0,0,0,13,0,0,0,5,8,0,5,0,0,22,8,10,44,43,55,72,36,10,0,274
SAL14413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,6,0,0,10
SAL14414,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,17,0,14,15,28,33,5,0,0,118
SAL14415,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,5,0,8,11,24,16,6,0,0,79
SAL14416,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,24,12,24,33,67,43,17,3,0,231
SAL14417,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,0,0,0,10
SAL14418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,17,14,22,19,4,0,0,84
SAL14419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,5,0,0,21
SAL14420,9,9,28,23,24,10,12,3,0,107,3,7,19,29,24,12,13,0,0,107,127,191,627,511,493,447,155,14,0,2567
SAL14421,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,12,4,5,17,27,52,55,26,0,0,193
SAL14422,0,3,16,16,10,18,8,5,0,76,5,6,36,38,33,28,12,3,0,158,75,251,961,789,651,505,283,83,10,3606
SAL14423,0,3,3,3,3,3,0,0,0,20,0,0,0,6,0,0,0,0,0,11,11,21,35,60,77,68,16,0,0,288
SAL14424,0,0,15,13,11,4,3,3,0,58,0,6,40,27,16,3,3,0,0,99,17,119,789,466,313,224,82,13,0,2022
SAL14425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,12
SAL14426,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,5,3,12,28,20,19,3,0,0,98
SAL14427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,5,4,0,25
SAL14428,7,8,34,12,20,20,9,0,0,113,3,8,27,30,19,4,5,5,0,97,148,282,666,565,565,437,133,13,0,2813
SAL14429,0,0,3,0,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,7,3,25,52,44,77,15,0,0,217
SAL14430,0,0,0,0,0,0,0,0,0,7,0,3,6,0,0,0,4,0,0,19,19,31,48,46,76,66,44,15,0,348
SAL14431,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,6,0,13,22,25,16,9,3,0,87
SAL14432,0,3,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,23,16,38,54,62,84,22,0,0,296
SAL14433,11,11,16,28,26,10,3,0,0,93,5,6,9,25,24,12,4,0,0,88,298,249,447,683,717,328,59,4,0,2784
SAL14434,10,22,41,44,41,32,13,0,0,196,7,19,29,48,36,26,4,0,0,170,357,438,970,1335,1387,888,190,12,0,5576
SAL14435,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,3,4,12,10,20,35,9,0,0,90
SAL14436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,13,7,11,11,3,0,0,57
SAL14437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14438,3,4,7,4,10,11,4,0,0,40,0,3,3,3,6,5,4,0,0,35,82,101,154,199,287,217,58,5,0,1101
SAL14439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14440,6,13,9,15,22,9,0,0,0,84,3,3,5,10,20,12,3,0,0,54,139,176,189,252,404,357,84,5,0,1601
SAL14441,3,5,36,31,24,10,8,0,0,117,5,5,17,22,19,3,3,0,0,76,181,251,589,499,508,286,57,12,0,2389
SAL14442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,6,13,14,6,3,0,55
SAL14443,3,14,42,43,35,22,5,0,0,156,6,26,37,34,35,25,6,12,0,177,218,346,811,935,881,733,165,25,4,4109
SAL14444,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,4,0,0,0,6,12,13,36,47,57,47,17,4,0,218
SAL14445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL14446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,15,22,12,0,0,0,66
SAL14447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4
SAL14448,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,10,10,3,6,9,22,12,3,0,0,66
SAL14449,0,0,4,3,0,5,0,0,0,19,4,0,0,3,9,4,4,0,0,19,23,21,61,55,81,63,19,0,6,328
SAL14450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,7
SAL14451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,14
SAL14452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,5,21,19,5,0,0,69
SAL14453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,0,3,0,0,22
SAL14454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,10,7,0,0,0,32
SAL14455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14456,9,10,11,9,9,8,0,0,0,56,4,7,8,12,10,10,0,3,0,57,87,129,194,213,279,221,48,12,0,1181
SAL14457,3,8,8,6,8,5,0,0,0,30,0,4,4,4,6,4,0,0,0,35,46,63,88,109,139,89,23,0,0,561
SAL14458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,14
SAL14459,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,11,8,3,0,0,31
SAL14460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,20
SAL14461,0,0,0,3,0,4,0,0,0,7,0,0,0,0,3,0,0,0,0,6,4,12,25,18,27,53,24,0,0,164
SAL14462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,0,0,25
SAL14463,7,21,34,41,35,28,6,0,0,170,11,13,27,48,37,29,6,5,0,175,258,363,911,955,840,663,176,24,5,4191
SAL14464,3,8,11,7,18,8,7,0,0,69,0,8,17,16,10,17,3,0,0,81,116,189,311,290,393,289,82,14,0,1686
SAL14465,0,0,0,4,0,0,0,0,0,14,0,0,0,0,9,4,0,0,0,21,10,24,33,48,47,68,20,4,0,258
SAL14466,4,9,12,9,4,3,0,0,0,48,6,0,13,9,8,5,3,5,0,39,74,107,197,161,220,157,33,3,0,950
SAL14467,0,0,0,3,4,5,3,0,0,13,0,0,0,3,4,6,0,0,0,5,15,24,26,55,51,50,16,0,0,238
SAL14468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SAL14469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SAL14470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14471,11,12,56,48,60,30,11,0,0,226,13,54,99,88,73,70,22,0,0,414,242,699,1525,1278,1174,979,254,24,0,6175
SAL14472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SAL14473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,9,10,13,15,5,0,0,62
SAL14474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,7,5,9,0,0,43
SAL14475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL14476,10,6,14,14,22,17,4,0,0,87,7,10,20,22,10,23,12,0,0,102,142,159,393,479,503,537,165,15,0,2397
SAL14477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
