SAL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SAL30019,21,0,0,0,0,21,10,0,0,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,45
SAL30020,1695,221,15,0,0,1929,2560,137,3,0,0,2693,409,179,6,0,0,586,14,0,0,0,0,19,0,4,0,0,0,9,124,42,10,0,0,175,68,30,0,0,0,92,0,0,0,0,0,3,614,250,18,0,0,885,24,152,44,0,0,218,68,34,6,0,0,113,4962,793,91,0,0,5837
SAL30021,10,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15
SAL30022,67,0,0,0,0,72,55,0,0,0,0,56,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,39,4,0,0,0,0,3,18,0,0,0,0,16,176,0,3,0,3,180
SAL30023,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,5,15,0,0,0,5,21
SAL30024,82,14,127,0,7,232,144,13,181,0,0,340,95,25,675,0,0,793,0,0,43,0,0,43,0,0,13,0,0,14,35,3,102,0,0,141,3,0,41,0,0,45,0,0,5,0,0,4,136,25,873,0,0,1041,5,0,54,0,5,61,13,4,83,0,0,100,386,55,1321,3,18,1780
SAL30025,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,14,0,0,0,0,16
SAL30026,500,64,61,0,0,620,673,109,151,0,0,938,261,165,377,0,4,805,22,15,89,0,0,125,5,0,8,0,0,10,77,20,64,0,0,163,0,3,8,0,0,8,3,0,6,0,0,10,360,207,547,0,4,1119,14,0,5,0,0,15,22,7,40,0,0,77,1572,394,799,0,7,2768
SAL30027,106,0,0,0,0,108,101,0,0,0,0,101,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,14,0,0,0,0,17,265,0,0,0,4,263
SAL30028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30029,24,0,0,0,0,24,34,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,77,0,0,0,0,77
SAL30030,284,43,280,41,0,652,248,35,202,3,0,486,80,50,321,11,3,457,0,0,12,0,0,19,0,0,5,0,0,5,30,18,122,5,0,178,0,3,29,23,0,57,0,0,4,0,0,6,113,64,498,39,6,718,3,0,21,5,3,28,19,12,84,23,4,148,666,162,1086,107,15,2035
SAL30031,1615,48,8,0,0,1664,2733,42,9,0,0,2789,594,62,48,0,3,711,168,57,8,0,0,239,14,28,5,0,0,54,251,4,14,0,4,266,9,0,0,0,0,13,4,4,0,0,0,8,1041,152,86,0,5,1282,40,29,3,0,0,74,144,26,23,0,0,197,5578,307,127,0,5,6017
SAL30032,750,51,3,18,0,828,1140,107,3,4,7,1259,412,211,29,0,3,656,35,13,0,0,6,49,0,3,4,0,0,10,77,38,3,0,0,128,11,63,0,17,0,91,4,5,0,0,0,8,546,340,36,19,11,941,13,0,0,0,0,14,87,23,7,15,0,131,2542,520,52,53,10,3172
SAL30033,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,25
SAL30034,234,0,0,0,0,232,541,0,0,5,0,543,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,66,7,0,0,0,0,7,10,0,0,0,0,10,852,0,0,4,0,863
SAL30035,14,0,0,0,0,14,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,37
SAL30036,18,0,0,0,0,18,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SAL30037,239,12,9,16,3,282,267,13,10,3,0,301,166,65,69,0,0,306,12,49,48,0,0,109,0,6,7,0,0,18,91,8,6,0,0,102,13,6,7,24,0,57,3,0,0,0,0,3,283,134,146,25,0,595,20,0,6,5,4,29,47,18,34,21,0,125,848,177,217,76,7,1332
SAL30038,21,0,0,0,0,24,26,0,0,0,0,26,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,10,0,0,0,0,10,72,0,0,0,0,76
SAL30039,90,0,0,18,0,104,152,0,0,0,0,148,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,11,0,15,0,0,0,0,0,0,19,0,0,14,0,34,3,0,0,0,0,3,18,0,0,15,0,34,281,0,0,42,0,319
SAL30040,169,0,0,0,0,175,290,0,0,0,0,288,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,66,0,0,0,0,66,547,0,0,0,0,550
SAL30041,219,0,0,3,3,219,136,0,0,0,0,135,36,9,0,0,0,41,0,3,0,0,0,3,0,5,0,0,0,5,31,3,0,0,0,33,9,0,0,0,0,6,0,0,0,0,0,0,79,14,0,0,0,95,8,0,0,0,0,8,24,4,0,0,6,39,472,25,0,3,4,501
SAL30042,61,0,0,0,0,59,44,0,0,0,0,44,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,36,0,0,0,0,36,5,0,0,0,0,5,27,0,0,0,0,27,174,0,0,0,0,171
SAL30043,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,20,0,0,0,0,22
SAL30044,76,0,0,3,0,76,56,0,0,0,0,56,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,7,0,0,0,0,7,0,0,0,0,0,0,48,0,0,0,0,48,5,0,0,0,0,5,26,0,0,0,0,31,206,0,0,0,0,211
SAL30045,81,0,0,0,3,90,35,0,0,0,0,37,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,19,0,0,0,0,24,0,0,0,0,0,0,45,0,0,0,0,48,25,0,0,0,0,24,30,0,0,0,3,38,218,4,0,5,7,241
SAL30046,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL30047,160,0,0,5,0,162,225,0,0,0,0,225,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,7,0,0,0,0,8,26,0,0,0,0,27,451,0,0,10,0,461
SAL30048,59,0,0,27,0,80,20,0,0,0,0,20,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,13,0,0,0,0,0,0,20,0,0,5,0,21,3,0,0,3,0,6,7,0,0,4,3,11,101,0,0,36,3,138
SAL30049,126,0,0,0,0,124,107,0,0,0,0,107,23,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,49,0,0,0,0,48,8,0,0,0,0,8,10,0,0,0,0,10,296,0,0,3,0,296
SAL30050,14,0,0,4,0,15,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,3,0,29
SAL30051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3
SAL30052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30053,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,29,0,0,0,0,0,0,15,0,0,0,14,29,5,0,0,0,4,8,0,0,0,0,0,0,22,0,0,0,22,46
SAL30054,31,0,0,0,0,31,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,19,0,0,0,0,19,83,0,0,0,0,83
SAL30055,19,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,29,0,0,0,0,29
SAL30056,52,0,0,0,0,54,30,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,3,0,0,0,0,3,11,0,0,4,0,17,118,0,0,0,0,119
SAL30057,102,0,0,0,0,114,38,0,0,0,0,45,22,6,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,3,0,25,5,0,0,4,0,3,0,0,0,0,0,0,36,13,4,6,0,56,12,0,0,0,0,10,18,0,3,4,0,24,213,19,9,12,0,246
SAL30058,16,0,0,13,3,34,7,0,0,0,0,7,3,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,10,0,0,0,0,9,6,0,0,3,4,9,0,0,0,0,0,0,17,0,4,3,4,28,3,0,0,0,0,3,16,0,0,6,0,20,58,3,4,25,4,99
SAL30059,780,27,14,101,3,930,1431,20,28,0,0,1481,446,122,70,0,0,647,78,47,27,0,0,149,18,20,0,0,0,39,198,37,15,0,0,245,18,20,0,29,5,66,4,12,0,0,0,20,751,259,116,34,4,1168,25,6,0,0,0,28,162,79,19,31,0,293,3149,384,174,175,7,3895
SAL30060,19,0,0,0,0,19,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,8,0,0,4,0,8,3,0,0,0,0,3,3,0,0,0,0,3,46,0,0,4,0,54
SAL30061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL30062,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SAL30063,1003,0,0,0,0,1003,1076,0,0,0,0,1076,445,0,0,0,0,445,18,0,0,0,0,18,0,0,0,0,0,0,143,0,0,0,0,143,64,0,0,0,0,65,0,0,0,0,0,0,670,0,0,0,0,674,21,0,0,0,0,21,74,0,0,0,0,75,2841,0,0,0,0,2842
SAL30064,609,87,149,0,0,847,791,248,357,0,0,1396,448,387,1117,0,3,1953,5,83,178,0,0,270,0,8,17,0,0,27,184,68,210,0,0,464,12,13,12,0,0,35,0,7,3,0,0,13,649,561,1543,0,5,2763,19,13,18,0,0,54,45,33,100,0,4,184,2115,947,2158,3,8,5239
SAL30065,178,0,0,0,0,180,261,0,3,0,0,259,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,3,0,0,0,0,3,15,0,0,0,0,15,495,0,5,0,0,500
SAL30066,14,0,0,0,0,14,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,46
SAL30067,21,0,0,0,0,26,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,59
SAL30068,117,0,0,3,0,118,92,0,0,0,0,92,22,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,37,0,0,0,0,0,0,37,0,0,0,0,37,285,3,0,3,0,297
SAL30069,89,0,0,0,0,91,59,0,0,0,0,59,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,6,0,0,0,0,6,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,11,0,0,0,0,11,203,0,0,4,0,205
SAL30070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30071,127,0,0,0,0,125,89,0,0,0,0,93,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,11,0,0,0,0,11,253,0,0,0,0,255
SAL30072,76,0,0,36,8,120,25,0,0,0,0,28,0,0,0,0,0,0,9,0,6,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,0,0,14,0,0,0,0,0,0,25,0,5,4,0,36,15,0,0,0,0,9,5,0,0,9,0,12,152,0,6,43,11,208
SAL30073,14,0,0,0,0,14,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,31,0,0,0,0,31
SAL30074,689,90,0,0,0,771,1078,124,0,0,0,1207,281,73,0,0,0,352,31,0,0,0,0,31,0,0,0,0,0,0,74,23,0,0,0,101,13,13,0,0,0,28,0,0,0,0,0,0,398,115,0,0,0,514,13,0,0,0,0,17,42,0,0,0,0,44,2220,328,7,0,0,2555
SAL30075,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SAL30076,83,0,0,7,0,91,84,0,0,0,0,87,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,13,0,0,0,8,0,7,0,0,0,0,0,0,30,0,0,8,0,43,5,0,0,0,0,5,19,0,0,12,0,31,222,0,5,27,0,253
SAL30077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30078,58,8,4,0,0,79,12,4,0,0,0,21,10,23,8,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,28,3,4,0,0,0,8,0,0,0,0,0,0,34,34,11,0,0,78,6,0,0,0,0,3,10,9,0,0,0,23,124,53,16,0,0,199
SAL30079,14,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,13,0,0,0,0,13,14,0,0,0,0,10,9,0,0,0,0,9,47,0,0,0,4,49
SAL30080,0,0,0,18,8,25,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,11,9,0,0,29,13,44
SAL30081,64,4,0,0,0,71,57,0,0,0,0,60,38,4,4,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,19,8,0,0,0,0,8,0,0,0,0,0,3,57,4,15,0,0,77,5,0,0,0,0,4,22,0,0,0,0,19,204,10,13,0,0,224
SAL30082,18,0,0,0,0,18,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,15,0,0,0,0,17,4,0,0,0,0,4,45,0,0,0,0,43
SAL30083,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,12
SAL30084,104,0,0,17,0,121,114,0,0,0,0,117,39,9,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,7,0,0,0,0,0,3,60,9,3,0,0,86,6,0,0,0,0,9,31,0,0,4,0,38,318,13,12,29,0,367
SAL30085,47,0,0,0,0,47,58,0,0,0,0,58,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,117,0,0,0,0,117
SAL30086,435,16,0,0,0,450,566,10,0,0,0,577,95,11,0,0,0,101,16,5,0,0,0,24,0,0,0,0,0,0,43,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,158,16,4,0,0,175,6,0,0,0,0,7,36,3,0,0,0,36,1203,46,7,0,0,1254
SAL30087,22,0,0,0,0,24,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14,8,0,0,0,0,8,11,0,0,0,0,11,63,0,0,0,0,67
SAL30088,1213,90,26,0,0,1332,1239,209,0,0,3,1454,565,171,0,0,0,735,40,3,0,0,5,43,3,28,0,0,0,35,131,58,0,0,0,187,30,66,0,0,0,96,0,0,0,0,0,3,771,329,0,0,6,1104,31,3,3,0,0,35,115,71,0,0,0,183,3367,695,34,0,4,4108
SAL30089,498,47,203,0,4,745,433,61,257,0,0,748,150,81,592,0,5,825,0,18,53,0,0,71,0,0,3,0,0,3,26,24,98,0,0,154,6,0,19,0,0,27,0,0,3,0,0,8,181,123,771,0,5,1088,16,3,22,0,0,39,46,12,86,0,0,136,1166,245,1335,4,10,2758
SAL30090,20,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SAL30091,107,0,0,0,0,107,160,0,0,0,0,166,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,57,0,0,0,0,54,0,0,0,0,0,0,4,0,0,0,0,4,333,0,0,0,0,337
SAL30092,1292,11,145,6,0,1456,1666,13,198,0,0,1881,436,42,488,0,5,966,14,0,18,0,0,30,0,0,11,0,0,11,122,18,88,0,0,231,15,0,3,0,0,21,0,0,0,0,0,6,586,60,606,0,4,1265,37,0,7,0,0,46,66,5,42,11,0,123,3645,98,996,24,8,4765
SAL30093,1000,313,83,0,0,1403,1422,201,126,0,0,1753,372,151,126,0,0,652,7,5,27,0,0,40,3,7,8,0,0,15,165,64,46,0,0,279,27,34,25,3,33,124,0,0,0,0,0,0,575,262,233,4,39,1111,41,140,0,0,0,185,117,114,45,0,0,273,3160,1031,484,4,39,4720
SAL30094,15,0,0,0,0,15,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SAL30095,1431,411,0,9,0,1857,1468,203,4,0,0,1675,560,171,19,0,0,758,7,27,0,0,0,30,0,6,0,6,0,18,133,70,0,0,0,207,8,52,0,154,0,218,0,8,0,3,0,3,707,340,19,164,3,1232,31,222,0,0,0,253,75,78,0,51,4,205,3715,1250,30,224,5,5224
SAL30096,1057,49,37,73,17,1232,664,17,9,3,4,694,378,78,71,0,0,528,58,49,25,0,3,134,27,16,20,0,5,71,244,58,40,4,3,352,38,15,4,54,9,123,5,0,6,0,0,10,752,212,166,55,21,1212,55,8,3,3,0,65,208,51,18,11,26,326,2730,342,228,147,80,3524
SAL30097,31,0,0,0,0,31,19,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,57,0,0,0,0,57
SAL30098,24,0,0,11,0,38,21,0,0,0,0,24,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,18,0,0,0,0,0,0,7,0,0,12,4,25,0,0,0,0,0,0,5,0,0,0,0,4,54,0,0,22,3,80
SAL30099,38,0,0,0,0,38,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,9,101,0,0,0,0,101
SAL30100,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SAL30101,346,6,251,0,0,610,427,9,271,0,0,710,179,6,729,0,4,931,0,0,4,0,0,4,0,0,4,0,0,8,59,4,168,0,0,234,3,0,5,0,0,14,3,0,0,0,0,7,241,17,920,0,4,1185,0,0,20,0,5,25,20,0,40,0,7,72,1037,31,1508,0,19,2599
SAL30102,89,0,0,12,0,101,23,0,0,0,0,23,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,6,7,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,29,17,0,0,0,0,16,19,0,0,3,0,20,165,0,0,19,4,190
