SAL_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
SAL10085,32,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,9,0,0,0,0,9,14,0,0,0,0,14,67,0,0,0,0,68
SAL10086,2677,136,14,18,0,2846,2301,69,12,0,6,2382,1345,655,277,12,10,2287,202,50,55,0,3,310,92,50,61,0,0,200,368,61,25,3,5,463,58,12,3,27,0,103,7,9,0,0,0,14,2069,841,421,46,15,3385,129,35,3,0,3,171,377,105,65,21,8,583,7555,1182,518,82,32,9375
SAL10087,722,110,139,4,0,970,538,154,611,3,0,1311,214,116,913,4,5,1252,4,0,79,0,0,81,3,0,48,0,0,52,84,38,102,8,3,229,5,0,20,0,0,30,0,4,0,0,0,7,313,159,1163,13,5,1662,28,9,44,0,0,84,85,23,229,27,5,369,1686,453,2180,50,13,4390
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL10089,201,0,0,66,0,273,6,0,0,3,0,10,4,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,16,18,0,0,22,5,42,0,0,0,0,0,0,26,6,0,28,5,64,8,0,0,6,0,6,8,0,0,22,0,28,245,3,0,125,7,387
SAL10090,104,0,0,0,0,107,67,8,0,0,0,69,17,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,37,3,0,0,0,0,3,9,0,0,0,0,7,211,4,5,0,0,221
SAL10091,438,75,386,0,0,906,282,112,445,0,0,840,61,112,1255,0,5,1434,0,0,120,0,0,121,0,0,67,0,0,71,28,10,129,3,0,173,0,0,5,0,0,10,0,0,6,0,0,6,90,130,1594,3,5,1817,9,3,54,0,0,65,7,8,124,0,0,148,828,333,2606,3,0,3771
SAL10092,7,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,16,0,0,0,0,16
SAL10094,492,39,8,0,0,541,369,33,0,0,0,412,75,9,7,3,0,92,4,0,0,0,0,4,3,0,0,0,0,3,28,3,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,109,9,9,3,0,136,12,0,0,0,0,14,22,0,6,0,0,30,1013,83,24,5,4,1129
SAL10095,86,0,0,0,0,86,39,0,0,0,0,39,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,16,0,0,0,0,16,140,0,0,0,0,140
SAL10096,51,0,0,0,0,51,48,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,14,120,0,0,0,0,124
SAL10097,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL10098,207,0,3,0,0,217,233,0,13,0,0,244,154,0,8,0,0,168,125,0,157,0,0,282,4,0,18,0,0,28,36,4,9,0,0,45,19,0,4,0,0,19,4,0,0,0,0,9,343,0,198,0,0,545,10,0,0,0,0,18,80,5,66,0,0,149,877,11,286,0,3,1172
SAL10099,975,180,917,8,0,2078,609,237,1275,0,0,2124,275,203,3330,25,8,3837,7,3,98,0,0,106,7,4,113,0,0,128,89,40,410,11,5,551,26,4,39,6,0,74,0,0,14,0,0,12,409,257,4002,38,14,4714,33,14,234,0,0,282,57,25,296,0,8,382,2083,709,6724,44,19,9583
SAL10100,141,0,0,3,0,147,56,0,0,0,0,56,14,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,4,18,0,0,0,0,18,9,0,0,0,0,8,0,0,0,0,0,0,49,0,0,0,0,55,5,0,0,0,0,11,26,0,0,5,0,30,276,9,5,14,0,300
SAL10101,39,0,0,0,0,39,43,0,0,0,0,47,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,18,7,0,0,0,0,7,24,0,0,0,0,24,132,0,0,0,0,133
SAL10102,288,0,21,0,0,310,345,0,19,0,0,364,214,0,176,0,0,392,224,0,8,0,0,232,13,0,3,0,0,13,64,0,12,0,0,80,8,0,0,0,0,12,4,0,0,0,0,4,523,0,199,0,0,728,0,0,6,0,0,5,127,0,25,5,0,155,1285,0,272,5,0,1561
SAL10103,511,19,0,0,0,535,664,21,0,0,0,682,220,40,3,0,0,266,5,3,0,0,0,7,0,5,0,0,0,9,49,0,0,0,0,52,12,0,0,0,0,14,0,0,0,0,0,0,286,50,3,0,0,339,3,0,0,0,0,3,26,3,0,0,0,31,1489,99,3,0,0,1591
SAL10104,367,37,74,0,0,482,398,87,462,0,0,942,126,53,499,5,0,680,3,0,3,0,0,12,0,0,0,0,0,8,29,10,31,0,0,77,5,0,0,0,0,8,0,0,4,0,0,4,165,67,546,8,0,787,8,0,7,0,0,11,28,0,30,0,0,56,960,197,1116,14,0,2275
SAL10105,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,27,0,0,0,0,27
SAL10106,83,0,0,6,0,85,87,0,0,0,0,95,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,27,0,0,0,0,26,6,0,0,0,0,8,14,0,0,0,0,13,221,0,0,8,0,228
SAL10107,1687,184,522,8,0,2398,1324,298,942,7,4,2576,839,277,2710,10,14,3851,55,154,222,0,0,431,15,38,90,0,0,140,321,63,327,6,3,723,147,28,122,0,4,313,16,4,20,0,0,47,1398,564,3495,17,29,5510,97,23,77,3,0,200,497,113,444,10,18,1079,5002,1191,5477,40,53,11765
SAL10108,18,0,0,0,0,18,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,46,0,0,0,0,46
SAL10109,395,28,20,0,0,438,282,35,11,0,0,334,63,27,37,0,4,127,0,10,0,0,0,10,0,0,0,0,0,0,35,0,0,0,6,50,0,0,0,0,0,3,0,0,0,0,0,3,107,39,38,0,7,183,3,0,0,0,0,3,17,0,5,0,0,23,802,100,73,0,8,981
SAL10110,311,4,19,0,5,345,887,76,4,0,45,1011,400,21,5,0,13,445,0,0,0,0,0,0,0,0,0,0,0,3,78,4,0,0,0,78,16,0,0,0,0,19,4,0,0,0,0,4,501,28,3,0,14,545,36,0,12,0,0,46,153,7,9,0,0,165,1881,116,50,0,70,2123
SAL10111,28,0,0,0,0,28,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,5,0,0,0,0,5,58,0,0,0,0,58
SAL10112,1326,120,174,3,0,1631,1203,19,113,0,0,1345,226,16,135,0,3,381,0,0,0,0,0,0,0,0,0,0,0,0,113,5,54,0,3,173,3,0,3,0,0,9,3,0,0,0,0,3,348,19,199,0,7,569,22,6,5,0,0,34,67,13,27,0,0,104,2964,176,519,6,7,3675
SAL10113,8,0,0,5,0,12,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,0,0,3,0,20
SAL10114,30,0,0,0,0,30,25,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,78,0,0,0,0,78
SAL10115,540,35,43,0,0,619,631,19,29,0,0,682,129,30,40,3,0,201,0,0,0,0,0,0,0,0,0,0,0,0,41,7,9,0,0,62,3,0,0,0,0,5,0,0,0,0,0,0,171,36,51,4,0,271,13,0,0,0,0,18,44,4,3,0,0,54,1395,93,132,4,0,1631
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,189,38,0,0,0,231,212,45,0,0,0,256,32,33,0,0,0,64,13,65,0,0,0,75,0,0,0,0,0,0,15,0,0,0,0,21,0,3,0,0,0,5,0,0,0,0,0,0,70,103,0,0,0,174,0,0,0,0,0,0,8,28,0,0,0,36,482,206,0,0,0,695
SAL10118,27,0,0,0,0,27,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,7,57,0,0,0,0,57
SAL10119,59,0,0,0,0,55,75,0,0,0,0,75,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,143,0,0,0,0,148
SAL10120,26,0,0,0,0,26,43,0,0,0,0,43,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,87,0,0,0,0,87
SAL10121,27,0,0,0,0,27,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,12,0,0,0,0,12,67,0,0,0,0,67
SAL10122,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7
SAL10123,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL10124,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,17,0,0,0,0,17
SAL10125,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL10126,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8
SAL10127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL10128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL10130,21,0,0,0,0,21,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,34
SAL10131,22,0,0,0,0,22,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,51,0,0,0,0,51
SAL10132,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9
SAL10133,23,0,0,0,0,23,8,0,0,0,0,8,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,8,0,0,0,0,8,55,0,0,0,0,55
SAL10134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL10135,15,0,0,0,0,15,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,39,0,0,0,0,39
SAL10136,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,12
SAL10137,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,21,0,0,0,0,21
SAL10138,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL10139,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,22,0,0,3,0,25
SAL10140,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15
SAL10141,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,0,0,0,0,14
SAL10142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3
SAL10143,12,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,30,0,0,0,0,30
SAL10144,80,0,0,0,0,79,69,0,0,0,0,69,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44,3,0,0,0,0,3,4,0,0,0,0,4,202,0,0,0,0,202
SAL10145,25,0,0,0,0,25,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,58,0,0,0,0,58
SAL10146,160,0,3,0,0,162,128,0,4,0,0,136,68,0,5,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,77,0,8,0,0,89,0,0,0,0,0,0,10,0,0,0,0,10,378,0,16,0,0,397
SAL10147,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,21,0,0,0,0,21
SAL10148,52,0,0,0,0,52,56,0,0,0,0,56,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,116,5,0,0,0,115
SAL10149,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8
SAL10151,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,25,0,0,0,0,25
SAL10152,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,27,0,0,0,0,27
SAL10153,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,15
SAL10154,491,281,297,14,0,1083,472,254,300,18,5,1041,89,153,532,29,0,804,0,0,28,0,0,27,0,0,15,0,0,15,25,32,79,4,0,140,0,0,3,0,0,5,0,0,0,0,0,4,118,187,652,32,0,991,8,6,14,0,0,30,19,9,42,7,4,83,1108,738,1309,65,9,3231
SAL10155,485,13,7,0,0,504,442,13,0,0,0,450,59,3,0,5,0,72,0,8,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,73,5,4,6,0,92,11,0,0,0,0,11,16,4,0,0,0,17,1025,31,6,8,0,1073
SAL10156,773,202,6,0,0,980,534,107,5,4,0,652,121,119,20,6,0,262,38,80,0,0,0,123,3,11,0,0,0,11,36,27,3,0,0,66,3,0,0,0,0,0,0,0,0,0,0,0,202,241,21,6,0,471,12,4,0,0,0,16,42,28,0,0,0,74,1569,577,36,12,3,2190
SAL10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10
SAL10158,21,0,0,0,0,23,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,49,0,0,3,0,52
SAL10159,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,8
SAL10160,31,0,0,0,0,31,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,13,69,0,0,0,0,69
SAL10161,9,0,0,0,0,9,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SAL10162,31,0,0,0,0,29,36,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,11,80,0,0,0,4,88
SAL10163,943,406,106,113,12,1579,547,172,48,0,0,773,302,360,139,11,0,818,83,226,47,0,0,363,23,48,14,0,0,86,126,118,27,3,0,269,26,11,4,21,25,85,3,7,0,0,0,13,567,770,232,40,29,1637,217,64,49,5,0,329,101,116,57,48,6,329,2374,1536,487,204,50,4651
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL10165,437,616,226,0,0,1281,367,625,262,0,0,1259,127,412,845,3,3,1390,5,38,195,0,0,235,0,0,38,0,0,38,35,77,85,9,0,207,0,0,7,0,0,10,0,0,0,0,0,3,160,524,1177,14,3,1882,7,17,27,0,0,55,26,58,94,10,0,179,995,1844,1788,26,7,4662
SAL10166,65,151,54,0,0,272,37,120,32,0,0,190,11,72,137,0,0,217,0,0,54,0,0,54,0,0,0,0,0,0,5,27,23,0,0,47,0,0,0,0,0,3,0,0,0,0,0,0,15,93,214,0,0,325,6,3,0,0,0,10,4,11,21,0,0,39,129,378,324,0,0,836
SAL10167,102,0,0,0,0,102,125,0,0,0,0,125,26,3,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,44,3,0,0,0,0,3,10,0,0,0,0,10,278,3,0,0,0,278
SAL10168,45,0,0,0,0,52,80,4,0,0,0,87,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,7,158,0,0,0,0,156
