SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL13604,8,39,0,54,281,33,0,370,8,28,0,38,248,35,0,311,0,3,0,8,128,23,0,159,0,0,0,0,30,5,0,39,322,141,19,478,1338,251,0,2066
SAL13605,19,34,3,49,174,15,0,239,0,19,0,16,137,12,0,172,0,0,0,0,55,5,0,63,0,0,0,0,21,0,0,21,279,105,12,398,931,98,0,1434
SAL13606,0,5,0,5,32,0,0,37,0,0,0,0,32,3,0,39,0,0,0,0,25,0,0,23,0,0,0,0,0,0,0,0,54,8,4,65,173,9,0,246
SAL13607,0,6,0,5,60,7,0,77,0,5,0,3,44,0,0,50,0,0,0,0,19,0,0,26,0,0,0,0,7,0,0,14,70,16,9,90,260,25,0,370
SAL13608,3,3,0,8,70,3,0,82,0,10,0,10,57,5,0,67,0,3,0,3,22,0,0,26,0,0,0,0,6,0,0,6,112,18,7,136,333,29,0,496
SAL13609,3,15,0,19,134,15,0,168,0,25,0,28,110,13,0,150,0,6,0,6,54,3,0,70,0,0,0,0,36,0,0,42,143,74,6,224,634,84,4,942
SAL13610,17,43,0,58,192,16,0,266,0,28,0,25,219,10,0,258,0,4,0,4,117,10,0,131,0,0,0,0,46,3,0,54,632,155,30,826,1413,124,3,2366
SAL13611,7,11,0,18,47,0,0,67,5,7,0,10,38,0,0,52,0,0,0,0,26,0,0,26,0,0,0,0,6,0,0,3,94,28,8,130,220,19,0,371
SAL13612,48,139,4,188,1000,43,0,1225,8,127,0,136,1037,43,0,1215,4,19,0,21,548,32,0,611,0,0,0,4,134,8,0,148,2191,484,59,2732,6309,429,0,9470
SAL13613,16,103,0,119,595,57,0,771,9,63,0,74,541,56,0,660,0,17,0,18,394,52,0,464,0,0,0,0,168,21,0,187,825,332,43,1200,3533,646,0,5378
SAL13614,42,25,0,70,301,5,4,374,7,42,0,46,206,4,3,258,7,19,0,22,181,3,4,210,0,0,0,0,83,0,0,84,732,114,6,852,1611,24,8,2488
SAL13615,28,41,0,66,564,51,5,685,9,40,0,42,410,23,4,482,0,6,0,11,219,31,4,258,0,0,0,0,104,10,0,120,1140,141,22,1298,3626,544,16,5488
SAL13616,18,71,0,96,735,44,0,879,7,70,0,80,1032,66,0,1173,0,9,0,9,642,45,0,695,0,0,0,0,188,20,0,215,564,204,24,790,3573,311,4,4682
SAL13617,19,70,0,86,590,56,0,732,0,36,0,41,411,20,0,472,5,7,0,12,232,23,0,259,0,0,0,0,50,3,0,57,998,193,30,1222,3136,336,0,4692
SAL13618,0,6,0,6,24,0,0,29,0,0,0,0,22,0,0,22,0,0,0,0,5,4,0,8,0,0,0,0,0,0,0,0,27,7,3,38,98,12,0,146
SAL13619,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,5,0,0,6,22,0,0,25
SAL13620,0,0,0,5,34,0,0,35,0,5,0,5,30,9,0,36,0,0,0,0,8,0,0,10,0,0,0,0,5,0,0,5,22,7,0,36,115,8,0,165
SAL13621,14,98,0,112,367,14,0,493,0,82,0,82,316,12,3,413,0,14,0,15,195,8,0,225,0,3,0,3,79,4,0,91,521,240,18,782,1886,108,3,2778
SAL13622,0,0,0,0,9,0,0,13,0,3,0,3,16,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,17,16,0,30,59,5,0,94
SAL13623,0,0,0,3,41,8,0,53,0,0,0,0,34,4,0,47,0,0,0,0,17,0,0,17,0,0,0,0,8,0,0,8,25,8,0,33,199,25,0,260
SAL13624,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,34,0,0,39
SAL13625,0,0,0,0,11,0,0,11,0,0,0,0,9,0,0,9,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,28
SAL13626,3,7,0,9,43,3,0,54,0,5,0,5,26,5,0,37,0,0,0,0,17,7,0,23,0,0,0,0,0,0,0,0,51,23,0,80,136,22,0,238
SAL13627,0,8,0,5,20,5,0,36,0,4,0,6,16,0,0,26,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,18,7,0,32,73,10,0,114
SAL13628,23,96,0,115,467,8,6,599,0,63,0,66,323,9,3,396,0,12,0,11,100,6,0,118,0,0,0,0,28,0,0,28,2603,309,60,2978,3828,196,12,7008
SAL13629,0,6,0,6,36,0,0,39,0,4,0,4,26,3,0,33,0,0,0,0,13,0,0,13,0,0,0,0,9,0,0,9,74,10,5,88,161,3,0,251
SAL13630,0,9,0,10,59,15,0,83,0,0,0,0,56,12,0,70,0,0,0,0,24,12,0,38,0,0,0,0,5,0,0,8,84,18,7,108,246,55,0,411
SAL13631,5,13,0,21,43,0,0,62,0,10,0,10,30,9,0,53,0,5,0,6,13,0,0,18,0,0,0,0,3,0,0,3,114,30,4,153,194,37,0,386
SAL13632,0,0,0,0,12,0,0,16,0,4,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,17,43,9,0,65
SAL13633,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,8,11,0,0,15
SAL13634,0,0,0,0,3,0,0,5,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,21,26,16,0,62
SAL13635,0,4,0,4,37,3,0,47,0,4,0,4,28,0,0,31,0,0,0,0,15,4,0,16,0,0,0,0,0,0,0,0,36,7,4,43,149,28,0,218
SAL13636,0,0,0,0,13,0,0,20,0,3,0,3,17,5,0,19,0,0,0,0,7,3,0,13,0,0,0,0,0,0,0,0,21,8,0,31,69,8,0,99
SAL13637,0,0,0,0,17,0,0,17,0,0,0,3,11,0,0,17,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,3,14,9,0,19,72,10,0,106
SAL13638,9,47,0,60,201,9,0,262,3,42,0,38,246,10,0,302,0,7,0,7,124,16,0,151,0,0,0,0,34,3,0,33,441,153,28,625,1291,136,0,2053
SAL13639,26,61,0,87,474,19,0,585,6,45,0,48,308,7,0,374,0,4,0,4,130,6,0,148,0,0,0,0,41,6,0,43,817,188,23,1025,2295,100,4,3419
SAL13640,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,10,12,0,0,26
SAL13641,0,9,0,15,44,0,0,57,0,15,0,15,45,5,0,57,0,3,0,3,18,0,0,18,0,0,0,0,9,0,0,11,75,36,3,117,273,13,0,395
SAL13642,0,3,0,3,34,5,0,41,0,10,0,10,31,0,0,38,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,43,26,0,70,152,17,0,238
SAL13643,20,54,3,77,174,4,0,261,0,41,0,40,93,3,0,132,0,4,0,4,47,4,0,51,0,0,0,0,10,0,0,10,365,146,9,524,814,38,9,1390
SAL13644,49,126,5,178,927,20,0,1128,0,144,0,145,908,26,0,1084,0,21,0,21,622,44,0,689,4,0,0,3,390,69,0,464,1405,412,39,1849,4942,224,8,7022
SAL13645,3,0,0,3,22,0,0,31,0,3,0,3,32,4,0,38,0,5,0,5,17,0,0,24,0,0,0,0,0,0,0,0,20,8,0,32,104,17,0,143
SAL13646,32,75,0,109,671,24,0,795,3,57,0,60,493,10,0,564,0,5,0,8,156,11,4,169,0,0,0,0,33,0,0,33,951,227,20,1206,3104,233,8,4548
SAL13647,91,323,9,420,2185,92,5,2704,15,211,3,229,1528,78,8,1837,0,24,0,25,495,20,3,546,0,0,0,0,131,9,4,141,3540,932,76,4540,10392,757,20,15717
SAL13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,0,0,9
SAL13649,0,3,0,3,29,0,0,35,0,0,0,0,21,0,0,20,0,3,0,3,20,0,0,19,0,0,0,0,3,0,0,3,37,8,0,51,145,11,0,211
SAL13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13651,13,51,0,64,339,17,0,424,0,64,0,66,500,20,0,588,0,8,0,8,347,19,0,376,0,0,0,0,122,9,0,136,395,185,19,599,1982,130,6,2724
SAL13652,30,91,0,118,586,20,0,724,0,35,3,46,370,8,4,430,0,4,0,4,155,13,0,179,0,0,0,0,34,0,0,35,1337,273,23,1636,3229,173,9,5049
SAL13653,6,16,0,25,138,4,0,170,3,25,0,30,181,7,0,213,0,8,0,7,122,7,0,134,0,0,0,0,46,6,0,56,121,59,6,187,726,37,3,947
SAL13654,221,160,5,378,1758,47,12,2199,52,289,3,351,1447,46,11,1856,8,73,0,75,1325,34,0,1436,0,0,0,0,626,30,0,652,4030,639,40,4712,9492,300,48,14548
SAL13655,45,25,5,77,321,4,4,399,17,44,0,60,219,7,7,297,0,22,0,19,210,0,0,238,0,0,0,0,78,0,0,78,807,105,6,922,1540,33,15,2511
SAL13656,45,77,0,121,681,26,0,829,11,61,0,77,744,37,0,859,4,12,5,14,309,60,0,386,0,0,0,0,109,87,0,202,780,205,6,993,3893,354,3,5237
SAL13657,18,22,0,43,439,142,4,627,15,44,0,60,304,154,11,525,0,9,0,9,137,151,0,297,0,4,0,4,27,135,0,166,1020,113,8,1140,5053,1139,41,7372
SAL13658,42,80,4,125,1122,123,12,1381,10,58,0,68,829,119,8,1025,3,8,0,9,433,99,4,543,0,0,0,0,140,62,0,204,2103,325,38,2467,6788,1230,24,10510
SAL13659,18,14,0,32,240,10,0,278,4,9,0,9,154,8,0,173,0,0,0,0,53,8,0,64,0,0,0,0,36,5,0,37,541,58,7,607,2376,133,11,3124
SAL13660,0,3,0,7,10,0,0,17,0,0,0,0,8,0,0,12,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,10,0,13,56,0,0,71
SAL13661,4,0,0,4,15,3,3,24,0,0,0,0,9,4,0,16,0,0,0,0,8,0,0,14,0,0,0,0,5,0,0,3,28,0,0,28,84,34,3,152
SAL13662,0,19,0,20,41,0,0,57,0,13,0,13,63,3,0,81,0,0,0,0,32,0,0,31,0,0,0,0,10,0,0,10,88,35,3,132,307,11,0,452
SAL13663,0,0,0,6,17,0,0,21,0,6,0,6,18,0,0,19,0,0,0,0,4,0,0,4,0,0,0,0,7,0,0,7,30,8,0,32,95,4,0,130
SAL13664,60,59,0,120,747,17,7,890,9,91,6,101,544,17,9,680,0,14,0,14,264,13,0,294,0,0,0,0,48,5,0,54,2142,263,26,2431,4568,210,18,7230
SAL13665,69,16,0,84,629,31,0,739,4,41,0,44,393,31,0,471,5,15,0,20,257,42,0,312,0,3,0,3,107,15,0,127,1190,131,10,1331,4850,312,13,6503
SAL13666,0,0,0,0,10,0,0,15,0,0,0,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,12,49,4,0,63
SAL13667,0,0,0,0,6,0,0,5,0,0,0,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,34,0,0,47
SAL13668,15,30,0,46,190,6,0,241,0,43,0,39,118,6,0,162,0,0,0,0,72,4,0,75,0,0,0,0,16,32,0,52,272,83,9,368,808,75,0,1251
SAL13669,0,11,0,16,48,0,0,63,0,12,0,12,39,0,0,54,0,3,0,3,15,0,0,19,0,0,0,0,5,0,0,5,108,47,6,153,229,14,0,395
SAL13670,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10
SAL13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13672,0,0,0,0,0,0,0,7,3,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,10,10,0,0,23
SAL13673,0,0,0,0,3,0,0,9,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,8,14,5,0,22
SAL13674,0,0,0,0,13,0,0,14,0,0,0,5,26,0,0,29,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,21,0,0,21,88,5,0,112
SAL13675,3,6,0,8,42,7,0,57,0,0,0,3,56,5,0,67,0,5,0,5,27,0,0,30,0,0,0,0,3,0,0,5,40,21,5,63,206,18,0,287
SAL13676,0,0,0,6,6,0,0,12,0,0,0,0,6,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,23,9,0,27,45,0,0,72
SAL13677,15,116,0,136,474,36,3,647,4,118,0,124,421,30,0,573,0,11,0,11,229,29,0,266,0,0,0,0,60,69,0,129,560,306,26,889,2271,253,9,3423
SAL13678,0,0,0,0,19,3,0,19,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,33,13,0,54
SAL13679,0,18,0,20,102,12,0,125,0,9,0,14,78,18,0,110,0,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,86,34,3,129,358,79,0,565
SAL13680,7,0,0,7,21,0,0,28,0,3,0,9,27,0,0,28,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,6,6,0,17,97,10,0,126
SAL13681,0,0,0,0,5,0,0,5,0,4,0,4,0,4,0,3,0,0,0,0,7,0,0,7,0,0,0,0,5,0,0,5,3,0,0,7,15,4,0,26
SAL13682,0,3,0,3,25,0,0,30,0,3,0,3,27,0,0,32,0,0,0,0,8,0,0,8,0,0,0,0,5,0,0,5,20,9,0,32,108,14,0,151
SAL13683,3,3,0,9,20,4,0,29,0,4,0,4,7,0,0,15,0,0,0,0,14,0,0,15,0,0,0,0,0,0,0,0,36,10,0,45,63,10,0,117
SAL13684,0,0,0,0,6,0,0,12,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,26,8,0,45
SAL13685,0,0,0,0,7,0,0,7,0,4,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,17,0,0,22
SAL13686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7
SAL13687,0,4,0,5,17,0,0,21,0,0,0,0,24,3,0,29,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,3,29,12,0,34,79,14,0,134
SAL13688,0,0,0,0,9,0,0,9,0,3,0,3,8,0,0,12,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,17,8,0,22,49,4,0,74
SAL13689,0,8,0,7,33,0,0,39,0,5,0,5,28,0,0,35,0,0,0,0,8,0,0,8,0,0,0,0,3,0,0,6,27,14,4,48,122,13,0,180
SAL13690,186,166,5,355,2252,98,21,2730,40,238,7,288,1547,72,15,1924,9,65,4,75,1119,58,14,1266,3,6,0,12,653,39,3,702,3010,688,28,3734,17890,1366,109,23096
SAL13691,23,30,0,50,385,11,0,453,3,42,0,42,260,5,4,307,0,5,0,9,153,7,0,170,0,0,0,0,70,0,0,69,651,95,10,750,2090,113,5,2963
SAL13692,12,18,0,24,115,9,0,149,0,12,0,12,104,7,0,129,0,0,0,0,78,11,0,94,0,0,0,0,30,7,0,40,152,36,5,197,562,53,0,814
SAL13693,0,0,0,0,4,0,0,3,0,0,0,0,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,0,0,28
SAL13694,0,0,0,5,34,5,0,38,0,4,0,3,20,4,0,32,0,0,0,0,19,0,0,17,0,0,0,0,5,0,0,5,28,8,0,38,158,19,0,216
SAL13695,0,5,0,5,27,0,0,38,0,4,0,4,31,3,0,37,0,0,0,0,24,6,0,22,0,0,0,0,0,0,0,0,25,14,0,41,133,30,0,201
SAL13696,0,12,0,12,125,11,0,150,3,15,0,15,152,9,0,179,0,3,0,3,47,7,0,56,0,0,0,0,15,0,0,15,98,38,3,137,475,54,0,665
SAL13697,3,4,0,9,34,0,0,40,0,5,0,5,33,3,0,41,0,0,0,0,11,0,0,15,0,0,0,0,0,0,0,0,41,11,3,59,142,15,0,213
SAL13698,0,0,0,6,7,0,0,11,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,22,0,0,37
SAL13699,40,34,0,75,411,33,0,515,4,66,0,72,317,19,0,410,3,9,0,14,148,10,0,175,0,0,0,0,77,0,0,80,665,176,22,863,2341,267,12,3490
SAL13700,0,7,0,8,10,0,0,21,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,8,0,21,37,0,0,55
SAL13701,0,3,0,7,19,0,0,26,0,0,0,0,9,3,0,12,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,4,21,4,0,28,61,17,0,106
SAL13702,59,28,0,83,638,34,3,757,3,40,0,49,437,21,0,508,0,5,0,5,216,12,0,233,0,0,0,0,126,0,0,131,1184,143,10,1334,4568,241,14,6155
SAL13703,0,3,0,3,25,0,0,34,0,8,0,8,18,0,0,25,0,0,0,0,4,0,0,9,0,0,0,0,3,0,0,3,45,10,5,61,118,4,0,186
SAL13704,0,7,0,7,9,4,0,17,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,7,6,0,15,56,8,0,74
SAL13705,16,45,0,60,312,18,0,391,0,29,0,29,355,15,0,395,0,12,0,15,196,9,0,226,0,0,0,0,57,6,0,65,389,122,10,517,1613,112,0,2245
SAL13706,0,3,0,3,24,0,0,26,0,7,0,8,32,0,0,37,0,0,0,0,10,0,0,15,0,0,0,0,3,0,0,3,39,12,0,56,137,5,0,191
SAL13707,0,0,0,0,16,3,0,20,0,0,0,0,14,6,0,21,0,0,0,0,5,6,0,9,0,0,0,0,0,0,0,0,4,0,0,4,52,18,0,84
SAL13708,0,0,0,0,13,0,0,12,0,0,0,0,10,0,0,10,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,4,0,0,4,31,0,0,38
SAL13709,3,10,0,13,53,4,0,68,0,6,0,9,58,0,0,68,0,6,0,8,47,5,0,57,0,0,0,0,12,0,0,13,53,35,0,92,290,16,0,399
SAL13710,0,26,0,27,185,7,0,220,5,18,0,18,236,13,0,263,0,3,0,3,189,22,0,217,0,0,0,0,41,14,0,53,158,62,8,228,947,70,0,1247
SAL13711,0,0,0,0,4,0,0,4,0,0,0,0,3,0,0,6,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,12,6,0,20,28,0,0,51
SAL13712,14,40,0,45,222,18,0,290,7,38,0,40,297,27,3,370,0,9,0,9,180,18,0,206,0,0,0,0,52,7,0,60,213,101,11,331,1182,160,0,1670
SAL13713,4,28,0,34,160,20,0,211,0,21,0,18,195,16,0,231,0,6,0,6,95,10,0,107,0,0,0,0,19,0,0,19,194,82,8,289,799,86,0,1175
SAL13714,52,34,0,80,1276,145,7,1512,5,46,0,51,765,71,3,885,0,15,0,15,437,59,0,517,0,0,0,0,184,39,0,223,1021,197,15,1233,12256,1249,83,14818
SAL13715,16,87,0,105,545,34,0,686,3,40,0,40,763,43,0,847,0,5,0,5,463,67,0,533,0,0,0,0,170,53,0,229,351,177,14,543,2618,275,4,3444
SAL13716,71,81,0,159,1014,47,0,1222,9,83,0,87,700,31,0,821,4,28,0,35,537,41,0,615,0,0,0,0,273,47,0,321,2069,313,17,2399,6820,416,11,9640
SAL13717,12,27,0,35,181,62,0,280,6,36,0,37,143,32,0,212,0,9,0,14,62,12,0,83,0,0,0,0,10,0,0,14,206,107,12,322,856,266,7,1452
SAL13718,3,12,0,12,59,12,0,90,0,6,0,6,74,11,0,93,0,0,0,0,38,5,0,40,0,0,0,0,9,0,0,9,60,30,3,98,310,53,0,455
SAL13719,0,3,0,6,36,10,0,49,0,4,0,4,48,12,0,56,0,0,0,0,23,0,0,22,0,0,0,0,5,0,0,5,30,11,0,42,202,36,0,283
SAL13720,0,6,0,8,33,0,0,43,0,4,0,4,34,5,0,38,0,0,0,0,8,0,0,7,0,0,0,0,8,0,0,8,56,15,0,78,173,36,0,284
SAL13721,0,0,0,0,10,0,0,8,0,0,0,4,18,0,0,14,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,17,4,4,22,59,5,0,82
SAL13722,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,16,8,0,29
SAL13723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,15
SAL13724,0,3,0,3,35,6,0,45,0,5,0,5,54,4,0,63,0,0,0,0,28,0,0,27,0,0,0,0,4,3,0,3,13,11,0,20,154,12,4,186
SAL13725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13726,23,92,0,113,608,23,0,747,11,83,0,91,634,40,0,765,5,19,0,20,521,44,0,585,0,4,0,4,197,33,0,232,597,273,20,893,3159,238,3,4292
SAL13727,5,12,0,19,76,8,0,102,0,14,0,14,64,5,0,80,0,4,0,4,40,0,0,41,0,0,0,0,15,0,0,15,95,38,3,140,348,21,0,504
SAL13728,0,5,0,3,9,0,0,14,0,0,0,0,8,0,0,7,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,6,0,9,33,0,0,38
SAL13729,5,3,0,8,80,3,0,92,0,0,0,0,87,0,0,88,0,0,0,0,30,6,0,40,0,0,0,0,22,0,0,23,168,11,0,173,751,22,3,952
SAL13730,50,36,0,82,1034,202,73,1387,17,46,0,68,633,81,41,831,0,8,0,7,332,24,3,372,0,0,0,0,105,11,0,116,1255,174,8,1439,14113,2333,578,18461
SAL13731,12,24,0,34,220,16,7,276,4,22,0,22,93,11,6,135,0,3,0,3,17,3,0,25,0,5,0,5,5,0,0,8,752,97,5,855,3142,340,38,4364
SAL13732,71,105,0,179,1053,37,6,1275,6,158,0,169,945,38,0,1146,0,58,0,58,934,42,0,1040,0,6,0,6,501,36,0,539,1827,405,29,2261,6250,319,18,8851
SAL13733,31,47,0,81,342,13,3,436,12,43,0,56,250,8,0,303,0,12,0,8,221,4,0,235,0,3,0,3,76,7,0,86,525,145,7,674,1875,102,3,2659
SAL13734,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,22,16,0,0,38
SAL13735,0,0,0,0,3,0,0,6,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,25,0,0,31
SAL13736,0,0,0,0,9,0,0,12,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,32,0,0,57
SAL13737,10,24,0,35,203,11,0,250,4,34,0,31,97,4,0,134,0,8,0,8,42,3,0,52,0,0,0,0,9,3,0,3,280,88,10,379,717,55,0,1150
SAL13738,6,6,0,14,91,14,0,117,0,4,0,8,68,8,0,79,0,0,0,0,21,3,0,29,0,0,0,0,0,0,0,0,43,18,0,63,316,65,43,489
SAL13739,3,11,0,17,65,0,0,83,0,10,0,16,69,0,0,82,0,0,0,0,12,0,0,14,0,0,0,0,5,0,0,5,108,46,3,160,293,13,0,468
SAL13740,0,4,0,4,32,0,0,40,0,3,0,3,26,0,0,31,0,0,0,0,17,0,0,17,0,0,0,0,4,0,0,4,42,12,0,51,152,3,0,210
SAL13741,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,28,0,0,31
SAL13742,22,65,3,93,457,9,4,563,0,36,0,39,429,25,5,490,4,5,0,3,263,8,0,277,0,0,0,0,84,6,0,88,1091,207,39,1337,2873,181,15,4399
SAL13743,0,3,0,3,35,3,0,45,0,0,0,0,34,0,0,40,0,0,0,0,17,0,0,23,0,0,0,0,0,0,0,0,30,9,0,43,156,11,0,210
SAL13744,0,0,0,0,4,0,0,8,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,25
SAL13745,0,4,0,4,36,3,0,48,0,3,0,3,45,9,0,57,0,0,0,0,16,7,0,24,0,0,0,0,0,3,0,0,20,11,0,32,145,26,3,204
SAL13746,0,0,0,0,16,0,0,22,0,0,0,0,18,0,0,15,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,32,3,0,33,81,11,0,119
SAL13747,18,36,0,59,234,24,6,327,13,35,0,45,117,17,4,184,0,3,0,3,27,3,0,36,0,0,0,0,13,0,0,13,1627,145,27,1801,2709,314,20,4842
SAL13748,0,5,0,7,12,6,0,23,0,3,0,3,20,0,0,19,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,32,12,0,38,72,14,0,127
SAL13749,6,17,0,22,125,7,0,158,0,12,0,11,105,11,0,122,0,0,0,0,68,9,0,78,0,0,0,0,4,0,0,10,137,41,11,185,498,56,0,743
SAL13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13751,0,0,0,0,9,0,0,9,0,0,0,0,6,0,0,6,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,7,0,0,7,16,6,0,24
SAL13752,0,3,0,3,8,0,0,11,0,0,0,0,21,0,0,22,0,0,0,0,0,3,0,4,0,0,0,0,6,0,0,6,5,3,0,10,47,4,0,67
SAL13753,3,9,0,12,151,4,0,168,0,22,0,17,237,15,0,270,0,3,0,3,102,6,0,114,0,0,0,0,5,0,0,5,96,40,0,131,704,38,7,880
SAL13754,3,0,0,3,0,0,0,15,0,4,0,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,8,24,9,0,41
SAL13755,0,0,0,0,16,3,0,19,0,0,0,4,11,0,0,16,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,11,3,0,13,65,11,0,88
SAL13756,0,0,0,0,18,0,0,18,0,0,0,0,8,0,0,8,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,4,13,8,0,15,47,3,0,71
