SAL_CODE_2021,P55_64_C_Own_chld_childr,P55_64_C_Oth_ch_chiln,P55_64_Ca_Ow_ch_ch_oth_ch_ch,P55_64_yr_C_for_Tot,P55_64_D_not_prov_ch_care,P55_64_U_ch_care_ns,P55_64_OS_vis,P55_64_yr_Tot,P65_74_C_Own_chld_childr,P65_74_C_Oth_ch_chiln,P65_74_Ca_Ow_ch_ch_oth_ch_ch,P65_74_yr_C_for_Tot,P65_74_D_not_prov_ch_care,P65_74_U_ch_care_ns,P65_74_OS_vis,P65_74_yr_Tot,P75_84_C_Own_chld_childr,P75_84_C_Oth_ch_chiln,P75_84_Ca_Ow_ch_ch_oth_ch_ch,P75_84_yr_C_for_Tot,P75_84_D_not_prov_ch_care,P75_84_U_ch_care_ns,P75_84_OS_vis,P75_84_yr_Tot,P85ovr_C_Own_chld_childr,P85ovr_C_Oth_ch_chiln,P85ov_Ca_Ow_ch_ch_oth_ch_ch,P85ovr_C_for_Tot,P85ovr_D_not_prov_ch_care,P85ovr_U_ch_care_ns,P85ovr_OS_vis,P85ovr_Tot,PTot_C_Own_chld_childrn,PTot_C_Oth_ch_chiln,PTot_Ca_Ow_ch_ch_oth_ch_ch,PTot_C_for_Tot,PTot_D_not_prov_ch_care,PTot_U_ch_care_ns,PTot_OS_vis,PTot_Tot
SAL13451,0,0,0,0,14,0,0,15,0,0,0,0,11,0,0,17,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,49,5,0,59
SAL13452,0,0,0,0,8,4,0,8,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,24,11,0,42
SAL13453,0,0,0,0,19,0,0,24,0,0,0,0,13,3,0,12,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,14,3,0,14,51,10,0,74
SAL13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,8,3,0,12
SAL13455,10,10,0,18,75,4,0,92,0,18,0,18,80,0,0,102,0,6,0,6,27,0,0,31,0,0,0,0,12,0,0,13,100,34,3,140,337,9,5,489
SAL13456,0,0,0,4,13,6,0,19,0,0,0,0,26,3,0,37,0,0,0,0,16,0,0,12,0,0,0,0,6,0,0,6,6,5,0,13,86,12,0,118
SAL13457,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,26
SAL13458,20,46,0,72,508,17,0,596,10,77,0,86,627,18,0,728,0,4,0,11,236,0,0,243,0,0,0,0,45,8,0,56,997,203,35,1234,3070,147,4,4452
SAL13459,9,0,0,13,224,7,0,241,3,16,0,18,162,22,0,193,0,11,0,11,90,38,0,139,0,0,0,0,38,56,0,92,165,48,0,213,1724,205,14,2159
SAL13460,0,3,0,3,19,0,0,28,0,0,0,0,14,0,0,14,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,4,15,7,0,19,58,7,0,87
SAL13461,6,5,0,11,42,0,0,56,3,3,0,3,34,3,0,39,0,0,0,0,21,0,0,23,0,0,0,0,3,0,0,5,52,12,3,69,149,17,0,232
SAL13462,36,21,0,59,539,15,0,610,0,39,0,42,399,18,0,464,0,16,0,16,246,14,0,272,0,0,0,0,167,9,0,178,915,109,4,1036,2770,155,5,3964
SAL13463,7,20,0,25,147,3,0,177,0,25,0,30,124,5,0,149,0,10,0,10,81,3,0,92,0,0,0,0,34,0,0,37,316,71,7,395,769,32,0,1197
SAL13464,39,185,5,229,932,51,0,1214,14,165,0,178,1022,45,0,1247,0,27,0,28,716,53,0,794,0,0,0,0,267,29,0,300,2339,674,108,3123,6506,525,5,10161
SAL13465,0,3,0,3,10,0,0,17,0,4,0,4,7,0,0,15,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,5,21,8,0,26,47,12,0,89
SAL13466,0,0,0,3,4,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,4,0,12,26,0,0,40
SAL13467,0,0,0,3,18,0,0,21,0,3,0,3,26,0,0,31,0,0,0,0,14,3,0,16,0,0,0,0,0,0,0,3,16,10,0,22,96,11,0,133
SAL13468,59,46,0,98,774,50,0,921,18,59,0,76,436,34,0,542,0,9,0,6,264,25,0,299,0,0,0,0,101,7,0,108,1332,167,10,1503,4003,346,12,5862
SAL13469,199,212,5,422,2662,131,11,3228,54,248,3,308,1861,117,36,2325,10,43,0,57,1192,120,5,1372,0,4,0,7,554,170,0,735,5960,770,51,6787,18193,1359,83,26419
SAL13470,0,3,0,10,24,0,0,32,0,0,0,6,27,0,0,33,0,0,0,0,14,3,0,11,0,0,0,0,3,0,0,7,36,13,0,42,123,21,0,184
SAL13471,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,22,0,0,30
SAL13472,5,17,0,17,131,12,0,158,4,7,0,12,140,9,0,163,0,4,0,4,94,9,0,105,0,0,0,0,28,3,0,34,105,41,0,146,602,52,3,805
SAL13473,0,0,0,0,37,3,0,49,0,3,0,3,21,0,0,26,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,34,17,0,47,141,6,0,193
SAL13474,0,5,0,5,47,4,0,59,0,6,0,6,30,0,0,37,0,0,0,0,17,0,0,20,0,0,0,0,5,0,0,9,72,20,0,91,202,15,0,306
SAL13475,0,0,0,0,11,0,0,11,0,7,0,7,8,0,0,10,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,5,12,0,17,46,6,0,75
SAL13476,19,14,5,40,323,31,0,392,3,13,0,19,184,15,0,217,0,0,0,3,104,14,0,127,0,0,0,0,39,6,0,43,399,69,15,482,1706,259,5,2453
SAL13477,3,19,0,22,118,0,0,141,0,34,0,38,149,7,0,196,0,3,0,3,62,0,0,66,0,0,0,0,12,5,0,19,187,71,9,269,575,15,0,863
SAL13478,19,57,0,72,609,28,0,713,6,69,0,74,706,36,0,817,0,20,0,23,665,55,0,742,0,0,0,0,258,30,0,284,566,214,19,790,3250,224,4,4262
SAL13479,0,0,0,0,8,0,0,9,0,0,0,0,5,0,0,5,0,0,0,0,7,0,0,7,0,0,0,0,3,0,0,3,8,5,0,10,39,0,0,53
SAL13480,0,0,0,0,14,0,0,14,0,0,0,0,10,0,0,10,0,0,0,0,8,0,0,8,0,0,0,0,4,0,0,4,8,0,0,8,42,0,0,51
SAL13481,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12
SAL13482,9,22,3,37,124,4,0,173,0,15,0,17,113,5,0,128,0,3,0,3,63,3,0,72,0,0,0,0,16,0,0,18,152,75,6,232,594,56,0,888
SAL13483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL13484,5,10,0,20,40,0,0,58,0,11,0,12,18,0,0,30,0,0,0,0,16,0,0,16,0,0,0,0,3,0,0,3,58,33,3,98,165,3,0,266
SAL13485,18,46,0,62,419,21,4,501,3,24,0,32,301,19,0,349,0,0,0,5,156,9,0,167,0,0,0,0,56,7,0,63,780,156,23,959,2286,186,4,3437
SAL13486,8,18,0,22,76,3,0,96,0,9,0,9,62,5,0,74,0,4,0,4,42,0,0,42,0,0,0,0,5,3,0,9,88,45,0,128,338,18,0,493
SAL13487,26,128,0,156,871,45,0,1071,0,81,0,89,1087,55,0,1225,0,18,0,20,630,46,0,691,0,0,0,0,161,14,0,177,1025,404,45,1474,4596,413,3,6487
SAL13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13489,0,6,0,6,9,0,0,15,0,0,0,0,14,14,0,34,0,0,0,0,13,29,0,41,0,0,0,0,9,74,0,81,27,6,0,34,84,138,0,254
SAL13490,0,0,0,0,9,4,0,13,0,0,0,0,9,6,0,13,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,11,5,4,17,33,13,0,64
SAL13491,0,0,0,0,4,3,0,8,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,22
SAL13492,0,0,0,0,3,0,0,4,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,16
SAL13493,10,19,0,25,163,3,0,195,3,11,0,13,121,11,0,144,0,5,0,5,91,0,0,98,0,0,0,0,45,0,0,46,192,41,6,228,761,61,4,1055
SAL13494,8,47,0,52,281,13,8,352,0,46,0,47,255,8,3,313,0,5,0,5,85,3,0,91,0,0,0,0,32,0,0,35,520,148,30,695,1408,136,11,2251
SAL13495,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,9,5,0,18
SAL13496,0,0,0,0,7,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,19,0,0,33
SAL13497,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,0,20
SAL13498,0,0,0,4,12,0,0,19,0,0,0,0,13,0,0,16,0,0,0,0,10,3,0,8,0,0,0,0,0,0,0,0,21,3,0,24,45,8,0,84
SAL13499,0,5,0,5,9,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,6,14,0,0,19
SAL13500,0,0,0,0,12,5,0,14,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,30,8,0,41
SAL13501,0,3,0,3,19,6,0,27,0,0,0,0,19,0,0,20,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,34,7,0,46,103,9,0,160
SAL13502,6,14,0,17,76,5,0,97,0,0,0,0,50,0,0,55,0,0,0,0,18,0,0,21,0,0,0,0,3,0,0,5,109,20,7,134,329,11,0,483
SAL13503,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL13504,91,101,0,193,1148,76,4,1422,5,121,0,133,997,60,0,1183,0,30,0,33,764,65,0,857,0,0,0,0,307,53,0,359,1822,350,18,2194,6278,526,10,9009
SAL13505,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,25,0,0,30
SAL13506,16,53,0,67,333,16,0,412,5,52,0,57,314,6,0,375,0,13,0,13,148,0,0,160,0,0,0,0,31,5,0,38,476,154,14,642,1412,82,4,2133
SAL13507,30,48,0,77,469,5,0,558,3,61,0,66,362,23,0,448,0,11,0,5,233,8,0,249,0,0,0,0,51,13,0,65,713,172,11,892,2179,113,0,3184
SAL13508,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,18
SAL13509,0,0,0,0,17,0,0,21,0,0,0,0,10,0,0,16,0,0,0,0,12,4,0,10,0,0,0,0,4,0,0,4,7,0,0,9,55,3,0,67
SAL13510,8,7,0,18,47,6,0,65,0,4,0,3,37,0,0,39,0,0,0,0,27,6,0,33,0,0,0,0,3,0,0,3,75,22,0,92,214,27,0,339
SAL13511,0,3,0,3,5,0,0,11,0,0,0,3,12,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,4,0,17,32,3,0,50
SAL13512,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
SAL13513,35,88,0,121,417,23,0,564,4,79,0,85,522,20,0,623,0,12,0,16,265,20,0,300,0,0,0,0,84,10,0,97,582,245,37,870,2209,188,0,3266
SAL13514,0,21,0,20,64,7,0,91,0,10,0,16,46,4,0,66,0,0,0,0,18,3,0,22,0,0,0,0,7,0,0,6,79,39,0,126,289,22,0,437
SAL13515,0,5,0,9,31,0,0,43,0,0,0,3,28,0,0,31,0,0,0,3,6,0,0,6,0,0,0,0,3,0,0,3,76,15,0,93,136,10,0,241
SAL13516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7
SAL13517,37,81,0,117,623,35,25,795,23,80,3,110,364,22,28,524,0,13,0,13,137,10,3,159,0,0,0,0,36,5,0,40,4254,361,40,4652,5692,574,59,10983
SAL13518,28,96,3,123,547,12,3,688,3,62,0,69,446,33,0,553,3,14,0,14,335,51,0,399,0,0,0,0,163,29,0,193,931,299,34,1263,3193,291,15,4763
SAL13519,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,14
SAL13520,18,14,0,28,90,3,0,122,0,9,0,11,69,7,0,86,0,0,0,0,28,0,0,34,0,0,0,0,4,0,0,4,133,28,0,162,377,24,9,573
SAL13521,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,7,3,0,19
SAL13522,0,0,0,0,6,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,8,0,0,0,0,0,0,0,0,6,3,0,4,23,9,0,38
SAL13523,6,18,0,23,181,4,0,210,0,31,0,32,186,10,0,230,0,6,0,6,73,8,0,81,0,0,0,0,25,0,0,25,154,62,11,223,637,46,3,911
SAL13524,96,47,6,144,724,22,4,896,6,94,0,96,456,16,3,582,4,26,0,24,328,18,0,380,0,0,0,0,139,16,0,155,1669,228,19,1923,3465,180,17,5585
SAL13525,6,21,0,27,150,0,0,174,0,22,0,24,72,0,0,96,0,3,0,3,26,0,0,30,0,0,0,0,7,0,0,7,159,69,4,229,562,19,0,805
SAL13526,0,9,0,9,20,7,0,38,0,9,0,9,11,5,0,23,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,55,26,6,80,121,14,0,214
SAL13527,0,0,0,0,12,0,0,14,0,5,0,5,12,15,0,23,0,0,0,0,11,0,0,7,0,0,0,0,0,0,0,0,16,8,0,21,50,27,0,95
SAL13528,0,4,0,3,7,0,0,12,0,5,0,5,3,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,9,0,9,28,10,0,44
SAL13529,6,13,0,15,25,0,0,44,0,6,0,6,13,0,0,22,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,52,25,0,80,94,21,0,189
SAL13530,0,9,0,15,65,5,0,75,0,3,0,3,52,0,0,61,0,0,0,0,29,0,0,29,0,0,0,0,8,0,0,8,43,27,0,74,238,19,0,326
SAL13531,49,36,0,84,605,37,0,719,5,47,0,52,397,32,0,475,0,7,0,7,191,21,0,222,0,0,0,0,124,15,0,138,915,167,6,1087,3456,395,4,4938
SAL13532,0,0,0,0,22,0,0,26,0,4,0,4,27,0,0,29,0,0,0,0,11,0,0,11,0,0,0,0,0,4,0,6,34,10,0,39,135,12,0,188
SAL13533,104,122,0,227,1845,95,14,2177,27,142,4,169,1506,80,10,1763,3,30,0,34,881,75,5,1000,0,0,0,0,281,48,0,331,3451,505,36,3990,11257,1054,42,16340
SAL13534,0,4,0,4,10,0,0,12,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,9,4,0,10,38,6,0,45
SAL13535,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,20,4,0,26
SAL13536,0,5,0,5,15,0,0,22,0,3,0,3,15,3,0,15,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,15,7,0,25,58,7,0,90
SAL13537,0,0,0,0,16,0,0,11,0,3,0,3,12,4,0,13,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,5,5,0,10,34,12,0,65
SAL13538,12,30,6,42,271,27,3,340,4,24,0,29,245,17,0,287,0,6,0,6,116,23,0,142,0,0,0,0,10,0,0,10,428,137,10,575,1647,358,9,2590
SAL13539,0,4,0,5,39,0,0,47,0,7,0,7,28,0,0,37,0,0,0,0,17,0,0,14,0,0,0,0,8,0,0,7,44,13,0,58,227,27,0,316
SAL13540,0,8,0,8,16,0,0,24,0,3,0,3,13,0,0,17,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,39,10,6,54,70,11,0,133
SAL13541,0,0,0,8,14,0,0,19,0,0,0,3,17,4,0,23,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,20,10,0,29,77,15,0,115
SAL13542,0,0,0,4,7,0,0,7,0,3,0,3,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,21,16,15,0,46
SAL13543,0,0,0,0,11,6,0,13,0,0,0,0,7,5,0,14,0,0,0,0,12,0,0,12,0,0,0,0,3,0,0,3,4,0,0,4,48,20,0,72
SAL13544,0,0,0,0,8,0,0,5,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,0,27
SAL13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,3,0,0,7
SAL13546,0,0,0,0,14,0,0,18,0,0,0,0,14,0,0,22,0,0,0,0,12,0,0,12,0,0,0,0,5,0,0,10,26,4,3,30,66,5,0,104
SAL13547,39,142,0,185,685,8,0,877,4,96,0,106,553,31,0,687,0,7,0,8,326,47,0,383,0,0,0,0,61,81,0,143,1501,349,47,1888,3824,268,3,5981
SAL13548,15,99,0,115,481,23,0,621,5,71,0,70,350,12,0,439,0,9,0,9,212,10,0,224,0,0,0,0,83,3,0,86,520,232,11,767,2095,123,0,2987
SAL13549,0,3,0,3,34,6,0,46,0,4,0,4,71,8,0,81,0,0,0,0,82,19,0,101,0,0,0,0,58,29,0,84,16,10,0,31,336,66,0,439
SAL13550,4,29,0,37,161,5,0,204,0,19,0,24,157,5,0,182,0,0,0,0,81,14,0,95,0,0,0,0,43,16,0,63,197,78,7,277,756,79,0,1110
SAL13551,0,4,0,4,8,3,0,14,0,0,0,0,3,3,0,7,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,4,4,3,0,8,20,24,0,59
SAL13552,4,4,0,6,21,3,0,32,0,0,0,0,24,0,0,30,0,0,0,0,11,6,0,12,0,0,0,0,5,0,0,5,17,5,0,24,92,15,0,126
SAL13553,0,0,0,0,3,0,0,4,0,0,0,0,7,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,3,23,8,0,35
SAL13554,11,31,0,42,218,8,0,272,0,37,0,41,250,21,0,309,0,7,0,7,213,37,0,259,0,0,0,0,84,94,0,176,190,101,10,301,1115,204,0,1624
SAL13555,3,50,0,53,395,36,0,482,5,50,0,55,544,30,0,629,4,16,0,13,350,43,0,412,0,0,0,0,117,13,0,127,416,154,15,586,2010,177,0,2776
SAL13556,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,8,14,5,0,26
SAL13557,10,55,4,69,312,11,0,395,0,56,0,56,375,15,0,449,0,14,0,15,328,26,0,369,0,0,0,0,114,15,0,128,625,229,27,878,2763,196,5,3847
SAL13558,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11
SAL13559,19,66,0,87,437,19,0,544,0,44,0,46,271,9,0,325,0,0,0,0,111,10,0,122,0,5,0,5,31,0,0,32,963,194,15,1167,2170,137,0,3476
SAL13560,0,0,0,0,12,0,0,18,0,0,0,0,13,9,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,44,10,0,64
SAL13561,0,4,0,4,37,3,0,43,0,9,0,9,30,3,0,46,0,0,0,0,18,0,0,22,0,0,0,0,5,0,0,7,30,20,0,46,167,14,0,231
SAL13562,14,16,0,30,162,74,0,272,0,13,0,16,106,24,3,144,0,3,0,6,38,12,0,53,0,0,0,0,16,0,0,16,424,62,4,490,1199,1502,3,3197
SAL13563,0,3,0,3,4,0,0,8,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,13,10,0,0,19
SAL13564,24,92,5,115,523,41,0,683,10,68,0,70,394,31,0,499,0,21,0,22,301,16,0,332,0,3,0,3,147,5,0,151,772,302,45,1120,2985,264,9,4373
SAL13565,13,87,0,107,348,25,3,482,3,37,0,40,282,16,0,340,4,10,0,10,162,9,0,182,0,0,0,0,86,4,0,89,938,248,32,1227,2245,237,8,3713
SAL13566,0,0,0,0,6,4,0,14,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,205,0,680
SAL13567,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13569,11,19,0,35,148,0,0,188,0,33,0,29,158,8,0,200,0,7,0,7,94,3,0,101,0,0,0,0,16,0,0,23,192,84,12,293,738,23,0,1061
SAL13570,0,6,0,6,9,3,0,19,0,0,0,0,11,0,0,11,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,13,6,0,20,47,9,0,74
SAL13571,0,4,0,10,6,0,0,10,0,0,0,0,13,0,0,11,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,18,10,0,26,80,11,0,116
SAL13572,0,0,0,3,13,5,0,15,0,3,0,3,20,0,0,22,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,19,9,0,25,71,4,0,105
SAL13573,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,13
SAL13574,10,0,0,8,35,17,0,60,0,10,0,10,29,5,0,37,0,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,34,16,0,51,218,57,0,327
SAL13575,90,95,0,189,1294,91,0,1570,26,51,0,74,1008,87,3,1172,7,18,0,28,651,76,0,752,0,0,0,5,297,54,0,355,1711,305,21,2035,7797,713,14,10562
SAL13576,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10
SAL13577,0,0,0,0,15,0,0,20,0,0,0,0,4,0,0,11,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,3,3,0,8,34,3,0,48
SAL13578,3,5,0,10,39,6,0,56,0,5,0,5,37,0,0,40,0,0,0,0,21,0,0,23,0,0,0,0,0,0,0,0,45,14,0,62,196,29,0,289
SAL13579,10,22,0,34,193,15,0,240,0,21,0,22,183,9,0,212,0,0,0,0,95,6,0,104,0,0,0,0,16,0,0,13,186,60,7,252,768,76,0,1097
SAL13580,0,15,0,13,70,3,0,86,0,8,0,13,54,4,0,67,0,0,0,0,39,5,0,50,0,0,0,0,20,7,0,24,90,35,8,131,317,36,0,489
SAL13581,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,8,3,0,14
SAL13582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL13583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,4
SAL13584,0,0,0,0,21,3,0,22,0,0,0,3,20,0,0,23,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,0,10,72,11,0,94
SAL13585,0,0,0,0,19,4,0,25,0,4,0,4,28,0,0,31,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,3,5,0,8,71,8,0,91
SAL13586,17,15,0,28,243,4,0,281,3,34,0,30,268,0,0,306,0,3,0,3,176,4,0,180,0,0,0,0,31,4,0,32,193,66,3,260,1056,42,0,1361
SAL13587,6,9,0,20,145,12,0,169,0,25,0,24,91,6,0,122,0,5,0,8,58,4,0,67,0,0,0,0,20,0,0,17,152,41,0,196,661,56,0,914
SAL13588,0,0,0,6,30,3,0,40,0,9,0,9,12,0,0,20,0,0,0,0,10,0,0,10,0,0,0,0,5,0,0,5,45,17,0,65,117,16,0,196
SAL13589,4,13,0,23,188,18,0,225,0,10,0,11,102,11,0,125,0,4,0,4,40,3,0,51,0,0,0,0,19,0,0,20,181,70,4,254,858,104,4,1220
SAL13590,0,3,0,3,32,5,0,40,0,12,0,12,29,0,0,42,0,0,0,0,17,0,0,17,0,0,0,0,8,0,0,8,26,22,0,45,121,6,0,170
SAL13591,0,8,0,8,33,8,0,54,0,3,0,3,43,7,0,54,0,0,0,0,17,0,0,19,0,0,0,0,5,0,0,5,37,23,0,57,154,35,0,251
SAL13592,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,8,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,5,0,0,5,22,0,0,36
SAL13593,3,28,0,36,157,5,0,192,0,31,0,31,118,5,0,151,0,10,0,12,94,9,0,112,0,0,0,0,19,0,0,21,207,119,14,336,885,66,0,1291
SAL13594,7,22,0,27,123,0,0,154,6,17,0,19,163,4,0,185,0,5,0,3,149,5,0,158,0,0,0,0,57,4,0,64,221,69,8,299,749,37,0,1084
SAL13595,61,40,3,108,566,33,0,708,3,62,4,67,400,46,0,516,0,28,0,28,275,27,0,326,0,0,0,0,120,25,0,146,1008,173,20,1199,2947,310,17,4465
SAL13596,0,13,0,12,57,7,0,85,0,12,0,12,74,7,0,88,0,0,0,0,31,0,0,34,0,0,0,0,6,0,0,7,40,26,0,67,245,27,0,340
SAL13597,11,17,0,20,81,9,0,114,0,8,0,5,60,5,0,64,0,4,0,4,11,0,0,16,0,0,0,0,4,0,0,3,191,49,8,247,392,50,0,697
SAL13598,24,98,0,125,592,52,0,770,4,78,0,83,583,30,0,700,3,25,0,25,399,21,0,452,0,0,0,0,163,12,0,177,833,387,64,1279,3263,476,39,5054
SAL13599,35,34,0,68,422,85,0,577,10,18,0,32,340,51,0,420,0,3,0,3,196,25,0,224,0,0,0,0,64,5,0,68,782,131,22,932,2821,639,6,4402
SAL13600,3,14,0,18,86,14,0,118,0,9,0,3,83,13,0,104,0,0,0,0,38,6,0,50,0,0,0,0,3,0,0,5,103,41,0,144,418,80,5,638
SAL13601,4,9,0,8,33,0,0,52,0,9,0,13,45,3,0,57,0,0,0,0,5,5,0,14,0,0,0,0,9,0,0,12,49,34,3,90,178,21,0,291
SAL13602,8,12,0,14,46,9,0,67,0,3,0,3,25,0,0,27,0,0,0,0,20,8,0,29,0,0,0,0,0,0,0,8,38,23,0,60,184,63,0,300
SAL13603,51,37,0,84,508,37,3,640,21,41,0,59,392,15,4,471,3,10,0,13,262,15,0,291,0,0,0,3,153,13,0,167,940,128,10,1073,3017,197,14,4302
