SAL_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
SAL20465,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14
SAL20466,0,0,3,3,0,4,0,5,0,17,0,5,11,0,0,3,0,0,0,22,6,7,15,0,9,5,3,4,0,56,8,12,11,7,4,0,4,12,3,71,6,9,21,10,5,0,6,13,3,71,12,4,7,3,18,4,14,9,0,78,0,0,0,5,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,75,28,47,28,32,44,7,327
SAL20467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,20
SAL20468,0,9,4,62,18,65,6,19,5,188,15,80,35,71,58,85,7,22,0,380,70,245,29,36,58,39,6,11,9,504,177,299,26,20,54,26,0,7,23,636,294,376,22,38,102,39,4,6,7,884,195,325,38,28,86,24,5,16,7,721,81,131,9,12,35,18,7,6,7,304,21,24,0,0,5,0,0,3,5,59,0,3,0,0,0,0,0,0,0,3,851,1493,161,272,409,294,36,88,65,3677
SAL20469,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,8,5,5,0,0,3,0,0,0,0,14,8,9,4,0,7,0,0,4,0,32,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,13,12,11,6,3,5,0,85
SAL20470,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,9,0,3,5,0,0,3,0,0,0,12,5,0,0,3,0,0,3,5,0,19,3,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,15,6,12,7,7,13,0,67
SAL20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,11
SAL20472,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,3,0,0,3,0,20
SAL20473,0,0,5,8,0,15,0,5,0,31,0,3,6,6,3,6,0,0,0,33,7,20,10,13,4,5,0,4,0,68,24,25,12,3,16,4,0,6,0,97,23,20,17,14,17,12,6,4,8,113,14,44,16,16,22,0,4,6,0,127,3,12,0,8,0,5,0,0,0,29,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,75,128,66,65,62,46,7,36,10,500
SAL20474,0,0,3,5,0,8,0,0,0,11,0,0,0,0,0,4,0,3,0,12,5,11,10,0,4,0,0,0,0,33,10,7,5,0,4,0,0,0,0,31,13,16,12,6,4,3,0,6,0,59,19,17,11,6,11,7,0,5,3,70,12,12,6,0,3,0,0,4,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,66,44,19,33,21,0,21,3,264
SAL20475,0,0,8,14,5,17,0,14,5,64,6,5,20,18,3,15,0,12,0,76,19,37,34,25,17,15,5,19,0,177,39,50,51,36,26,13,0,17,3,236,41,77,42,26,28,16,8,30,5,261,27,48,25,18,27,19,14,20,4,193,11,10,3,4,9,0,0,0,0,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,146,229,187,140,111,89,30,110,18,1063
SAL20476,0,0,10,13,0,32,0,19,6,81,0,4,42,25,4,13,0,17,0,123,45,58,94,55,26,39,16,37,10,372,48,50,64,46,33,21,9,42,4,322,27,49,58,46,28,34,35,52,8,337,38,39,31,40,45,21,19,38,5,282,12,18,18,10,10,10,0,14,0,93,0,4,0,3,0,0,5,0,3,21,0,0,0,0,0,0,0,0,0,0,175,216,315,239,151,172,98,223,47,1633
SAL20477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,6,0,20
SAL20478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,3,6,0,3,9,0,24
SAL20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20480,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,10,9,0,0,0,0,0,3,0,0,15,7,0,0,0,0,0,3,3,0,13,7,0,0,0,0,0,0,3,0,20,10,3,0,0,0,0,0,3,0,17,9,0,0,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,47,14,8,4,9,3,7,18,5,106
SAL20481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,3,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,20
SAL20482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,14
SAL20483,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,3,0,6,0,0,7,0,36
SAL20484,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,7,0,14,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,10,8,0,4,0,5,3,54
SAL20485,0,0,7,16,0,30,6,22,0,73,0,3,11,13,7,4,3,8,0,47,8,21,11,4,11,0,0,6,3,65,22,27,18,10,29,0,7,12,0,131,36,35,21,12,29,9,7,14,0,162,16,24,8,7,15,0,6,10,0,85,7,7,0,0,4,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,119,80,56,87,56,32,62,7,604
SAL20486,4,0,4,7,0,16,0,12,0,44,0,0,13,9,0,9,0,0,0,40,4,12,20,9,12,6,10,9,0,87,21,34,23,20,31,9,3,9,0,152,14,22,13,15,20,0,3,0,0,98,3,7,4,13,5,0,0,3,3,39,4,0,0,0,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,75,84,65,75,43,27,39,6,470
SAL20487,0,0,5,3,0,6,0,5,0,20,0,4,6,0,0,0,0,0,0,15,0,9,3,0,5,3,0,4,0,21,3,5,7,0,4,0,0,4,0,32,6,3,4,3,9,0,3,6,0,42,3,4,5,3,4,0,3,0,4,37,11,0,0,6,9,0,0,3,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,29,23,33,18,26,21,14,25,7,188
SAL20488,0,0,5,4,3,12,0,3,0,34,0,0,10,6,0,0,0,5,3,30,8,16,11,9,5,3,7,9,0,71,6,14,16,6,9,6,11,7,0,79,29,10,9,7,7,12,11,15,3,103,22,9,3,11,11,3,11,4,6,75,4,6,5,0,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,72,47,67,46,34,42,43,60,13,416
SAL20489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6,5,0,20
SAL20490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,17
SAL20491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
SAL20492,0,0,3,6,0,10,0,10,0,30,0,5,9,3,3,8,4,4,0,44,3,10,12,18,10,3,9,12,0,81,6,10,17,17,14,3,6,8,5,89,13,11,23,23,12,14,8,11,3,106,19,11,19,18,9,12,8,22,4,110,19,8,3,0,0,5,4,4,0,40,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,53,81,84,49,52,40,66,7,504
SAL20493,0,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,5,0,12,3,0,0,0,0,0,3,7,0,11,0,0,0,3,0,0,0,0,0,11,4,6,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,8,6,5,5,9,15,0,64
SAL20494,0,0,0,4,0,3,0,3,0,13,0,0,0,3,0,0,0,0,0,5,0,3,5,3,0,0,5,0,0,15,9,14,8,0,9,0,0,4,0,46,19,7,3,8,15,3,5,0,5,55,7,10,0,0,0,0,4,0,0,32,6,3,3,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,47,37,25,21,21,12,11,14,7,186
SAL20495,0,34,12,110,20,88,3,60,9,342,61,491,126,391,204,286,60,142,40,1799,323,1822,304,397,383,175,108,191,62,3762,204,605,92,93,104,57,32,59,12,1259,126,236,50,54,53,22,26,43,12,620,78,168,12,43,42,19,19,23,8,406,36,89,6,8,19,10,0,3,0,174,9,18,6,0,8,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,833,3458,611,1094,838,660,246,530,141,8410
SAL20496,0,0,0,25,3,28,0,13,0,72,27,127,30,137,82,69,7,24,9,504,183,812,125,128,155,68,15,16,25,1530,149,384,44,37,55,27,4,10,6,715,130,271,28,11,33,11,7,11,12,526,90,200,24,19,42,13,8,0,16,402,22,88,4,4,15,3,0,3,0,147,7,23,0,0,8,0,0,0,0,34,0,0,0,0,0,0,0,0,0,3,601,1907,246,363,393,217,45,85,79,3930
SAL20497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,0,0,0,0,16,0,0,3,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,9,4,3,0,0,0,5,0,43
SAL20498,3,8,11,83,14,87,0,54,3,264,31,214,105,141,134,185,37,92,24,965,333,1396,284,266,363,221,100,160,57,3186,480,1055,207,131,282,97,51,79,52,2425,394,605,125,126,199,93,46,63,25,1687,212,351,97,109,219,80,37,50,18,1175,36,117,34,32,51,20,19,19,4,319,7,14,0,3,7,5,4,0,9,49,0,0,0,0,0,0,0,0,0,0,1493,3756,868,889,1274,778,296,521,195,10072
SAL20499,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,6,6,4,0,0,3,0,0,0,0,16,4,0,0,0,0,3,0,0,0,14,0,7,3,4,0,0,0,0,0,11,4,0,6,3,0,0,0,0,5,17,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,11,10,5,11,4,10,9,88
SAL20500,7,19,72,93,34,337,27,171,8,774,40,173,159,149,170,217,81,101,38,1128,199,593,314,272,280,145,172,154,47,2168,509,871,382,289,477,178,238,175,79,3201,553,701,379,355,529,189,285,232,66,3283,171,212,153,148,214,90,184,164,26,1366,30,38,32,22,47,7,36,42,3,253,0,8,0,0,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,1504,2611,1493,1334,1751,1161,1018,1045,269,12195
SAL20501,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,6,4,3,4,6,3,0,43
SAL20502,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,3,0,6,0,8,5,3,0,0,0,0,0,3,0,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,6,8,3,0,6,0,8,0,47
SAL20503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,3,0,7,3,0,0,3,0,0,4,5,0,20,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,9,0,4,5,12,0,47
SAL20504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,3,0,23
SAL20505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,0,5,0,0,0,0,24
SAL20506,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,10
SAL20507,0,5,16,11,0,28,4,20,0,85,6,10,27,33,21,26,3,12,3,135,68,157,92,58,51,32,13,24,5,498,82,175,86,45,79,25,17,17,9,537,78,97,65,59,72,23,25,28,10,451,43,88,51,35,70,19,41,16,3,364,12,21,13,9,17,9,5,6,4,96,0,3,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,298,551,353,249,310,168,100,123,27,2181
SAL20508,9,4,81,51,12,195,15,125,8,502,40,75,218,168,92,165,57,135,20,967,280,556,621,399,381,191,199,294,49,2963,315,432,454,297,365,175,229,233,62,2555,235,277,369,272,323,155,290,256,43,2218,128,164,246,205,292,125,240,238,32,1664,29,34,50,42,66,28,43,51,8,347,3,4,4,3,0,0,6,4,3,24,0,0,0,0,0,0,0,0,0,0,1037,1547,2044,1427,1535,1027,1074,1328,223,11240
SAL20509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,3,4,29
SAL20510,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,15,4,4,4,3,0,0,4,0,0,20,8,0,4,0,4,0,0,0,0,21,9,4,4,0,0,0,3,0,0,22,6,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,16,6,7,4,7,13,9,108
SAL20511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,14
SAL20512,0,0,6,0,0,0,0,4,0,12,0,4,4,0,0,0,0,0,0,8,0,3,3,4,0,0,0,0,0,16,7,3,5,3,4,0,0,0,0,26,3,11,4,0,8,0,4,5,0,36,14,0,3,4,8,3,4,0,0,37,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,24,16,20,7,3,8,7,142
SAL20513,0,0,5,0,0,10,0,14,0,28,3,4,10,13,0,5,0,13,4,51,10,24,18,13,9,9,10,21,5,115,8,12,8,10,8,6,9,11,0,85,18,16,12,26,11,13,13,20,0,126,31,24,12,26,19,14,27,24,5,178,24,5,3,4,4,4,4,3,0,54,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,96,92,65,99,54,53,67,109,10,641
SAL20514,0,0,0,0,0,6,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,6,3,0,0,0,0,0,0,0,8,3,4,0,0,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,11,3,3,4,7,0,6,0,45
SAL20515,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,6,4,4,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,10,0,4,0,3,3,0,0,4,0,11,9,0,5,3,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,7,8,12,6,3,4,0,63
SAL20516,3,0,14,27,8,52,4,32,5,136,3,13,24,28,3,17,3,19,0,111,32,104,47,50,35,17,18,54,0,369,90,264,63,53,56,24,16,45,14,610,98,271,65,70,60,24,17,42,15,664,72,199,70,87,72,41,28,62,5,633,42,89,19,12,30,18,13,19,4,247,7,8,0,0,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,4,345,948,305,328,271,193,93,277,49,2810
SAL20517,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,7,0,10,3,3,0,3,0,0,31,3,0,4,0,3,0,6,5,0,24,8,5,9,4,0,0,0,9,0,33,12,3,4,0,4,0,7,3,0,39,5,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,9,25,9,15,11,16,19,3,153
SAL20518,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,4,3,0,0,0,0,0,0,0,4,0,3,3,5,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,12,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,7,9,8,3,5,4,53
SAL20519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,12
SAL20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8
SAL20521,0,7,0,16,7,30,8,14,4,89,13,62,16,64,40,46,10,20,9,283,70,288,58,73,72,48,16,24,10,662,138,250,37,35,58,41,7,14,11,592,142,209,29,39,76,24,7,14,14,556,81,174,26,27,61,23,7,9,8,410,37,90,7,14,32,14,11,7,0,220,5,8,3,0,5,4,0,0,0,33,0,0,0,0,0,0,0,0,0,3,492,1088,178,270,343,235,73,101,62,2852
SAL20522,0,0,0,10,0,13,3,5,0,38,10,21,9,24,9,17,3,9,0,98,25,79,28,28,28,17,0,17,6,225,30,51,17,6,15,11,6,6,0,139,37,42,14,6,10,4,5,6,0,122,17,19,13,14,21,0,4,3,0,87,3,10,4,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,234,79,86,80,64,23,48,9,744
SAL20523,0,14,8,107,18,64,3,38,4,250,48,211,49,195,137,124,13,48,15,832,308,1119,209,219,239,153,53,104,50,2458,430,823,92,107,195,82,26,29,55,1841,412,657,66,82,169,70,11,27,30,1518,258,470,47,72,133,79,12,26,21,1126,154,294,27,24,87,53,15,16,19,692,17,42,0,4,12,12,0,6,0,94,3,12,0,0,10,4,0,0,0,27,1623,3644,506,813,988,637,135,294,191,8834
