SAL_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
SAL10061,6,0,34,19,3,43,4,26,0,129,0,6,51,41,13,19,5,12,5,140,18,43,72,37,30,16,10,27,7,265,23,49,46,43,36,18,16,30,9,268,49,52,70,50,43,33,35,26,8,373,46,63,45,44,51,31,19,49,7,348,6,14,5,4,17,11,10,9,4,75,0,4,0,5,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,151,229,319,248,192,168,98,177,29,1615
SAL10062,5,17,11,28,12,43,0,24,0,137,14,126,20,67,66,60,9,10,9,387,218,637,105,97,115,83,14,26,15,1305,347,634,72,47,130,53,11,17,17,1327,343,509,64,43,129,51,20,10,19,1179,159,322,35,44,78,23,6,25,4,705,35,116,15,9,32,15,10,3,3,242,3,9,0,0,3,0,0,4,0,24,0,0,0,0,0,0,0,0,3,3,1121,2372,325,340,559,327,71,112,76,5305
SAL10063,0,0,12,13,3,17,0,7,0,59,0,15,27,14,7,16,6,6,6,98,8,25,19,14,9,9,3,7,3,94,31,33,21,9,17,6,8,3,3,130,44,25,33,5,33,6,8,6,0,170,45,20,12,3,25,7,4,6,4,133,6,9,10,3,14,0,0,5,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,148,129,137,61,122,56,27,58,15,743
SAL10064,0,3,35,13,0,28,3,16,0,100,7,8,44,22,12,22,15,12,0,138,35,82,77,36,61,14,28,28,11,364,73,72,73,45,67,36,34,26,14,435,43,38,47,33,55,19,42,27,6,310,25,32,24,14,34,11,36,20,0,199,0,7,7,4,7,0,0,3,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,188,243,304,164,234,133,153,132,26,1582
SAL10065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,26
SAL10066,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,0,0,0,0,5,0,21
SAL10067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,11
SAL10068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,5,4,0,0,0,0,0,0,0,12,3,0,0,0,3,0,0,0,0,12,0,5,0,4,0,0,5,0,0,10,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,12,8,6,5,3,0,50
SAL10069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11
SAL10070,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,3,6,0,0,0,5,0,23,5,9,6,9,7,0,0,0,0,32,7,13,16,11,4,0,0,0,0,46,4,23,6,9,4,8,3,3,0,66,8,0,0,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,44,32,29,20,16,4,12,5,192
SAL10071,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,6,0,12,0,6,5,0,0,0,3,0,0,11,6,5,0,0,7,3,0,0,0,22,8,7,0,6,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,17,13,9,9,11,4,7,5,93
SAL10072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10073,0,3,12,5,0,11,0,13,0,52,0,12,11,16,3,6,3,3,0,58,17,39,19,6,6,0,0,0,0,98,26,35,10,16,11,8,0,3,3,106,56,41,20,12,24,12,10,10,3,174,50,38,24,13,20,7,3,13,0,165,17,19,3,4,13,5,4,4,6,69,5,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,170,190,98,65,81,52,23,54,10,736
SAL10074,0,0,16,11,0,6,5,9,0,40,0,0,17,20,5,13,3,8,0,59,10,25,25,19,14,7,8,13,3,109,17,22,27,21,18,3,15,4,0,121,25,28,35,19,28,11,15,8,0,160,16,22,23,12,27,9,9,11,3,132,3,5,4,5,0,4,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,95,136,95,92,47,51,57,15,650
SAL10075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,3,0,0,0,3,20
SAL10076,0,0,0,0,0,0,0,6,0,11,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,12,0,3,3,0,0,0,0,0,0,10,10,5,0,0,3,0,0,0,0,19,10,3,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,6,31,16,7,3,13,6,0,5,0,88
SAL10077,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,8,3,4,5,3,0,0,0,4,0,21,0,0,0,0,0,0,4,0,0,21,13,3,3,6,0,3,0,7,3,33,23,3,6,7,4,5,5,6,0,51,8,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,14,8,19,8,15,18,16,4,155
SAL10078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,7,0,11
SAL10079,0,0,11,5,0,10,0,7,0,36,0,7,10,11,7,6,4,5,0,58,15,18,33,21,9,16,9,15,0,139,13,14,30,20,12,12,21,22,0,142,3,16,20,14,12,14,4,14,3,98,0,11,13,9,10,6,19,13,0,88,0,7,0,5,0,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,66,113,78,57,67,62,83,7,582
SAL10080,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,6,0,12,3,0,0,0,0,5,0,0,0,16,5,0,0,4,0,0,0,0,0,7,4,0,0,3,0,3,6,0,0,15,9,0,3,5,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,4,13,15,7,8,7,9,0,80
SAL10081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SAL10082,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,0,0,8,4,7,0,0,0,0,0,0,0,12,11,10,6,0,3,0,0,3,0,38,7,9,4,0,5,3,0,6,0,33,13,0,0,3,0,0,3,4,0,39,19,3,4,0,4,3,0,5,0,37,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,60,27,14,13,10,9,7,22,5,175
SAL10083,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,3,0,0,0,0,27
SAL10084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12
SAL10085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,12,5,3,0,3,5,0,0,3,0,19,13,4,3,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,19,6,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,5,8,8,0,8,6,5,74
SAL10086,20,27,82,149,30,229,42,163,16,752,56,137,149,270,110,165,33,165,13,1100,237,608,338,369,236,141,87,250,26,2283,269,696,235,197,215,98,53,175,25,1966,326,602,171,204,255,110,55,139,36,1885,260,519,183,147,244,85,98,166,16,1720,104,180,45,47,65,36,23,47,10,548,29,15,8,4,8,4,0,10,15,92,0,0,0,0,3,0,0,0,0,8,1300,2783,1206,1387,1160,866,389,1111,145,10348
SAL10087,0,13,20,18,10,57,10,20,0,139,33,83,64,69,81,72,21,53,21,491,220,680,195,164,253,123,84,175,39,1948,241,397,143,99,195,76,59,96,25,1333,148,204,85,72,134,57,67,68,17,858,72,86,66,58,92,35,67,73,0,557,15,19,20,14,14,10,16,18,0,128,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,726,1492,602,494,777,436,329,506,108,5456
SAL10088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,10
SAL10089,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,17,0,25,0,0,3,4,0,0,0,38,0,50,3,0,5,0,0,0,0,24,0,34,3,0,0,7,8,0,0,16,0,33,4,7,10,6,0,4,12,0,4,38,0,4,5,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,21,23,20,15,7,10,99,4,211
SAL10090,0,0,6,4,0,6,0,7,0,20,0,0,3,8,3,0,0,7,0,24,3,8,4,7,0,4,0,18,0,44,7,23,3,8,8,7,0,5,0,64,18,11,6,12,12,4,5,4,0,69,11,12,8,17,8,4,0,5,0,62,7,6,4,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,55,29,52,33,25,9,40,0,293
SAL10091,0,9,9,21,12,42,3,11,0,104,23,123,26,58,34,50,8,17,6,347,140,608,82,95,118,62,24,43,15,1197,299,766,81,67,168,65,17,35,32,1527,219,401,57,46,128,39,15,19,15,932,108,191,27,32,79,20,16,28,4,507,25,69,12,3,44,9,12,10,8,189,0,12,0,0,3,3,0,5,0,23,0,0,0,0,0,0,0,0,0,4,807,2189,299,328,592,295,83,167,76,4829
SAL10092,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0,0,5,3,0,23
SAL10093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,10,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,6,0,36
SAL10094,3,12,6,16,4,26,0,11,0,83,7,41,14,20,24,25,8,10,0,138,29,81,26,8,18,17,4,10,0,190,74,136,22,13,38,18,4,14,5,322,126,141,29,20,73,15,9,8,4,429,64,101,39,24,57,18,15,18,3,330,16,27,11,4,15,3,4,12,0,82,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,310,535,143,94,238,116,47,78,19,1577
SAL10095,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,5,4,0,0,0,0,0,9,7,0,3,0,3,0,0,0,0,14,3,3,7,5,0,0,0,0,0,30,3,9,0,0,3,0,0,0,0,22,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,19,12,7,3,3,6,0,89
SAL10096,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,0,3,7,5,3,4,0,3,0,22,10,3,7,6,0,0,4,0,0,28,4,9,8,3,0,0,3,0,0,34,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,21,18,14,14,8,11,0,107
SAL10097,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14
SAL10098,0,0,8,3,3,16,4,8,0,49,3,17,18,13,13,11,22,9,4,122,14,32,19,24,35,13,29,17,12,193,14,17,21,24,19,14,31,28,8,176,0,11,23,15,13,14,26,28,4,143,9,6,18,20,18,4,37,31,7,143,4,0,4,3,0,3,5,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,85,120,108,104,72,151,135,42,848
SAL10099,7,23,14,38,12,73,6,49,0,223,48,270,112,250,138,189,44,169,14,1233,393,1692,353,411,451,251,105,264,68,3996,418,1096,268,208,333,120,84,152,59,2736,319,621,166,163,279,101,61,118,29,1858,160,427,158,110,198,68,105,139,20,1382,50,122,39,25,58,21,24,37,13,378,8,11,4,0,7,3,0,3,0,32,0,0,0,0,0,0,0,0,0,3,1400,4257,1107,1201,1478,824,436,925,209,11845
SAL10100,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,4,0,4,0,13,0,0,0,6,3,0,3,9,0,20,0,8,3,4,3,3,0,5,3,25,20,10,6,10,4,0,3,8,4,57,16,4,6,9,0,0,4,11,0,63,15,0,0,0,0,0,0,0,5,26,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,57,19,20,31,17,10,16,37,13,216
SAL10101,0,0,0,0,0,0,3,3,0,11,0,0,3,3,0,0,0,0,0,13,3,9,12,3,4,0,0,7,0,48,13,0,3,0,0,0,3,3,0,21,10,4,5,3,7,0,10,4,0,36,4,0,5,3,8,0,0,8,0,37,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,29,16,17,11,19,21,0,174
SAL10102,0,5,20,14,0,31,6,23,0,93,9,5,34,34,14,31,15,30,0,178,15,32,41,51,17,37,15,50,7,269,25,27,27,40,24,15,25,49,11,245,15,25,34,29,36,16,27,49,5,235,19,17,18,29,24,15,28,47,5,210,4,10,16,7,5,7,6,10,0,70,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,89,121,201,197,129,154,125,251,34,1301
SAL10103,4,5,33,34,5,69,14,52,0,220,21,33,45,27,21,40,7,19,0,215,41,102,77,55,44,32,29,35,6,406,70,120,73,55,69,35,40,31,13,504,83,147,74,47,95,30,52,32,5,559,63,83,53,43,68,26,49,26,5,412,11,24,6,12,3,6,6,3,0,75,3,0,5,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,292,506,358,282,311,239,195,193,30,2403
SAL10104,0,7,10,18,3,28,5,24,0,104,14,47,27,51,38,36,5,22,6,247,97,299,84,92,91,35,16,31,11,771,160,441,72,70,134,57,23,20,10,1002,103,222,62,74,80,33,13,31,6,627,47,99,46,44,67,13,28,29,6,370,20,29,8,6,21,3,6,12,0,110,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,445,1157,319,357,437,223,99,166,35,3238
SAL10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,4,3,0,0,0,0,5,0,30
SAL10106,0,0,4,5,0,0,0,4,0,15,0,0,4,0,4,0,0,3,3,14,3,4,15,7,4,11,3,5,0,54,10,11,13,4,11,9,7,3,0,61,14,6,6,0,4,8,12,9,3,65,17,3,3,3,8,4,3,13,0,50,8,4,5,3,3,0,0,0,0,20,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,31,43,24,27,23,29,32,8,277
SAL10107,8,17,21,32,28,134,23,69,18,346,61,239,274,453,165,355,171,600,99,2413,246,971,544,767,370,400,408,788,198,4686,240,553,339,286,316,150,258,316,112,2558,176,217,266,178,185,96,182,266,69,1633,112,129,190,123,169,71,203,262,48,1307,20,43,30,29,44,10,34,63,3,284,0,7,0,3,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,861,2177,1663,1879,1271,1213,1276,2358,553,13258
SAL10108,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,13,4,3,4,7,0,0,0,0,0,19,3,0,0,0,0,5,0,0,0,17,3,0,5,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,11,19,11,0,3,0,3,0,66
SAL10109,0,0,14,17,4,19,0,10,0,64,4,18,17,17,9,6,0,4,0,82,26,100,32,31,16,15,5,5,0,221,59,127,26,14,34,9,16,10,3,295,62,132,36,24,31,10,11,3,4,314,53,118,20,20,33,8,3,4,0,265,8,41,3,4,15,4,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,536,138,122,137,71,39,43,20,1312
SAL10110,0,0,11,11,6,42,7,14,0,93,10,43,45,26,45,31,23,24,12,255,117,351,128,112,154,78,70,56,28,1095,116,223,79,65,146,46,88,43,16,813,53,59,46,36,67,29,64,42,9,394,28,23,22,17,41,20,27,35,7,220,16,7,12,4,6,0,3,7,0,56,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,350,699,336,277,460,237,283,228,69,2936
SAL10111,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,3,5,4,0,0,4,3,3,0,23,5,0,4,0,0,4,0,4,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,5,10,6,9,14,0,74
SAL10112,5,13,51,86,18,77,9,57,5,318,26,57,106,72,32,55,16,26,4,405,66,175,94,48,50,38,14,24,9,518,257,288,102,40,99,35,3,33,21,888,349,404,134,76,135,61,14,46,16,1226,284,348,93,80,151,77,27,43,20,1125,90,139,36,15,66,25,10,21,4,399,12,12,3,5,12,4,0,0,0,50,0,4,0,0,0,0,0,0,0,3,1095,1438,608,419,556,379,101,245,86,4928
SAL10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,10
SAL10114,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,4,0,13,3,0,4,0,3,3,0,4,0,18,5,7,3,0,5,0,0,3,3,29,9,0,0,0,7,0,0,5,0,15,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,27,14,10,13,3,0,15,4,112
SAL10115,5,0,34,49,5,50,17,43,0,205,6,29,41,40,19,28,5,15,0,175,41,89,43,31,21,10,5,6,6,255,97,186,61,41,63,19,9,12,3,488,136,246,49,39,81,42,12,28,0,635,81,142,43,37,76,16,12,16,4,437,27,44,5,9,16,9,6,9,0,115,5,4,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,391,748,274,245,283,176,59,133,14,2331
SAL10116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10117,0,0,10,4,0,6,7,10,0,35,3,6,19,9,10,6,0,7,0,67,18,31,36,32,32,11,15,17,4,199,21,23,28,13,14,11,10,8,0,139,19,25,23,22,17,16,18,8,0,144,16,20,24,23,20,11,18,18,4,157,3,9,0,0,0,4,0,3,0,26,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,78,120,138,112,98,68,67,78,11,773
SAL10118,0,0,3,3,0,6,0,3,0,17,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,8,4,8,8,3,4,0,4,0,0,39,11,3,0,0,0,4,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,11,17,12,11,8,5,0,94
SAL10119,0,0,0,0,0,3,0,12,0,17,0,4,3,7,8,4,0,3,0,28,0,6,9,0,3,7,3,5,0,40,4,8,3,5,7,0,5,4,0,27,4,9,7,3,10,0,8,6,0,48,4,10,4,4,9,9,11,4,0,42,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,40,26,21,36,17,25,28,0,211
