SAL_CODE_2021,Australia_M,Australia_F,Australia_P,Afghanistan_M,Afghanistan_F,Afghanistan_P,Bangladesh_M,Bangladesh_F,Bangladesh_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iran_M,Iran_F,Iran_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_P,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Nepal_M,Nepal_F,Nepal_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Pakistan_M,Pakistan_F,Pakistan_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africad_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Taiwan_M,Taiwan_F,Taiwan_P,Thailand_M,Thailand_F,Thailand_P,United_Kingdom_CI_IM_M,United_Kingdom_CI_IM_F,United_Kingdom_CI_IM_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
SAL10396,11311,10859,22173,257,228,482,225,217,443,10,21,33,575,670,1251,106,121,231,122,114,237,440,504,944,70,96,162,79,85,171,76,85,165,4567,3858,8424,78,112,199,97,105,204,76,68,150,37,18,50,123,135,254,9,17,23,223,262,487,230,200,430,75,107,183,325,299,623,33,41,74,433,477,906,311,238,546,1224,1588,2813,42,55,99,33,25,54,58,48,110,387,354,746,24,44,62,24,98,119,305,281,586,45,31,80,57,91,152,1929,2040,3965,1768,1701,3470,51,58,112,25843,25369,51211
SAL10397,50,34,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22,40,0,0,0,70,55,126
SAL10398,704,779,1488,0,0,0,0,0,3,0,0,4,0,8,8,0,0,0,0,0,0,0,0,0,7,0,11,0,0,3,0,6,4,4,0,5,0,0,4,0,0,4,0,0,0,3,0,5,11,6,16,0,3,5,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,20,20,40,0,0,0,5,12,11,0,0,0,0,0,0,4,4,8,0,0,0,0,3,3,0,0,5,53,57,102,5,0,6,0,0,0,28,35,64,58,67,132,0,0,0,928,1013,1944
SAL10399,706,665,1375,3,5,10,22,18,39,0,0,0,28,14,39,0,3,5,13,9,23,41,46,87,5,3,5,0,0,0,5,8,12,77,70,150,0,6,11,14,7,22,32,24,54,0,6,3,4,0,4,0,4,4,3,0,5,7,3,16,8,12,21,10,6,17,0,0,3,24,31,57,16,11,23,107,145,252,11,6,14,4,0,4,11,13,21,6,3,11,0,3,3,4,14,16,25,22,41,0,0,0,5,10,17,120,132,253,54,48,98,0,0,0,1373,1347,2720
SAL10400,125,131,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,13,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,5,0,3,0,0,0,6,9,13,0,0,0,0,0,0,6,0,4,5,3,6,0,0,0,0,4,0,4,5,10,0,0,0,0,5,9,14,16,20,20,20,32,0,0,0,199,211,407
SAL10401,58,65,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,59,76,134
SAL10402,2045,2135,4183,0,0,0,5,0,6,5,0,6,259,322,579,12,16,34,38,41,80,11,20,28,3,5,13,87,100,189,72,87,153,24,22,44,18,23,41,3,0,3,0,0,0,7,9,18,44,25,68,0,0,3,4,4,6,57,70,125,28,28,58,0,0,4,0,3,7,32,31,58,0,0,0,9,23,31,0,8,3,9,5,11,11,7,22,3,0,3,0,8,10,3,10,12,49,47,95,11,3,15,16,20,36,177,202,382,133,148,282,4,3,5,3191,3437,6626
SAL10403,31,36,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,6,16,0,0,0,47,49,91
SAL10404,27,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,9,8,12,0,0,0,36,31,65
SAL10405,81,80,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,3,18,10,30,0,0,0,101,102,203
SAL10406,2926,3161,6087,0,0,0,0,0,0,10,7,21,0,8,13,0,0,8,6,9,7,0,7,10,25,14,42,4,0,4,3,4,4,23,18,43,4,4,6,0,0,0,3,0,3,15,20,31,8,3,10,4,5,6,3,3,3,4,4,7,3,5,15,0,0,0,22,17,40,52,55,101,0,0,0,4,19,25,8,14,21,0,7,6,13,25,35,3,8,9,0,0,0,0,13,13,216,203,421,23,22,42,3,0,6,80,86,164,70,81,151,3,0,0,3544,3811,7358
SAL10407,42,50,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,4,0,0,0,0,0,0,8,3,13,0,0,4,52,57,110
SAL10408,244,260,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,7,6,20,0,0,0,0,0,0,11,5,13,9,11,21,0,0,0,291,304,587
SAL10409,1518,1593,3109,0,0,0,0,0,0,3,0,3,7,3,4,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,0,6,3,0,4,3,0,0,0,0,0,0,0,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,17,10,32,0,0,4,3,7,8,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,9,34,34,64,0,4,3,7,0,7,10,11,20,88,57,144,0,0,0,1703,1745,3446
SAL10410,2608,2740,5348,0,0,0,0,0,0,0,0,0,4,5,3,3,4,4,0,0,6,9,4,18,5,6,10,0,4,3,0,0,0,33,32,69,0,4,3,0,5,5,0,0,0,15,8,24,6,0,8,0,3,3,0,0,0,0,0,0,8,4,9,0,0,0,5,0,9,32,43,77,0,0,3,0,24,27,0,0,0,0,0,0,21,9,29,0,6,0,3,5,4,0,6,4,98,95,189,7,4,15,4,4,11,60,56,114,92,93,191,3,4,4,3029,3180,6214
SAL10411,92,73,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,101,84,189
SAL10412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,7,3,7
SAL10413,389,483,870,0,0,0,0,0,0,0,0,0,3,4,8,0,0,3,0,0,5,0,3,0,0,3,6,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,4,5,10,0,0,0,0,4,3,0,0,3,0,0,0,6,0,5,0,0,0,0,0,0,0,0,3,15,21,41,3,0,5,0,0,0,11,16,28,40,31,71,0,0,0,490,591,1081
SAL10414,2694,2861,5559,0,0,0,0,5,4,0,0,0,5,10,13,4,3,7,6,0,6,0,3,8,10,5,12,0,0,0,0,0,0,13,12,21,6,8,10,0,0,0,0,0,0,7,7,11,14,10,22,0,3,4,3,0,3,3,3,4,0,3,10,0,0,0,8,7,20,51,52,102,4,0,4,21,36,58,4,4,7,3,0,3,10,7,14,0,0,3,0,0,0,3,8,8,107,122,228,3,5,14,0,0,0,63,67,129,80,105,184,0,0,0,3117,3359,6480
SAL10415,74,61,140,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,5,0,0,0,0,0,0,3,0,9,22,23,37,0,0,0,117,101,217
SAL10416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SAL10417,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,14,28
SAL10418,34,34,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,16,0,0,0,39,41,86
SAL10419,97,101,197,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,14,14,0,0,0,0,0,0,0,0,0,17,11,22,0,0,0,132,125,254
SAL10420,728,731,1464,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,4,17,9,21,0,0,0,0,0,0,0,0,0,3,0,6,9,4,9,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,4,0,13,11,27,0,0,0,0,5,5,0,0,0,0,0,0,11,8,18,0,3,5,0,0,0,0,0,0,39,36,74,3,4,6,0,0,0,13,21,30,32,25,56,0,0,4,875,884,1762
SAL10421,2182,2378,4554,0,0,0,0,0,0,0,4,6,0,8,8,0,3,3,0,3,5,0,3,8,11,14,24,0,0,0,7,0,3,11,10,19,0,5,5,0,0,0,6,3,10,4,3,4,7,5,9,0,3,7,0,0,0,4,0,0,3,0,3,0,3,4,17,7,22,32,38,70,0,0,0,6,17,20,0,0,3,0,0,3,4,10,18,0,0,0,0,0,0,0,10,10,111,110,214,9,5,13,0,3,0,39,50,83,62,63,125,3,0,5,2508,2750,5260
SAL10422,31,26,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,37,36,75
SAL10423,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19
SAL10424,440,421,861,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,19,26,44,0,3,4,0,0,0,9,5,15,12,16,28,0,0,0,501,498,1000
SAL10425,11,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,20,33
SAL10426,59,53,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,8,4,5,8,0,0,0,69,68,139
SAL10427,60,50,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,69,57,127
SAL10428,247,246,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,6,6,27,21,48,0,0,0,0,0,4,6,6,9,29,31,57,0,0,0,317,327,647
SAL10429,15,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,35
SAL10430,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,9,16
SAL10431,65,54,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,72,60,129
SAL10432,30,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,37,28,60
SAL10433,325,296,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,15,38,3,0,4,0,0,0,4,3,14,47,45,96,0,0,0,408,392,803
SAL10434,40,29,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,0,0,0,44,38,80
SAL10435,39,34,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,47,36,86
SAL10436,26,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,13,44
SAL10437,126,104,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,35,0,0,0,153,118,267
SAL10438,1307,1373,2680,0,0,0,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,0,5,5,0,8,9,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,4,4,0,5,3,0,6,0,7,7,0,0,0,0,0,0,0,0,5,0,0,0,3,3,9,42,49,95,0,0,0,3,16,19,0,0,0,0,0,0,10,10,17,0,0,0,0,0,0,0,11,11,71,91,165,7,7,11,0,0,0,36,34,76,94,93,184,0,3,5,1599,1709,3310
SAL10439,34,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,16,11,28,0,0,0,45,45,98
SAL10440,347,347,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,5,5,0,0,0,0,0,0,165,145,313,0,0,0,525,515,1037
SAL10441,557,521,1081,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,0,0,0,0,4,3,0,0,0,4,0,4,0,0,0,0,3,3,0,4,4,0,0,0,8,4,14,0,0,0,0,0,0,3,0,3,120,82,204,0,0,0,722,628,1352
SAL10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10443,75,70,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,26,59,0,0,0,112,96,207
SAL10444,35,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,0,0,0,43,42,85
SAL10445,15,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,28
SAL10446,32,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,8,9,0,0,0,33,41,80
SAL10447,42,37,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,50,39,84
SAL10448,837,938,1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,4,0,3,0,0,0,3,3,10,0,0,0,0,0,3,0,0,0,4,0,4,5,0,3,0,0,0,6,0,5,0,6,6,0,0,0,0,0,3,0,5,8,14,8,22,0,0,0,0,5,6,0,0,3,0,0,0,6,4,13,0,0,0,0,0,0,0,3,6,16,30,43,3,4,4,0,0,0,19,16,33,61,56,118,0,0,0,986,1097,2083
