SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL30411,0,17,17,51,0,47,12,0,21,19,0,14,4,0,4,0,0,0,88,21,106
SAL30412,69,794,855,965,149,1118,433,29,457,441,14,452,153,8,167,42,3,46,2108,990,3098
SAL30413,3,3,7,8,0,13,3,0,3,0,0,0,0,0,0,0,0,0,16,9,25
SAL30414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30417,0,14,14,30,3,27,6,3,15,15,0,16,0,0,0,5,0,5,54,22,77
SAL30418,3,4,11,6,5,14,0,0,0,0,0,0,0,0,0,0,0,0,12,13,24
SAL30419,0,10,10,23,3,26,5,0,5,3,0,3,0,0,0,0,0,0,33,14,47
SAL30420,0,36,36,7,4,9,4,0,4,0,0,0,4,0,6,0,0,0,7,45,56
SAL30421,21,406,425,335,72,406,144,15,153,140,13,159,45,0,49,37,0,37,725,504,1228
SAL30422,34,803,841,807,146,954,267,31,300,172,15,192,107,10,113,62,5,63,1458,1006,2464
SAL30423,18,599,624,410,97,506,167,37,204,112,21,135,54,6,63,44,14,52,808,777,1587
SAL30424,12,561,579,244,95,338,118,30,150,84,14,103,29,4,32,28,3,37,519,714,1234
SAL30425,21,378,403,578,92,680,253,42,294,316,22,340,108,12,118,48,0,48,1337,546,1882
SAL30426,31,685,714,718,136,854,366,53,422,299,21,321,152,14,168,100,3,108,1669,910,2580
SAL30427,0,3,5,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19
SAL30428,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SAL30429,0,5,5,3,3,5,0,4,4,0,0,4,3,0,3,0,0,0,14,12,23
SAL30430,0,20,20,47,4,55,16,0,16,18,3,23,5,0,5,6,0,3,94,31,131
SAL30431,15,486,500,218,103,327,101,31,131,69,14,83,29,3,30,19,3,22,451,635,1087
SAL30432,0,3,4,9,3,7,10,0,9,4,0,4,3,0,3,0,0,0,21,6,25
SAL30433,0,3,0,5,0,11,4,0,4,7,0,3,3,0,3,0,0,0,18,4,26
SAL30434,9,22,27,63,7,76,29,7,31,33,9,41,23,0,24,7,0,10,164,48,211
SAL30435,0,7,7,3,0,4,0,0,0,4,0,0,3,0,3,0,0,0,15,8,25
SAL30436,0,4,4,22,0,23,3,0,4,7,0,7,0,0,0,5,0,4,38,6,42
SAL30437,4,31,37,177,9,188,114,0,117,158,0,159,73,0,73,35,0,35,557,50,603
SAL30438,0,4,4,10,0,13,5,0,5,3,0,3,0,0,0,0,0,0,24,8,28
SAL30439,0,17,25,18,9,26,9,0,9,4,4,3,0,0,0,0,0,0,32,34,64
SAL30440,0,42,43,106,8,120,70,5,70,58,0,56,29,0,32,26,0,26,291,54,347
SAL30441,76,374,454,663,115,776,446,38,483,472,19,490,183,12,198,80,3,82,1926,567,2487
SAL30442,0,0,0,4,3,7,4,0,4,0,0,0,0,0,3,0,0,0,15,5,19
SAL30443,0,45,51,20,48,69,9,4,10,0,3,6,6,0,6,5,0,3,45,100,145
SAL30444,0,7,4,7,3,5,6,0,6,5,0,5,0,0,0,0,5,5,9,9,24
SAL30445,74,1443,1520,1333,537,1872,563,122,679,401,56,455,160,12,167,50,5,55,2580,2179,4755
SAL30446,78,1205,1282,1663,250,1914,872,82,954,928,52,976,322,16,336,114,8,117,3976,1611,5587
SAL30447,0,7,7,17,6,19,5,0,5,4,0,4,6,0,6,4,0,4,37,13,45
SAL30448,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL30449,22,332,355,484,142,624,148,17,165,96,5,95,45,4,44,33,0,33,826,492,1316
SAL30450,22,225,241,364,35,401,180,5,184,161,10,177,86,0,84,47,4,46,858,285,1142
SAL30451,90,1177,1275,1783,238,2024,953,74,1032,905,43,952,397,30,424,268,6,278,4406,1568,5974
SAL30452,61,690,754,1090,100,1194,509,40,554,509,16,530,266,9,277,161,6,172,2606,861,3470
SAL30453,0,8,7,9,0,10,3,0,4,0,0,0,0,0,0,0,0,0,12,7,19
SAL30454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30455,24,320,342,627,140,766,93,17,108,44,4,57,25,0,21,17,5,21,826,483,1308
SAL30456,0,20,21,34,6,44,5,0,12,6,5,7,8,3,12,5,0,5,67,35,98
SAL30457,0,54,54,31,25,60,7,0,9,3,0,3,4,0,4,0,0,0,53,80,135
SAL30458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SAL30459,0,44,44,96,12,105,49,6,48,53,3,54,19,0,23,18,0,18,237,61,297
SAL30460,66,250,319,679,84,763,410,28,443,419,20,444,173,8,177,87,3,94,1839,396,2238
SAL30461,0,5,5,0,0,0,0,0,0,5,0,5,4,0,4,0,0,0,7,7,12
SAL30462,0,3,7,5,4,10,3,0,5,3,0,3,0,0,0,0,0,0,18,10,27
SAL30463,8,68,75,121,25,141,15,5,13,9,0,12,6,0,4,3,0,3,156,96,256
SAL30464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30465,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,13
SAL30466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30467,5,33,32,38,17,55,11,4,18,12,4,16,6,3,10,4,0,4,77,61,135
SAL30468,0,4,4,0,4,4,3,0,3,0,0,0,0,0,0,0,0,0,11,3,16
SAL30469,0,6,5,8,0,8,5,0,5,0,0,0,0,0,0,0,0,0,10,6,18
SAL30470,3,49,55,145,19,162,66,6,71,59,0,64,42,0,45,19,0,19,341,74,411
SAL30471,161,2889,3056,2870,595,3463,1549,160,1707,1318,116,1429,713,72,780,549,44,589,7161,3875,11036
SAL30472,37,778,811,851,138,987,411,43,450,322,29,355,160,25,185,130,13,150,1906,1024,2938
SAL30473,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,7
SAL30474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30475,0,8,8,4,0,4,4,0,4,3,0,3,0,0,0,3,0,3,10,8,15
SAL30476,0,9,9,17,3,20,0,0,0,5,0,5,4,0,4,3,0,3,29,5,36
SAL30477,0,0,3,10,0,10,0,0,3,0,0,0,0,0,0,4,0,4,23,3,24
SAL30478,15,393,410,311,142,451,77,37,115,38,21,59,14,5,15,0,0,0,454,589,1051
SAL30479,40,1094,1130,497,307,810,214,73,289,118,21,139,30,14,40,24,4,33,928,1509,2442
SAL30480,69,823,893,1548,210,1762,1223,96,1321,1174,52,1226,497,29,523,296,9,307,4814,1217,6030
SAL30481,0,45,49,45,9,58,26,4,29,13,0,13,10,0,10,5,0,5,94,61,155
SAL30482,0,7,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL30483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL30484,0,49,48,42,18,62,19,0,25,14,3,16,6,3,12,4,3,7,93,83,169
SAL30485,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SAL30486,0,9,12,21,0,22,3,5,9,9,3,11,3,0,3,4,0,4,41,19,59
SAL30487,0,5,5,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,7,4,8
SAL30488,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,12
SAL30489,0,10,10,7,13,20,0,0,0,0,0,5,0,0,0,0,0,0,8,26,38
SAL30490,0,6,9,6,0,6,0,3,3,0,0,0,4,0,4,0,0,0,19,12,27
SAL30491,49,299,349,487,77,567,285,17,303,301,14,318,164,4,165,94,0,94,1387,415,1795
SAL30492,29,834,859,617,157,777,167,34,203,104,11,117,34,8,37,18,0,25,970,1039,2015
SAL30493,53,623,676,836,102,934,402,29,434,460,17,482,176,8,181,77,3,80,2007,777,2785
SAL30494,0,14,19,49,8,60,13,3,18,17,0,19,11,0,14,4,0,0,96,36,132
SAL30495,0,3,3,5,4,10,3,0,3,3,0,3,4,0,4,0,0,0,10,10,24
SAL30496,22,195,217,242,51,293,134,20,152,113,6,116,58,5,61,29,0,29,591,278,872
SAL30497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30498,0,12,12,27,8,41,10,0,10,9,3,13,5,0,5,5,0,6,54,30,85
SAL30499,0,5,5,15,3,14,5,0,5,3,0,3,0,0,0,0,0,0,19,10,26
SAL30500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7
SAL30501,34,443,484,804,85,893,421,24,450,439,11,456,199,6,206,124,6,129,2031,574,2606
SAL30502,0,44,45,23,66,87,4,3,4,11,7,15,0,0,0,5,0,9,44,124,165
SAL30503,0,16,16,9,3,17,5,0,4,11,0,5,7,0,7,4,0,4,29,19,52
SAL30504,58,775,833,1121,152,1268,730,56,791,955,32,985,346,10,358,96,6,102,3305,1028,4328
SAL30505,5,48,52,118,13,130,67,4,69,101,3,107,54,0,52,31,0,30,374,69,440
SAL30506,0,10,10,11,6,18,3,3,10,8,0,8,5,0,5,3,0,3,28,17,48
SAL30507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL30508,0,7,7,12,3,12,0,0,0,0,0,0,0,0,3,0,0,0,22,8,31
SAL30509,7,53,59,68,9,82,31,0,33,25,0,25,11,0,11,5,0,5,153,61,212
SAL30510,0,7,7,11,0,11,4,0,4,5,0,5,0,0,0,4,0,4,25,9,36
SAL30511,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SAL30512,0,0,0,5,17,20,0,5,5,0,0,0,0,0,0,0,0,0,8,23,29
SAL30513,6,32,35,41,6,46,18,0,20,18,0,17,11,0,11,11,0,11,102,35,136
SAL30514,0,4,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,6,13
SAL30515,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30516,0,10,11,18,0,18,3,0,3,0,0,0,4,0,4,3,0,3,31,10,42
SAL30517,0,0,0,11,0,15,7,0,3,0,0,3,0,0,0,0,0,0,16,6,29
SAL30518,0,6,3,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,16,11,28
SAL30519,44,662,706,698,162,858,394,55,452,415,25,442,138,3,137,52,0,51,1745,908,2652
SAL30520,3,46,54,109,14,123,62,8,67,76,0,82,28,0,32,13,0,14,294,75,369
SAL30521,81,749,837,741,409,1145,355,84,437,323,51,375,101,17,122,55,7,60,1656,1319,2976
SAL30522,0,16,16,4,0,12,3,0,7,0,0,0,4,0,4,3,0,3,18,16,42
SAL30523,11,96,107,153,27,175,101,9,114,73,5,76,41,0,42,18,3,25,391,139,531
SAL30524,90,1635,1728,2102,255,2356,1107,69,1182,1012,40,1046,386,11,400,228,8,239,4930,2016,6948
SAL30525,0,11,11,21,0,25,0,0,0,3,0,3,6,0,3,5,0,5,31,14,50
SAL30526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30527,0,9,9,15,3,15,3,0,3,3,0,9,0,0,0,0,0,0,26,15,39
SAL30528,5,4,10,10,42,53,0,0,3,0,0,0,0,0,0,0,0,0,17,51,67
SAL30529,0,18,18,17,21,35,3,0,6,0,0,3,0,6,6,0,6,4,16,52,76
SAL30530,13,123,134,91,50,139,44,3,46,36,12,43,31,7,38,8,0,9,216,195,416
SAL30531,3,57,61,54,19,74,16,0,14,14,5,22,9,3,13,6,5,7,101,82,186
SAL30532,0,7,7,6,0,6,6,0,7,0,0,0,0,0,0,4,0,4,22,12,28
SAL30533,23,215,241,276,102,378,107,13,120,102,4,109,47,0,46,20,0,19,574,339,921
SAL30534,0,0,0,7,0,8,3,0,3,0,0,0,0,0,0,0,0,0,13,4,16
SAL30535,4,108,112,118,14,129,65,10,73,74,0,78,29,0,32,31,0,34,324,132,457
SAL30536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30537,12,258,267,213,126,338,49,7,60,30,3,33,14,0,14,10,0,11,327,396,724
SAL30538,89,1252,1343,1461,202,1665,787,75,859,595,23,617,218,9,229,61,3,67,3216,1562,4776
SAL30539,46,785,832,954,158,1113,466,68,536,350,26,373,95,6,108,46,3,51,1958,1050,3007
SAL30540,54,997,1054,1721,132,1857,1007,48,1057,1164,30,1194,476,9,493,203,5,206,4623,1230,5854
SAL30541,4,47,59,41,32,72,20,10,22,14,3,20,3,0,3,3,0,3,86,90,178
SAL30542,0,27,22,33,12,38,4,0,7,11,0,11,0,0,4,3,0,3,51,32,86
SAL30543,0,14,14,0,32,37,0,3,3,0,0,0,0,0,0,0,0,0,0,52,51
SAL30544,0,5,5,14,0,18,5,0,5,0,0,0,0,0,0,6,0,6,19,8,28
SAL30545,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4
SAL30546,0,5,5,3,0,8,3,0,3,0,0,0,0,0,0,0,0,0,11,3,17
SAL30547,4,9,13,11,3,12,11,0,10,3,0,3,0,0,0,3,0,3,29,8,41
SAL30548,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4
SAL30549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30550,69,1314,1386,1717,290,2004,825,59,887,703,15,726,243,10,256,116,7,120,3675,1696,5374
SAL30551,3,11,16,36,5,36,7,0,7,7,0,7,4,0,4,0,0,0,63,19,77
SAL30552,5,17,25,34,7,47,16,0,19,11,0,7,0,0,0,3,0,3,71,29,100
SAL30553,59,781,841,1118,113,1232,629,33,662,622,18,639,222,11,229,100,3,102,2744,961,3711
SAL30554,0,3,8,18,0,22,4,0,10,9,0,9,0,0,0,0,0,0,33,7,41
SAL30555,5,33,36,60,9,68,23,3,22,25,3,30,8,0,9,11,0,9,134,54,186
SAL30556,14,91,102,454,24,473,319,10,330,387,3,389,147,0,146,81,0,83,1401,127,1531
SAL30557,0,6,6,16,5,22,0,0,3,5,0,12,0,0,0,4,0,4,32,8,45
SAL30558,4,25,27,108,13,124,43,3,44,41,0,45,10,0,10,5,0,5,217,40,254
SAL30559,0,0,0,10,4,12,0,0,3,0,0,0,0,0,0,3,0,3,18,8,19
SAL30560,11,56,63,127,14,142,61,7,64,66,4,71,20,0,16,5,0,6,286,78,363
SAL30561,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL30562,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11
SAL30563,3,29,31,22,37,53,7,0,7,3,0,8,5,5,9,0,0,0,37,66,103
SAL30564,7,45,55,99,14,112,41,5,51,46,3,49,22,5,20,13,0,15,227,74,298
SAL30565,0,7,7,28,0,31,24,0,28,24,0,30,17,0,17,6,0,6,106,18,116
SAL30566,3,46,52,51,19,66,25,3,32,7,0,8,6,0,7,4,0,3,101,73,171
SAL30567,3,24,27,77,7,87,47,0,55,39,6,44,21,0,25,29,0,29,218,41,260
SAL30568,5,21,24,75,4,81,39,0,39,55,0,57,26,0,32,21,0,21,221,32,254
SAL30569,9,95,106,207,15,222,129,4,136,115,5,120,45,0,47,46,0,46,555,123,676
SAL30570,3,18,19,53,14,66,17,6,18,9,0,12,9,0,9,5,0,5,96,32,124
SAL30571,13,89,99,232,21,258,153,8,162,182,6,192,91,0,92,72,0,73,747,127,877
SAL30572,0,15,15,14,0,16,9,0,9,0,0,0,3,0,3,0,0,0,38,20,51
SAL30573,0,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8
SAL30574,52,819,872,791,110,901,344,31,371,282,16,294,115,8,119,65,4,72,1657,981,2635
SAL30575,0,8,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15
SAL30576,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SAL30577,11,286,304,270,41,312,119,13,126,109,5,118,51,3,54,77,3,84,645,354,1001
SAL30578,0,10,10,17,6,26,8,0,6,8,0,10,9,0,3,6,0,6,41,15,57
SAL30579,8,55,64,129,17,149,67,0,68,84,0,84,55,3,57,39,0,38,384,75,462
SAL30580,42,443,480,1097,76,1177,659,26,680,804,18,824,298,10,306,99,8,98,2992,577,3570
SAL30581,0,9,5,8,0,11,3,0,4,3,0,3,5,0,3,0,0,0,26,11,37
SAL30582,31,491,524,365,175,536,126,24,150,96,17,116,44,8,54,33,9,43,698,725,1422
SAL30583,0,10,10,8,0,9,9,0,9,3,0,3,3,0,3,0,0,0,25,15,45
SAL30584,0,15,15,27,5,25,15,0,14,6,0,6,0,0,0,0,0,0,48,23,69
SAL30585,25,368,390,252,77,334,98,29,121,60,11,75,31,15,48,19,4,27,492,503,995
SAL30586,3,90,95,159,23,181,81,0,79,69,3,72,27,0,30,28,0,28,368,120,488
SAL30587,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL30588,17,151,167,276,29,304,175,7,185,235,11,241,115,5,118,39,0,40,851,201,1055
SAL30589,0,8,8,12,4,18,9,0,9,0,0,4,4,0,5,0,0,0,29,12,44
SAL30590,0,3,3,12,0,17,7,0,8,3,0,3,4,0,5,3,0,3,27,10,37
SAL30591,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL30592,0,64,64,41,10,51,57,4,62,39,0,40,34,0,34,57,0,61,232,85,320
SAL30593,82,2341,2418,1572,435,2006,549,101,648,346,33,372,124,11,128,59,4,66,2725,2919,5637
SAL30594,34,472,510,784,92,874,437,29,468,399,17,416,169,0,169,74,4,73,1895,617,2516
SAL30595,0,0,0,0,5,3,3,0,3,3,0,3,0,0,0,0,0,0,10,4,14
SAL30596,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,0,8
SAL30597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4
SAL30598,6,18,27,45,3,47,14,0,14,32,0,33,11,4,15,15,0,15,122,21,147
SAL30599,3,30,35,31,17,49,11,5,11,3,0,10,3,0,7,0,0,0,55,56,116
SAL30600,10,379,391,214,91,302,75,13,86,49,10,51,24,0,29,16,0,20,389,496,881
SAL30601,5,50,56,20,16,38,13,0,13,0,0,0,3,0,3,5,0,5,41,69,112
SAL30602,51,832,887,717,212,925,326,51,371,300,40,338,156,18,171,101,15,117,1646,1161,2809
SAL30603,0,4,4,6,4,5,0,0,0,3,0,3,0,0,0,0,0,0,8,3,13
SAL30604,0,3,3,11,6,9,0,3,5,5,0,5,0,0,0,0,0,0,14,10,26
SAL30605,0,8,8,7,3,12,3,0,3,3,0,3,4,0,3,0,0,0,20,15,30
SAL30606,6,18,19,27,6,41,11,0,11,14,0,14,8,0,8,4,0,4,74,19,97
SAL30607,12,190,203,170,39,214,117,4,126,83,9,86,41,5,38,29,0,29,455,241,691
SAL30608,10,103,114,229,16,246,156,3,159,138,0,143,63,4,70,19,0,24,619,131,755
SAL30609,0,3,5,11,4,12,7,0,7,0,0,0,0,0,0,0,0,0,25,12,35
SAL30610,3,23,27,69,11,79,34,0,38,36,7,43,15,0,16,10,0,10,177,36,213
SAL30611,3,31,36,28,59,93,0,3,5,0,10,8,0,0,0,0,0,0,47,105,146
SAL30612,0,6,6,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,14,4,17
SAL30613,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL30614,3,20,22,22,7,29,8,5,18,9,0,13,0,0,3,0,0,0,49,36,85
SAL30615,0,13,14,23,6,26,13,0,14,11,4,15,10,0,10,0,0,5,58,21,82
SAL30616,0,0,0,4,4,8,0,0,0,0,0,4,0,0,0,0,0,0,7,9,15
SAL30617,72,1803,1879,1221,296,1520,554,61,614,536,27,563,217,4,224,55,0,56,2655,2196,4855
SAL30618,15,397,411,564,52,620,245,25,274,260,16,270,65,3,71,45,0,46,1199,497,1696
SAL30619,7,27,34,93,4,98,41,6,42,48,0,57,25,0,25,14,0,14,236,34,269
SAL30620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL30621,27,394,420,317,206,523,135,23,157,138,11,154,63,5,70,41,6,43,722,645,1366
SAL30622,113,2074,2188,2295,241,2537,837,45,884,719,13,732,293,10,299,144,0,148,4411,2380,6786
SAL30623,0,3,3,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,11,3,16
SAL30624,9,217,230,209,34,239,56,6,70,45,6,51,28,0,35,27,0,27,370,266,638
SAL30625,33,365,399,489,95,588,172,13,188,151,17,159,46,5,49,23,0,23,913,493,1408
SAL30626,64,518,584,654,105,761,325,33,354,344,17,364,162,6,169,82,5,87,1639,680,2319
SAL30627,0,8,13,8,0,12,0,3,4,0,0,0,3,0,3,0,0,0,16,11,32
SAL30628,18,444,460,243,436,674,123,29,153,112,38,153,62,11,71,44,8,51,607,967,1571
SAL30629,56,1125,1181,1082,204,1287,481,28,514,365,18,381,157,8,166,83,3,82,2226,1384,3614
SAL30630,0,0,0,5,5,8,0,0,0,4,0,4,0,0,0,0,0,0,6,7,14
SAL30631,4,21,20,56,4,61,37,0,35,25,0,27,25,0,25,9,0,9,156,23,183
SAL30632,0,13,13,19,3,24,10,0,8,10,0,16,0,0,0,3,0,3,43,15,56
SAL30633,0,52,55,61,53,118,22,5,30,15,0,20,7,0,7,5,0,5,113,114,230
SAL30634,0,9,9,17,6,15,7,0,7,7,0,7,3,0,3,0,0,0,24,9,35
SAL30635,0,3,3,14,0,14,3,0,3,0,0,0,0,0,0,0,0,0,19,6,21
SAL30636,0,4,6,4,0,7,0,0,0,0,0,0,0,0,0,3,0,3,12,4,20
SAL30637,8,73,86,110,8,117,55,0,56,43,0,39,23,0,23,12,0,12,258,85,345
SAL30638,0,11,14,14,0,17,3,0,3,5,0,5,3,0,3,3,0,3,32,12,41
SAL30639,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL30640,0,5,9,7,0,6,6,4,4,3,0,5,0,0,0,0,0,0,17,9,30
SAL30641,0,3,4,5,0,12,4,0,4,0,0,0,0,0,0,0,0,0,16,9,15
SAL30642,0,34,34,36,14,49,16,0,16,8,0,8,5,0,5,0,0,0,60,45,108
SAL30643,0,33,33,17,21,47,20,0,18,12,7,17,6,5,15,7,3,7,68,72,139
SAL30644,13,98,115,180,24,202,86,5,87,90,3,93,35,0,42,18,0,18,430,131,556
SAL30645,0,0,0,10,0,12,3,3,4,5,0,5,3,0,3,0,0,0,21,5,23
SAL30646,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,0,0,0,7,0,9
SAL30647,0,11,11,27,5,31,6,0,6,12,0,12,3,0,3,3,0,3,49,14,68
SAL30648,3,7,7,16,0,19,0,0,0,3,0,3,0,0,0,0,0,0,22,9,35
SAL30649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SAL30650,0,6,7,10,0,10,8,0,5,3,0,5,0,0,0,0,0,0,14,15,28
SAL30651,52,554,611,743,109,857,506,30,539,520,29,546,228,12,242,258,6,262,2317,740,3062
SAL30652,23,276,294,178,39,218,62,9,74,53,9,59,17,0,15,17,0,20,350,337,683
SAL30653,0,18,18,35,7,43,9,0,11,0,0,0,0,0,9,0,0,0,60,18,80
SAL30654,0,5,3,10,6,11,5,0,7,5,0,5,0,0,0,5,0,5,24,6,33
SAL30655,0,10,8,10,5,10,4,0,4,3,0,3,0,0,0,0,0,0,21,13,33
SAL30656,9,38,44,36,8,41,15,4,20,15,0,19,14,0,16,3,7,8,87,58,149
SAL30657,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3
SAL30658,0,4,5,9,5,15,3,0,3,4,4,0,7,0,7,0,0,0,14,13,30
SAL30659,0,10,10,4,32,34,0,0,0,0,7,11,0,4,4,0,0,0,11,50,55
SAL30660,0,4,4,3,0,3,3,0,3,4,0,4,0,0,0,0,0,0,12,4,18
SAL30661,4,43,44,38,7,50,13,9,19,12,0,14,4,0,4,0,0,0,72,58,135
SAL30662,0,3,3,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,3,8,10
SAL30663,0,4,4,13,0,14,3,0,4,6,0,6,0,0,0,4,0,4,32,5,31
SAL30664,36,643,680,713,124,835,309,31,342,252,34,288,108,9,119,86,7,94,1500,860,2362
SAL30665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30666,7,93,101,103,30,138,42,9,44,29,0,36,20,5,20,14,0,14,216,140,358
SAL30667,0,4,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,5,12
SAL30668,0,17,20,31,3,34,4,0,6,5,0,5,0,0,0,6,0,6,51,19,76
SAL30669,0,18,24,10,91,100,0,0,3,0,0,0,0,0,0,0,0,0,17,113,129
SAL30670,12,167,170,167,35,203,30,3,34,16,0,20,6,0,6,0,0,0,242,199,436
SAL30671,0,8,8,27,3,28,0,0,0,3,0,3,0,0,0,0,0,0,38,15,46
SAL30672,0,17,17,11,8,16,0,5,7,7,0,4,3,0,4,0,0,0,18,31,50
SAL30673,12,181,202,118,76,195,41,6,50,34,4,34,11,0,11,14,0,14,233,269,501
SAL30674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL30675,24,425,442,282,338,617,110,36,148,104,32,133,55,18,71,39,8,52,619,845,1462
SAL30676,0,15,14,8,0,17,3,0,3,0,0,0,0,0,3,0,0,0,21,16,36
SAL30677,0,22,22,27,0,27,9,0,10,8,0,9,5,0,5,0,0,0,48,20,75
SAL30678,0,0,8,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8
SAL30679,0,13,13,27,0,26,12,0,12,9,0,9,7,0,7,6,0,6,50,15,65
SAL30680,52,1207,1256,1088,437,1523,285,66,349,140,22,158,39,10,44,19,3,24,1609,1747,3355
SAL30681,0,19,19,22,23,43,3,0,3,6,0,6,0,0,5,0,0,0,29,47,73
SAL30682,0,21,22,28,13,37,8,0,13,4,0,4,3,6,10,5,0,5,53,35,86
SAL30683,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
SAL30684,21,341,366,608,77,685,118,12,127,60,5,67,44,3,45,29,0,33,877,450,1326
SAL30685,0,28,28,35,3,37,13,0,14,14,3,19,11,0,7,3,0,4,73,42,112
SAL30686,80,954,1033,1195,379,1580,524,66,592,457,29,489,185,6,185,51,0,51,2497,1435,3931
