SAL_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL30135,4,62,65,63,22,84,40,5,48,47,5,50,24,0,27,57,3,61,228,100,330
SAL30136,0,10,10,27,7,30,11,0,11,4,0,3,3,0,3,3,0,3,46,18,64
SAL30137,0,8,8,18,3,20,12,0,9,10,0,10,5,0,5,0,0,0,39,11,54
SAL30138,0,7,7,10,0,10,6,4,13,4,0,4,4,0,4,0,0,0,19,8,31
SAL30139,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL30140,0,5,5,3,6,4,0,0,0,0,0,0,3,0,3,0,0,0,9,7,14
SAL30141,5,33,35,43,5,49,12,5,18,21,3,22,11,0,17,0,0,4,88,51,141
SAL30142,0,18,17,16,0,20,4,0,3,3,0,3,4,0,4,0,0,0,26,21,42
SAL30143,4,14,15,26,5,31,10,0,10,7,0,13,4,0,4,4,0,4,59,20,76
SAL30144,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL30145,0,0,8,30,0,28,4,0,8,11,0,11,4,0,4,4,0,4,55,4,60
SAL30146,50,532,583,1591,116,1705,357,17,367,226,10,237,112,3,120,60,4,63,2396,671,3070
SAL30147,5,38,47,93,17,109,66,3,72,51,3,55,29,3,32,15,0,17,261,67,327
SAL30148,31,512,544,633,98,728,414,29,441,362,11,377,148,5,151,59,0,57,1639,660,2302
SAL30149,0,6,6,15,0,20,3,0,3,3,0,5,0,0,0,0,0,0,35,10,43
SAL30150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30151,3,92,96,52,25,77,4,0,6,10,0,14,7,0,7,0,0,0,83,120,203
SAL30152,0,0,0,4,0,11,6,0,6,0,0,0,0,0,0,0,0,0,12,6,17
SAL30153,15,247,260,192,166,357,59,15,82,57,10,62,24,6,36,17,3,24,370,450,818
SAL30154,63,651,717,896,100,995,591,62,647,728,33,755,332,15,340,69,4,78,2669,861,3540
SAL30155,0,26,27,30,12,38,9,5,16,4,0,8,0,0,0,4,0,4,46,43,89
SAL30156,0,63,71,146,10,152,67,4,70,73,3,80,35,0,35,16,0,16,332,77,420
SAL30157,74,1049,1122,1559,409,1968,394,33,429,356,17,382,125,9,133,62,4,64,2569,1526,4097
SAL30158,0,0,0,4,0,3,0,0,0,4,0,4,0,0,3,0,0,0,9,5,11
SAL30159,34,171,210,408,66,477,310,21,330,325,12,340,125,4,129,59,3,62,1261,280,1542
SAL30160,0,6,6,10,3,10,0,0,5,0,0,0,3,0,3,0,0,0,19,7,26
SAL30161,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9
SAL30162,0,4,8,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,6,6,17
SAL30163,9,56,66,110,15,124,53,6,55,31,3,36,15,0,17,13,0,13,227,83,306
SAL30164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30165,15,27,42,94,5,103,52,0,52,60,0,59,26,0,26,16,0,16,258,35,298
SAL30166,0,0,3,4,6,5,10,0,9,6,0,6,0,0,0,5,0,5,24,4,26
SAL30167,0,6,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,6,17
SAL30168,6,294,296,143,48,191,41,8,48,25,7,31,15,5,16,8,5,9,239,354,597
SAL30169,0,11,11,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,10,18,25
SAL30170,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9
SAL30171,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL30172,0,6,6,5,6,7,4,0,4,5,0,7,5,0,4,4,0,4,20,9,27
SAL30173,3,23,23,51,4,59,18,0,18,9,0,8,10,0,8,3,0,3,89,34,121
SAL30174,0,4,4,13,0,14,3,0,3,4,0,4,0,0,0,0,0,0,19,4,27
SAL30175,0,5,5,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,11,16
SAL30176,0,4,4,8,3,13,5,0,5,3,0,3,0,0,0,4,0,4,21,8,24
SAL30177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30178,6,9,17,23,5,24,8,0,8,9,3,9,3,0,3,5,0,5,47,18,66
SAL30179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30180,9,35,44,24,55,79,9,0,8,8,3,13,5,0,7,0,0,0,49,95,147
SAL30181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30182,3,126,127,101,29,128,56,4,63,43,0,47,19,7,18,13,0,13,237,167,397
SAL30183,15,321,334,346,46,386,130,16,141,138,0,141,40,0,46,26,0,31,700,381,1086
SAL30184,0,4,7,4,0,5,3,0,3,0,0,0,0,0,0,0,0,0,11,11,17
SAL30185,3,122,126,124,38,165,30,11,40,15,3,20,3,3,7,5,0,5,187,169,357
SAL30186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30187,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL30188,22,296,321,549,65,614,249,17,264,232,15,252,80,0,86,49,5,61,1186,405,1587
SAL30189,0,13,13,9,3,10,0,0,0,3,0,3,0,0,0,0,0,0,6,16,23
SAL30190,20,526,541,857,148,1002,219,20,236,145,4,147,77,5,80,52,3,59,1366,705,2067
SAL30191,64,490,558,647,92,747,349,22,375,321,23,341,124,8,131,53,4,59,1566,644,2205
SAL30192,4,8,10,25,6,28,0,0,0,4,0,4,3,0,4,0,0,0,40,19,51
SAL30193,34,863,899,817,132,946,368,42,411,275,25,298,131,15,142,85,5,86,1711,1077,2790
SAL30194,0,0,3,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,17,3,22
SAL30195,0,23,29,19,16,36,0,0,6,0,0,4,0,0,0,0,0,0,25,48,76
SAL30196,0,9,9,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,16,28
SAL30197,9,35,42,98,13,111,41,5,45,63,0,66,17,0,19,14,0,16,248,51,298
SAL30198,12,65,74,127,23,148,40,6,49,36,8,44,24,0,24,8,0,8,247,100,344
SAL30199,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL30200,0,3,3,11,0,15,9,0,8,10,0,10,5,0,9,0,0,0,35,14,47
SAL30201,0,4,4,7,0,11,0,0,4,0,0,0,3,0,3,0,0,0,18,12,27
SAL30202,47,1357,1401,855,242,1102,456,90,540,308,45,356,159,26,185,113,8,123,1942,1766,3705
SAL30203,10,100,108,124,16,142,52,6,61,36,7,40,16,0,16,13,0,13,254,123,375
SAL30204,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10
SAL30205,43,576,615,905,143,1047,432,30,462,434,28,465,163,8,171,106,0,105,2079,779,2862
SAL30206,0,4,4,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,13,7,20
SAL30207,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,5,14
SAL30208,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,15
SAL30209,13,346,356,215,155,365,98,14,117,97,10,108,39,3,45,24,3,28,483,531,1015
SAL30210,3,16,20,67,8,73,35,0,34,24,0,24,11,0,11,12,0,15,152,25,177
SAL30211,4,75,82,59,13,68,16,0,13,18,0,18,5,0,8,3,0,3,111,85,194
SAL30212,0,4,4,7,0,7,5,0,5,0,0,0,0,0,0,0,0,0,18,8,22
SAL30213,26,658,680,567,93,664,149,14,168,96,7,101,41,4,44,13,0,13,892,774,1668
SAL30214,41,698,734,752,121,872,528,41,564,535,43,573,244,6,250,185,13,199,2284,915,3203
SAL30215,26,241,264,594,34,633,356,5,361,395,5,400,139,0,139,80,0,80,1588,284,1876
SAL30216,3,17,23,35,4,36,4,0,7,10,0,14,8,0,5,3,0,3,68,28,88
SAL30217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30219,3,49,53,89,7,96,29,8,38,36,3,39,12,0,12,17,0,23,193,69,259
SAL30220,37,385,428,636,95,730,374,36,405,342,23,365,177,8,188,131,7,133,1697,550,2251
SAL30221,0,6,8,27,9,31,11,6,20,9,0,10,4,0,4,5,0,5,61,16,76
SAL30222,0,24,20,61,11,73,19,0,23,16,0,16,5,0,5,0,0,0,106,38,141
SAL30223,0,14,17,23,3,22,4,0,4,7,0,8,5,0,5,0,0,0,36,19,58
SAL30224,21,224,251,445,50,491,278,15,290,302,9,317,120,0,118,76,0,75,1235,302,1541
SAL30225,0,8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9
SAL30226,5,91,92,97,14,112,40,5,45,61,0,60,27,0,26,14,0,13,243,113,356
SAL30227,4,11,11,5,9,14,0,0,3,0,0,4,3,0,6,0,0,0,13,23,35
SAL30228,4,22,20,40,3,43,12,0,15,13,0,13,7,0,7,0,0,0,81,23,99
SAL30229,0,7,7,20,0,18,3,0,3,7,0,7,0,0,3,0,0,6,39,12,53
SAL30230,3,33,41,124,18,143,64,0,62,74,0,77,32,0,32,17,0,17,328,58,386
SAL30231,0,14,13,11,3,10,6,0,5,0,0,0,0,0,0,0,0,0,18,18,31
SAL30232,3,39,42,53,16,69,17,3,21,8,0,8,3,0,8,0,0,3,84,63,151
SAL30233,0,6,12,3,0,4,5,0,6,3,0,3,5,0,5,0,0,0,16,10,27
SAL30234,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,11,0,12
SAL30235,45,661,702,1081,162,1238,585,45,637,632,31,664,250,13,262,100,3,104,2693,914,3607
SAL30236,53,421,476,763,133,897,466,51,510,451,25,472,218,15,232,178,18,196,2127,659,2790
SAL30237,4,11,15,18,0,17,11,0,12,4,6,6,3,0,3,0,0,0,34,12,47
SAL30238,0,8,8,22,3,24,7,0,7,3,0,3,3,0,3,0,0,0,37,9,46
SAL30239,0,8,8,8,0,8,12,0,9,7,0,9,0,0,3,0,0,0,22,5,31
SAL30240,9,92,100,135,27,164,127,17,145,165,13,181,79,6,80,92,3,97,611,148,758
SAL30241,58,1057,1111,729,233,960,349,43,392,289,29,316,142,10,155,86,13,101,1651,1382,3036
SAL30242,40,912,949,802,141,944,321,29,347,225,12,236,106,9,113,62,4,62,1549,1111,2657
SAL30243,4,26,23,47,10,60,13,3,16,3,0,3,8,0,6,5,0,5,76,40,117
SAL30244,3,47,51,61,8,78,23,5,29,28,8,38,12,0,12,8,0,8,140,68,208
SAL30245,0,11,11,24,10,31,18,3,20,3,0,3,3,0,3,0,0,0,46,27,76
SAL30246,4,11,14,36,4,42,12,3,15,11,0,10,5,0,3,7,0,7,73,21,93
SAL30247,6,27,33,67,8,83,34,0,35,20,0,20,16,0,16,9,0,9,147,44,193
SAL30248,4,165,167,120,38,155,31,10,38,26,5,31,8,0,6,4,0,3,194,219,408
SAL30249,78,1521,1598,1407,383,1793,537,100,635,355,34,391,125,12,134,43,3,45,2557,2045,4599
SAL30250,17,324,335,291,112,408,84,16,98,47,4,56,16,4,22,11,0,16,469,459,926
SAL30251,0,4,3,14,4,18,0,0,0,4,0,4,6,0,6,3,0,3,27,9,37
SAL30252,47,707,755,591,184,782,266,61,332,294,34,323,104,22,123,59,11,69,1366,1020,2382
SAL30253,0,26,34,22,25,48,8,0,8,3,0,3,7,0,6,0,0,0,50,54,106
SAL30254,0,3,3,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,9,3,16
SAL30255,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SAL30256,5,50,51,74,19,94,19,5,19,12,7,19,7,0,8,3,0,4,120,81,197
SAL30257,0,15,13,22,0,22,4,0,4,3,0,3,0,0,0,3,0,3,27,12,40
SAL30258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL30259,6,27,34,14,22,35,9,0,6,0,0,6,0,0,0,0,0,3,29,51,78
SAL30260,3,6,12,21,9,28,11,0,12,6,0,6,4,0,4,3,0,3,50,13,60
SAL30261,89,1119,1204,1764,130,1898,817,38,858,915,23,937,370,10,378,174,8,177,4132,1317,5450
SAL30262,3,7,10,15,0,15,5,0,5,3,0,5,3,0,3,5,0,5,30,9,39
SAL30263,4,0,7,0,0,4,4,0,4,3,0,3,4,0,4,4,0,4,17,4,20
SAL30264,35,495,534,561,146,704,193,47,240,186,33,219,65,9,76,25,0,28,1067,731,1795
SAL30265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SAL30266,3,9,17,20,6,21,4,0,4,7,0,11,3,0,3,4,0,4,43,19,64
SAL30267,9,90,102,217,36,260,79,10,87,81,5,90,29,4,32,19,0,16,437,152,584
SAL30268,16,106,113,172,64,234,95,10,99,82,4,90,33,6,33,19,0,19,409,182,588
SAL30269,0,6,13,13,4,13,3,0,4,3,0,3,0,0,0,0,0,0,21,12,36
SAL30270,22,204,219,202,68,271,63,17,74,52,6,61,19,0,19,13,0,13,363,290,655
SAL30271,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,5,5
SAL30272,10,142,151,140,25,162,35,4,40,11,0,10,8,0,8,11,0,11,217,176,389
SAL30273,3,72,76,68,13,87,22,0,23,10,3,12,6,3,10,4,0,4,119,92,214
SAL30274,0,29,29,28,4,26,6,0,6,0,0,0,5,0,5,3,0,3,45,32,78
SAL30275,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
SAL30276,0,22,29,36,0,39,18,0,21,15,4,19,7,0,7,3,0,3,85,31,120
SAL30277,54,237,291,374,145,523,245,34,273,221,15,239,96,15,113,50,6,50,1048,450,1498
SAL30278,0,4,4,14,4,17,0,0,0,3,0,3,0,0,0,0,0,0,24,5,29
SAL30279,7,94,104,132,10,142,71,3,72,63,3,70,18,0,29,15,4,21,310,116,429
SAL30280,0,4,4,0,5,3,8,0,8,3,0,3,0,0,6,0,0,0,14,4,21
SAL30281,37,496,538,424,143,563,217,52,265,212,27,243,107,12,122,52,3,57,1058,731,1790
SAL30282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30283,0,9,9,19,6,20,14,0,15,14,0,14,5,0,8,0,0,0,54,13,68
SAL30284,0,3,3,13,0,10,6,0,6,0,0,0,0,0,0,0,0,0,17,4,19
SAL30285,0,3,8,9,4,12,5,0,5,4,0,4,0,0,0,0,0,0,20,5,22
SAL30286,3,15,21,40,0,41,18,0,17,11,0,13,5,0,5,4,0,4,77,20,100
SAL30287,64,707,777,1289,133,1420,567,33,602,627,33,660,203,0,211,114,4,118,2866,914,3775
SAL30288,0,56,56,31,19,43,7,4,15,4,0,4,3,0,10,0,4,3,44,81,127
SAL30289,9,58,65,61,17,73,31,3,32,21,4,23,5,0,16,9,0,9,137,81,220
SAL30290,3,4,10,9,0,6,0,0,4,6,0,9,0,0,0,3,0,7,14,10,27
SAL30291,7,32,36,151,4,154,48,3,50,51,0,53,29,3,31,12,0,18,298,42,342
SAL30292,15,73,86,107,36,148,49,4,53,47,3,52,23,0,28,36,0,36,274,121,399
SAL30293,12,48,58,112,7,121,57,8,65,57,0,56,33,0,33,22,0,22,296,60,350
SAL30294,4,44,48,49,13,58,13,4,19,12,3,19,3,0,3,0,0,0,84,67,145
SAL30295,0,5,7,0,0,7,0,0,0,0,0,0,6,0,6,0,0,0,10,6,20
SAL30296,0,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10
SAL30297,0,9,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,9,15
SAL30298,0,16,16,12,0,17,10,6,7,10,0,10,3,4,8,5,0,5,39,23,60
SAL30299,0,39,40,16,24,40,7,3,13,5,0,5,0,0,0,0,0,0,28,63,86
SAL30300,44,164,207,456,93,553,259,13,268,250,3,259,103,0,109,41,0,41,1163,272,1442
SAL30301,0,15,15,11,0,10,8,0,8,6,0,6,3,0,3,11,0,11,32,13,49
SAL30302,7,91,95,212,23,231,100,13,114,112,12,125,57,4,62,27,0,27,516,138,654
SAL30303,5,17,22,26,5,33,11,0,12,7,5,8,8,0,8,0,0,0,62,31,89
SAL30304,3,36,40,24,25,49,10,0,7,7,0,4,0,0,0,0,0,3,45,61,111
SAL30305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30306,3,11,13,22,6,26,9,0,10,7,0,11,0,4,3,3,0,3,44,20,64
SAL30307,0,6,6,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,12,6,15
SAL30308,5,31,34,63,6,71,25,4,26,23,8,26,16,0,13,11,0,19,143,50,193
SAL30309,49,1614,1663,1810,227,2039,250,20,272,152,4,159,56,4,62,45,5,44,2359,1870,4236
SAL30310,0,4,4,3,3,8,5,0,0,3,0,6,3,6,3,0,0,0,12,12,25
SAL30311,5,29,38,72,10,80,35,3,37,39,0,44,9,0,9,5,0,5,162,47,209
SAL30312,16,128,144,369,21,390,288,9,293,344,12,352,171,10,178,100,0,108,1301,173,1474
SAL30313,0,3,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12
SAL30314,0,7,7,14,8,19,3,0,6,7,0,7,0,0,0,0,0,0,25,17,35
SAL30315,0,5,5,0,0,3,4,0,8,5,0,5,4,0,4,0,0,0,17,9,28
SAL30316,0,14,14,19,9,23,4,4,7,3,0,6,3,0,6,0,0,0,30,26,57
SAL30317,4,70,73,171,23,192,45,0,41,49,0,54,26,0,27,17,3,21,316,100,416
SAL30318,0,13,13,7,4,7,0,0,0,4,0,4,4,0,4,0,0,0,17,10,25
SAL30319,0,10,7,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,10,11,18
SAL30320,0,8,8,9,0,9,3,0,5,3,0,3,0,0,0,0,0,0,24,12,33
SAL30321,14,323,336,368,49,411,119,5,126,94,4,101,50,3,50,24,4,33,668,391,1052
SAL30322,0,3,6,9,0,11,0,0,0,3,0,3,7,0,7,0,0,0,17,4,21
SAL30323,0,5,5,5,0,5,0,0,3,0,0,0,0,0,3,0,0,0,10,9,19
SAL30324,51,832,885,1070,146,1223,589,41,630,524,27,549,201,10,210,115,6,113,2545,1053,3598
SAL30325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30326,0,12,12,15,3,17,0,0,0,0,0,0,0,0,0,0,0,0,21,12,33
SAL30327,4,48,51,76,19,91,16,3,20,7,0,7,5,0,5,5,0,3,106,67,178
SAL30328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL30329,9,90,97,188,25,209,112,4,111,73,5,76,48,0,51,32,0,32,453,117,573
SAL30330,6,25,25,42,7,49,18,0,18,9,0,9,6,0,6,0,0,4,78,37,110
SAL30331,0,3,3,3,5,7,10,0,10,3,0,3,0,0,0,6,0,6,29,11,33
SAL30332,16,584,601,326,87,413,138,21,162,89,3,93,41,5,47,20,6,24,631,703,1343
SAL30333,0,26,31,30,7,38,8,0,8,16,0,17,10,0,10,3,0,3,67,39,110
SAL30334,0,9,9,3,0,3,4,0,7,5,0,5,3,0,3,4,0,4,23,7,25
SAL30335,0,61,64,76,22,97,6,0,12,7,0,7,3,0,0,3,0,3,95,87,188
SAL30336,47,627,675,745,134,877,444,35,481,426,30,452,203,12,223,146,15,157,2021,845,2868
SAL30337,3,26,32,63,9,74,11,0,11,18,0,18,5,0,5,9,0,9,109,37,149
SAL30338,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL30339,12,93,101,133,29,159,63,4,71,42,4,48,20,4,23,17,0,20,287,134,427
SAL30340,0,61,59,26,42,78,13,3,12,6,4,12,3,0,5,7,0,7,63,110,173
SAL30341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30342,101,1334,1428,1285,722,2010,495,111,606,423,72,494,242,31,269,138,25,165,2689,2285,4974
SAL30343,28,1471,1498,691,405,1098,175,77,245,60,14,73,13,0,13,8,0,8,960,1967,2923
SAL30344,4,20,20,22,4,30,8,0,13,16,0,16,8,0,8,0,0,0,60,29,89
SAL30345,0,29,28,93,13,102,29,3,31,53,4,55,39,0,38,16,6,20,223,48,271
SAL30346,39,444,483,571,142,716,285,17,303,249,7,257,103,4,107,62,0,62,1301,620,1923
SAL30347,3,57,63,50,10,65,11,0,7,9,0,12,9,0,9,5,0,5,81,71,153
SAL30348,0,15,15,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33
SAL30349,0,5,3,3,0,0,6,0,6,7,0,10,3,0,3,0,0,0,14,5,19
SAL30350,0,7,7,21,3,24,3,4,3,6,0,3,3,0,3,0,5,9,32,25,53
SAL30351,0,3,3,15,0,14,4,0,4,5,0,5,0,0,0,0,0,0,30,4,35
SAL30352,4,7,9,24,10,30,9,0,5,9,0,9,6,0,6,4,0,4,53,11,63
SAL30353,77,983,1061,1880,217,2099,1088,53,1142,1174,21,1199,441,8,456,230,3,233,4889,1296,6191
SAL30354,0,14,21,54,3,58,16,0,16,10,0,10,8,0,8,0,0,0,84,21,106
SAL30355,5,16,19,23,3,23,5,0,4,6,0,6,4,0,4,0,0,0,38,17,57
SAL30356,5,23,34,45,32,74,3,5,11,0,0,3,0,0,0,0,0,0,55,66,122
SAL30357,0,0,0,9,0,6,4,0,4,0,0,0,0,0,0,0,0,0,9,3,11
SAL30358,0,0,0,4,0,5,0,0,4,3,0,3,0,0,0,0,0,0,4,5,13
SAL30359,10,109,120,141,22,161,62,7,73,45,0,47,27,8,31,11,0,14,293,153,443
SAL30360,0,6,8,16,7,20,8,0,5,8,0,9,0,0,0,0,0,0,34,13,43
SAL30361,21,202,225,537,70,610,278,15,289,280,7,287,122,3,126,74,0,72,1309,295,1610
SAL30362,72,1334,1408,1257,209,1461,689,55,745,594,34,631,287,23,304,194,10,199,3087,1665,4753
SAL30363,49,650,703,1039,138,1174,603,33,635,611,23,633,255,11,271,183,8,186,2742,857,3602
SAL30364,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,7,0,7
SAL30365,0,0,0,19,0,18,11,0,13,12,5,22,3,0,6,0,0,0,50,11,61
SAL30366,12,34,46,53,24,79,20,0,26,20,0,23,9,4,6,14,5,13,120,69,194
SAL30367,24,486,508,358,68,419,197,21,217,139,6,146,59,4,66,25,3,29,795,586,1379
SAL30368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30369,45,398,443,1114,89,1204,697,32,729,826,15,838,297,9,299,128,4,128,3111,545,3650
SAL30370,5,10,11,37,4,37,16,3,19,14,0,14,13,0,13,3,4,3,80,22,101
SAL30371,0,22,22,19,6,20,13,0,18,4,0,4,0,0,5,0,0,0,38,31,75
SAL30372,0,3,0,3,0,9,7,0,7,0,0,5,0,0,0,0,0,0,13,4,20
SAL30373,70,922,988,1085,120,1203,632,20,655,608,10,623,209,6,216,82,5,83,2684,1082,3765
SAL30374,7,54,60,104,10,118,42,5,46,50,0,49,18,0,21,24,0,22,243,75,317
SAL30375,0,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
SAL30376,0,8,8,4,0,5,0,0,0,7,0,5,3,0,3,0,0,0,15,4,19
SAL30377,31,303,334,600,117,719,345,23,368,360,9,374,142,8,149,71,3,69,1553,464,2021
SAL30378,0,8,12,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,22,24
SAL30379,95,2632,2725,1679,784,2465,461,208,669,201,62,265,30,19,47,8,5,7,2477,3710,6183
SAL30380,50,1495,1546,1141,577,1710,243,88,331,117,28,142,20,9,25,11,6,16,1584,2189,3775
SAL30381,31,659,692,945,195,1141,482,66,548,466,55,524,161,21,187,65,11,73,2150,1010,3167
SAL30382,0,6,6,10,0,11,0,0,3,0,0,0,0,0,0,0,0,0,7,10,14
SAL30383,3,24,32,40,4,46,9,0,9,17,0,17,12,3,12,9,0,4,84,33,115
SAL30384,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
SAL30385,0,0,3,21,0,19,8,0,13,5,0,5,0,0,0,0,0,0,38,8,43
SAL30386,17,148,159,348,21,368,191,3,193,232,6,236,132,0,132,57,0,57,977,175,1151
SAL30387,0,9,9,11,0,10,10,0,6,0,0,3,7,0,7,0,0,0,23,9,35
SAL30388,0,26,23,42,10,54,19,3,29,12,4,14,3,0,3,3,0,5,81,45,129
SAL30389,0,15,19,23,10,35,8,0,11,6,0,6,0,0,0,3,0,3,43,24,73
SAL30390,13,65,77,248,14,265,181,5,184,263,7,267,89,0,95,35,0,34,817,102,917
SAL30391,4,42,42,63,10,74,18,3,22,6,6,10,8,0,8,4,0,4,106,57,162
SAL30392,0,26,26,15,3,16,3,0,4,0,0,0,0,0,0,4,0,4,22,27,51
SAL30393,10,51,58,87,15,98,33,0,37,27,3,31,17,0,17,13,0,13,191,68,255
SAL30394,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6
SAL30395,29,509,540,625,141,762,350,70,421,314,43,351,146,23,168,131,4,135,1591,789,2383
SAL30396,0,13,17,18,0,18,0,0,3,8,0,9,0,0,0,0,0,0,33,14,50
SAL30397,0,4,4,8,0,6,0,0,0,4,0,4,0,0,0,0,0,0,14,3,11
SAL30398,0,5,5,9,5,11,0,0,0,0,0,0,0,0,0,0,0,0,13,6,20
SAL30399,0,6,6,20,9,27,8,0,8,5,0,5,0,0,0,0,0,0,36,17,47
SAL30400,0,5,9,28,4,33,4,0,3,9,3,13,4,0,4,4,0,3,45,17,61
SAL30401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30402,68,346,411,489,109,592,276,16,299,280,17,294,140,9,145,50,6,56,1307,487,1802
SAL30403,7,72,81,118,19,140,55,13,69,49,3,52,23,3,28,15,0,20,277,114,389
SAL30404,6,72,73,167,16,184,97,10,105,120,8,127,76,7,79,63,0,63,524,104,630
SAL30405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL30406,0,3,3,0,0,4,6,0,6,0,0,0,0,0,0,0,0,4,11,5,17
SAL30407,37,444,483,475,135,612,221,43,269,224,21,245,81,6,92,29,3,26,1067,661,1726
SAL30408,205,2922,3120,4169,465,4632,1726,133,1860,1753,69,1822,691,33,724,234,6,241,8779,3624,12401
SAL30409,0,3,8,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,8,3,16
SAL30410,0,7,7,3,0,9,5,0,5,4,0,4,0,0,0,0,0,0,16,7,22
