SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL13731,46,42,86,12,11,22,0,0,0,0,0,0,0,4,4,483,256,741,19,52,68,4,0,4,9,0,9,8,3,17,10,9,23,33,25,62,625,403,1025,21,37,57,0,0,0,0,0,3,6,0,8,0,0,0,0,0,5,32,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,9,10,39,46,90,8,7,17,0,0,0,0,0,0,8,7,17,671,650,1327,156,170,329,6,0,10,1512,1283,2796
SAL13732,20,20,34,5,6,10,0,0,0,0,0,0,5,0,5,1199,777,1971,50,78,134,28,0,28,18,3,16,8,0,10,21,8,25,23,42,59,1368,930,2299,22,8,33,0,0,0,0,0,0,12,3,14,3,0,3,0,0,0,30,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,21,47,20,67,3,8,10,0,0,0,0,0,0,5,9,9,709,946,1653,272,389,666,15,9,20,2415,2304,4716
SAL13733,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,432,305,735,32,28,56,19,0,18,6,0,6,9,0,9,8,0,3,4,7,16,504,349,855,0,0,6,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,221,258,481,71,113,183,0,9,6,812,735,1549
SAL13734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,26
SAL13735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15
SAL13736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,25,0,0,3,5,0,3,0,0,0,0,0,0,3,0,0,4,4,9,26,18,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,32,24,50
SAL13737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,266,553,8,13,18,15,0,18,7,0,7,0,0,0,4,5,7,3,3,12,326,290,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,78,131,26,44,63,4,4,5,412,413,819
SAL13738,0,0,0,6,7,9,0,0,0,0,0,0,0,0,0,37,37,68,0,3,9,5,0,5,0,0,0,0,0,0,0,0,3,3,0,3,45,49,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,26,0,5,10,0,0,0,67,75,139
SAL13739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,69,148,4,6,10,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,93,72,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,49,22,27,51,0,0,0,136,135,269
SAL13740,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,38,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,28,10,9,17,0,0,0,68,53,117
SAL13741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL13742,18,9,24,0,0,0,0,0,0,0,0,0,0,0,0,860,625,1481,62,42,101,43,0,43,11,0,5,7,0,7,10,3,11,18,26,51,1017,709,1727,4,0,4,0,0,0,0,0,0,10,0,9,4,0,4,0,0,0,14,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,4,17,25,8,30,0,0,0,0,0,0,0,0,0,0,0,0,163,338,499,147,233,382,0,7,4,1362,1289,2645
SAL13743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,61,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39,34,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,25,6,6,7,0,6,0,55,55,108
SAL13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,0,4,4,13
SAL13745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,45,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,33,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,8,0,0,0,44,30,76
SAL13746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,17,6,7,14,0,0,0,40,40,80
SAL13747,56,62,113,3,3,8,0,0,0,0,0,0,4,0,7,638,463,1101,17,52,62,8,0,8,13,0,13,0,0,0,10,5,15,0,0,0,749,588,1339,13,21,37,0,0,0,0,0,0,11,0,13,0,11,6,0,0,0,27,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,18,32,41,77,13,8,18,0,0,0,0,0,0,13,15,21,763,717,1480,230,225,460,14,11,20,1800,1602,3396
SAL13748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,40,4,0,5,0,0,0,0,0,0,0,0,0,4,0,3,0,5,7,31,25,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,14,0,3,3,0,0,0,49,34,81
SAL13749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,98,228,9,10,16,7,0,7,4,0,4,0,0,0,0,0,0,5,0,8,145,113,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,44,81,22,33,53,0,4,3,207,188,392
SAL13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,3,3,11
SAL13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,5,3,0,0,0,26,17,43
SAL13753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,133,263,6,7,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,145,140,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,25,28,55,21,18,35,3,0,3,191,191,380
SAL13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,3,3,0,0,0,12,11,22
SAL13755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,19,0,7,13,0,0,0,28,37,62
SAL13756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,3,0,0,0,17,10,23
SAL13757,4,3,7,4,0,8,0,0,0,0,0,0,0,0,0,117,53,167,7,6,7,0,0,0,12,0,17,6,5,10,0,0,0,8,9,15,160,71,235,8,4,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0,231,255,488,38,44,78,0,0,5,440,376,818
SAL13758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,0,0,0,0,0,0,19,18,37
SAL13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,35,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,48,4,0,5,0,0,0,57,46,102
SAL13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SAL13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,18,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,16,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,16,16,30
SAL13762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,53,7,5,8,0,0,4,5,0,5,0,0,0,0,0,3,9,4,15,63,21,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,7,5,3,0,0,0,70,29,97
SAL13763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,30,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,14,5,6,8,0,3,4,27,33,64
SAL13764,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,373,300,675,41,17,53,7,0,7,3,0,3,0,0,0,0,0,0,4,16,26,433,338,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,68,95,164,85,122,208,6,4,14,607,562,1167
SAL13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,34,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,7,3,3,0,0,0,37,40,79
SAL13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,13,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,12,9,23
SAL13767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,46,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,13,7,3,5,0,0,0,35,39,77
SAL13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,10,0,0,0,0,0,0,5,9,11
SAL13770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,75,168,11,14,24,4,0,4,0,0,0,0,0,0,0,0,0,3,3,4,114,84,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,30,53,10,19,34,0,5,4,159,146,303
SAL13771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,0,5,0,0,0,10,14,23
SAL13772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,10,4,12
SAL13773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,67,153,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,98,74,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,6,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,30,26,55,11,18,23,6,0,6,139,126,266
SAL13774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,54,104,3,8,8,8,0,8,0,0,0,0,0,0,3,0,3,3,9,7,69,62,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,20,6,14,26,6,0,6,93,86,179
SAL13775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,28,3,3,13,0,0,0,60,51,106
SAL13776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,4,9,11
SAL13777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19,46,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,29,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,12,8,3,9,0,0,0,37,43,78
SAL13778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,60,109,4,6,7,9,0,9,0,0,0,0,0,0,4,0,4,13,9,20,80,68,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,29,17,51,9,9,16,0,0,0,120,101,219
SAL13779,5,0,5,8,14,25,0,0,0,0,0,0,10,12,25,1993,1902,3892,164,201,363,48,0,50,24,0,28,17,0,18,15,0,16,99,99,200,2376,2236,4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,12,34,22,16,37,0,0,0,0,0,0,0,0,0,0,0,0,125,168,288,234,375,610,27,27,54,2795,2825,5616
SAL13780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,81,0,3,3,4,0,3,0,0,0,0,0,0,5,3,3,0,0,3,49,48,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,56,53,104
SAL13781,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,171,108,284,9,12,18,5,0,5,0,0,0,4,0,4,0,0,0,12,5,10,199,126,323,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,96,118,215,32,39,77,0,3,4,331,293,623
SAL13782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,8,5,13,0,0,0,45,31,77
SAL13783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,70,119,4,4,9,5,0,5,0,0,3,0,0,0,0,0,0,4,0,4,60,73,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,15,10,15,28,0,0,0,81,99,180
SAL13784,0,0,3,0,8,6,0,0,0,0,0,0,0,0,0,241,190,428,11,11,22,7,0,3,4,0,5,6,3,7,0,0,0,9,6,13,277,221,496,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,4,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,111,148,256,44,96,141,0,0,4,443,466,905
