SAL_CODE_2021,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_lt_rail_M,OneMeth_Tram_lt_rail_F,OneMeth_Tram_lt_rail_P,OneMeth_Taxi_rs_serv_M,OneMeth_Taxi_rs_serv_F,OneMeth_Taxi_rs_serv_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_lt_rl_M,TwoMeth_Trn_Trm_lt_rl_F,TwoMeth_Trn_Trm_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_lt_rl_M,TwoMeth_Bus_Trm_lt_rl_F,TwoMeth_Bus_Trm_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
SAL32329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,40,75,0,4,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,4,49,46,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,6,6,17,0,0,0,57,54,120
SAL32330,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,46,34,85,0,5,11,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,59,45,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,3,11,0,0,0,73,68,138
SAL32331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,70,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,7,42,39,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,0,5,5,0,0,5,56,46,106
SAL32332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,28,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,4,0,0,0,22,21,41
SAL32333,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,292,266,561,40,42,84,3,0,3,11,0,11,5,0,6,4,0,5,10,15,32,375,346,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,11,8,9,11,0,0,0,0,0,0,0,3,3,0,3,3,5,12,17,49,42,85,5,7,12,442,410,857
SAL32334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,18
SAL32335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,69,3,3,4,4,0,4,0,0,0,0,0,0,3,0,4,5,3,5,53,37,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,28,0,7,10,0,0,0,69,56,125
SAL32336,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,527,449,973,38,32,74,25,0,25,5,0,5,4,0,4,3,0,4,33,29,62,634,510,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,48,71,38,93,133,14,6,12,716,659,1375
SAL32337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,5,8,0,0,0,12,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,12,27
SAL32338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,137,292,4,11,14,7,0,7,0,0,0,0,0,0,6,0,7,0,0,5,180,147,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,36,19,31,48,0,0,0,206,199,410
SAL32339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,15,11,23
SAL32340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,265,559,25,22,45,15,0,16,0,0,0,0,0,0,0,0,0,14,3,12,354,291,644,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,10,3,15,0,0,0,0,0,0,0,0,0,0,0,0,34,44,75,38,52,90,0,0,3,431,397,823
SAL32341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,66,142,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,74,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,10,3,12,0,0,0,100,79,180
SAL32342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,32,83,5,0,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,52,44,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,25,6,10,16,0,0,0,71,72,141
SAL32343,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,97,73,166,3,17,15,3,0,3,0,0,0,5,4,7,6,0,11,27,18,37,134,114,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,19,12,14,19,3,0,3,0,5,0,0,0,0,4,5,4,49,57,104,62,85,153,5,4,7,265,277,547
SAL32344,0,0,0,0,4,5,0,0,0,0,0,0,5,0,4,607,640,1251,26,64,93,12,0,9,14,0,14,13,13,25,7,0,6,9,12,20,688,737,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,8,4,10,9,4,12,0,0,0,0,0,0,5,3,4,5,3,4,56,74,134,86,138,219,11,8,19,857,962,1819
SAL32345,0,0,0,4,0,6,0,0,0,0,0,0,0,3,3,412,375,790,16,29,39,19,0,19,4,0,4,3,0,3,3,0,8,11,14,27,474,421,890,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,68,109,178,63,87,148,9,11,16,616,625,1245
SAL32346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,11
SAL32347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,36,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,15,14,29,0,0,0,62,54,109
SAL32348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,20,5,3,4,0,0,0,17,17,34
SAL32349,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,28,15,42,9,4,12,7,0,7,0,0,0,0,0,0,23,0,23,72,54,128,149,72,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,152,82,233
SAL32350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL32351,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,39,42,84,0,0,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,53,46,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,4,8,12,0,0,0,65,67,130
SAL32352,0,0,0,10,7,25,0,0,0,0,0,0,0,4,8,505,461,968,37,68,104,7,0,7,19,6,22,48,49,102,23,18,39,116,119,234,769,735,1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,7,9,3,13,16,3,18,0,0,0,0,0,0,3,0,3,3,0,3,179,181,356,282,345,633,10,10,18,1260,1275,2531
SAL32353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL32354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24,5,4,7,0,0,0,0,0,0,0,0,0,73,14,87,11,5,13,104,22,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,112,24,140
SAL32355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,27,28,58,37,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,70
SAL32356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,70,122,5,3,7,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,67,75,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,22,9,14,24,0,0,0,82,102,186
SAL32357,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,23,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,45,22,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,15,6,3,8,0,0,0,57,35,92
SAL32358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,8,17,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,37,0,4,5,0,0,0,40,30,69
SAL32359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,6,0,6,0,0,3,35,30,62
SAL32360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,10,14
SAL32361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,64,127,3,6,10,8,0,8,0,0,0,0,0,0,0,0,0,3,0,5,81,74,153,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,13,21,0,11,12,0,0,0,91,97,191
SAL32362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,104,236,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,141,115,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,47,12,24,35,0,0,0,166,167,337
SAL32363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,54,122,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,62,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,23,10,12,24,0,0,0,98,84,184
SAL32364,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,22,28,45,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,30,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,22,0,0,0,0,0,0,43,37,84
SAL32365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,102,193,0,8,11,5,0,5,0,0,0,0,0,4,0,0,0,0,5,7,105,112,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,40,12,14,29,3,0,3,137,151,287
SAL32366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,8,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,9,25
SAL32367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,15,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,15,23
SAL32368,0,0,0,12,9,13,0,0,0,0,0,0,0,0,0,551,467,1017,41,40,85,8,0,8,3,0,3,25,8,32,3,3,7,49,67,115,693,594,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8,9,6,9,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,20,54,73,79,106,184,0,3,3,803,762,1569
SAL32369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,78,0,4,11,3,0,3,0,0,0,0,0,0,0,0,0,6,5,7,59,38,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,13,35,6,7,14,0,0,3,83,70,157
SAL32370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,59,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,40,39,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,3,12,5,3,3,50,50,103
SAL32371,0,0,8,11,8,28,0,0,0,0,0,0,0,0,0,429,348,777,16,28,49,5,0,9,9,0,9,8,0,9,4,3,8,3,7,15,494,401,894,0,0,0,0,0,0,0,0,0,3,3,5,0,0,4,0,0,0,3,4,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,9,3,9,12,9,23,5,0,5,0,0,0,0,0,0,5,0,5,326,294,619,56,140,201,0,3,4,892,843,1737
SAL32372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,16,4,18
SAL32373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,9,20,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,28,71,0,3,0,64,45,110
SAL32374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,68,157,9,0,7,17,0,17,0,0,0,0,0,0,0,0,0,9,4,11,121,77,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,18,25,47,10,18,25,0,0,0,151,124,274
SAL32375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,5,9,8
SAL32376,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,156,166,321,19,17,34,3,0,3,0,0,0,0,0,0,4,6,8,9,8,16,205,194,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,8,0,8,0,0,4,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,24,29,51,0,0,0,253,231,481
SAL32377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,86,179,6,3,9,5,0,5,0,0,0,5,0,0,11,8,17,17,30,49,134,126,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,13,36,6,17,23,4,0,4,162,157,322
SAL32378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,49,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,35,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,50,34,84
SAL32379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,146,282,12,8,22,6,0,6,3,0,3,5,0,5,0,0,0,5,0,8,162,161,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,28,19,26,50,0,0,0,203,196,396
SAL32380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,62,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,6,4,12,0,0,0,45,44,96
SAL32381,14,18,29,3,9,15,0,0,0,0,0,0,8,3,11,1539,1292,2827,114,118,233,32,3,34,26,0,28,9,4,12,18,0,20,15,24,40,1772,1479,3251,8,5,14,0,0,0,0,0,0,9,11,16,0,4,3,4,0,4,14,14,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,14,10,29,39,33,64,4,4,3,0,0,0,0,0,0,5,4,9,97,224,323,157,262,420,13,10,28,2081,2018,4099
SAL32382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,0,0,0,8,16,23
