SAL_CODE_2021,Separate_house_Dwellings,Separate_house_Persons,sd_rw_tce_hse_th_wth_1_sty_Dw,sd_row_tce_hse_th_wth_1_sty_P,sd_rw_tce_hs_th_wth_2m_sty_Dw,sd_rw_tce_hs_th_wth_2m_stys_P,sd_row_tce_hse_th_wth_Tot_Dwg,sd_row_tce_hse_th_with_Tot_P,Flt_apart_In_1_2_stry_blck_D,Flt_apart_In_1_2_stry_blck_P,Flt_apart_In_a_3_stry_blck_D,Flt_apart_In_a_3_stry_blck_P,Flt_apart_In_4_8_stry_blck_D,Flt_apart_In_4_8_stry_blck_P,Flt_apart_In_9m_stry_blck_D,Flt_apart_In_9m_stry_blck_P,Flt_apart_Attachd_to_a_hse_D,Flt_apart_Attachd_to_a_hse_P,Flat_apartment_Tot_Dwe,Flat_apartment_Tot_Per,Oth_dwg_Caravan_D,Oth_dwg_Caravan_P,Oth_dwg_Cabin_hboat_D,Oth_dwg_Cabin_hboat_P,Oth_dwg_improv_hme_tnt_so_D,Oth_dwg_improv_hme_tnt_so_P,Oth_dwg_Hse_flt_att_shp_off_D,Oth_dwg_Hse_flt_att_shp_off_P,Other_dwelling_Tot_Dwellings,Other_dwelling_Tot_Persons,Dwelling_structure_ns_Dwgs,Dwelling_structure_ns_Persons,Tot_occupie_private_dwgs_Dwgs,Tot_occupie_private_dwgs_Psns,Unoccupied_private_dwgs_Dwgs,Unoccupied_private_dwgs_Psns,Total_Dwellings,Total_Persons
SAL30332,837,1868,36,55,257,470,290,526,168,209,26,33,12,13,0,0,0,0,209,255,0,0,0,0,0,0,6,0,6,0,3,3,1343,2665,145,..,1488,2665
SAL30333,104,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,5,6,0,0,110,279,22,..,129,279
SAL30334,25,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,85,6,..,35,85
SAL30335,181,340,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,0,0,3,10,0,0,188,356,79,..,261,356
SAL30336,2500,7141,330,611,32,82,363,692,0,3,0,0,0,0,0,0,3,12,4,15,0,0,0,0,0,0,0,0,0,0,0,0,2868,7846,178,..,3043,7846
SAL30337,141,361,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,17,3,17,0,0,149,383,32,..,179,383
SAL30338,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,7,..,8,13
SAL30339,417,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,13,0,0,427,1074,28,..,444,1074
SAL30340,104,259,3,0,0,0,5,3,5,5,0,0,0,0,0,0,0,0,3,3,55,92,0,0,0,0,0,0,56,94,11,20,173,383,52,..,221,383
SAL30341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30342,3698,9400,458,731,171,333,634,1067,4,5,7,15,0,0,0,0,0,3,11,23,410,784,91,166,14,30,11,27,525,1008,107,197,4974,11688,621,..,5591,11688
SAL30343,81,209,0,0,65,132,63,134,154,271,197,328,1083,1798,1303,2004,0,0,2739,4402,0,4,0,0,0,0,0,0,6,6,36,66,2923,4809,395,..,3321,4809
SAL30344,86,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,89,216,13,..,102,216
SAL30345,271,850,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,853,35,..,303,853
SAL30346,1610,4282,21,25,9,15,27,47,91,148,16,25,18,27,0,0,0,0,127,196,108,172,9,8,40,68,0,0,150,251,10,6,1923,4782,204,..,2126,4782
SAL30347,150,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,5,0,0,153,303,39,..,191,303
SAL30348,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,0,0,8,9,0,0,33,54,0,0,33,58,0,..,36,58
SAL30349,19,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,63,3,..,23,63
SAL30350,53,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,151,9,..,62,151
SAL30351,29,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,100,0,..,37,100
SAL30352,64,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,183,11,..,80,183
SAL30353,5437,15643,185,281,343,868,525,1149,219,470,0,0,0,0,0,0,5,18,222,491,0,0,0,0,0,0,0,0,0,0,4,0,6191,17280,257,..,6439,17280
SAL30354,109,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,261,8,..,121,261
SAL30355,57,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,133,12,..,70,133
SAL30356,100,188,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,22,0,0,6,14,0,0,21,37,8,17,122,240,37,..,162,240
SAL30357,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31,6,..,18,31
SAL30358,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,..,15,30
SAL30359,423,1040,5,3,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,9,7,9,23,443,1082,40,..,481,1082
SAL30360,43,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,114,5,..,49,114
SAL30361,1570,4505,10,24,0,0,10,24,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,24,25,0,0,27,30,9,14,1610,4576,104,..,1711,4576
SAL30362,3772,10336,697,1113,245,453,939,1571,32,53,0,0,0,0,0,0,7,5,36,55,0,0,0,0,0,0,0,0,4,4,0,3,4753,11970,305,..,5057,11970
SAL30363,3477,9862,54,101,32,41,90,145,27,52,0,0,0,0,0,0,3,7,29,59,0,0,0,0,0,0,0,0,0,0,3,4,3602,10066,140,..,3736,10066
SAL30364,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,4,..,11,22
SAL30365,54,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,61,193,4,..,62,193
SAL30366,175,463,3,3,3,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,3,4,0,0,10,19,0,4,194,493,23,..,215,493
SAL30367,204,527,449,709,721,1827,1168,2538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1379,3086,72,..,1453,3086
SAL30368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,..,0,4
SAL30369,3184,9834,150,236,291,651,443,881,19,35,0,0,0,0,0,0,0,9,20,40,0,0,0,0,3,0,0,0,3,0,3,5,3650,10765,164,..,3812,10765
SAL30370,102,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,101,292,8,..,105,292
SAL30371,75,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,169,20,..,91,169
SAL30372,20,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,53,0,..,19,53
SAL30373,3381,8873,160,281,57,84,218,368,35,46,0,0,0,0,0,0,6,11,44,58,0,0,121,139,0,0,0,0,129,144,0,0,3765,9445,189,..,3954,9445
SAL30374,315,880,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,888,21,..,339,888
SAL30375,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,13,..,20,24
SAL30376,24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19,60,8,..,29,60
SAL30377,1894,5354,0,4,0,0,0,4,3,6,0,0,0,0,0,0,0,0,3,6,83,149,26,40,0,0,3,9,113,193,8,21,2021,5576,92,..,2106,5576
SAL30378,12,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,18,24,34,0,..,24,34
SAL30379,3,16,0,0,5,14,5,14,3,6,0,0,400,689,5199,9384,443,753,6044,10829,0,0,3,3,49,55,0,0,56,57,74,111,6183,11026,1934,..,8120,11026
SAL30380,6,27,0,0,33,76,33,76,344,649,938,1719,561,1002,1836,3203,0,4,3677,6577,0,0,0,0,14,10,0,0,14,10,47,78,3775,6763,2102,..,5877,6763
SAL30381,2454,6794,37,99,173,357,216,456,195,382,107,169,0,0,191,323,0,5,496,883,0,0,0,0,0,0,0,0,0,0,4,5,3167,8135,433,..,3598,8135
SAL30382,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,8,..,23,39
SAL30383,115,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,313,15,..,133,313
SAL30384,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,17,0,..,8,17
SAL30385,42,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,117,12,..,56,117
SAL30386,1094,3394,45,53,0,0,45,53,0,0,0,0,0,0,0,0,12,21,12,21,0,0,0,0,0,0,0,0,0,0,3,3,1151,3472,54,..,1205,3472
SAL30387,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,86,4,..,40,86
SAL30388,119,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,14,0,0,129,309,21,..,143,309
SAL30389,69,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,73,177,8,..,80,177
SAL30390,875,2799,0,0,39,88,39,88,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,917,2894,74,..,992,2894
SAL30391,161,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,162,381,28,..,187,381
SAL30392,51,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,101,3,..,51,101
SAL30393,233,619,14,27,0,9,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,9,10,0,3,255,672,43,..,299,672
SAL30394,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,..,3,8
SAL30395,1821,5235,33,68,419,976,447,1044,53,102,35,71,0,0,0,0,9,19,95,195,0,6,0,0,0,0,0,0,0,6,7,21,2383,6496,121,..,2501,6496
SAL30396,50,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,113,0,..,46,113
SAL30397,11,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,3,..,21,32
SAL30398,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,4,..,24,27
SAL30399,48,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,124,10,..,53,124
SAL30400,61,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,167,6,..,71,167
SAL30401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30402,1586,4425,67,113,15,25,82,140,31,56,0,0,0,0,0,0,0,0,31,56,55,98,32,39,0,0,0,0,88,134,8,6,1802,4759,160,..,1959,4759
SAL30403,386,1024,8,7,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,389,1034,48,..,439,1034
SAL30404,625,2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,14,0,0,0,0,0,5,0,0,0,5,0,0,630,2088,26,..,659,2088
SAL30405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30406,17,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,0,..,17,51
SAL30407,1105,2958,156,263,112,227,262,487,19,28,60,113,199,378,26,59,4,7,304,586,0,0,47,77,0,0,0,0,47,77,6,5,1726,4111,294,..,2018,4111
SAL30408,9018,24351,1210,1925,829,1747,2037,3671,778,1163,154,269,359,865,0,0,31,73,1320,2363,0,0,0,0,0,0,0,0,0,0,21,38,12401,30424,762,..,13163,30424
SAL30409,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,..,16,26
SAL30410,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,57,0,..,22,57
SAL30411,108,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,106,278,12,..,115,278
SAL30412,1397,4197,25,38,428,965,452,1001,463,774,655,1190,126,233,0,0,4,0,1241,2197,0,0,0,0,0,0,0,4,0,3,3,6,3098,7405,260,..,3360,7405
SAL30413,25,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,56,4,..,26,56
SAL30414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30415,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,..,0,3
SAL30416,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,..,0,4
SAL30417,71,200,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,77,205,6,..,88,205
SAL30418,18,43,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,51,58,..,73,51
SAL30419,40,94,4,6,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,93,3,..,47,93
SAL30420,25,61,0,0,9,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,7,10,21,25,0,5,56,89,17,..,75,89
SAL30421,926,2327,14,30,34,92,45,125,186,233,0,0,0,0,0,0,0,0,186,233,46,88,16,32,7,4,0,0,66,118,5,11,1228,2812,80,..,1309,2812
SAL30422,1758,4343,47,66,19,35,68,106,548,832,0,0,0,0,0,0,0,0,548,832,54,95,21,24,4,7,0,0,81,128,5,13,2464,5422,164,..,2623,5422
SAL30423,918,2372,196,313,218,383,420,697,237,369,0,0,0,0,0,0,0,0,237,369,0,3,0,0,0,0,4,6,6,13,0,0,1587,3455,135,..,1717,3455
SAL30424,529,1334,356,605,157,246,511,851,152,233,0,0,0,0,0,0,0,0,152,233,14,22,0,0,4,3,6,22,25,45,17,36,1234,2496,163,..,1396,2496
SAL30425,1360,3872,3,6,333,695,337,703,3,3,0,0,171,319,0,0,0,3,179,321,0,0,0,0,0,0,0,0,0,0,0,8,1882,4902,141,..,2027,4902
SAL30426,2146,5697,97,190,282,528,380,719,51,85,0,0,0,0,0,0,0,0,51,85,0,0,0,0,0,0,0,0,0,0,0,0,2580,6503,180,..,2757,6503
SAL30427,12,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,19,36,4,..,16,36
SAL30428,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,..,3,9
SAL30429,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,61,7,..,28,61
SAL30430,122,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,131,336,7,..,139,336
SAL30431,442,1084,88,155,45,72,132,229,373,569,92,165,26,55,0,0,0,0,485,794,0,0,0,0,3,14,12,36,18,46,17,12,1087,2172,139,..,1231,2172
SAL30432,24,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,4,..,31,75
SAL30433,26,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,66,7,..,31,66
SAL30434,212,626,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,639,18,..,233,639
SAL30435,25,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,16,..,36,59
SAL30436,36,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,42,106,9,..,54,106
SAL30437,603,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,603,1964,15,..,619,1964
SAL30438,28,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,77,0,..,28,77
SAL30439,58,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,3,4,0,0,8,11,6,6,64,138,13,..,83,138
SAL30440,328,1001,18,39,0,0,18,39,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,347,1041,17,..,361,1041
SAL30441,2411,6800,76,147,3,4,80,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2487,6951,168,..,2653,6951
SAL30442,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,7,..,25,58
SAL30443,71,157,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,9,58,101,4,9,4,5,0,5,62,124,13,35,145,306,43,..,185,306
SAL30444,26,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,24,60,8,..,29,60
SAL30445,1745,4666,111,220,520,1186,634,1404,337,564,1040,1902,334,614,578,1037,4,7,2288,4127,57,109,0,0,3,5,5,15,66,135,21,30,4755,10363,1027,..,5786,10363
SAL30446,3942,11064,662,1173,813,1750,1476,2920,0,0,0,0,150,318,0,0,11,14,163,333,0,0,0,0,0,0,0,0,0,0,3,10,5587,14325,276,..,5865,14325
SAL30447,45,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,134,4,..,55,134
SAL30448,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,5,..,15,17
SAL30449,1173,2674,3,4,7,3,7,12,15,24,0,0,0,0,0,0,0,0,15,24,79,123,39,67,0,0,0,0,118,195,12,21,1316,2921,139,..,1453,2921
SAL30450,1001,2807,120,198,12,21,136,221,0,3,0,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,1142,3037,47,..,1186,3037
SAL30451,4926,14105,500,932,447,934,941,1866,12,25,0,0,0,0,0,0,37,82,48,102,14,20,35,43,0,0,0,0,48,66,6,16,5974,16159,214,..,6190,16159
SAL30452,3179,8598,116,354,133,370,253,720,0,7,0,0,0,0,0,0,15,32,18,40,0,0,0,0,0,0,3,4,3,8,12,17,3470,9386,147,..,3613,9386
SAL30453,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,32,8,..,22,32
SAL30454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30455,1102,2299,10,23,4,3,11,24,36,65,0,0,0,0,0,0,0,0,39,70,127,198,5,3,0,0,0,0,130,208,21,42,1308,2638,215,..,1523,2638
SAL30456,93,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,13,0,0,3,17,0,0,98,271,6,..,108,271
SAL30457,58,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,94,5,4,0,3,0,0,62,96,11,15,135,246,10,..,142,246
SAL30458,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,..,9,8
SAL30459,253,768,0,0,6,9,6,4,0,3,0,0,0,0,0,0,0,0,0,3,36,61,0,7,0,3,0,0,39,67,0,0,297,844,16,..,317,844
SAL30460,2203,6358,11,20,16,26,26,49,7,10,0,0,0,0,0,0,0,0,7,10,0,4,0,0,0,0,0,0,0,4,0,3,2238,6428,137,..,2368,6428
SAL30461,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,7,..,21,34
SAL30462,25,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,74,4,..,36,74
SAL30463,251,492,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,494,68,..,325,494
SAL30464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30465,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42,0,..,16,42
SAL30466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL30467,120,284,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,7,17,16,32,5,11,135,334,16,..,152,334
SAL30468,16,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,7,..,17,36
SAL30469,18,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,30,7,..,21,30
SAL30470,400,1154,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,11,0,0,4,11,0,0,411,1176,14,..,432,1176
SAL30471,8363,23993,1622,2914,653,1145,2267,4056,112,181,85,101,28,45,0,0,32,62,262,388,22,41,74,117,19,25,4,3,120,185,27,51,11036,28673,647,..,11690,28673
SAL30472,2563,6873,279,404,64,140,341,544,5,17,0,0,14,20,0,0,6,10,26,44,0,0,0,0,0,0,0,0,0,0,0,15,2938,7476,252,..,3190,7476
SAL30473,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,4,..,7,12
SAL30474,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,6,..,11,17
SAL30475,13,38,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,10,..,23,40
SAL30476,32,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,79,25,..,58,79
SAL30477,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,24,65,0,..,24,65
SAL30478,27,69,0,0,61,125,61,125,58,95,70,138,248,488,449,833,0,0,825,1555,0,0,23,38,7,3,33,49,61,96,79,138,1051,1979,477,..,1525,1979
SAL30479,331,847,15,21,78,157,91,182,449,772,1247,2236,187,350,64,106,5,11,1955,3470,0,0,0,0,4,0,13,37,17,38,46,63,2442,4601,584,..,3024,4601
SAL30480,3790,12069,133,331,2077,5455,2214,5787,4,4,11,24,0,0,0,0,4,0,14,28,0,0,0,0,0,0,0,0,0,0,7,13,6030,17906,266,..,6297,17906
SAL30481,120,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,49,0,0,0,3,0,0,39,52,0,5,155,358,11,..,167,358
SAL30482,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8,18,0,..,8,18
SAL30483,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,..,5,11
SAL30484,148,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,0,0,0,0,0,0,22,42,5,3,169,419,38,..,216,419
SAL30485,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,..,6,14
SAL30486,59,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,179,11,..,67,179
SAL30487,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,6,..,10,16
SAL30488,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,11,..,20,32
