SAL_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
SAL50068,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,26,0,0,0,0,26,40,0,0,0,0,40,12,0,0,0,0,12,29,0,0,0,0,29,37,0,0,0,0,32,15,0,0,0,0,15,195,0,0,0,0,191
SAL50069,47,0,0,0,0,47,14,0,0,0,0,14,8,0,0,0,0,8,44,0,0,0,0,44,67,3,0,0,0,69,318,11,0,0,0,334,637,22,0,0,0,655,830,12,0,0,0,844,256,4,0,0,0,255,87,0,0,0,0,87,52,0,0,0,0,52,133,0,0,0,0,131,2493,51,0,0,0,2540
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,12
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50075,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,15,0,0,0,0,15,28,0,0,0,0,28,26,0,0,0,0,26,24,0,0,0,0,24,17,0,0,0,0,17,7,0,0,0,0,7,147,0,0,0,0,147
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50077,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,8,3,0,0,0,0,3,30,0,0,0,0,29
SAL50078,66,10,3,0,0,79,30,3,0,0,0,35,19,0,0,0,0,25,41,10,0,0,0,58,49,14,6,0,0,65,156,55,23,0,0,229,221,57,20,0,0,296,399,45,8,0,0,451,181,14,0,0,3,194,138,9,5,0,0,147,87,0,4,0,0,92,76,10,0,0,0,89,1455,238,71,0,6,1767
SAL50079,22,0,0,0,0,23,9,0,0,0,0,9,7,0,0,0,0,6,7,0,0,0,0,7,18,5,0,0,0,17,25,6,0,0,0,30,27,9,0,0,0,36,85,11,0,0,0,94,50,4,0,0,0,55,85,10,0,0,0,95,37,3,0,0,0,44,28,0,0,0,0,26,402,47,0,0,0,449
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,0,0,0,0,11,27,0,0,6,0,24,41,0,0,0,0,42,91,0,0,0,0,91,45,0,0,0,0,51,44,0,0,0,0,44,41,0,0,0,0,41,16,0,0,0,0,16,322,0,0,3,0,326
SAL50082,17,0,0,0,0,17,10,0,0,0,0,10,11,0,0,0,0,11,11,0,0,0,0,11,20,0,0,0,0,20,101,0,0,0,0,101,128,0,0,0,0,128,103,0,0,0,0,103,26,0,0,0,0,26,14,0,0,0,0,14,12,0,0,0,0,12,25,0,0,0,0,25,471,0,0,0,0,475
SAL50083,94,20,0,0,0,113,38,7,0,0,0,43,21,3,0,0,0,27,49,15,7,0,0,65,70,9,8,0,0,91,199,44,21,0,0,258,311,49,5,0,0,363,602,48,3,0,0,656,333,16,0,0,0,347,295,18,0,0,0,310,136,5,0,0,0,148,115,11,0,0,0,124,2270,234,52,0,0,2554
SAL50084,11,0,0,0,0,11,5,0,0,0,0,5,5,0,0,0,0,5,18,0,0,0,0,18,21,0,0,0,0,25,48,0,0,0,0,48,36,0,0,0,0,36,40,0,0,0,0,40,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,204,0,0,0,0,205
SAL50085,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL50086,34,5,0,0,0,41,8,0,0,0,0,14,10,0,0,0,0,10,9,0,0,0,0,9,18,10,0,0,0,29,43,6,0,0,0,44,58,8,0,0,0,68,135,13,0,0,0,152,103,12,0,0,0,115,136,6,0,0,0,141,66,0,0,0,0,70,30,9,0,0,0,42,659,70,5,0,0,737
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50090,36,6,0,0,0,46,23,0,0,0,0,23,21,4,0,0,0,18,17,0,0,0,0,23,46,5,0,0,0,53,158,35,0,0,0,203,256,38,7,0,0,296,286,18,3,0,0,305,105,13,0,0,0,117,53,0,0,0,0,58,39,0,0,0,0,39,66,8,0,0,0,75,1104,135,12,0,0,1255
SAL50091,47,8,0,0,0,52,10,6,0,0,0,11,8,0,0,0,0,7,17,0,0,0,0,15,17,0,0,0,0,23,80,10,0,0,0,88,93,9,0,0,0,103,205,13,0,0,0,215,126,8,0,0,0,133,113,16,0,0,0,126,52,4,0,0,0,50,41,0,0,0,0,40,803,70,0,0,0,874
SAL50092,17,0,0,0,0,17,9,0,0,0,0,9,4,0,0,0,0,4,7,0,0,0,0,7,12,0,0,0,0,12,43,0,0,0,0,43,57,0,0,0,0,57,106,0,0,0,0,106,108,0,0,0,0,108,110,0,0,0,0,109,60,0,0,0,0,60,26,0,0,0,0,26,561,0,0,0,0,561
SAL50093,77,7,0,0,0,81,33,0,0,0,0,33,27,0,0,0,0,28,59,5,0,0,0,62,58,4,0,0,0,61,237,20,0,0,0,261,300,15,0,0,0,310,289,9,0,0,0,297,63,0,0,0,0,65,54,0,0,0,0,52,22,0,0,0,0,22,76,5,0,0,0,73,1286,68,0,0,0,1354
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17
SAL50098,40,0,0,0,0,42,6,0,0,0,0,8,16,0,0,0,0,21,33,6,0,0,0,38,39,0,4,0,0,40,129,5,16,0,0,153,237,5,12,0,0,259,470,3,6,0,0,479,273,6,0,0,0,275,164,0,0,0,0,165,87,0,0,0,0,87,76,0,0,0,0,84,1571,30,43,0,5,1649
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50101,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,28,0,0,0,0,30
SAL50102,32,0,0,0,0,33,11,0,0,0,0,14,4,0,0,0,0,7,21,0,0,0,0,21,32,0,0,0,0,32,66,6,0,0,0,72,155,5,0,0,0,158,254,3,0,0,0,258,72,0,0,0,0,75,37,0,0,0,0,36,24,0,0,0,0,24,50,0,0,0,0,50,755,22,0,0,0,782
SAL50103,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,32,0,0,0,0,35
SAL50104,9,3,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,18,15,0,0,0,0,15,51,6,0,0,0,51,66,5,0,0,0,72,46,0,0,0,0,48,10,0,0,0,0,11,10,0,0,0,0,10,6,0,0,0,0,6,14,0,0,0,0,16,244,23,0,0,0,261
SAL50105,45,7,0,0,0,51,14,0,0,0,0,12,9,0,0,0,0,9,20,7,0,0,0,23,33,7,7,0,0,43,94,40,11,0,0,148,130,32,10,0,0,167,159,31,4,0,0,194,82,8,4,0,0,95,61,8,3,0,0,72,29,4,0,0,0,35,36,8,0,0,0,43,710,142,45,0,0,894
SAL50106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL50107,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16
SAL50110,51,0,0,0,0,55,14,0,0,0,0,20,13,0,0,0,0,13,16,0,4,0,0,18,41,0,0,0,0,44,108,0,9,0,0,122,213,3,6,0,0,222,310,0,0,0,0,315,115,0,0,0,0,115,61,0,0,0,0,61,40,0,0,0,0,40,67,0,0,0,0,67,1061,12,19,0,0,1091
SAL50111,11,11,9,0,0,29,3,0,0,0,0,3,3,4,0,0,0,7,14,7,0,0,0,18,3,7,0,0,0,18,33,57,3,0,0,96,61,58,3,0,0,123,70,46,3,0,0,119,25,8,0,0,0,35,9,10,0,0,0,12,15,9,0,0,0,22,14,10,10,0,0,25,272,228,30,0,0,521
SAL50112,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,4,9,0,0,0,0,8,13,0,0,0,0,8,28,0,0,0,0,27,15,0,0,0,0,20,23,0,0,0,0,25,8,0,0,0,0,8,7,0,0,0,0,7,9,0,0,0,0,9,9,4,0,0,0,16,126,9,3,0,0,137
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,34,0,0,0,0,34,16,0,0,0,0,16,9,0,0,0,0,9,25,0,0,0,0,25,51,0,0,0,0,50,192,0,0,0,0,194,354,0,0,0,0,354,298,0,0,0,0,298,90,0,0,0,0,90,33,0,0,0,0,33,27,0,0,0,0,27,62,0,0,0,0,62,1175,0,0,0,0,1179
SAL50116,17,0,0,0,0,17,4,0,0,0,0,4,3,0,0,0,0,3,14,0,0,0,0,14,16,0,0,0,0,16,27,0,0,0,0,27,13,0,0,0,0,13,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,114,0,0,0,0,114
SAL50117,60,3,0,0,0,62,7,6,0,0,0,16,15,0,0,0,0,15,25,5,0,0,0,29,28,0,0,0,0,30,108,9,0,0,0,115,156,8,0,0,0,161,240,11,0,0,0,248,102,3,0,0,0,103,76,0,0,0,0,76,19,0,0,0,0,19,45,5,0,0,0,44,881,45,0,0,0,920
SAL50118,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,24,0,0,0,0,24,10,0,0,0,0,10,26,0,0,0,0,27,21,0,0,0,0,21,4,0,0,0,0,9,113,0,3,0,0,117
SAL50119,38,6,0,0,0,47,9,0,0,0,0,9,6,0,0,0,0,10,14,5,0,0,0,18,13,3,4,0,0,24,45,29,0,0,0,77,49,35,0,0,0,88,110,52,0,0,0,167,87,11,0,0,0,102,113,18,0,0,0,134,157,20,0,0,4,177,46,11,0,0,0,60,699,192,6,0,5,895
SAL50120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SAL50122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,13,16,4,0,0,0,18,37,0,0,0,0,40,43,0,0,0,0,43,38,0,0,0,0,38,10,0,0,0,0,10,15,0,0,0,0,12,182,7,0,0,0,187
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50126,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,19,0,0,0,0,19,34,0,0,0,0,37,38,0,0,0,0,38,12,0,0,0,0,12,11,0,0,0,0,11,3,0,0,0,0,3,13,0,0,0,0,13,158,0,0,0,0,162
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50129,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,26,0,0,0,0,26,43,0,0,0,0,43,50,0,0,0,0,50,22,0,0,0,0,22,13,0,0,0,0,13,12,0,0,0,0,12,10,0,0,0,0,10,196,0,0,0,0,193
SAL50130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL50132,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,11,10,0,0,0,0,12,14,0,0,0,0,23,29,0,0,0,0,26,5,0,0,0,0,5,10,0,0,0,0,8,6,0,0,0,0,6,5,0,0,0,0,5,104,13,0,0,0,114
SAL50133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0
SAL50137,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,8,30,0,0,0,0,31,20,0,0,0,0,20,31,0,0,0,0,31,10,0,0,0,0,10,12,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,10,133,0,0,0,0,134
SAL50138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50140,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,11
SAL50141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50142,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SAL50143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,3,0,0,0,0,6,9,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,21,0,0,0,4,28
SAL50144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL50146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
