SAL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
SAL31149,53,1600,225,0,2249,1.1,2249,2.7
SAL31150,60,0,2499,0,0,0,4250,0
SAL31151,53,5866,387,135,850,0.8,866,2.3
SAL31152,39,1271,966,120,2749,0.8,2250,2.8
SAL31153,43,1817,444,285,949,0.8,900,2.6
SAL31154,58,0,374,225,900,0.6,725,1.8
SAL31155,42,1517,804,350,2183,0.8,1937,2.7
SAL31156,43,1733,902,300,2360,0.8,2242,2.9
SAL31157,39,1950,2048,35,2874,0.8,2452,2.3
SAL31158,34,1733,712,330,1653,0.8,1492,2.8
SAL31159,38,1904,947,450,2761,0.8,2533,2.9
SAL31160,65,867,575,175,1874,0.6,1375,1.8
SAL31161,35,1905,1125,260,2449,0.8,2312,2.7
SAL31162,55,0,1499,0,2374,0.6,2374,2.4
SAL31163,44,1942,831,375,2327,0.8,2269,3
SAL31164,52,1089,474,692,1375,0.7,880,2.1
SAL31165,40,2167,790,493,2205,0.8,2237,3.3
SAL31166,50,1770,774,80,1749,0.8,725,2.2
SAL31167,31,0,725,277,1375,0.8,1375,2.7
SAL31168,47,1364,592,100,1792,0.6,850,2.2
SAL31169,39,1656,669,260,1833,0.9,1791,3.1
SAL31170,42,1351,678,330,1792,0.8,1530,2.7
SAL31171,56,1935,1053,200,2200,0.7,2036,2.3
SAL31172,52,1950,483,300,1375,0.9,1024,2.1
SAL31173,27,0,1625,500,3249,0.8,3249,4
SAL31174,32,1521,820,340,1911,0.7,1637,2.5
SAL31175,42,2167,791,455,2183,0.8,2175,3.2
SAL31176,56,921,430,274,963,0.9,789,2.1
SAL31177,49,1517,632,350,1642,0.7,1437,2.5
SAL31178,43,1712,850,325,1875,0.7,1857,2.4
SAL31179,55,1906,647,400,1489,0.7,1149,2.1
SAL31180,52,1088,474,0,1187,1,1187,2.9
SAL31181,59,1000,545,0,1166,0.6,1062,2.3
SAL31182,37,2000,967,480,2451,0.8,2269,2.9
SAL31183,48,1400,696,300,1868,0.7,1680,2.7
SAL31184,54,1083,478,50,1333,1,919,2.2
SAL31185,29,1768,1160,0,2583,0.7,2399,2.9
SAL31186,48,1530,698,300,1770,0.8,1718,2.7
SAL31187,33,1300,631,300,1498,0.8,1332,2.8
SAL31188,41,1378,506,300,1274,0.9,1187,2.8
SAL31189,56,1300,537,215,2250,0.8,849,2.1
SAL31190,50,0,1562,225,3583,1,3583,2.8
SAL31191,41,2550,1300,0,3124,0.8,3124,2.9
SAL31192,56,0,1024,0,7000,0.4,4000,1.5
SAL31193,36,2500,1042,350,3083,1,2750,3.7
SAL31194,52,1411,545,315,1286,0.9,1266,2.6
SAL31195,43,1257,583,250,1405,0.8,1214,2.5
SAL31196,48,1550,517,200,1343,0.9,1170,2.7
SAL31197,53,867,493,180,1187,0.8,852,2.1
SAL31198,57,1798,682,165,1375,0.7,1375,2.4
SAL31199,47,857,710,240,1187,0.6,1125,1.9
SAL31200,39,1127,582,263,1180,0.8,1018,2.5
SAL31201,49,766,490,250,1300,0.9,900,2.3
SAL31202,38,1517,868,290,1995,0.8,1620,2.5
SAL31203,0,0,0,0,0,0,0,0
SAL31204,46,0,1125,0,0,0.5,0,2
SAL31205,50,975,575,0,1249,1,1124,2.4
SAL31206,57,1054,459,278,1042,0.9,900,2.3
SAL31207,48,1418,658,125,1843,0.9,1449,2.8
SAL31208,49,1775,1062,0,3249,0.4,1249,2
SAL31209,48,884,437,150,966,0.9,745,2.1
SAL31210,36,2204,1196,365,3032,0.8,2217,2.4
SAL31211,45,1485,714,240,1910,0.7,1771,2.5
SAL31212,53,2500,749,0,2625,0.7,1875,2.6
SAL31213,38,1517,786,320,1955,0.8,1655,2.7
SAL31214,36,1417,850,0,1375,0.9,1375,3.2
SAL31215,37,1733,851,400,2277,0.8,2153,3
SAL31216,40,1606,687,235,2249,0.7,2249,3.2
SAL31217,46,1611,785,308,2021,0.7,1708,2.5
SAL31218,55,0,725,0,575,0.7,1199,2.5
SAL31219,32,1517,762,340,1847,0.8,1693,2.8
SAL31220,39,2600,1188,495,3574,0.8,2914,2.9
SAL31221,45,1430,599,350,1625,0.7,1312,2.5
SAL31222,45,1871,585,240,1531,0.9,1292,2.6
SAL31223,45,1296,585,230,1854,0.7,1354,2.2
SAL31224,46,1461,710,250,1807,0.8,1666,2.6
SAL31225,37,2600,1312,460,3867,0.8,3273,2.9
SAL31226,36,0,699,0,2750,1.1,2749,3
SAL31227,36,1300,633,280,1562,0.8,1402,2.7
SAL31228,47,1044,484,237,1163,0.7,957,2.3
SAL31229,54,2812,674,225,1625,0.7,1437,2.5
SAL31230,73,0,0,0,0,0.6,0,2
SAL31231,48,1736,861,290,2293,0.8,2037,2.3
SAL31232,45,3500,687,0,1625,0.9,1999,3.2
SAL31233,60,0,75,0,0,1,75,1
SAL31234,48,2277,872,370,2200,0.8,2077,2.6
SAL31235,42,0,1125,150,2249,1,2249,1.5
SAL31236,37,2015,848,430,2260,0.8,2237,3.2
SAL31237,62,0,1124,0,2250,0.6,2250,2
SAL31238,45,1213,598,250,1395,0.8,1158,2.5
SAL31239,41,2040,877,380,2349,0.8,2283,2.7
SAL31240,38,1300,781,253,1737,0.8,1608,2.7
SAL31241,49,1300,645,295,1718,0.8,1410,2.6
SAL31242,35,1980,1044,370,2623,0.9,1971,2.2
SAL31243,45,2500,567,175,1562,1.1,1562,3.2
SAL31244,58,4600,599,220,1375,0.6,1375,2
SAL31245,57,509,531,138,1025,0.7,739,2.3
SAL31246,47,1252,575,240,1812,0.8,1812,2.6
SAL31247,51,0,931,260,2124,0.9,1625,2.3
SAL31248,40,2000,556,315,1874,0.8,1624,3.1
SAL31249,59,57,689,370,1187,0.9,1212,2.3
SAL31250,42,1549,575,320,1625,1.1,1625,2.9
SAL31251,41,1718,770,350,1937,1,1774,2.8
SAL31252,42,0,695,190,1458,0.9,1416,2.8
SAL31253,36,1640,697,250,1687,0.9,1531,2.9
SAL31254,29,1940,973,385,2115,0.8,2011,2.9
SAL31255,62,0,649,52,1875,0.4,1199,2
SAL31256,44,1831,971,290,2091,0.8,1937,2.7
SAL31257,68,1032,471,200,1125,1.1,924,1.8
SAL31258,49,0,1112,115,1924,0.7,1978,2.4
SAL31259,38,975,612,600,1375,1.1,1187,2.9
SAL31260,47,2167,832,438,2293,0.8,2231,3
SAL31261,0,0,0,0,0,0,0,0
SAL31262,0,0,0,0,0,0,0,0
SAL31263,39,1300,718,270,1739,0.8,1348,2.3
SAL31264,68,0,0,0,0,0,0,0
SAL31265,50,548,591,50,1687,0.7,1125,2.4
SAL31266,38,2669,1150,585,3429,0.8,3398,3.4
SAL31267,36,2535,792,275,2571,1,2849,3.5
SAL31268,59,1042,665,175,1916,0.9,1125,2.1
SAL31269,54,1109,457,250,1100,0.8,894,2.2
SAL31270,50,867,396,180,982,0.8,885,2.3
SAL31271,55,1434,457,250,1875,0.9,1812,2.6
SAL31272,47,0,449,350,900,1.5,1875,5.5
SAL31273,55,548,1231,0,2700,0.8,2562,2.6
SAL31274,40,530,1972,0,450,0.7,483,1.5
SAL31275,53,2167,575,0,2166,1,2166,2.9
SAL31276,52,0,537,299,900,1,900,2.8
SAL31277,48,1950,849,0,3624,0.7,900,2.3
SAL31278,58,2400,758,135,2050,1,1292,2.3
SAL31279,25,0,1374,0,3749,0.9,3749,3.5
SAL31280,42,1200,572,295,1327,0.7,1022,2.3
SAL31281,40,2037,1006,400,2750,0.9,2492,2.9
SAL31282,44,1612,665,260,1833,0.8,1221,2.7
SAL31283,46,1950,949,300,2359,0.7,2125,2.7
SAL31284,44,0,2056,0,2749,1.1,4583,3.5
SAL31285,58,2084,543,215,1375,0.7,1031,2.1
SAL31286,57,1042,544,160,1242,0.8,1006,2.1
SAL31287,50,0,2749,0,0,0.6,2749,2
SAL31288,49,1300,657,190,1625,0.8,1187,2.6
SAL31289,40,2167,1225,430,2844,0.9,2067,1.9
SAL31290,59,1500,454,210,1375,0.7,1062,2.1
SAL31291,47,964,619,330,1395,0.8,1312,2.6
SAL31292,44,1950,759,250,2228,0.9,1968,2.8
SAL31293,46,1733,661,300,1937,0.8,1625,2.6
SAL31294,39,2375,734,165,1187,0.8,1166,2.9
SAL31295,29,1667,1237,410,2971,0.8,2612,2.9
SAL31296,31,1205,605,280,1337,0.8,1151,2.3
SAL31297,48,1300,568,245,1208,0.8,1149,2.5
SAL31298,53,2000,1125,300,2416,0.6,2416,2.3
SAL31299,57,5600,1375,0,4625,0.8,4625,2.5
SAL31300,38,1300,636,295,1490,0.8,1153,2.2
SAL31301,41,1354,646,285,1724,0.8,1533,2.8
SAL31302,40,1700,766,345,2029,0.7,1887,2.9
SAL31303,49,1517,762,220,1839,0.7,1525,2.4
SAL31304,48,1000,900,120,2374,0.8,2374,2.7
SAL31305,37,2809,1360,430,3989,0.8,3022,2.6
SAL31306,43,1599,887,350,2289,0.8,1994,2.5
SAL31307,53,1500,667,325,1518,0.7,1384,2.4
SAL31308,37,1374,350,0,2749,1.5,1875,3
SAL31309,53,1582,487,350,1208,0.8,1178,2.6
SAL31310,33,1733,1389,380,3174,0.8,3030,3
SAL31311,32,2167,1001,455,2493,0.8,2523,3.4
SAL31312,39,1300,653,280,1535,0.8,1258,2.4
SAL31313,58,1517,700,70,2166,0.8,1062,2.1
SAL31314,35,1489,922,125,2457,0.8,2049,2.8
SAL31315,41,2098,786,495,2211,0.8,2007,2.8
SAL31316,37,1300,694,313,1527,0.8,1335,2.6
SAL31317,40,1800,845,295,2223,0.8,2204,3.1
SAL31318,36,2000,962,430,2367,0.8,2142,2.7
SAL31319,53,1300,667,280,1181,0.8,1093,2.2
SAL31320,39,2850,1219,550,3633,0.7,2979,2.7
SAL31321,52,999,476,220,1300,0.8,946,2
SAL31322,37,1733,790,400,2131,0.8,2087,3.1
SAL31323,36,1406,856,255,1962,0.8,1386,2.1
SAL31324,35,2300,805,400,2618,0.9,2075,2.4
SAL31325,41,1733,888,350,2175,0.8,1892,2.8
SAL31326,41,1750,890,375,2124,0.7,1458,2.5
SAL31327,33,1806,905,423,2269,0.8,2129,2.8
SAL31328,66,1613,589,328,1325,0.7,1199,2.1
SAL31329,53,0,824,0,2250,0.6,575,1.2
SAL31330,44,1842,791,410,2183,0.7,1982,2.8
SAL31331,37,2366,930,380,2635,0.9,1932,2.3
SAL31332,51,1083,483,300,900,0.7,725,2.5
SAL31333,42,1802,718,430,1867,0.8,1606,2.7
SAL31334,48,0,374,104,725,0.8,1399,2.2
SAL31335,42,2000,450,340,1875,0.8,2062,3.1
SAL31336,44,2600,990,400,3270,0.8,3096,3.1
SAL31337,40,1733,709,400,1968,0.7,1674,2.6
SAL31338,33,1522,769,350,1807,0.8,1571,2.7
SAL31339,43,1100,537,240,1562,0.8,1354,2.6
SAL31340,61,0,1042,48,0,0,1499,0
SAL31341,52,2204,494,365,1375,0.7,933,2.4
SAL31342,58,1030,427,205,1031,1.1,659,2.1
SAL31343,43,1247,519,320,1416,0.8,1156,2.8
SAL31344,33,1638,762,300,2166,1,2083,3.3
SAL31345,39,2167,983,365,2700,0.8,2616,3.1
SAL31346,37,2300,1016,390,2942,0.8,2305,2.6
SAL31347,36,2167,1061,390,2805,0.8,2192,2.5
SAL31348,47,1394,790,305,1800,0.8,1344,2.1
SAL31349,50,2145,843,530,2228,0.7,1863,2.4
SAL31350,28,1650,862,400,1913,0.8,1786,2.8
SAL31351,40,0,725,0,1625,2,1625,4
SAL31352,50,1083,629,220,1570,0.8,1171,2.3
SAL31353,39,2000,792,365,2181,0.9,2113,3.1
SAL31354,44,693,512,150,1999,0.7,900,1.9
SAL31355,61,1517,469,200,1292,0.9,725,2.4
SAL31356,50,2200,872,550,2212,0.7,1939,2.4
SAL31357,31,938,442,120,879,1.1,897,3
SAL31358,45,1200,729,175,1833,0.8,1474,2.8
SAL31359,29,2875,897,200,1534,1.2,1651,3
SAL31360,56,719,425,250,974,1,778,2.1
SAL31361,57,1603,469,200,1125,0.8,850,2.4
SAL31362,59,1166,614,328,1308,0.8,1081,2.1
SAL31363,40,1300,680,256,1666,0.9,1375,2.7
SAL31364,49,1085,472,250,1406,0.9,949,2.5
SAL31365,57,1062,454,240,1042,0.8,851,2.2
SAL31366,27,6000,937,0,2125,0.8,1792,2.4
SAL31367,52,1950,689,300,2019,0.7,1854,2.6
SAL31368,32,867,514,210,1156,0.9,1037,2.7
SAL31369,50,800,769,168,1712,0.8,1305,2.2
SAL31370,65,1517,461,280,1042,1,893,2
SAL31371,34,1000,1347,0,2750,0.9,2750,3.4
SAL31372,58,0,366,0,725,1.7,710,1.7
SAL31373,41,7450,916,220,3749,0.8,949,2.4
SAL31374,47,1975,784,395,1976,0.8,1761,2.7
SAL31375,62,3000,850,0,2124,0.8,1916,2
SAL31376,33,0,1074,0,1125,0.2,1374,1.3
SAL31377,56,0,1474,150,2750,0.6,1687,2.4
SAL31378,36,1444,841,253,2031,0.8,1339,2.1
SAL31379,29,0,340,150,819,0.9,914,3.3
SAL31380,33,1920,1214,400,2826,0.8,2511,2.7
SAL31381,51,596,412,0,1249,0.9,849,2.5
SAL31382,62,1500,607,217,1687,0.9,1265,2.3
SAL31383,51,607,721,195,1708,0.7,1318,2.2
SAL31384,46,2288,735,355,2198,0.8,2080,3
SAL31385,41,2000,641,470,2062,0.9,1625,2.8
SAL31386,44,1712,594,400,1660,0.8,1555,2.9
SAL31387,50,1325,526,300,1325,0.8,1122,2.3
SAL31388,33,1300,455,250,1146,1,996,2.9
SAL31389,33,2050,922,440,2512,0.9,2075,2.5
SAL31390,50,1062,610,210,1407,0.7,1031,2.1
SAL31391,44,0,933,330,1625,0.8,1375,3.1
SAL31392,49,867,591,200,1324,0.7,952,2.1
SAL31393,48,1733,637,208,1312,0.7,1194,2.4
SAL31394,20,0,572,125,1281,1.3,1420,4
SAL31395,49,580,781,150,1765,0.7,1298,2.3
SAL31396,54,809,656,180,1583,0.8,1208,2.5
SAL31397,42,1517,729,335,1865,0.8,1677,2.7
SAL31398,40,1083,594,230,1263,0.9,897,2.2
SAL31399,38,1277,677,230,1530,0.8,1252,2.4
SAL31400,48,2006,714,250,1562,0.8,1208,2.6
SAL31401,59,419,468,200,1062,0.9,828,2
SAL31402,58,1733,461,110,1062,1.1,979,1.8
SAL31403,42,1441,855,254,1812,0.8,1516,2.5
SAL31404,40,2407,949,390,2591,0.8,2432,3
SAL31405,46,1500,582,250,1837,0.8,1066,2.1
SAL31406,44,1831,712,573,1656,0.9,1649,3.1
SAL31407,45,1000,1062,208,1399,1,1625,1.4
SAL31408,34,1659,728,325,2013,0.8,2075,2.9
SAL31409,34,1717,659,270,1575,1,1520,3.2
SAL31410,45,1993,919,310,2392,0.8,2062,2.5
SAL31411,57,1950,700,50,1374,0.6,1178,2.3
SAL31412,58,572,420,60,966,0.9,575,1.8
SAL31413,45,2400,1075,150,2250,0.7,1812,2.4
SAL31414,47,1430,589,185,1416,0.8,1406,2.5
SAL31415,59,867,438,0,1042,0.9,1024,2.5
SAL31416,63,500,489,95,1281,0.9,831,2.2
SAL31417,44,1592,989,250,1937,0.8,1600,2.5
SAL31418,47,1376,612,315,1562,0.8,1333,2.6
SAL31419,49,2200,599,220,1562,0.8,1812,2.9
SAL31420,53,1192,478,241,1375,0.9,1125,2.7
SAL31421,40,1151,754,100,2250,0.7,1437,2.1
SAL31422,51,1650,575,0,1562,0.8,1312,2.4
SAL31423,36,961,225,0,575,1,575,3.5
SAL31424,42,2123,897,465,2215,0.8,2108,2.7
SAL31425,52,645,425,250,1375,1,1124,2.7
SAL31426,49,1300,729,300,1812,0.8,1531,2.7
SAL31427,44,2102,746,158,1833,0.8,1449,2.6
SAL31428,37,1816,874,420,2221,0.8,2044,2.8
SAL31429,53,940,496,200,1204,0.8,959,2.2
SAL31430,55,1029,550,240,1174,0.8,1018,2
SAL31431,42,1300,749,48,2083,1,2083,3.2
SAL31432,30,0,1125,41,0,0,2250,0
SAL31433,50,1602,725,278,1666,0.9,1521,2.5
SAL31434,38,1300,919,223,2276,0.8,2025,2.6
SAL31435,28,0,0,500,1125,1,1125,4
SAL31436,31,2950,1093,0,2750,1.2,2625,3.8
SAL31437,36,1907,921,353,2361,0.8,2292,3
SAL31438,51,596,621,97,1562,0.8,1031,2.5
SAL31439,65,1051,454,150,866,0.8,725,1.6
SAL31440,37,2000,798,395,2189,0.8,2125,3.1
SAL31441,36,1661,677,220,1604,0.8,1343,2.8
SAL31442,37,0,1010,165,1724,0.6,1666,2.6
SAL31443,45,772,524,225,1292,0.9,774,2.4
SAL31444,39,2091,951,473,2577,0.7,2356,2.8
SAL31445,46,0,744,138,1375,0.9,1333,2.8
SAL31446,43,0,1375,0,0,1,4750,4
SAL31447,35,737,900,0,1375,1.1,1249,2.5
SAL31448,53,1896,593,265,1291,0.7,1291,2.5
SAL31449,44,2567,928,300,3374,0.9,2999,2.8
SAL31450,37,1083,728,250,1555,0.9,1398,2.7
SAL31451,37,1430,462,0,1437,0.9,1312,3.4
SAL31452,38,1516,745,373,1719,0.7,1547,2.6
SAL31453,47,1733,769,355,1792,0.7,1478,2.8
SAL31454,48,1918,420,150,1124,0.8,850,2.3
SAL31455,35,2000,913,430,2401,0.8,2297,3
SAL31456,48,1842,820,330,2156,0.9,1833,2.5
SAL31457,40,1733,796,360,1782,0.8,1425,2.4
SAL31458,29,1733,1304,280,2768,0.8,2634,2.7
SAL31459,54,1320,530,275,1375,0.9,1096,2.4
SAL31460,50,625,894,147,2107,0.8,1460,2.4
SAL31461,48,1700,655,265,1812,0.7,1468,2.6
SAL31462,39,2042,374,280,1083,0.8,1031,2.4
SAL31463,55,520,906,100,2250,0.7,1375,2.2
SAL31464,38,2275,410,300,1187,1,1125,3.5
SAL31465,43,1560,782,250,2083,0.8,1792,2.7
SAL31466,62,8,754,240,1875,0.6,1625,1.9
SAL31467,43,867,806,225,2036,0.8,1337,2.5
SAL31468,33,0,1625,0,5500,1.3,7000,4
SAL31469,43,1381,745,280,1708,0.8,1454,2.6
SAL31470,47,2059,485,220,1375,0.8,1271,2.3
SAL31471,41,1363,623,300,1562,0.8,1261,2.6
SAL31472,39,3033,1169,400,4571,0.8,3689,3
SAL31473,31,1800,1125,323,2374,1,3250,3
SAL31474,39,1502,724,310,1862,0.7,1598,2.6
SAL31475,35,1546,730,350,1695,0.8,1455,2.5
SAL31476,60,325,408,70,1042,0.7,687,1.8
SAL31477,42,1142,627,200,1208,0.9,1100,2.6
SAL31478,40,1733,994,400,2416,0.7,2104,2.6
SAL31479,45,1300,565,250,1356,0.9,1139,2.5
SAL31480,50,1635,609,248,1474,0.8,1343,2.4
SAL31481,36,1950,1151,450,2682,0.9,2056,1.8
SAL31482,40,1350,425,200,924,0.9,1124,2.9
SAL31483,39,1842,914,450,2425,0.7,2262,2.9
SAL31484,50,3263,706,0,1374,0.9,1166,2.4
SAL31485,36,2121,1036,400,2662,0.8,2551,3.1
SAL31486,41,1800,942,400,2426,0.7,2251,2.8
SAL31487,57,1402,479,225,1312,0.8,1062,2.3
SAL31488,31,2600,893,585,2392,0.8,2531,3.6
SAL31489,41,1624,896,300,2062,0.8,1952,2.8
SAL31490,63,875,475,260,1152,0.8,900,1.8
SAL31491,0,0,0,0,0,0,0,0
SAL31492,63,1500,653,250,1449,0.9,1170,1.8
SAL31493,38,1300,716,258,1734,0.8,1321,2.5
SAL31494,47,1331,866,250,1875,0.9,1812,2.9
SAL31495,50,1408,548,340,1357,0.7,1150,2.4
SAL31496,35,1517,746,310,1724,0.8,1329,2.4
SAL31497,35,2200,1099,380,2842,0.8,2113,2.4
SAL31498,41,1474,847,200,2222,0.9,1916,2.6
SAL31499,34,1496,765,300,1809,0.8,1625,2.8
SAL31500,28,2000,763,400,2253,1.1,1674,2.3
SAL31501,38,3000,450,165,1416,0.8,1375,2.6
SAL31502,60,0,824,0,2250,0.3,4250,4
SAL31503,51,1509,607,305,1429,0.9,1166,2.3
SAL31504,40,2200,1031,510,2921,0.7,2489,2.8
SAL31505,46,2694,895,598,3145,0.7,2719,2.9
SAL31506,50,1005,408,180,1062,1,866,2.5
SAL31507,46,1625,557,250,1422,0.9,978,2.4
SAL31508,36,1700,795,368,2092,0.8,2038,3
SAL31509,44,867,966,270,2333,0.7,2083,2.5
SAL31510,55,835,483,0,1999,0.7,1125,2.3
SAL31511,48,1504,752,330,2200,0.8,2027,2.6
SAL31512,38,1950,794,400,2131,0.8,1651,2.4
SAL31513,43,1200,611,280,1430,0.7,1151,2.4
SAL31514,59,1263,527,240,1187,0.7,927,2
SAL31515,23,0,442,120,1024,1.1,933,3.4
SAL31516,49,1500,710,345,1778,0.8,1640,2.6
SAL31517,43,1733,821,425,2020,0.7,1742,2.5
SAL31518,48,0,725,150,1625,0.7,1874,2.7
SAL31519,46,2000,841,323,2343,0.8,2283,2.7
SAL31520,45,1324,1100,150,2624,0.8,2416,2.8
SAL31521,53,1350,487,225,1437,0.9,1018,2.5
SAL31522,48,1855,738,413,1843,0.7,1666,2.7
SAL31523,44,1517,850,250,2388,0.9,1937,2.5
SAL31524,51,1733,612,250,1874,0.8,1050,2.1
SAL31525,43,2167,774,445,2184,0.8,2184,3
SAL31526,50,1517,687,260,1812,0.8,1562,2.6
SAL31527,38,1300,746,335,1546,0.8,1335,2.6
SAL31528,33,0,1075,150,2083,1,1949,3.3
SAL31529,56,975,481,200,1270,0.7,890,2
SAL31530,54,1700,875,275,1958,0.7,1541,2.3
SAL31531,56,1083,527,240,1280,0.7,917,2.1
SAL31532,27,0,383,100,699,0.6,450,3.4
SAL31533,53,2167,724,0,1875,0.8,1249,1.7
SAL31534,49,1600,625,300,1439,0.9,1254,2.4
SAL31535,36,1551,848,280,2061,0.7,1705,2.5
SAL31536,61,1300,575,75,1937,0.7,1792,2.5
SAL31537,44,1800,833,215,2463,1,2250,2.7
SAL31538,39,1820,1020,245,2124,0.8,1968,2.6
SAL31539,35,0,583,65,1875,0.7,1812,2.6
SAL31540,39,2284,915,360,2788,0.9,2895,3.3
SAL31541,53,0,724,0,1312,0.8,1333,2
SAL31542,38,1196,669,260,1531,0.7,1244,2.4
SAL31543,55,1517,776,375,1648,0.8,1268,1.8
SAL31544,37,1500,604,280,2049,0.8,2035,2.6
SAL31545,41,2000,850,0,2250,0.7,2750,3.2
SAL31546,36,2994,1037,460,2983,0.9,3150,3.7
SAL31547,35,1517,770,310,1819,0.8,1652,2.8
SAL31548,32,1305,520,315,1307,0.9,1179,2.9
SAL31549,62,1400,512,290,1170,0.8,946,2
SAL31550,49,1556,642,200,1416,0.7,1312,2.2
SAL31551,45,899,512,210,1042,0.7,774,2.4
SAL31552,46,249,833,145,2042,0.8,2035,2.7
SAL31553,26,0,866,44,2083,0.8,2062,2.9
SAL31554,43,1593,624,350,1619,0.8,1292,2.5
SAL31555,36,2967,956,113,2249,0.9,1687,3.4
SAL31556,28,1771,971,358,2402,0.8,2315,3.1
SAL31557,52,0,1125,170,0,1.4,2250,3.5
SAL31558,37,1450,801,325,1950,0.7,1670,2.6
SAL31559,46,3500,725,175,1375,0.8,949,2.1
SAL31560,33,1930,1030,405,2444,0.7,2252,3
SAL31561,53,1517,860,200,2214,0.7,2035,2.3
SAL31562,47,1733,594,270,1638,1,1414,2.7
SAL31563,45,2289,1035,500,2726,0.8,2647,2.9
SAL31564,49,991,511,240,1100,0.9,1083,2.4
SAL31565,55,1084,885,250,2083,0.7,1833,2.3
SAL31566,58,1300,412,270,1062,0.9,700,1.7
SAL31567,69,0,574,140,0,0.6,1125,2
SAL31568,35,1300,707,260,1600,0.8,1321,2.5
SAL31569,52,1300,478,250,1165,0.8,938,2.3
SAL31570,58,585,612,200,1625,0.7,933,2.2
SAL31571,57,1517,887,1200,1312,0.7,1625,2.3
SAL31572,0,0,0,0,0,0,0,0
SAL31573,56,2167,762,0,1624,0.7,1624,2
SAL31574,45,1667,749,250,1929,0.9,1816,2.7
SAL31575,29,0,348,115,858,1.3,1171,3.7
SAL31576,58,1400,547,200,1125,1,1050,2.3
SAL31577,43,0,1812,0,4750,0.7,3874,2.6
SAL31578,42,1733,591,250,1487,0.9,1302,2.7
SAL31579,41,1471,657,350,1875,0.9,1792,3.2
SAL31580,45,975,464,0,1042,0.9,1062,2.7
SAL31581,57,858,703,306,1906,0.6,1562,2.1
SAL31582,40,1733,698,450,1875,0.8,1698,2.7
SAL31583,46,1098,1139,241,1213,0.9,1107,2.4
SAL31584,51,815,577,200,1292,0.7,919,2.1
SAL31585,43,2383,710,302,774,0.7,1292,2.6
SAL31586,51,1343,537,170,1375,0.8,1375,2.4
SAL31587,51,360,900,270,1875,0.8,2049,2.7
SAL31588,33,2100,743,400,2171,0.8,2134,3.3
SAL31589,46,1600,596,260,1617,0.9,1265,2.5
SAL31590,49,1950,706,478,1842,0.8,1774,2.8
SAL31591,51,1358,734,300,1481,0.8,1267,2.3
SAL31592,38,0,900,250,1958,0.7,1875,1.9
SAL31593,60,1200,560,285,1294,0.8,1025,2
SAL31594,57,0,849,192,1625,0.6,1624,2
SAL31595,37,734,1041,280,1687,0.8,1875,2.5
SAL31596,42,2037,764,365,2198,0.8,2250,3.2
SAL31597,46,1794,831,200,2193,0.9,1863,2.7
SAL31598,55,1900,562,238,1468,1,1030,2.1
SAL31599,36,0,1125,90,1374,0.7,1437,2.1
SAL31600,47,1465,541,245,1437,1,1312,2.6
SAL31601,44,1517,653,380,1533,0.8,1186,2
SAL31602,45,2145,984,295,2675,0.9,2523,2.8
SAL31603,38,0,1292,0,3249,0.7,2249,2.5
SAL31604,39,1820,623,400,1833,0.9,1791,3
SAL31605,58,628,488,210,725,0.7,615,1.6
SAL31606,48,1153,495,300,1213,0.7,934,2.3
SAL31607,50,1000,588,270,1437,0.8,1583,2.4
SAL31608,46,1365,589,343,1548,0.7,1458,2.7
SAL31609,27,1141,625,320,1333,0.7,1258,2.8
SAL31610,43,1569,615,310,1805,0.8,1428,2.7
SAL31611,56,1365,747,350,2031,0.8,1531,2.1
SAL31612,60,0,725,225,1999,1.2,1562,2
SAL31613,47,1517,684,280,1812,0.7,1575,2.6
SAL31614,51,1387,669,210,1649,0.9,1395,2.5
SAL31615,49,1733,721,420,1883,0.8,1757,2.6
SAL31616,44,1050,774,0,2250,1,2249,3.2
SAL31617,43,2084,674,750,2187,0.8,1468,2.9
SAL31618,0,0,0,0,0,0,0,0
SAL31619,66,607,599,112,2250,0.7,1125,1.3
SAL31620,68,1070,820,0,0,0,2062,1
SAL31621,38,0,575,350,1199,1.4,612,2.5
SAL31622,57,1817,845,70,2750,0.8,1302,1.5
SAL31623,38,1400,752,250,1906,1.1,1724,2.5
SAL31624,40,1300,854,250,2250,0.8,2027,2.7
SAL31625,49,1203,437,225,1312,0.9,866,2.6
SAL31626,63,880,440,240,882,0.8,678,1.7
SAL31627,24,0,1499,0,2750,1.3,2750,4
SAL31628,56,1725,911,275,1850,0.8,1781,2.1
SAL31629,37,1904,932,400,2399,0.7,2173,2.7
SAL31630,45,1975,781,340,2250,0.9,2200,3.1
SAL31631,40,1798,719,388,1771,0.8,1598,2.7
SAL31632,53,1599,624,263,1625,0.7,1333,2.5
SAL31633,40,0,1093,200,2750,0.8,2624,3
SAL31634,52,5750,758,0,2249,0.8,1875,2.7
SAL31635,50,1800,523,290,1281,0.8,1020,2.3
SAL31636,45,1559,693,193,1625,0.8,1392,2.5
SAL31637,24,0,900,75,1999,0.9,1437,3
SAL31638,47,1733,1070,210,2625,1,1875,2.1
SAL31639,50,0,1249,0,2250,1,2250,1.5
SAL31640,46,1834,659,313,1625,0.8,1406,2.5
