SAL_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
SAL30654,42,1584,700,220,2062,0.9,2062,2.9
SAL30655,46,1777,919,350,2333,0.8,2125,2.3
SAL30656,44,2167,1468,150,2895,0.8,2659,2.6
SAL30657,39,2492,1125,450,3749,0.8,2750,3
SAL30658,47,2167,575,779,1375,0.9,1208,2.7
SAL30659,59,1679,774,350,1625,0.9,1562,2.1
SAL30660,37,0,900,0,2125,0.9,1999,3.5
SAL30661,37,1311,871,200,1426,0.8,1399,2.4
SAL30662,50,579,387,0,1625,1.6,1024,2.4
SAL30663,39,0,1171,150,2374,0.8,2349,3.1
SAL30664,39,1300,663,310,1596,0.7,1337,2.4
SAL30665,49,0,1125,0,1125,0.9,1125,4.3
SAL30666,48,1354,579,300,1464,0.9,1203,2.5
SAL30667,54,0,1292,0,6500,0.8,1875,2.4
SAL30668,51,1408,662,200,1781,0.9,1424,2.5
SAL30669,68,2100,646,262,1625,0.8,1269,1.8
SAL30670,62,1289,549,295,1173,0.7,904,1.9
SAL30671,54,1774,762,200,2125,0.8,1875,2.4
SAL30672,45,1733,725,373,1562,0.7,1062,2.5
SAL30673,49,1488,723,300,1808,0.8,1220,2.1
SAL30674,44,650,575,325,1625,0.7,1499,2.5
SAL30675,51,1300,674,250,1586,1,1253,2.3
SAL30676,49,2162,628,245,1281,0.8,1104,2.1
SAL30677,45,1658,592,225,1625,0.7,1166,2.5
SAL30678,60,3188,374,0,1375,0.6,899,2.2
SAL30679,43,1670,715,300,1649,0.9,1542,2.7
SAL30680,53,1815,765,410,1787,0.9,1318,1.9
SAL30681,58,1617,543,100,1812,0.9,1031,2.1
SAL30682,51,1344,535,220,1520,0.9,1125,2.6
SAL30683,44,0,899,84,0,0,900,0
SAL30684,61,1170,430,300,919,0.7,808,2.1
SAL30685,45,1886,568,330,1421,1,1174,2.7
SAL30686,47,2000,755,450,1978,0.8,1567,2.4
SAL30687,50,1647,603,415,1461,0.7,1091,2.1
SAL30688,29,2000,828,450,1987,0.8,1928,3.1
SAL30689,59,8667,1062,140,1624,0.6,1375,1.9
SAL30690,27,0,575,0,0,0,575,0
SAL30691,50,1274,498,250,1259,0.8,1225,2.5
SAL30692,39,0,814,240,2250,0.8,1875,3.1
SAL30693,44,1355,612,0,1125,0.9,1375,3.1
SAL30694,42,1625,474,165,1208,0.8,949,2.1
SAL30695,54,1421,490,300,959,0.8,958,2.4
SAL30696,57,905,762,365,1875,1,1625,2
SAL30697,39,0,675,0,724,0.8,1024,3.8
SAL30698,34,1758,721,369,1890,0.9,1586,2.6
SAL30699,40,9999,1024,0,2250,0.5,2249,3.3
SAL30700,46,1517,625,395,1552,0.9,1294,2.5
SAL30701,43,1083,725,120,1812,0.8,1781,2.8
SAL30702,46,1980,646,500,1701,0.8,1634,2.9
SAL30703,16,1517,575,0,1499,1.2,1125,3.7
SAL30704,54,1584,754,240,2200,0.8,1958,2.4
SAL30705,50,1733,626,430,1494,0.8,1282,2.4
SAL30706,51,2254,773,510,2222,0.7,2111,2.6
SAL30707,35,2047,1127,380,2846,0.8,2103,2.3
SAL30708,39,1478,809,180,1792,0.9,1583,2.7
SAL30709,33,0,1031,0,2125,1.1,1749,4.3
SAL30710,48,1863,600,370,1678,0.9,1461,2.7
SAL30711,53,1947,541,265,1687,0.8,1264,2.5
SAL30712,48,1325,715,268,1461,0.8,1172,2.2
SAL30713,58,527,424,160,862,0.8,720,2.1
SAL30714,42,2004,2183,60,3250,0.7,2420,2.3
SAL30715,58,1409,792,240,1875,0.7,1399,2.3
SAL30716,48,1650,670,373,1786,0.7,1620,2.7
SAL30717,47,0,984,800,1199,0.9,1825,1.6
SAL30718,47,0,1625,0,0,0.2,0,2
SAL30719,55,0,262,300,1324,0.8,1649,2.5
SAL30720,53,1000,492,280,1279,0.7,957,2.2
SAL30721,52,780,632,180,1625,0.8,1350,2.3
SAL30722,43,1733,700,300,2549,0.8,2124,3
SAL30723,50,0,880,260,2208,0.9,1562,3.1
SAL30724,41,2200,980,385,2847,0.8,2182,2.6
SAL30725,49,1476,450,215,1562,0.9,1224,2.6
SAL30726,57,2290,687,100,1406,0.8,1275,2.4
SAL30727,40,2052,920,440,2511,0.7,2346,2.9
SAL30728,48,0,1312,0,2250,0.7,2250,2.8
SAL30729,27,1733,990,370,2151,0.7,1968,2.5
SAL30730,59,0,762,0,0,0.1,0,1
SAL30731,42,1785,903,390,2355,0.7,2192,2.7
SAL30732,48,1311,593,165,1187,0.8,1071,2.3
SAL30733,52,1517,731,290,1674,0.8,1645,2.6
SAL30734,53,758,370,230,778,0.9,703,2.2
SAL30735,54,867,476,200,1174,0.9,754,1.7
SAL30736,60,900,1187,250,1375,0.6,2062,1.5
SAL30737,41,1517,700,211,1812,1,1343,3.2
SAL30738,65,542,530,250,1166,0.7,1042,1.8
SAL30739,54,1733,1437,50,4750,0.5,1437,1.7
SAL30740,50,1257,1406,130,1937,0.7,825,1.8
SAL30741,45,1766,843,450,1915,0.8,1763,2.5
SAL30742,46,1733,637,383,1698,0.8,1588,2.8
SAL30743,39,1300,698,291,1757,0.8,1400,2.5
SAL30744,59,1517,634,330,1318,0.7,1112,2.1
SAL30745,42,1314,662,250,1625,0.8,1424,2.9
SAL30746,42,1000,518,265,1375,1,1166,2.9
SAL30747,55,1660,725,280,1687,0.9,1583,2
SAL30748,47,1733,604,250,1583,0.8,1312,2.4
SAL30749,50,1351,537,0,1125,0.6,1042,1.8
SAL30750,29,1431,684,350,1548,0.9,1466,3.1
SAL30751,39,2134,850,350,2624,1,2250,3.1
SAL30752,53,1185,578,180,1202,0.7,1055,2.3
SAL30753,49,1733,580,350,1562,0.9,1513,2.6
SAL30754,56,1517,833,200,1687,0.9,1562,2.6
SAL30755,59,2384,612,290,1312,0.7,1124,2.1
SAL30756,36,5400,743,250,1812,1,1625,3.9
SAL30757,32,949,394,230,1125,0.8,1062,2.9
SAL30758,52,1083,510,230,1375,0.8,1187,2.9
SAL30759,57,1125,492,265,1144,0.7,920,2.1
SAL30760,54,433,727,148,1625,1.1,1375,2.5
SAL30761,50,2058,825,288,1875,0.8,1562,2.6
SAL30762,41,1733,550,283,1625,0.9,1416,2.9
SAL30763,68,0,2374,0,0,0.3,2124,1
SAL30764,14,0,1249,0,2250,1,2250,5
SAL30765,43,1300,659,250,1410,0.8,1234,2.5
SAL30766,58,1200,570,245,1420,0.9,1158,2.1
SAL30767,46,750,606,128,1322,0.8,1094,2.3
SAL30768,49,1727,664,103,2049,0.8,1624,2.6
SAL30769,45,1257,484,300,1208,0.8,1092,2.6
SAL30770,61,1525,919,185,2374,0.7,2125,2.3
SAL30771,40,1300,803,270,1891,0.8,1411,2.3
SAL30772,54,1608,566,325,1449,0.8,1343,2.5
SAL30773,45,1852,692,450,1859,0.7,1468,2.5
SAL30774,42,2102,900,495,2295,0.8,1825,2.3
SAL30775,43,2500,771,520,2234,0.9,2268,3
SAL30776,42,2100,738,470,2007,0.8,1625,2.6
SAL30777,62,1116,378,0,1149,0.8,687,1.8
SAL30778,49,1114,487,250,1562,0.8,1218,2.5
SAL30779,54,750,593,385,1374,0.6,1541,2.3
SAL30780,24,4333,900,802,1437,0.7,1375,3.2
SAL30781,54,6500,824,92,2250,0.5,1062,1.7
SAL30782,55,520,395,125,774,1.1,678,2.1
SAL30783,36,1800,778,380,1982,0.8,1890,2.9
SAL30784,0,0,0,0,0,0,0,0
SAL30785,51,1815,710,280,1791,0.7,1187,2.4
SAL30786,58,1409,610,245,1187,0.9,1025,2.2
SAL30787,38,1842,866,400,2203,0.8,2000,2.8
SAL30788,43,0,1801,100,1125,0.8,919,2.3
SAL30789,30,1800,877,360,1896,0.8,1685,2.6
SAL30790,44,1500,906,183,2321,0.9,2250,3
SAL30791,55,767,725,160,1375,0.7,1375,2.1
SAL30792,36,1300,755,260,1821,0.8,1473,2.6
SAL30793,40,1603,612,223,1781,0.9,1468,2.9
SAL30794,28,0,0,0,0,0,0,0
SAL30795,54,999,452,200,1025,0.8,811,2.1
SAL30796,43,1517,812,340,2583,0.9,2374,3.1
SAL30797,53,1863,780,50,1937,0.8,1624,2.4
SAL30798,43,1854,457,200,1187,0.9,749,2.2
SAL30799,53,1171,578,230,1451,0.8,1183,2.3
SAL30800,45,828,457,200,1062,1,974,2.6
SAL30801,51,1192,433,255,1281,0.9,1187,2.7
SAL30802,56,745,486,280,1375,0.8,933,2.3
SAL30803,61,1500,575,930,1375,1.1,1458,2.5
SAL30804,56,1733,808,150,2392,1,1937,2.6
SAL30805,41,1896,619,0,1874,0.9,1874,3.3
SAL30806,59,1059,674,0,1999,1,1124,2
SAL30807,43,1437,703,240,1875,0.8,1233,2.6
SAL30808,42,2000,827,499,2562,0.8,2600,3.3
SAL30809,29,1350,691,320,1694,0.8,1461,2.6
SAL30810,41,2215,817,330,1843,0.9,1812,2.9
SAL30811,50,0,900,140,1624,0.6,900,1.8
SAL30812,36,1500,703,350,1816,0.8,1557,2.7
SAL30813,50,1333,487,380,2036,1,1625,2.7
SAL30814,20,0,568,148,850,1,784,3.5
SAL30815,49,1200,700,0,1562,0.8,1542,2.3
SAL30816,40,2167,900,400,2504,0.8,2265,2.9
SAL30817,50,0,725,0,1125,0.7,1124,2.8
SAL30818,42,1846,833,350,2283,0.8,1606,2.3
SAL30819,40,1517,618,325,1486,0.8,1269,2.5
SAL30820,0,0,0,0,0,0,0,0
SAL30821,29,1800,1086,370,2392,0.8,2222,3
SAL30822,33,1587,900,0,1375,0.9,1375,3
SAL30823,57,753,404,180,870,1,705,2
SAL30824,32,1417,809,310,1760,0.8,1530,2.7
SAL30825,48,1376,612,260,1625,0.8,1375,2.6
SAL30826,51,460,450,150,1125,1,850,2.3
SAL30827,56,1125,418,220,900,0.8,757,2.1
SAL30828,52,1083,470,150,1224,0.9,969,2.2
SAL30829,38,2013,773,430,2079,0.8,1966,2.9
SAL30830,37,953,531,250,1230,0.8,957,2.3
SAL30831,46,1625,854,150,1958,0.7,1625,2.6
SAL30832,43,1618,816,400,2062,0.7,1468,2.5
SAL30833,45,0,949,0,0,1.2,2374,3.5
SAL30834,41,1326,563,325,1375,0.9,1109,2.6
SAL30835,46,1788,924,225,2327,0.9,2140,2.7
SAL30836,30,2025,1042,284,2750,0.8,3041,3.2
SAL30837,0,0,0,0,0,0,0,0
SAL30838,49,1950,603,396,1797,0.9,1760,2.7
SAL30839,52,1983,974,400,2125,0.7,1624,2.5
SAL30840,47,3000,725,110,1478,0.7,1458,2.5
SAL30841,54,1854,663,400,1939,0.7,1330,2.2
SAL30842,39,700,612,150,1562,1,1375,2.7
SAL30843,46,2200,685,330,2080,0.9,1442,2.6
SAL30844,44,4333,710,300,1437,1.2,1624,3.1
SAL30845,49,1387,580,200,1488,0.8,1155,2.3
SAL30846,43,1083,746,120,1833,0.9,1452,2.7
SAL30847,61,1652,561,320,1156,0.7,1021,1.9
SAL30848,52,1733,695,130,1406,1,1937,3
SAL30849,35,1105,638,305,1435,0.7,1290,2.2
SAL30850,38,1733,979,150,1968,0.9,1968,3.1
SAL30851,47,675,786,145,1607,0.7,1275,2.2
SAL30852,50,1050,518,400,2124,0.8,784,2.2
SAL30853,53,975,666,300,1375,1.1,1136,2
SAL30854,43,3400,1042,75,2250,0.9,2062,3
SAL30855,51,1000,525,0,574,1.4,1408,3.1
SAL30856,46,1000,712,270,1708,0.9,1649,2.7
SAL30857,66,0,724,0,0,0,1375,0
SAL30858,42,2019,543,0,1593,0.8,1531,2.9
SAL30859,55,0,599,0,1343,0.9,1281,2.4
SAL30860,48,2600,1375,360,3708,0.8,2708,2.4
SAL30861,0,0,0,0,0,0,0,0
SAL30862,58,1517,594,303,1508,0.7,1114,2.1
SAL30863,30,1733,804,360,1926,0.9,1882,3.2
SAL30864,59,900,547,255,1166,0.7,974,2.2
SAL30865,25,737,362,120,882,1.5,1253,4.2
SAL30866,46,2167,796,470,2190,0.8,2086,2.9
SAL30867,48,650,420,0,754,0.9,743,2.1
SAL30868,65,1300,495,370,2083,1,827,2.5
SAL30869,61,692,450,0,899,1,599,1.5
SAL30870,50,1400,691,300,2028,0.8,1937,2.8
SAL30871,27,1625,725,360,2411,0.7,2014,2.6
SAL30872,0,0,0,0,0,0,0,0
SAL30873,48,934,392,380,900,0.9,735,2.3
SAL30874,39,1465,962,180,2550,1,2562,3.1
SAL30875,42,2600,1054,500,3042,0.8,3073,3.1
SAL30876,36,1394,706,285,1659,0.7,1354,2.4
SAL30877,35,1993,830,460,2239,0.8,2240,3.5
SAL30878,37,1239,662,180,1312,0.7,900,2.5
SAL30879,35,518,937,200,2124,0.9,2083,3.2
SAL30880,48,693,479,276,1062,0.8,966,2.4
SAL30881,52,0,1562,0,0,1,1625,2
SAL30882,49,910,739,115,1575,0.8,1336,2.4
SAL30883,37,1517,1343,0,2333,0.6,1958,2.4
SAL30884,55,1083,596,0,1375,1,1312,2.5
SAL30885,45,1341,479,295,1303,0.8,1178,2.7
SAL30886,50,1300,591,300,1484,0.7,1255,2.4
SAL30887,35,1195,489,100,1333,0.9,949,2.8
SAL30888,39,651,774,130,1916,0.7,1375,2.4
SAL30889,49,2100,787,380,1974,0.8,1767,2.6
SAL30890,55,1500,553,150,1874,0.7,988,2.3
SAL30891,51,1733,889,300,2666,0.8,2531,2.7
SAL30892,52,1036,660,0,1625,1.2,1343,3.3
SAL30893,43,0,966,0,2166,0.5,1958,1.9
SAL30894,61,0,537,0,1024,1,1024,1.7
SAL30895,51,1545,717,170,1187,0.9,1083,2.2
SAL30896,47,1263,671,360,1781,0.7,1300,2.5
SAL30897,42,1452,601,360,1490,0.8,1403,2.8
SAL30898,51,1764,690,418,1760,0.7,1644,2.6
SAL30899,44,0,1028,250,5500,0.7,1125,2.3
SAL30900,57,0,762,0,1833,0.6,1375,2.5
SAL30901,39,1517,624,310,1724,0.8,1531,2.9
SAL30902,43,0,939,200,1374,1,949,2.6
SAL30903,55,1083,833,270,1781,0.8,1437,1.9
SAL30904,47,1560,642,294,1597,0.8,1157,2.3
SAL30905,39,1517,594,350,1613,0.9,1261,2.6
SAL30906,0,0,0,0,0,0,0,0
SAL30907,47,3467,1550,44,2249,1.2,2463,3.2
SAL30908,41,0,1839,150,2750,0.6,2583,2.3
SAL30909,53,780,480,200,1042,0.8,860,2.3
SAL30910,32,2368,808,390,2364,1,1741,2.3
SAL30911,49,0,866,2438,1625,0.7,1406,2.3
SAL30912,27,0,262,0,0,1,575,3.5
SAL30913,36,650,1667,94,2951,0.7,2452,2.5
SAL30914,38,0,899,450,1375,1,1125,1.8
SAL30915,37,1300,586,320,1289,0.8,1078,2.4
SAL30916,23,0,1125,0,2250,0.5,2250,2
SAL30917,45,1500,692,290,1763,0.8,1163,2.2
SAL30918,48,1100,698,245,1875,0.8,1354,2.5
SAL30919,32,2167,1032,400,2688,0.9,2052,2.2
SAL30920,48,1625,665,150,2874,1,1562,3.4
SAL30921,0,0,0,0,0,0,0,0
SAL30922,46,1514,604,300,1600,0.8,1460,2.7
SAL30923,36,2045,1174,205,2874,0.9,2349,2.7
SAL30924,49,1300,732,260,1550,0.9,1375,2.5
SAL30925,43,1723,788,300,2045,0.8,1792,2.6
SAL30926,36,2734,762,715,1437,1.1,1812,3.8
SAL30927,39,1083,625,255,1434,0.8,1081,2.3
SAL30928,40,1300,732,290,1683,0.7,1267,2.2
SAL30929,41,1625,913,320,2205,0.8,1717,2.3
SAL30930,51,1083,477,275,1171,0.8,961,2.5
SAL30931,48,1317,806,335,1625,0.9,1390,2.5
SAL30932,54,1186,640,150,1916,0.9,1292,2.2
SAL30933,37,1733,820,300,2335,0.8,1581,2.2
SAL30934,48,2000,829,280,2200,0.9,1850,2.5
SAL30935,45,1400,670,300,1771,0.7,1367,2.3
SAL30936,43,585,850,250,2499,0.9,2249,2.9
SAL30937,38,2150,1042,460,2862,0.8,2767,3.1
SAL30938,42,1213,640,290,1445,0.8,1255,2.3
SAL30939,47,1517,616,450,2012,0.7,1792,2.8
SAL30940,35,1517,755,350,1910,0.8,1638,2.8
SAL30941,42,1618,943,310,2201,0.8,1675,2.3
SAL30942,33,1517,788,350,1878,0.8,1641,2.8
SAL30943,19,0,0,0,0,1.5,0,6
SAL30944,45,1842,705,400,1732,0.8,1559,2.6
SAL30945,24,2817,612,300,1125,0.9,949,2.8
SAL30946,50,768,469,140,972,0.8,820,2.2
SAL30947,57,999,825,0,949,0.6,1562,2.2
SAL30948,41,2000,700,60,1624,0.8,1625,3.1
SAL30949,0,0,0,0,0,0,0,0
SAL30950,36,1800,767,420,2049,0.8,1907,2.8
SAL30951,35,1733,991,390,2531,0.8,2291,2.7
SAL30952,57,427,842,200,1292,0.9,1481,2.1
SAL30953,49,1170,604,273,1397,0.8,1125,2.3
SAL30954,55,1559,725,280,1833,1,1562,2.5
SAL30955,42,2100,736,525,2042,0.8,1742,2.7
SAL30956,42,1809,657,40,1343,0.9,1093,2.7
SAL30957,51,1720,809,210,2125,0.9,1375,2.5
SAL30958,32,1213,850,0,2250,0.7,1199,2.6
SAL30959,26,0,900,220,2250,0.5,1574,3
SAL30960,48,1300,533,370,1221,0.7,1035,2.4
SAL30961,40,2000,783,373,2185,0.8,2180,3.1
SAL30962,42,2105,924,100,2049,0.8,1718,2.4
SAL30963,30,1491,617,350,1399,0.9,1352,2.9
SAL30964,56,1048,556,131,966,0.9,794,2.2
SAL30965,52,1083,480,300,1180,0.8,972,2.2
SAL30966,48,1467,712,260,2200,1,2100,2.8
SAL30967,53,997,462,300,1375,0.7,1062,2.1
SAL30968,48,1733,667,200,1850,0.8,1458,2.7
SAL30969,57,1300,560,290,1321,0.7,1036,2.2
SAL30970,72,0,454,319,1125,1.2,780,1.2
SAL30971,68,0,612,0,5500,1,700,1.4
SAL30972,50,1084,717,225,1916,0.8,1791,2.3
SAL30973,33,1625,1017,300,2519,0.8,2164,2.7
SAL30974,50,1083,612,260,1812,0.9,1625,2.5
SAL30975,56,1517,604,300,1435,0.8,1183,2.3
SAL30976,59,1200,533,238,1104,0.7,928,2
SAL30977,38,1275,743,0,3749,1,1375,2.6
SAL30978,31,2160,1182,370,2820,0.8,2155,2.4
SAL30979,47,1270,574,450,1999,1.1,1624,2.6
SAL30980,50,4652,725,0,4083,0.9,3250,3
SAL30981,37,2257,1090,280,3117,0.8,3059,3.2
SAL30982,52,660,745,140,2291,0.7,1218,2.6
SAL30983,31,0,390,150,814,0.8,1014,3.5
SAL30984,58,1181,475,260,1163,0.7,908,2.1
SAL30985,51,1350,687,150,1624,0.7,1437,2.4
SAL30986,31,0,1083,0,2124,0.8,1125,5.5
SAL30987,35,1733,962,200,2178,0.9,1875,2.8
SAL30988,36,1649,863,295,2178,0.9,2024,2.9
SAL30989,42,1600,807,308,1949,0.8,1640,2.7
SAL30990,47,1600,700,165,1724,0.9,1516,2.5
SAL30991,44,1733,664,365,1847,0.9,1744,2.9
SAL30992,60,976,617,250,1531,0.8,1292,2.1
SAL30993,55,867,454,270,1156,0.9,977,2.2
SAL30994,60,1045,537,120,1375,0.8,1024,2
SAL30995,48,0,762,0,1625,0.8,1625,2.7
SAL30996,45,2000,768,480,2095,0.8,1927,2.8
SAL30997,54,1042,575,200,1281,1,1062,2.3
SAL30998,43,956,524,430,725,0.5,1274,1.5
SAL30999,67,0,2500,0,4750,0.3,4750,2
SAL31000,43,1194,675,230,1312,0.9,1218,2.5
SAL31001,51,1083,426,400,1208,0.9,1125,2.8
SAL31002,35,0,774,0,2250,0.9,2250,3.1
SAL31003,62,0,450,0,0,1,575,1
SAL31004,34,2000,1262,325,2799,0.7,2750,2.7
SAL31005,41,3400,1062,661,2750,0.6,1792,1.3
SAL31006,35,2000,982,300,2650,0.8,2321,2.8
SAL31007,42,5584,1635,210,1375,1.2,1562,1.7
SAL31008,32,3000,900,300,2166,0.8,2083,3
SAL31009,56,1471,557,245,1354,0.9,1187,2.4
SAL31010,57,1534,824,0,1937,0.8,1562,2.6
SAL31011,36,2000,1085,480,2585,0.8,2333,2.7
SAL31012,35,1950,1041,420,2456,0.8,2015,2.4
SAL31013,29,1257,669,0,1312,0.8,1062,2.7
SAL31014,32,2100,967,410,2777,0.9,2258,2.5
SAL31015,51,1881,604,315,1625,0.8,1625,2.8
SAL31016,61,1400,537,225,1187,0.8,1031,2.5
SAL31017,35,1825,749,200,1208,1,1062,2.7
SAL31018,55,2500,562,260,1375,0.7,1375,2.4
SAL31019,42,1822,890,298,2299,0.8,2146,2.8
SAL31020,48,1673,752,288,2107,0.8,1463,2.5
SAL31021,38,1104,814,230,2062,0.9,1937,3
SAL31022,19,0,866,0,0,0,0,0
SAL31023,51,2383,706,320,1375,0.7,1374,2.2
SAL31024,41,1767,746,350,1791,0.9,1468,2.9
SAL31025,42,1600,627,343,1555,0.9,1550,3
SAL31026,49,1921,706,150,1924,0.9,1770,2.7
SAL31027,43,1194,820,400,2083,0.8,1875,3
SAL31028,35,1517,826,230,2017,0.9,1694,2.9
SAL31029,53,1942,599,330,1624,0.7,1458,2.7
SAL31030,35,1629,771,350,1890,0.8,1765,3
SAL31031,49,2150,762,475,1875,0.7,1562,2.3
SAL31032,41,2000,899,400,2414,0.8,2175,2.8
SAL31033,40,1972,953,448,2541,0.8,2270,2.8
SAL31034,53,1693,849,220,1812,0.7,1791,2.3
SAL31035,30,0,1562,0,0,1,5500,4
SAL31036,26,2080,1374,575,4083,0.8,3750,3.6
SAL31037,40,3033,1184,585,4226,0.8,3767,3.2
SAL31038,51,1415,639,235,1766,0.9,1294,2.2
SAL31039,39,1734,699,190,1937,1.4,1625,3
SAL31040,56,1000,949,260,2749,0.6,2125,2.3
SAL31041,59,0,614,181,3062,1.4,1231,1.8
SAL31042,48,1733,519,270,1375,0.9,1354,2.8
SAL31043,59,1517,587,260,1625,1,1116,2.2
SAL31044,42,1500,767,300,2124,0.9,1937,3
SAL31045,35,1677,889,385,2081,0.8,1730,2.5
SAL31046,43,0,1042,175,575,1,1042,1.2
SAL31047,30,1820,873,395,2099,0.8,2071,3.3
SAL31048,45,2102,719,275,1890,0.8,1550,2.6
SAL31049,50,1977,783,350,1575,1.1,1468,2.4
SAL31050,59,1808,650,338,1650,0.7,1426,2.3
SAL31051,55,887,469,200,1042,0.8,866,2.3
SAL31052,0,0,0,0,0,0,0,0
SAL31053,39,1430,724,300,2187,0.8,1812,3
SAL31054,38,1517,830,300,2087,0.8,1847,2.8
SAL31055,45,0,525,0,1374,0.9,949,2.2
SAL31056,0,0,0,0,0,0,0,0
SAL31057,53,1224,595,270,1468,0.8,1055,2.2
SAL31058,46,2442,743,465,2416,1,2750,3.5
SAL31059,48,750,630,350,1562,0.7,1312,2.4
SAL31060,52,1667,599,290,2125,0.8,1791,2.5
SAL31061,49,1083,491,208,1375,1.1,1104,2
SAL31062,46,2089,652,500,1815,0.8,1383,2.5
SAL31063,40,1300,611,295,1555,0.7,1314,2.5
SAL31064,37,1690,802,390,2140,0.8,1919,2.8
SAL31065,56,0,450,273,1312,0.9,899,1.8
SAL31066,51,1517,566,603,1424,0.8,1542,2.7
SAL31067,44,2392,885,500,2633,0.7,2668,3.1
SAL31068,54,823,861,200,1968,0.6,1781,2
SAL31069,41,0,749,0,1125,0.7,1624,3.1
SAL31070,29,0,774,175,2125,0.6,1125,2.1
SAL31071,52,2184,1071,150,2549,0.6,1958,2.4
SAL31072,59,1149,515,240,1213,0.7,945,2.1
SAL31073,63,899,633,258,1125,1,1242,1.9
SAL31074,31,1700,1057,400,2233,1.1,1655,1.6
SAL31075,43,0,575,140,725,1.2,725,4
SAL31076,30,0,1024,0,0,0.1,575,1
SAL31077,43,0,900,0,4250,0.9,4250,3.5
SAL31078,42,2600,954,30,2333,0.9,1281,2.2
SAL31079,41,1775,946,280,2333,0.8,2083,2.6
SAL31080,32,0,1202,313,1916,0.8,1812,2.8
SAL31081,52,1300,949,350,1666,0.7,1513,1.5
SAL31082,58,2042,550,280,1624,0.8,1093,2.2
SAL31083,45,1517,819,163,2022,0.8,1800,2.7
SAL31084,43,1767,681,260,1767,0.7,1525,2.6
SAL31085,51,2460,718,315,1625,0.8,1399,2.8
SAL31086,37,1473,867,300,2139,0.8,1723,2.5
SAL31087,41,1625,1064,350,2273,0.8,1865,2.3
SAL31088,46,1950,1015,270,2607,0.9,2250,2.5
SAL31089,57,1264,474,260,2249,0.7,762,2.1
SAL31090,37,1450,668,250,1375,0.9,1208,2.6
SAL31091,0,0,0,0,0,0,0,0
SAL31092,57,668,383,185,833,1.1,780,2.2
SAL31093,35,1213,565,290,1295,0.8,1145,2.5
SAL31094,52,2000,724,0,2125,0.9,2166,2.4
SAL31095,58,2500,784,185,2062,0.6,2062,2.1
SAL31096,58,0,749,0,0,1,749,1
SAL31097,0,0,0,0,0,0,0,0
SAL31098,42,1300,637,220,1462,0.8,1077,2
SAL31099,44,2113,778,290,1949,0.9,1656,2.6
SAL31100,47,1975,959,250,1958,0.7,1562,2
SAL31101,60,1267,474,190,1125,0.8,700,1.9
SAL31102,37,1600,809,250,2062,0.9,2156,3
SAL31103,70,0,350,0,0,0,725,0
SAL31104,33,1300,664,295,1496,0.8,1268,2.6
SAL31105,45,2167,710,455,1941,0.8,2020,3.1
SAL31106,47,984,592,230,1327,0.8,1046,2.2
SAL31107,33,1842,1024,350,2358,0.8,1754,2.1
SAL31108,38,2000,957,415,2549,0.8,2179,2.7
SAL31109,46,2000,681,445,2083,0.8,1899,2.9
SAL31110,45,0,1062,300,2125,0.7,1624,2.9
SAL31111,53,813,854,175,1958,0.9,1418,2.2
SAL31112,30,0,788,0,1125,1,1125,2
SAL31113,51,1517,836,260,1874,0.9,1375,2.2
SAL31114,43,1550,695,245,1797,0.9,1485,2.7
SAL31115,29,2917,833,0,1749,0.8,1312,2.5
SAL31116,0,0,0,0,0,0,0,0
SAL31117,55,1200,833,200,2062,0.8,2125,2.7
SAL31118,53,0,762,0,1812,0.7,1208,2.1
SAL31119,58,3000,774,0,900,0.9,1812,2.3
SAL31120,49,0,674,310,1874,0.8,850,2.3
SAL31121,50,2400,537,260,1399,0.9,1375,2.9
SAL31122,48,1488,489,335,3124,0.9,2250,2.9
SAL31123,35,2178,941,540,2436,0.8,2442,3.2
SAL31124,54,867,486,250,1193,0.8,907,2.1
SAL31125,58,1043,699,136,2416,0.9,2156,2.9
SAL31126,61,0,0,0,0,0,0,0
SAL31127,49,1170,1125,100,2250,0.5,1875,1.8
SAL31128,49,1100,1375,45,0,0.7,1874,2
SAL31129,50,954,637,180,1531,0.7,1125,2.2
SAL31130,52,1076,537,363,1125,0.8,1187,2.5
SAL31131,39,1153,812,343,2125,0.9,1562,3
SAL31132,41,1230,890,250,1901,0.8,1379,1.8
SAL31133,65,2639,545,0,1062,0.7,725,1.7
SAL31134,49,2000,659,300,1662,0.8,1454,2.5
SAL31135,58,975,473,255,1375,0.8,979,2.2
SAL31136,53,3681,435,289,2749,0.9,466,2.5
SAL31137,41,1820,732,400,1861,0.8,1738,2.8
SAL31138,43,1530,581,275,1525,0.9,1513,2.8
SAL31139,42,0,524,0,1249,0.7,1249,3
SAL31140,51,1618,734,298,1625,0.8,1375,2.5
SAL31141,46,1127,531,260,1242,0.8,1083,2.4
SAL31142,47,1709,899,138,1625,1,2749,2.7
SAL31143,38,1534,595,500,1542,0.9,1583,3.1
SAL31144,49,1625,474,0,1375,1.1,1312,2.3
SAL31145,29,1560,968,320,2308,0.7,2098,2.8
SAL31146,54,2499,537,190,1374,0.9,966,2.6
SAL31147,53,1728,1024,200,1437,0.7,1375,2.7
SAL31148,53,1192,599,300,1375,0.8,1231,2.4
